gene_id	chrom	start	end
Tfasc_v1.30332-RA	Tfas_chr25	5928620	5947666
Tfasc_v1.30364-RA	Tfas_chr25	6685875	6687769
Tfasc_v1.30365-RA	Tfas_chr25	6726753	6757875
Tfasc_v1.30425-RA	Tfas_chr25	7878151	7878462
Tfasc_v1.30441-RA	Tfas_chr25	8141211	8150247
Tfasc_v1.30451-RA	Tfas_chr25	8729205	8738106
Tfasc_v1.30456-RA	Tfas_chr25	8926560	8934774
Tfasc_v1.30467-RA	Tfas_chr25	9094905	9104592
Tfasc_v1.30512-RA	Tfas_chr25	9783382	9785424
Tfasc_v1.30509-RA	Tfas_chr25	9735001	9736485
Tfasc_v1.30530-RA	Tfas_chr25	10105824	10107869
Tfasc_v1.30560-RA	Tfas_chr25	10601844	10604670
Tfasc_v1.30570-RA	Tfas_chr25	10732127	10736023
Tfasc_v1.30609-RA	Tfas_chr25	11231546	11241684
Tfasc_v1.30613-RA	Tfas_chr25	11288613	11311944
Tfasc_v1.30623-RA	Tfas_chr25	11372449	11373663
Tfasc_v1.30664-RA	Tfas_chr25	11699725	11703303
Tfasc_v1.07903-RA	Tfas_chr6	188596	202452
Tfasc_v1.07915-RA	Tfas_chr6	354061	357999
Tfasc_v1.07941-RA	Tfas_chr6	550864	555476
Tfasc_v1.08032-RA	Tfas_chr6	1340691	1343660
Tfasc_v1.08055-RA	Tfas_chr6	1641960	1642817
Tfasc_v1.08073-RA	Tfas_chr6	1891309	1891914
Tfasc_v1.08074-RA	Tfas_chr6	1894343	1911054
Tfasc_v1.08072-RB	Tfas_chr6	1879752	1884055
Tfasc_v1.08072-RA	Tfas_chr6	1879724	1884055
Tfasc_v1.08087-RA	Tfas_chr6	2068724	2074833
Tfasc_v1.08089-RA	Tfas_chr6	2101604	2105536
Tfasc_v1.08115-RA	Tfas_chr6	2557329	2568171
Tfasc_v1.08214-RA	Tfas_chr6	6819188	6819445
Tfasc_v1.08241-RA	Tfas_chr6	7783027	7784940
Tfasc_v1.08243-RA	Tfas_chr6	7820943	7830392
Tfasc_v1.08268-RA	Tfas_chr6	8460644	8461066
Tfasc_v1.08324-RA	Tfas_chr6	10823862	10830259
Tfasc_v1.08328-RA	Tfas_chr6	11095764	11098367
Tfasc_v1.08419-RA	Tfas_chr6	15177843	15178492
Tfasc_v1.08435-RA	Tfas_chr6	16001456	16005583
Tfasc_v1.08438-RA	Tfas_chr6	16258216	16265267
Tfasc_v1.08454-RA	Tfas_chr6	16837903	16851138
Tfasc_v1.08503-RA	Tfas_chr6	19643055	19656249
Tfasc_v1.08518-RA	Tfas_chr6	20094208	20094516
Tfasc_v1.08546-RA	Tfas_chr6	20934494	20939056
Tfasc_v1.08550-RA	Tfas_chr6	21021776	21032200
Tfasc_v1.08551-RA	Tfas_chr6	21032349	21034693
Tfasc_v1.08587-RA	Tfas_chr6	23223915	23228729
Tfasc_v1.08596-RA	Tfas_chr6	23362988	23368856
Tfasc_v1.08611-RA	Tfas_chr6	23658593	23665097
Tfasc_v1.08627-RA	Tfas_chr6	23895102	23915450
Tfasc_v1.08632-RA	Tfas_chr6	23993850	24000382
Tfasc_v1.08668-RA	Tfas_chr6	24493806	24500088
Tfasc_v1.08739-RA	Tfas_chr6	25374576	25375562
Tfasc_v1.08751-RA	Tfas_chr6	25511925	25516826
Tfasc_v1.08755-RA	Tfas_chr6	25589662	25590655
Tfasc_v1.08799-RA	Tfas_chr6	26017746	26018354
Tfasc_v1.08818-RA	Tfas_chr6	26163568	26165992
Tfasc_v1.08834-RA	Tfas_chr6	26343852	26350179
Tfasc_v1.08910-RA	Tfas_chr6	26922256	26929214
Tfasc_v1.08960-RA	Tfas_chr6	27249108	27250764
Tfasc_v1.08965-RA	Tfas_chr6	27302242	27307769
Tfasc_v1.09008-RA	Tfas_chr6	27664692	27667929
Tfasc_v1.09028-RA	Tfas_chr6	27806526	27814307
Tfasc_v1.09033-RA	Tfas_chr6	27848340	27852644
Tfasc_v1.09048-RA	Tfas_chr6	27964661	27969251
Tfasc_v1.09040-RA	Tfas_chr6	27910697	27915085
Tfasc_v1.09044-RA	Tfas_chr6	27936759	27943059
Tfasc_v1.09056-RA	Tfas_chr6	28000289	28003772
Tfasc_v1.09101-RA	Tfas_chr6	28348727	28353729
Tfasc_v1.09150-RA	Tfas_chr6	28612889	28616214
Tfasc_v1.09151-RA	Tfas_chr6	28618509	28624199
Tfasc_v1.09168-RA	Tfas_chr6	28696778	28712717
Tfasc_v1.09195-RA	Tfas_chr6	28903640	28910064
Tfasc_v1.09215-RA	Tfas_chr6	29084019	29084255
Tfasc_v1.09221-RA	Tfas_chr6	29121751	29127920
Tfasc_v1.09259-RA	Tfas_chr6	29444232	29445692
Tfasc_v1.27051-RA	Tfas_chr22	519513	524151
Tfasc_v1.27134-RA	Tfas_chr22	2133680	2152467
Tfasc_v1.27146-RA	Tfas_chr22	2287639	2308573
Tfasc_v1.27204-RA	Tfas_chr22	4427627	4433120
Tfasc_v1.27206-RA	Tfas_chr22	4439128	4440497
Tfasc_v1.27234-RA	Tfas_chr22	5683147	5703072
Tfasc_v1.27284-RA	Tfas_chr22	7365187	7381178
Tfasc_v1.27291-RA	Tfas_chr22	7534192	7535727
Tfasc_v1.27293-RA	Tfas_chr22	7612524	7613210
Tfasc_v1.27343-RA	Tfas_chr22	8843615	8877973
Tfasc_v1.27353-RA	Tfas_chr22	9142943	9147352
Tfasc_v1.27373-RA	Tfas_chr22	9421873	9426265
Tfasc_v1.27416-RA	Tfas_chr22	10225371	10260441
Tfasc_v1.27432-RA	Tfas_chr22	10597837	10598376
Tfasc_v1.27433-RA	Tfas_chr22	10641691	10655483
Tfasc_v1.27450-RA	Tfas_chr22	11113386	11118477
Tfasc_v1.27483-RA	Tfas_chr22	12017477	12033343
Tfasc_v1.27495-RC	Tfas_chr22	12303612	12306486
Tfasc_v1.27547-RA	Tfas_chr22	12900598	12901208
Tfasc_v1.27641-RA	Tfas_chr22	13791285	13792290
Tfasc_v1.27642-RA	Tfas_chr22	13793164	13794830
Tfasc_v1.27664-RA	Tfas_chr22	13951883	13958795
Tfasc_v1.27753-RA	Tfas_chr22	14722584	14726578
Tfasc_v1.27769-RA	Tfas_chr22	14873163	14878714
Tfasc_v1.27779-RA	Tfas_chr22	14933977	14943448
Tfasc_v1.27782-RA	Tfas_chr22	14959296	14962069
Tfasc_v1.27815-RA	Tfas_chr22	15188457	15189812
Tfasc_v1.27816-RA	Tfas_chr22	15203339	15204694
Tfasc_v1.27863-RA	Tfas_chr22	15540087	15543059
Tfasc_v1.27889-RA	Tfas_chr22	15778520	15783801
Tfasc_v1.27916-RA	Tfas_chr22	15959999	15970522
Tfasc_v1.28010-RA	Tfas_chr22	16613133	16614944
Tfasc_v1.28021-RA	Tfas_chr22	16679007	16679261
Tfasc_v1.28004-RA	Tfas_chr22	16588113	16590282
Tfasc_v1.28062-RA	Tfas_chr22	16906235	16911462
Tfasc_v1.28063-RA	Tfas_chr22	16912963	16927439
Tfasc_v1.06462-RA	Tfas_chr5	48778	60496
Tfasc_v1.06495-RA	Tfas_chr5	343835	345449
Tfasc_v1.06505-RA	Tfas_chr5	407377	415345
Tfasc_v1.06511-RA	Tfas_chr5	462903	463367
Tfasc_v1.06550-RA	Tfas_chr5	787739	788269
Tfasc_v1.06541-RA	Tfas_chr5	687058	691091
Tfasc_v1.06659-RA	Tfas_chr5	1668924	1672920
Tfasc_v1.06676-RA	Tfas_chr5	1785827	1791132
Tfasc_v1.06704-RA	Tfas_chr5	2037600	2040938
Tfasc_v1.06713-RA	Tfas_chr5	2113393	2113889
Tfasc_v1.06712-RA	Tfas_chr5	2110306	2113302
Tfasc_v1.06749-RA	Tfas_chr5	2453658	2462293
Tfasc_v1.06758-RA	Tfas_chr5	2518379	2523299
Tfasc_v1.06756-RA	Tfas_chr5	2492266	2496085
Tfasc_v1.06816-RA	Tfas_chr5	2939894	2945302
Tfasc_v1.06873-RA	Tfas_chr5	3488995	3494290
Tfasc_v1.06881-RA	Tfas_chr5	3606736	3609885
Tfasc_v1.06949-RA	Tfas_chr5	4413161	4413789
Tfasc_v1.07001-RA	Tfas_chr5	5173087	5174155
Tfasc_v1.07046-RA	Tfas_chr5	6588317	6591092
Tfasc_v1.07099-RA	Tfas_chr5	8266204	8266743
Tfasc_v1.07109-RA	Tfas_chr5	8463120	8465168
Tfasc_v1.07146-RA	Tfas_chr5	10342383	10378203
Tfasc_v1.07222-RA	Tfas_chr5	14583306	14585924
Tfasc_v1.07221-RA	Tfas_chr5	14536798	14563835
Tfasc_v1.07238-RA	Tfas_chr5	15491590	15497807
Tfasc_v1.07245-RA	Tfas_chr5	15930547	15935006
Tfasc_v1.07242-RA	Tfas_chr5	15860800	15883719
Tfasc_v1.07256-RA	Tfas_chr5	16193053	16194492
Tfasc_v1.07255-RA	Tfas_chr5	16168466	16179594
Tfasc_v1.07319-RA	Tfas_chr5	19615343	19618362
Tfasc_v1.07354-RA	Tfas_chr5	21534539	21539746
Tfasc_v1.07355-RA	Tfas_chr5	21556168	21556983
Tfasc_v1.07405-RA	Tfas_chr5	23407593	23420011
Tfasc_v1.07535-RA	Tfas_chr5	26954089	26982521
Tfasc_v1.07566-RA	Tfas_chr5	27371168	27376547
Tfasc_v1.07574-RA	Tfas_chr5	27528771	27538715
Tfasc_v1.07582-RA	Tfas_chr5	27606452	27614140
Tfasc_v1.07642-RA	Tfas_chr5	28247592	28251248
Tfasc_v1.07662-RA	Tfas_chr5	28412739	28429900
Tfasc_v1.07683-RA	Tfas_chr5	28576730	28579288
Tfasc_v1.07733-RA	Tfas_chr5	28950258	28954203
Tfasc_v1.07759-RA	Tfas_chr5	29146067	29158129
Tfasc_v1.07790-RA	Tfas_chr5	29379351	29387207
Tfasc_v1.07798-RA	Tfas_chr5	29421816	29425346
Tfasc_v1.07832-RA	Tfas_chr5	29682136	29684359
Tfasc_v1.07854-RB	Tfas_chr5	29820467	29824900
Tfasc_v1.07874-RA	Tfas_chr5	29937169	29939908
Tfasc_v1.07867-RA	Tfas_chr5	29888109	29898741
Tfasc_v1.07875-RA	Tfas_chr5	29942140	29947865
Tfasc_v1.07899-RA	Tfas_chr5	30082527	30092163
Tfasc_v1.07889-RA	Tfas_chr5	30010962	30015826
Tfasc_v1.18482-RA	Tfas_chr14	1197482	1202231
Tfasc_v1.18497-RA	Tfas_chr14	1336057	1344756
Tfasc_v1.18498-RA	Tfas_chr14	1345379	1357428
Tfasc_v1.18502-RA	Tfas_chr14	1397297	1400587
Tfasc_v1.18573-RA	Tfas_chr14	1964346	1966910
Tfasc_v1.18809-RA	Tfas_chr14	4039188	4043360
Tfasc_v1.18851-RA	Tfas_chr14	4653433	4657306
Tfasc_v1.18849-RA	Tfas_chr14	4636170	4646611
Tfasc_v1.18869-RA	Tfas_chr14	5029314	5030934
Tfasc_v1.18951-RA	Tfas_chr14	7862724	7869572
Tfasc_v1.19063-RA	Tfas_chr14	13246245	13248984
Tfasc_v1.19257-RA	Tfas_chr14	22859742	22866769
Tfasc_v1.19288-RA	Tfas_chr14	23671624	23674523
Tfasc_v1.19297-RA	Tfas_chr14	23789260	23791053
Tfasc_v1.13221-RA	Tfas_chr10	388098	396769
Tfasc_v1.13275-RA	Tfas_chr10	1017998	1019149
Tfasc_v1.13276-RB	Tfas_chr10	1022936	1025547
Tfasc_v1.13277-RA	Tfas_chr10	1025593	1026390
Tfasc_v1.13305-RA	Tfas_chr10	1367767	1373248
Tfasc_v1.13351-RA	Tfas_chr10	2022165	2034009
Tfasc_v1.13474-RA	Tfas_chr10	5892838	5893388
Tfasc_v1.13536-RA	Tfas_chr10	8610393	8617413
Tfasc_v1.13574-RA	Tfas_chr10	10708969	10712228
Tfasc_v1.13578-RA	Tfas_chr10	10771475	10783353
Tfasc_v1.13577-RA	Tfas_chr10	10753345	10754901
Tfasc_v1.13637-RA	Tfas_chr10	14128885	14136807
Tfasc_v1.13669-RA	Tfas_chr10	15312682	15314947
Tfasc_v1.13668-RA	Tfas_chr10	15307722	15309745
Tfasc_v1.13695-RA	Tfas_chr10	16309177	16310087
Tfasc_v1.13699-RA	Tfas_chr10	16356880	16365709
Tfasc_v1.13745-RA	Tfas_chr10	18023760	18033126
Tfasc_v1.13776-RA	Tfas_chr10	19002014	19003510
Tfasc_v1.13783-RA	Tfas_chr10	19211614	19215393
Tfasc_v1.13818-RA	Tfas_chr10	19819704	19834113
Tfasc_v1.13968-RA	Tfas_chr10	21549735	21560601
Tfasc_v1.13975-RA	Tfas_chr10	21602499	21605208
Tfasc_v1.13974-RA	Tfas_chr10	21599394	21602332
Tfasc_v1.14030-RC	Tfas_chr10	22120864	22133773
Tfasc_v1.14081-RA	Tfas_chr10	22677745	22683048
Tfasc_v1.14129-RA	Tfas_chr10	23064413	23070390
Tfasc_v1.14165-RA	Tfas_chr10	23326651	23333597
Tfasc_v1.14176-RA	Tfas_chr10	23408215	23413751
Tfasc_v1.14246-RA	Tfas_chr10	23888833	23890606
Tfasc_v1.14281-RA	Tfas_chr10	24169740	24170416
Tfasc_v1.14282-RA	Tfas_chr10	24172647	24174035
Tfasc_v1.14299-RA	Tfas_chr10	24255305	24255604
Tfasc_v1.14302-RA	Tfas_chr10	24273948	24279175
Tfasc_v1.14301-RA	Tfas_chr10	24263217	24274280
Tfasc_v1.14287-RA	Tfas_chr10	24184678	24186322
Tfasc_v1.14322-RA	Tfas_chr10	24425913	24430378
Tfasc_v1.14390-RA	Tfas_chr10	24937150	24938101
Tfasc_v1.14410-RA	Tfas_chr10	25075381	25076400
Tfasc_v1.14461-RA	Tfas_chr10	25371501	25374146
Tfasc_v1.14452-RA	Tfas_chr10	25316914	25319957
Tfasc_v1.14473-RA	Tfas_chr10	25462061	25462252
Tfasc_v1.10791-RA	Tfas_chr8	409365	413278
Tfasc_v1.10797-RA	Tfas_chr8	438162	440295
Tfasc_v1.10790-RA	Tfas_chr8	395073	407551
Tfasc_v1.10901-RB	Tfas_chr8	1148536	1154775
Tfasc_v1.10919-RA	Tfas_chr8	1264699	1268148
Tfasc_v1.10963-RA	Tfas_chr8	1635379	1643760
Tfasc_v1.10972-RA	Tfas_chr8	1731525	1779137
Tfasc_v1.11017-RA	Tfas_chr8	2184222	2189381
Tfasc_v1.11026-RA	Tfas_chr8	2361713	2368608
Tfasc_v1.11021-RA	Tfas_chr8	2306656	2308742
Tfasc_v1.11028-RA	Tfas_chr8	2379718	2386092
Tfasc_v1.11038-RA	Tfas_chr8	2490518	2494644
Tfasc_v1.11118-RA	Tfas_chr8	3424809	3425063
Tfasc_v1.11117-RA	Tfas_chr8	3409119	3414128
Tfasc_v1.11216-RB	Tfas_chr8	4997154	5007858
Tfasc_v1.11227-RA	Tfas_chr8	5161136	5165270
Tfasc_v1.11242-RA	Tfas_chr8	5571048	5580430
Tfasc_v1.11259-RA	Tfas_chr8	5881364	5882455
Tfasc_v1.11282-RA	Tfas_chr8	6422569	6433517
Tfasc_v1.11325-RA	Tfas_chr8	7763237	7769888
Tfasc_v1.11391-RA	Tfas_chr8	10334699	10338594
Tfasc_v1.11392-RA	Tfas_chr8	10397432	10399267
Tfasc_v1.11398-RA	Tfas_chr8	10533671	10535507
Tfasc_v1.11463-RA	Tfas_chr8	12702215	12706588
Tfasc_v1.11567-RA	Tfas_chr8	17588791	17592753
Tfasc_v1.11573-RA	Tfas_chr8	18068931	18084110
Tfasc_v1.11577-RA	Tfas_chr8	18400221	18401261
Tfasc_v1.11606-RA	Tfas_chr8	20253898	20257347
Tfasc_v1.11625-RA	Tfas_chr8	21240276	21245370
Tfasc_v1.11669-RA	Tfas_chr8	22207805	22216166
Tfasc_v1.11684-RA	Tfas_chr8	22529579	22541002
Tfasc_v1.11683-RA	Tfas_chr8	22501503	22502334
Tfasc_v1.11692-RA	Tfas_chr8	22701571	22706599
Tfasc_v1.11703-RA	Tfas_chr8	22859078	22867366
Tfasc_v1.11778-RA	Tfas_chr8	23975799	23981389
Tfasc_v1.11787-RA	Tfas_chr8	24046704	24062095
Tfasc_v1.11782-RA	Tfas_chr8	23999165	24001993
Tfasc_v1.11797-RA	Tfas_chr8	24185547	24191930
Tfasc_v1.11796-RA	Tfas_chr8	24182649	24182867
Tfasc_v1.11802-RA	Tfas_chr8	24358212	24360661
Tfasc_v1.11815-RA	Tfas_chr8	24416451	24424649
Tfasc_v1.11810-RA	Tfas_chr8	24394743	24395153
Tfasc_v1.11809-RA	Tfas_chr8	24392413	24393937
Tfasc_v1.12033-RA	Tfas_chr8	26438442	26442867
Tfasc_v1.12076-RA	Tfas_chr8	26794814	26798557
Tfasc_v1.12074-RA	Tfas_chr8	26790663	26791748
Tfasc_v1.12075-RA	Tfas_chr8	26793753	26794058
Tfasc_v1.12094-RA	Tfas_chr8	26918209	26922096
Tfasc_v1.12097-RA	Tfas_chr8	26942659	26947818
Tfasc_v1.12091-RA	Tfas_chr8	26904668	26911710
Tfasc_v1.12099-RA	Tfas_chr8	26952887	26957724
Tfasc_v1.12113-RA	Tfas_chr8	27060839	27070170
Tfasc_v1.12124-RA	Tfas_chr8	27146323	27151820
Tfasc_v1.12126-RA	Tfas_chr8	27185436	27187658
Tfasc_v1.17157-RA	Tfas_chr13	14655	16465
Tfasc_v1.17156-RA	Tfas_chr13	14644	20647
Tfasc_v1.17172-RA	Tfas_chr13	276953	278738
Tfasc_v1.17192-RA	Tfas_chr13	474889	478185
Tfasc_v1.17209-RA	Tfas_chr13	607817	612503
Tfasc_v1.17218-RA	Tfas_chr13	709389	713571
Tfasc_v1.17252-RA	Tfas_chr13	937495	938029
Tfasc_v1.17256-RA	Tfas_chr13	951472	954262
Tfasc_v1.17275-RA	Tfas_chr13	1088658	1093053
Tfasc_v1.17340-RA	Tfas_chr13	1670410	1677740
Tfasc_v1.17359-RA	Tfas_chr13	1860537	1868293
Tfasc_v1.17398-RA	Tfas_chr13	2181049	2184840
Tfasc_v1.17425-RA	Tfas_chr13	2374138	2377654
Tfasc_v1.17430-RA	Tfas_chr13	2408605	2410365
Tfasc_v1.17464-RA	Tfas_chr13	2687754	2690491
Tfasc_v1.17498-RA	Tfas_chr13	2956977	2965797
Tfasc_v1.17507-RB	Tfas_chr13	3012941	3025097
Tfasc_v1.17512-RA	Tfas_chr13	3082103	3089588
Tfasc_v1.17532-RA	Tfas_chr13	3330191	3335209
Tfasc_v1.17537-RA	Tfas_chr13	3373299	3378968
Tfasc_v1.17541-RA	Tfas_chr13	3398589	3401513
Tfasc_v1.17555-RA	Tfas_chr13	3530369	3534054
Tfasc_v1.17578-RA	Tfas_chr13	3665858	3674079
Tfasc_v1.17586-RA	Tfas_chr13	3785014	3790246
Tfasc_v1.17626-RA	Tfas_chr13	4144134	4145645
Tfasc_v1.17685-RA	Tfas_chr13	4838629	4839736
Tfasc_v1.17712-RA	Tfas_chr13	5245421	5254876
Tfasc_v1.17717-RA	Tfas_chr13	5333971	5336284
Tfasc_v1.17792-RA	Tfas_chr13	6615554	6618061
Tfasc_v1.17798-RA	Tfas_chr13	6777315	6786091
Tfasc_v1.17809-RA	Tfas_chr13	7262364	7263000
Tfasc_v1.17810-RA	Tfas_chr13	7279663	7330827
Tfasc_v1.17818-RA	Tfas_chr13	7596435	7600310
Tfasc_v1.17836-RA	Tfas_chr13	7832881	7848165
Tfasc_v1.17835-RA	Tfas_chr13	7826217	7832793
Tfasc_v1.17923-RA	Tfas_chr13	11536076	11540444
Tfasc_v1.17925-RA	Tfas_chr13	11546326	11555161
Tfasc_v1.17939-RA	Tfas_chr13	12713701	12716202
Tfasc_v1.17951-RA	Tfas_chr13	13479260	13483013
Tfasc_v1.17964-RA	Tfas_chr13	14055577	14058110
Tfasc_v1.18027-RA	Tfas_chr13	17636571	17640201
Tfasc_v1.18050-RA	Tfas_chr13	18406066	18408203
Tfasc_v1.18055-RA	Tfas_chr13	18610414	18625829
Tfasc_v1.18170-RA	Tfas_chr13	21961066	21965955
Tfasc_v1.18210-RA	Tfas_chr13	23015900	23019117
Tfasc_v1.18209-RA	Tfas_chr13	23002915	23005212
Tfasc_v1.18208-RA	Tfas_chr13	22996587	23002628
Tfasc_v1.18257-RA	Tfas_chr13	23825417	23829854
Tfasc_v1.18279-RA	Tfas_chr13	24129594	24144994
Tfasc_v1.18311-RA	Tfas_chr13	24447175	24450764
Tfasc_v1.18352-RA	Tfas_chr13	24840823	24842610
Tfasc_v1.12130-RA	Tfas_chr9	57544	64649
Tfasc_v1.12153-RA	Tfas_chr9	281710	290786
Tfasc_v1.12180-RA	Tfas_chr9	481505	484160
Tfasc_v1.12211-RA	Tfas_chr9	650401	656732
Tfasc_v1.12282-RA	Tfas_chr9	1090746	1096435
Tfasc_v1.12343-RA	Tfas_chr9	1609068	1613441
Tfasc_v1.12344-RA	Tfas_chr9	1613580	1613786
Tfasc_v1.12353-RA	Tfas_chr9	1702490	1706240
Tfasc_v1.12400-RA	Tfas_chr9	2119073	2120165
Tfasc_v1.12414-RA	Tfas_chr9	2199130	2203154
Tfasc_v1.12427-RA	Tfas_chr9	2357787	2365892
Tfasc_v1.12532-RA	Tfas_chr9	4168954	4177430
Tfasc_v1.12551-RA	Tfas_chr9	4566180	4569338
Tfasc_v1.12645-RA	Tfas_chr9	7531919	7536308
Tfasc_v1.12677-RA	Tfas_chr9	8620762	8624786
Tfasc_v1.12680-RA	Tfas_chr9	8723287	8725363
Tfasc_v1.12682-RA	Tfas_chr9	8972010	8973944
Tfasc_v1.12690-RA	Tfas_chr9	9535253	9535996
Tfasc_v1.12706-RA	Tfas_chr9	10258740	10259279
Tfasc_v1.12756-RA	Tfas_chr9	13531933	13542914
Tfasc_v1.12764-RA	Tfas_chr9	14067311	14087023
Tfasc_v1.12833-RA	Tfas_chr9	18113926	18122490
Tfasc_v1.12834-RA	Tfas_chr9	18123352	18134797
Tfasc_v1.12845-RA	Tfas_chr9	18682745	18695881
Tfasc_v1.12854-RA	Tfas_chr9	19824430	19825660
Tfasc_v1.12926-RB	Tfas_chr9	22353401	22362303
Tfasc_v1.12980-RA	Tfas_chr9	23810827	23822283
Tfasc_v1.13059-RA	Tfas_chr9	25322449	25324010
Tfasc_v1.13080-RA	Tfas_chr9	25486663	25502000
Tfasc_v1.13108-RA	Tfas_chr9	25849234	25858120
Tfasc_v1.13144-RA	Tfas_chr9	26157062	26159656
Tfasc_v1.13157-RA	Tfas_chr9	26298363	26303938
Tfasc_v1.14543-RA	Tfas_chr11	35035	40648
Tfasc_v1.14552-RA	Tfas_chr11	107604	123143
Tfasc_v1.14652-RA	Tfas_chr11	963383	976458
Tfasc_v1.14683-RA	Tfas_chr11	1151781	1156464
Tfasc_v1.14715-RB	Tfas_chr11	1483026	1485770
Tfasc_v1.14708-RA	Tfas_chr11	1409359	1412579
Tfasc_v1.14724-RA	Tfas_chr11	1549739	1556677
Tfasc_v1.14781-RA	Tfas_chr11	1961685	1969272
Tfasc_v1.14811-RA	Tfas_chr11	2253268	2258079
Tfasc_v1.14807-RA	Tfas_chr11	2224683	2231936
Tfasc_v1.14827-RA	Tfas_chr11	2379032	2387695
Tfasc_v1.14846-RA	Tfas_chr11	2562379	2563038
Tfasc_v1.14848-RA	Tfas_chr11	2597034	2597783
Tfasc_v1.14874-RA	Tfas_chr11	2786615	2788822
Tfasc_v1.14899-RA	Tfas_chr11	2992828	2995567
Tfasc_v1.14932-RA	Tfas_chr11	3228454	3229662
Tfasc_v1.15109-RA	Tfas_chr11	4560625	4567582
Tfasc_v1.15104-RA	Tfas_chr11	4513336	4515288
Tfasc_v1.15124-RA	Tfas_chr11	4716990	4721986
Tfasc_v1.15129-RA	Tfas_chr11	4773838	4777950
Tfasc_v1.15157-RA	Tfas_chr11	4998632	5000683
Tfasc_v1.15171-RA	Tfas_chr11	5104688	5106781
Tfasc_v1.15186-RA	Tfas_chr11	5245876	5248562
Tfasc_v1.15235-RA	Tfas_chr11	5920893	5923997
Tfasc_v1.15258-RA	Tfas_chr11	6197258	6197833
Tfasc_v1.15359-RA	Tfas_chr11	7531192	7537890
Tfasc_v1.15438-RA	Tfas_chr11	9073720	9092052
Tfasc_v1.15453-RA	Tfas_chr11	9413182	9414920
Tfasc_v1.15469-RA	Tfas_chr11	9649035	9651472
Tfasc_v1.15525-RA	Tfas_chr11	11344189	11347950
Tfasc_v1.15577-RA	Tfas_chr11	12460042	12465927
Tfasc_v1.15588-RA	Tfas_chr11	12564242	12565987
Tfasc_v1.15623-RA	Tfas_chr11	14370599	14373995
Tfasc_v1.15626-RA	Tfas_chr11	14457357	14528562
Tfasc_v1.15660-RA	Tfas_chr11	16263713	16274056
Tfasc_v1.15749-RA	Tfas_chr11	19925642	19939226
Tfasc_v1.15747-RA	Tfas_chr11	19897647	19902354
Tfasc_v1.15768-RA	Tfas_chr11	20509300	20509782
Tfasc_v1.15772-RA	Tfas_chr11	20608112	20608597
Tfasc_v1.15788-RA	Tfas_chr11	21366569	21374054
Tfasc_v1.15836-RA	Tfas_chr11	22837043	22838536
Tfasc_v1.15864-RA	Tfas_chr11	23601366	23603724
Tfasc_v1.15889-RA	Tfas_chr11	23823072	23828069
Tfasc_v1.15946-RA	Tfas_chr11	24474250	24482019
Tfasc_v1.16001-RA	Tfas_chr11	25289350	25290702
Tfasc_v1.16016-RA	Tfas_chr11	25440008	25445428
Tfasc_v1.16014-RA	Tfas_chr11	25435937	25436273
Tfasc_v1.19397-RA	Tfas_chr15	282819	287622
Tfasc_v1.19411-RA	Tfas_chr15	444256	449831
Tfasc_v1.19514-RA	Tfas_chr15	1932392	1936140
Tfasc_v1.19625-RA	Tfas_chr15	5280201	5280893
Tfasc_v1.19638-RA	Tfas_chr15	6178141	6178554
Tfasc_v1.19660-RA	Tfas_chr15	7210693	7213206
Tfasc_v1.19718-RA	Tfas_chr15	9519598	9542439
Tfasc_v1.19737-RA	Tfas_chr15	10895639	10900126
Tfasc_v1.19739-RA	Tfas_chr15	10951376	10957561
Tfasc_v1.19742-RA	Tfas_chr15	11152688	11158910
Tfasc_v1.19779-RA	Tfas_chr15	12697618	12724371
Tfasc_v1.19804-RA	Tfas_chr15	13989921	13992342
Tfasc_v1.19899-RA	Tfas_chr15	17134007	17138629
Tfasc_v1.19943-RA	Tfas_chr15	18496163	18505374
Tfasc_v1.20047-RA	Tfas_chr15	19859926	19866829
Tfasc_v1.20118-RA	Tfas_chr15	20461250	20462948
Tfasc_v1.20113-RA	Tfas_chr15	20423287	20425595
Tfasc_v1.20128-RA	Tfas_chr15	20592996	20596264
Tfasc_v1.20188-RA	Tfas_chr15	21047882	21052368
Tfasc_v1.20194-RA	Tfas_chr15	21084984	21090021
Tfasc_v1.20354-RA	Tfas_chr15	22310766	22314972
Tfasc_v1.20370-RA	Tfas_chr15	22453481	22459706
Tfasc_v1.20372-RA	Tfas_chr15	22467733	22472347
Tfasc_v1.20406-RA	Tfas_chr15	22662434	22664875
Tfasc_v1.20416-RA	Tfas_chr15	22734509	22745993
Tfasc_v1.20458-RA	Tfas_chr15	23056508	23060738
Tfasc_v1.20482-RA	Tfas_chr15	23286212	23288654
Tfasc_v1.20494-RA	Tfas_chr15	23364897	23369624
Tfasc_v1.20485-RA	Tfas_chr15	23297630	23299005
Tfasc_v1.20540-RA	Tfas_chr15	23625581	23630488
Tfasc_v1.28072-RA	Tfas_chr23	17677	21159
Tfasc_v1.28097-RA	Tfas_chr23	306045	307942
Tfasc_v1.28117-RA	Tfas_chr23	561392	568398
Tfasc_v1.28118-RA	Tfas_chr23	568808	571993
Tfasc_v1.28109-RA	Tfas_chr23	487519	500421
Tfasc_v1.28138-RA	Tfas_chr23	755078	763494
Tfasc_v1.28132-RA	Tfas_chr23	709927	711413
Tfasc_v1.28202-RA	Tfas_chr23	1724664	1735719
