Orthogroup	Acomosus	T.fasciculata	T.leiboldiana
OG0021964	Aco031268.1		
OG0021965	Aco031610.1		
OG0021966	Aco017770.1		
OG0021967	Aco017771.1		
OG0021968	Aco017773.1		
OG0021969	Aco017787.1		
OG0021970	Aco017779.1		
OG0021971	Aco017815.1		
OG0021972	Aco017830.1		
OG0021973	Aco017818.1		
OG0021974	Aco020914.1		
OG0021975	Aco020918.1		
OG0021976	Aco020921.1		
OG0021977	Aco020927.1		
OG0021978	Aco020930.1		
OG0021979	Aco020937.1		
OG0021980	Aco020945.1		
OG0021981	Aco026674.1		
OG0021982	Aco024865.1		
OG0021983	Aco030267.1		
OG0021984	Aco021707.1		
OG0021985	Aco021709.1		
OG0021986	Aco021717.1		
OG0021987	Aco021706.1		
OG0021988	Aco025219.1		
OG0021989	Aco029099.1		
OG0021990	Aco021455.1		
OG0021991	Aco021480.1		
OG0021992	Aco021479.1		
OG0021993	Aco027856.1		
OG0021994	Aco027855.1		
OG0021995	Aco027857.1		
OG0021996	Aco020453.1		
OG0021997	Aco020469.1		
OG0021998	Aco020468.1		
OG0021999	Aco023402.1		
OG0022000	Aco025427.1		
OG0022001	Aco019761.1		
OG0022002	Aco019780.1		
OG0022003	Aco019783.1		
OG0022004	Aco028075.1		
OG0022005	Aco031346.1		
OG0022006	Aco025876.1		
OG0022007		Tfasc_v1.03351-RA	
OG0022008		Tfasc_v1.03401-RA	
OG0022009		Tfasc_v1.03417-RA	
OG0022010		Tfasc_v1.03413-RA	
OG0022011		Tfasc_v1.03434-RA	
OG0022012		Tfasc_v1.03443-RA	
OG0022013		Tfasc_v1.03431-RA	
OG0022014		Tfasc_v1.03463-RA	
OG0022015		Tfasc_v1.03462-RA	
OG0022016		Tfasc_v1.03466-RA	
OG0022017		Tfasc_v1.03483-RA	
OG0022018		Tfasc_v1.03502-RA	
OG0022019		Tfasc_v1.03504-RA	
OG0022020		Tfasc_v1.03512-RA	
OG0022021		Tfasc_v1.03522-RA	
OG0022022		Tfasc_v1.03542-RA	
OG0022023		Tfasc_v1.03559-RA	
OG0022024		Tfasc_v1.03565-RA	
OG0022025		Tfasc_v1.03569-RA	
OG0022026		Tfasc_v1.03594-RA	
OG0022027		Tfasc_v1.03585-RA	
OG0022028		Tfasc_v1.03580-RA	
OG0022029		Tfasc_v1.03612-RA	
OG0022030		Tfasc_v1.03606-RA	
OG0022031		Tfasc_v1.03616-RA	
OG0022032		Tfasc_v1.03629-RA	
OG0022033		Tfasc_v1.03643-RA	
OG0022034		Tfasc_v1.03650-RA	
OG0022035		Tfasc_v1.03678-RA	
OG0022036		Tfasc_v1.03693-RA	
OG0022037		Tfasc_v1.03720-RA	
OG0022038		Tfasc_v1.03718-RA	
OG0022039		Tfasc_v1.03732-RA	
OG0022040		Tfasc_v1.03729-RA	
OG0022041		Tfasc_v1.03757-RA	
OG0022042		Tfasc_v1.03769-RA	
OG0022043		Tfasc_v1.03764-RA	
OG0022044		Tfasc_v1.03781-RA	
OG0022045		Tfasc_v1.03804-RA	
OG0022046		Tfasc_v1.03844-RA	
OG0022047		Tfasc_v1.03851-RA	
OG0022048		Tfasc_v1.03896-RA	
OG0022049		Tfasc_v1.03926-RA	
OG0022050		Tfasc_v1.03938-RA	
OG0022051		Tfasc_v1.03941-RA	
OG0022052		Tfasc_v1.03940-RA	
OG0022053		Tfasc_v1.03943-RA	
OG0022054		Tfasc_v1.03951-RA	
OG0022055		Tfasc_v1.03950-RA	
OG0022056		Tfasc_v1.03983-RA	
OG0022057		Tfasc_v1.04005-RA	
OG0022058		Tfasc_v1.04008-RA	
OG0022059		Tfasc_v1.04020-RA	
OG0022060		Tfasc_v1.04023-RA	
OG0022061		Tfasc_v1.04036-RA	
OG0022062		Tfasc_v1.04050-RA	
OG0022063		Tfasc_v1.04062-RA	
OG0022064		Tfasc_v1.04063-RA	
OG0022065		Tfasc_v1.04073-RA	
OG0022066		Tfasc_v1.04101-RA	
OG0022067		Tfasc_v1.04108-RA	
OG0022068		Tfasc_v1.04109-RA	
OG0022069		Tfasc_v1.04149-RA	
OG0022070		Tfasc_v1.04150-RA	
OG0022071		Tfasc_v1.04158-RA	
OG0022072		Tfasc_v1.04162-RA	
OG0022073		Tfasc_v1.04169-RA	
OG0022074		Tfasc_v1.04181-RA	
OG0022075		Tfasc_v1.04183-RA	
OG0022076		Tfasc_v1.04213-RA	
OG0022077		Tfasc_v1.04217-RA	
OG0022078		Tfasc_v1.04221-RA	
OG0022079		Tfasc_v1.04222-RA	
OG0022080		Tfasc_v1.04229-RA	
OG0022081		Tfasc_v1.04246-RA	
OG0022082		Tfasc_v1.04248-RA	
OG0022083		Tfasc_v1.04261-RA	
OG0022084		Tfasc_v1.04298-RA	
OG0022085		Tfasc_v1.04305-RA	
OG0022086		Tfasc_v1.04312-RA	
OG0022087		Tfasc_v1.04318-RA	
OG0022088		Tfasc_v1.04323-RA	
OG0022089		Tfasc_v1.04340-RA	
OG0022090		Tfasc_v1.04344-RA	
OG0022091		Tfasc_v1.04358-RA	
OG0022092		Tfasc_v1.04368-RA	
OG0022093		Tfasc_v1.04397-RA	
OG0022094		Tfasc_v1.04395-RA	
OG0022095		Tfasc_v1.04413-RA	
OG0022096		Tfasc_v1.04428-RA	
OG0022097		Tfasc_v1.04426-RA	
OG0022098		Tfasc_v1.04458-RA	
OG0022099		Tfasc_v1.04472-RA	
OG0022100		Tfasc_v1.04470-RA	
OG0022101		Tfasc_v1.04484-RA	
OG0022102		Tfasc_v1.04510-RA	
OG0022103		Tfasc_v1.04524-RA	
OG0022104		Tfasc_v1.04532-RA	
OG0022105		Tfasc_v1.04555-RA	
OG0022106		Tfasc_v1.04573-RA	
OG0022107		Tfasc_v1.04583-RA	
OG0022108		Tfasc_v1.04588-RA	
OG0022109		Tfasc_v1.04604-RA	
OG0022110		Tfasc_v1.04621-RA	
OG0022111		Tfasc_v1.04629-RA	
OG0022112		Tfasc_v1.04648-RA	
OG0022113		Tfasc_v1.04645-RA	
OG0022114		Tfasc_v1.04704-RA	
OG0022115		Tfasc_v1.04734-RA	
OG0022116		Tfasc_v1.04782-RA	
OG0022117		Tfasc_v1.04823-RA	
OG0022118		Tfasc_v1.09268-RA	
OG0022119		Tfasc_v1.09264-RA	
OG0022120		Tfasc_v1.09293-RA	
OG0022121		Tfasc_v1.09311-RA	
OG0022122		Tfasc_v1.09350-RA	
OG0022123		Tfasc_v1.09344-RA	
OG0022124		Tfasc_v1.09360-RA	
OG0022125		Tfasc_v1.09369-RA	
OG0022126		Tfasc_v1.09377-RA	
OG0022127		Tfasc_v1.09405-RA	
OG0022128		Tfasc_v1.09426-RA	
OG0022129		Tfasc_v1.09427-RA	
OG0022130		Tfasc_v1.09436-RA	
OG0022131		Tfasc_v1.09486-RA	
OG0022132		Tfasc_v1.09501-RA	
OG0022133		Tfasc_v1.09540-RA	
OG0022134		Tfasc_v1.09532-RA	
OG0022135		Tfasc_v1.09553-RA	
OG0022136		Tfasc_v1.09573-RA	
OG0022137		Tfasc_v1.09594-RA	
OG0022138		Tfasc_v1.09611-RA	
OG0022139		Tfasc_v1.09633-RA	
OG0022140		Tfasc_v1.09654-RA	
OG0022141		Tfasc_v1.09657-RA	
OG0022142		Tfasc_v1.09667-RA	
OG0022143		Tfasc_v1.09671-RA	
OG0022144		Tfasc_v1.09677-RA	
OG0022145		Tfasc_v1.09686-RA	
OG0022146		Tfasc_v1.09692-RA	
OG0022147		Tfasc_v1.09694-RA	
OG0022148		Tfasc_v1.09703-RA	
OG0022149		Tfasc_v1.09737-RA	
OG0022150		Tfasc_v1.09747-RA	
OG0022151		Tfasc_v1.09769-RA	
OG0022152		Tfasc_v1.09804-RA	
OG0022153		Tfasc_v1.09807-RA	
OG0022154		Tfasc_v1.09815-RA	
OG0022155		Tfasc_v1.09819-RA	
OG0022156		Tfasc_v1.09820-RA	
OG0022157		Tfasc_v1.09830-RA	
OG0022158		Tfasc_v1.09839-RA	
OG0022159		Tfasc_v1.09841-RA	
OG0022160		Tfasc_v1.09867-RA	
OG0022161		Tfasc_v1.09876-RA	
OG0022162		Tfasc_v1.09883-RA	
OG0022163		Tfasc_v1.09882-RA	
OG0022164		Tfasc_v1.09895-RA	
OG0022165		Tfasc_v1.09899-RA	
OG0022166		Tfasc_v1.09918-RA	
OG0022167		Tfasc_v1.09928-RA	
OG0022168		Tfasc_v1.09930-RA	
OG0022169		Tfasc_v1.09939-RA	
OG0022170		Tfasc_v1.09975-RA	
OG0022171		Tfasc_v1.09995-RA	
OG0022172		Tfasc_v1.09993-RA	
OG0022173		Tfasc_v1.10000-RA	
OG0022174		Tfasc_v1.10001-RA	
OG0022175		Tfasc_v1.10032-RA	
OG0022176		Tfasc_v1.10040-RA	
OG0022177		Tfasc_v1.10043-RA	
OG0022178		Tfasc_v1.10060-RA	
OG0022179		Tfasc_v1.10110-RA	
OG0022180		Tfasc_v1.10109-RA	
OG0022181		Tfasc_v1.10111-RA	
OG0022182		Tfasc_v1.10119-RA	
OG0022183		Tfasc_v1.10125-RA	
OG0022184		Tfasc_v1.10140-RA	
OG0022185		Tfasc_v1.10134-RA	
OG0022186		Tfasc_v1.10138-RA	
OG0022187		Tfasc_v1.10145-RA	
OG0022188		Tfasc_v1.10147-RA	
OG0022189		Tfasc_v1.10154-RA	
OG0022190		Tfasc_v1.10163-RA	
OG0022191		Tfasc_v1.10170-RA	
OG0022192		Tfasc_v1.10171-RA	
OG0022193		Tfasc_v1.10178-RA	
OG0022194		Tfasc_v1.10192-RA	
OG0022195		Tfasc_v1.10198-RA	
OG0022196		Tfasc_v1.10205-RA	
OG0022197		Tfasc_v1.10210-RA	
OG0022198		Tfasc_v1.10209-RA	
OG0022199		Tfasc_v1.10234-RA	
OG0022200		Tfasc_v1.10250-RA	
OG0022201		Tfasc_v1.10274-RA	
OG0022202		Tfasc_v1.10276-RA	
OG0022203		Tfasc_v1.10302-RA	
OG0022204		Tfasc_v1.10301-RA	
OG0022205		Tfasc_v1.10320-RA	
OG0022206		Tfasc_v1.10322-RA	
OG0022207		Tfasc_v1.10324-RA	
OG0022208		Tfasc_v1.10336-RA	
OG0022209		Tfasc_v1.10388-RA	
OG0022210		Tfasc_v1.10400-RA	
OG0022211		Tfasc_v1.10408-RA	
OG0022212		Tfasc_v1.10431-RA	
OG0022213		Tfasc_v1.10442-RA	
OG0022214		Tfasc_v1.10469-RA	
OG0022215		Tfasc_v1.10477-RA	
OG0022216		Tfasc_v1.10497-RA	
OG0022217		Tfasc_v1.10511-RA	
OG0022218		Tfasc_v1.10524-RA	
OG0022219		Tfasc_v1.10528-RA	
OG0022220		Tfasc_v1.10548-RA	
OG0022221		Tfasc_v1.10578-RA	
OG0022222		Tfasc_v1.10577-RA	
OG0022223		Tfasc_v1.10593-RA	
OG0022224		Tfasc_v1.10601-RA	
OG0022225		Tfasc_v1.10604-RA	
OG0022226		Tfasc_v1.10614-RA	
OG0022227		Tfasc_v1.10612-RA	
OG0022228		Tfasc_v1.10639-RA	
OG0022229		Tfasc_v1.10656-RA	
OG0022230		Tfasc_v1.10665-RA	
OG0022231		Tfasc_v1.10666-RA	
OG0022232		Tfasc_v1.10667-RA	
OG0022233		Tfasc_v1.10700-RA	
OG0022234		Tfasc_v1.10707-RA	
OG0022235		Tfasc_v1.10709-RA	
OG0022236		Tfasc_v1.10729-RA	
OG0022237		Tfasc_v1.23973-RA	
OG0022238		Tfasc_v1.23959-RA	
OG0022239		Tfasc_v1.23970-RA	
OG0022240		Tfasc_v1.23991-RA	
OG0022241		Tfasc_v1.24033-RA	
OG0022242		Tfasc_v1.24048-RA	
OG0022243		Tfasc_v1.24065-RA	
OG0022244		Tfasc_v1.24062-RA	
OG0022245		Tfasc_v1.24073-RA	
OG0022246		Tfasc_v1.24110-RA	
OG0022247		Tfasc_v1.24124-RA	
OG0022248		Tfasc_v1.24128-RA	
OG0022249		Tfasc_v1.24140-RA	
OG0022250		Tfasc_v1.24169-RA	
OG0022251		Tfasc_v1.24180-RA	
OG0022252		Tfasc_v1.24206-RA	
OG0022253		Tfasc_v1.24235-RA	
OG0022254		Tfasc_v1.24262-RA	
OG0022255		Tfasc_v1.24270-RA	
OG0022256		Tfasc_v1.24291-RA	
OG0022257		Tfasc_v1.24292-RA	
OG0022258		Tfasc_v1.24312-RA	
OG0022259		Tfasc_v1.24362-RA	
OG0022260		Tfasc_v1.24366-RA	
OG0022261		Tfasc_v1.24369-RA	
OG0022262		Tfasc_v1.24388-RA	
OG0022263		Tfasc_v1.24398-RA	
OG0022264		Tfasc_v1.24400-RA	
OG0022265		Tfasc_v1.24419-RA	
OG0022266		Tfasc_v1.24417-RA	
OG0022267		Tfasc_v1.24437-RA	
OG0022268		Tfasc_v1.24447-RA	
OG0022269		Tfasc_v1.24453-RA	
OG0022270		Tfasc_v1.24461-RA	
OG0022271		Tfasc_v1.24459-RA	
OG0022272		Tfasc_v1.24462-RA	
OG0022273		Tfasc_v1.24481-RA	
OG0022274		Tfasc_v1.24484-RA	
OG0022275		Tfasc_v1.24490-RA	
OG0022276		Tfasc_v1.24493-RA	
OG0022277		Tfasc_v1.24510-RA	
OG0022278		Tfasc_v1.24509-RA	
OG0022279		Tfasc_v1.24524-RA	
OG0022280		Tfasc_v1.24523-RA	
OG0022281		Tfasc_v1.24526-RA	
OG0022282		Tfasc_v1.24534-RA	
OG0022283		Tfasc_v1.24550-RA	
OG0022284		Tfasc_v1.24554-RA	
OG0022285		Tfasc_v1.24558-RA	
OG0022286		Tfasc_v1.24623-RA	
OG0022287		Tfasc_v1.24670-RA	
OG0022288		Tfasc_v1.24673-RA	
OG0022289		Tfasc_v1.24692-RA	
OG0022290		Tfasc_v1.24698-RA	
OG0022291		Tfasc_v1.24718-RA	
OG0022292		Tfasc_v1.24735-RA	
OG0022293		Tfasc_v1.24742-RA	
OG0022294		Tfasc_v1.24750-RA	
OG0022295		Tfasc_v1.24743-RA	
OG0022296		Tfasc_v1.24744-RA	
OG0022297		Tfasc_v1.24791-RA	
OG0022298		Tfasc_v1.24795-RA	
OG0022299		Tfasc_v1.24833-RA	
OG0022300		Tfasc_v1.24848-RA	
OG0022301		Tfasc_v1.24874-RA	
OG0022302		Tfasc_v1.24890-RA	
OG0022303		Tfasc_v1.24902-RA	
OG0022304		Tfasc_v1.24905-RA	
OG0022305		Tfasc_v1.24917-RA	
OG0022306		Tfasc_v1.21763-RA	
OG0022307		Tfasc_v1.21766-RA	
OG0022308		Tfasc_v1.21792-RA	
OG0022309		Tfasc_v1.21794-RA	
OG0022310		Tfasc_v1.21795-RA	
OG0022311		Tfasc_v1.21804-RA	
OG0022312		Tfasc_v1.21815-RA	
OG0022313		Tfasc_v1.21817-RA	
OG0022314		Tfasc_v1.21843-RA	
OG0022315		Tfasc_v1.21849-RA	
OG0022316		Tfasc_v1.21850-RA	
OG0022317		Tfasc_v1.21874-RA	
OG0022318		Tfasc_v1.21876-RA	
OG0022319		Tfasc_v1.21893-RA	
OG0022320		Tfasc_v1.21895-RA	
OG0022321		Tfasc_v1.21900-RA	
OG0022322		Tfasc_v1.21941-RA	
OG0022323		Tfasc_v1.21944-RA	
OG0022324		Tfasc_v1.21950-RA	
OG0022325		Tfasc_v1.21974-RA	
OG0022326		Tfasc_v1.21999-RA	
OG0022327		Tfasc_v1.22007-RA	
OG0022328		Tfasc_v1.22025-RA	
OG0022329		Tfasc_v1.22024-RA	
OG0022330		Tfasc_v1.22041-RB	
OG0022331		Tfasc_v1.22048-RA	
OG0022332		Tfasc_v1.22067-RA	
OG0022333		Tfasc_v1.22079-RA	
OG0022334		Tfasc_v1.22092-RA	
OG0022335		Tfasc_v1.22105-RA	
OG0022336		Tfasc_v1.22108-RA	
OG0022337		Tfasc_v1.22112-RA	
OG0022338		Tfasc_v1.22122-RA	
OG0022339		Tfasc_v1.22139-RA	
OG0022340		Tfasc_v1.22146-RA	
OG0022341		Tfasc_v1.22155-RA	
OG0022342		Tfasc_v1.22156-RA	
OG0022343		Tfasc_v1.22159-RA	
OG0022344		Tfasc_v1.22170-RA	
OG0022345		Tfasc_v1.22196-RA	
OG0022346		Tfasc_v1.22202-RA	
OG0022347		Tfasc_v1.22197-RA	
OG0022348		Tfasc_v1.22195-RA	
OG0022349		Tfasc_v1.22221-RA	
OG0022350		Tfasc_v1.22223-RA	
OG0022351		Tfasc_v1.22227-RA	
OG0022352		Tfasc_v1.22241-RA	
OG0022353		Tfasc_v1.22242-RA	
OG0022354		Tfasc_v1.22254-RA	
OG0022355		Tfasc_v1.22261-RA	
OG0022356		Tfasc_v1.22268-RA	
OG0022357		Tfasc_v1.22274-RA	
OG0022358		Tfasc_v1.22278-RA	
OG0022359		Tfasc_v1.22316-RA	
OG0022360		Tfasc_v1.22357-RA	
OG0022361		Tfasc_v1.22356-RA	
OG0022362		Tfasc_v1.22354-RA	
OG0022363		Tfasc_v1.22381-RA	
OG0022364		Tfasc_v1.22375-RA	
OG0022365		Tfasc_v1.22382-RA	
OG0022366		Tfasc_v1.22388-RA	
OG0022367		Tfasc_v1.22406-RA	
OG0022368		Tfasc_v1.22434-RA	
OG0022369		Tfasc_v1.22431-RA	
OG0022370		Tfasc_v1.22439-RA	
OG0022371		Tfasc_v1.22455-RA	
OG0022372		Tfasc_v1.22443-RA	
OG0022373		Tfasc_v1.22483-RA	
OG0022374		Tfasc_v1.22484-RA	
OG0022375		Tfasc_v1.22538-RA	
OG0022376		Tfasc_v1.22529-RA	
OG0022377		Tfasc_v1.22570-RA	
OG0022378		Tfasc_v1.22584-RA	
OG0022379		Tfasc_v1.22581-RA	
OG0022380		Tfasc_v1.22592-RA	
OG0022381		Tfasc_v1.22713-RA	
OG0022382		Tfasc_v1.22722-RA	
OG0022383		Tfasc_v1.22723-RA	
OG0022384		Tfasc_v1.22725-RA	
OG0022385		Tfasc_v1.22758-RA	
OG0022386		Tfasc_v1.22757-RA	
OG0022387		Tfasc_v1.22752-RA	
OG0022388		Tfasc_v1.22762-RA	
OG0022389		Tfasc_v1.22763-RA	
OG0022390		Tfasc_v1.22764-RA	
OG0022391		Tfasc_v1.22771-RA	
OG0022392		Tfasc_v1.22785-RA	
OG0022393		Tfasc_v1.22796-RA	
OG0022394		Tfasc_v1.22797-RA	
OG0022395		Tfasc_v1.22801-RA	
OG0022396		Tfasc_v1.22806-RA	
OG0022397		Tfasc_v1.22824-RA	
OG0022398		Tfasc_v1.22833-RA	
OG0022399		Tfasc_v1.22826-RA	
OG0022400		Tfasc_v1.22841-RA	
OG0022401		Tfasc_v1.22863-RA	
OG0022402		Tfasc_v1.24936-RA	
OG0022403		Tfasc_v1.24945-RA	
OG0022404		Tfasc_v1.24940-RB	
OG0022405		Tfasc_v1.24939-RA	
OG0022406		Tfasc_v1.24955-RA	
OG0022407		Tfasc_v1.24957-RA	
OG0022408		Tfasc_v1.24979-RA	
OG0022409		Tfasc_v1.24978-RA	
OG0022410		Tfasc_v1.25004-RA	
OG0022411		Tfasc_v1.25027-RA	
OG0022412		Tfasc_v1.25039-RA	
OG0022413		Tfasc_v1.25038-RA	
OG0022414		Tfasc_v1.25037-RA	
OG0022415		Tfasc_v1.25041-RA	
OG0022416		Tfasc_v1.25057-RA	
OG0022417		Tfasc_v1.25063-RA	
OG0022418		Tfasc_v1.25064-RA	
OG0022419		Tfasc_v1.25091-RA	
OG0022420		Tfasc_v1.25101-RA	
OG0022421		Tfasc_v1.25174-RA	
OG0022422		Tfasc_v1.25209-RA	
OG0022423		Tfasc_v1.25208-RA	
OG0022424		Tfasc_v1.25220-RA	
OG0022425		Tfasc_v1.25232-RA	
OG0022426		Tfasc_v1.25257-RA	
OG0022427		Tfasc_v1.25263-RA	
OG0022428		Tfasc_v1.25260-RA	
OG0022429		Tfasc_v1.25262-RA	
OG0022430		Tfasc_v1.25274-RA	
OG0022431		Tfasc_v1.25278-RA	
OG0022432		Tfasc_v1.25271-RA	
OG0022433		Tfasc_v1.25272-RA	
OG0022434		Tfasc_v1.25280-RA	
OG0022435		Tfasc_v1.25286-RA	
OG0022436		Tfasc_v1.25328-RA	
OG0022437		Tfasc_v1.25338-RA	
OG0022438		Tfasc_v1.25351-RA	
OG0022439		Tfasc_v1.25348-RA	
OG0022440		Tfasc_v1.25377-RA	
OG0022441		Tfasc_v1.25392-RA	
OG0022442		Tfasc_v1.25398-RB	
OG0022443		Tfasc_v1.25403-RA	
OG0022444		Tfasc_v1.25407-RA	
OG0022445		Tfasc_v1.25410-RA	
OG0022446		Tfasc_v1.25429-RA	
OG0022447		Tfasc_v1.25459-RA	
OG0022448		Tfasc_v1.25469-RA	
OG0022449		Tfasc_v1.25486-RA	
OG0022450		Tfasc_v1.25503-RA	
OG0022451		Tfasc_v1.25521-RA	
OG0022452		Tfasc_v1.25522-RA	
OG0022453		Tfasc_v1.25541-RA	
OG0022454		Tfasc_v1.25547-RA	
OG0022455		Tfasc_v1.25555-RA	
OG0022456		Tfasc_v1.25550-RA	
OG0022457		Tfasc_v1.25552-RA	
OG0022458		Tfasc_v1.25579-RA	
OG0022459		Tfasc_v1.25584-RA	
OG0022460		Tfasc_v1.25597-RA	
OG0022461		Tfasc_v1.25601-RA	
OG0022462		Tfasc_v1.25610-RA	
OG0022463		Tfasc_v1.25624-RA	
OG0022464		Tfasc_v1.25626-RA	
OG0022465		Tfasc_v1.25637-RA	
OG0022466		Tfasc_v1.25639-RA	
OG0022467		Tfasc_v1.25656-RA	
OG0022468		Tfasc_v1.25661-RA	
OG0022469		Tfasc_v1.25692-RA	
OG0022470		Tfasc_v1.25693-RA	
OG0022471		Tfasc_v1.25728-RA	
OG0022472		Tfasc_v1.25723-RA	
OG0022473		Tfasc_v1.25730-RA	
OG0022474		Tfasc_v1.25734-RA	
OG0022475		Tfasc_v1.25736-RA	
OG0022476		Tfasc_v1.25794-RA	
OG0022477		Tfasc_v1.25792-RA	
OG0022478		Tfasc_v1.25804-RA	
OG0022479		Tfasc_v1.25801-RA	
OG0022480		Tfasc_v1.25829-RA	
OG0022481		Tfasc_v1.25824-RA	
OG0022482		Tfasc_v1.25822-RA	
OG0022483		Tfasc_v1.25851-RA	
OG0022484		Tfasc_v1.25862-RA	
OG0022485		Tfasc_v1.25882-RB	
OG0022486		Tfasc_v1.31270-RA	
OG0022487		Tfasc_v1.29032-RA	
OG0022488		Tfasc_v1.29037-RA	
OG0022489		Tfasc_v1.29040-RA	
OG0022490		Tfasc_v1.29060-RA	
OG0022491		Tfasc_v1.29068-RA	
OG0022492		Tfasc_v1.29119-RA	
OG0022493		Tfasc_v1.29147-RA	
OG0022494		Tfasc_v1.29153-RA	
OG0022495		Tfasc_v1.29163-RA	
OG0022496		Tfasc_v1.29180-RA	
OG0022497		Tfasc_v1.29181-RA	
OG0022498		Tfasc_v1.29203-RA	
OG0022499		Tfasc_v1.29201-RA	
OG0022500		Tfasc_v1.29225-RA	
OG0022501		Tfasc_v1.29235-RA	
OG0022502		Tfasc_v1.29257-RA	
OG0022503		Tfasc_v1.29263-RA	
OG0022504		Tfasc_v1.29270-RA	
OG0022505		Tfasc_v1.29283-RA	
OG0022506		Tfasc_v1.29281-RA	
OG0022507		Tfasc_v1.29294-RA	
OG0022508		Tfasc_v1.29315-RA	
OG0022509		Tfasc_v1.29323-RA	
OG0022510		Tfasc_v1.29345-RA	
OG0022511		Tfasc_v1.29360-RA	
OG0022512		Tfasc_v1.29364-RA	
OG0022513		Tfasc_v1.29383-RA	
OG0022514		Tfasc_v1.29403-RA	
OG0022515		Tfasc_v1.29418-RA	
OG0022516		Tfasc_v1.29464-RA	
OG0022517		Tfasc_v1.29503-RA	
OG0022518		Tfasc_v1.29517-RA	
OG0022519		Tfasc_v1.29512-RA	
OG0022520		Tfasc_v1.29549-RA	
OG0022521		Tfasc_v1.29574-RA	
OG0022522		Tfasc_v1.29583-RA	
OG0022523		Tfasc_v1.29612-RA	
OG0022524		Tfasc_v1.29608-RA	
OG0022525		Tfasc_v1.29604-RA	
OG0022526		Tfasc_v1.29617-RA	
OG0022527		Tfasc_v1.29615-RA	
OG0022528		Tfasc_v1.29614-RA	
OG0022529		Tfasc_v1.29616-RA	
OG0022530		Tfasc_v1.29643-RA	
OG0022531		Tfasc_v1.29642-RA	
OG0022532		Tfasc_v1.29695-RA	
OG0022533		Tfasc_v1.29685-RA	
OG0022534		Tfasc_v1.29708-RA	
OG0022535		Tfasc_v1.29702-RA	
OG0022536		Tfasc_v1.29714-RA	
OG0022537		Tfasc_v1.29716-RA	
OG0022538		Tfasc_v1.29715-RA	
OG0022539		Tfasc_v1.29729-RA	
OG0022540		Tfasc_v1.29736-RB	
OG0022541		Tfasc_v1.29733-RA	
OG0022542		Tfasc_v1.29758-RA	
OG0022543		Tfasc_v1.29772-RA	
OG0022544		Tfasc_v1.29785-RA	
OG0022545		Tfasc_v1.29801-RA	
OG0022546		Tfasc_v1.29811-RA	
OG0022547		Tfasc_v1.29825-RA	
OG0022548		Tfasc_v1.29853-RA	
OG0022549		Tfasc_v1.29874-RA	
OG0022550		Tfasc_v1.00005-RA	
OG0022551		Tfasc_v1.00019-RA	
OG0022552		Tfasc_v1.00016-RA	
OG0022553		Tfasc_v1.00025-RA	
OG0022554		Tfasc_v1.00037-RA	
OG0022555		Tfasc_v1.00033-RA	
OG0022556		Tfasc_v1.00027-RA	
OG0022557		Tfasc_v1.00050-RA	
OG0022558		Tfasc_v1.00043-RA	
OG0022559		Tfasc_v1.00047-RA	
OG0022560		Tfasc_v1.00041-RA	
OG0022561		Tfasc_v1.00060-RA	
OG0022562		Tfasc_v1.00092-RA	
OG0022563		Tfasc_v1.00087-RA	
OG0022564		Tfasc_v1.00091-RA	
OG0022565		Tfasc_v1.00095-RA	
OG0022566		Tfasc_v1.00090-RA	
OG0022567		Tfasc_v1.00103-RA	
OG0022568		Tfasc_v1.00122-RA	
OG0022569		Tfasc_v1.00123-RA	
OG0022570		Tfasc_v1.00143-RA	
OG0022571		Tfasc_v1.00149-RA	
OG0022572		Tfasc_v1.00137-RA	
OG0022573		Tfasc_v1.00157-RA	
OG0022574		Tfasc_v1.00188-RA	
OG0022575		Tfasc_v1.00204-RA	
OG0022576		Tfasc_v1.00222-RA	
OG0022577		Tfasc_v1.00234-RA	
OG0022578		Tfasc_v1.00224-RA	
OG0022579		Tfasc_v1.00226-RA	
OG0022580		Tfasc_v1.00259-RA	
OG0022581		Tfasc_v1.00267-RA	
OG0022582		Tfasc_v1.00268-RA	
OG0022583		Tfasc_v1.00272-RA	
OG0022584		Tfasc_v1.00275-RA	
OG0022585		Tfasc_v1.00297-RA	
OG0022586		Tfasc_v1.00328-RA	
OG0022587		Tfasc_v1.00325-RA	
OG0022588		Tfasc_v1.00338-RA	
OG0022589		Tfasc_v1.00391-RA	
OG0022590		Tfasc_v1.00402-RA	
OG0022591		Tfasc_v1.00415-RA	
OG0022592		Tfasc_v1.00413-RA	
OG0022593		Tfasc_v1.00435-RA	
OG0022594		Tfasc_v1.00457-RA	
OG0022595		Tfasc_v1.00485-RA	
OG0022596		Tfasc_v1.00479-RA	
OG0022597		Tfasc_v1.00511-RA	
OG0022598		Tfasc_v1.00516-RA	
OG0022599		Tfasc_v1.00520-RA	
OG0022600		Tfasc_v1.00538-RA	
OG0022601		Tfasc_v1.00547-RA	
OG0022602		Tfasc_v1.00561-RA	
OG0022603		Tfasc_v1.00597-RA	
OG0022604		Tfasc_v1.00593-RA	
OG0022605		Tfasc_v1.00603-RA	
OG0022606		Tfasc_v1.00632-RA	
OG0022607		Tfasc_v1.00633-RA	
OG0022608		Tfasc_v1.00639-RA	
OG0022609		Tfasc_v1.00643-RA	
OG0022610		Tfasc_v1.00655-RA	
OG0022611		Tfasc_v1.00657-RA	
