Gene_id orthogroup
Tfasc_v1.10309-RA OG0002790
Tfasc_v1.15718-RA OG0002792
Tfasc_v1.23315-RC OG0002792
Tfasc_v1.10510-RA OG0002792
Tfasc_v1.29465-RA OG0002799
Tfasc_v1.24705-RA OG0002798
Tfasc_v1.12961-RA OG0000497
Tfasc_v1.22870-RA OG0000492
Tfasc_v1.27206-RA OG0001986
Tfasc_v1.27205-RA OG0001986
Tfasc_v1.24780-RA OG0016174
Tfasc_v1.21752-RA OG0016177
Tfasc_v1.24405-RA OG0005154
Tfasc_v1.27663-RA OG0001319
Tfasc_v1.01600-RA OG0001319
Tfasc_v1.01517-RA OG0001317
Tfasc_v1.01433-RA OG0001312
Tfasc_v1.23339-RA OG0004791
Tfasc_v1.03735-RA OG0004795
Tfasc_v1.21645-RA OG0002655
Tfasc_v1.28102-RA OG0002650
Tfasc_v1.19867-RA OG0018791
Tfasc_v1.10227-RA OG0016138
Tfasc_v1.10249-RA OG0016139
Tfasc_v1.21807-RA OG0016139
Tfasc_v1.02889-RA OG0016139
Tfasc_v1.00865-RA OG0005401
Tfasc_v1.25333-RA OG0000167
Tfasc_v1.07401-RA OG0000688
Tfasc_v1.02298-RA OG0000688
Tfasc_v1.12867-RA OG0000688
Tfasc_v1.27653-RA OG0000681
Tfasc_v1.17470-RA OG0000680
Tfasc_v1.15805-RA OG0000683
Tfasc_v1.11488-RA OG0000683
Tfasc_v1.08642-RA OG0000683
Tfasc_v1.00689-RA OG0000683
Tfasc_v1.00691-RA OG0000683
Tfasc_v1.08308-RA OG0000682
Tfasc_v1.01722-RA OG0000682
Tfasc_v1.23900-RA OG0000685
Tfasc_v1.23899-RA OG0000685
Tfasc_v1.27171-RA OG0000685
Tfasc_v1.20834-RA OG0000684
Tfasc_v1.20237-RA OG0000687
Tfasc_v1.30493-RA OG0000687
Tfasc_v1.08680-RA OG0000686
Tfasc_v1.04114-RA OG0003888
Tfasc_v1.29709-RA OG0002136
Tfasc_v1.11381-RA OG0019271
Tfasc_v1.28635-RA OG0019271
Tfasc_v1.16017-RA OG0004161
Tfasc_v1.18292-RA OG0011341
Tfasc_v1.08171-RA OG0000511
Tfasc_v1.24242-RA OG0000512
Tfasc_v1.24929-RA OG0000517
Tfasc_v1.24924-RA OG0000517
Tfasc_v1.25871-RA OG0000517
Tfasc_v1.29876-RA OG0000517
Tfasc_v1.08198-RA OG0001109
Tfasc_v1.08181-RA OG0001103
Tfasc_v1.20815-RA OG0000471
Tfasc_v1.11377-RA OG0016191
Tfasc_v1.25533-RA OG0016197
Tfasc_v1.25477-RA OG0016195
Tfasc_v1.29970-RA OG0001484
Tfasc_v1.30256-RA OG0001487
Tfasc_v1.30258-RA OG0001487
Tfasc_v1.18965-RA OG0005170
Tfasc_v1.21557-RA OG0018583
Tfasc_v1.19940-RA OG0018583
Tfasc_v1.18881-RA OG0016222
Tfasc_v1.00624-RA OG0016222
Tfasc_v1.16423-RA OG0009011
Tfasc_v1.16417-RA OG0009011
Tfasc_v1.29862-RA OG0018340
Tfasc_v1.29858-RA OG0018340
Tfasc_v1.12695-RA OG0016421
Tfasc_v1.12708-RA OG0016421
Tfasc_v1.15845-RA OG0005367
Tfasc_v1.25300-RA OG0002808
Tfasc_v1.01083-RA OG0002808
Tfasc_v1.19623-RA OG0003407
Tfasc_v1.14965-RA OG0003400
Tfasc_v1.24385-RA OG0018118
Tfasc_v1.21777-RA OG0018118
Tfasc_v1.19497-RA OG0004183
Tfasc_v1.18046-RA OG0004183
Tfasc_v1.07114-RA OG0005580
Tfasc_v1.07113-RA OG0005580
Tfasc_v1.28455-RA OG0005582
Tfasc_v1.13503-RA OG0005582
Tfasc_v1.07309-RA OG0005582
Tfasc_v1.18998-RA OG0005587
Tfasc_v1.01091-RA OG0001295
Tfasc_v1.26418-RA OG0002750
Tfasc_v1.00864-RA OG0002752
Tfasc_v1.00866-RA OG0002752
Tfasc_v1.02816-RA OG0002752
Tfasc_v1.05771-RA OG0002755
Tfasc_v1.10560-RA OG0000538
Tfasc_v1.06135-RA OG0000532
Tfasc_v1.23925-RA OG0000532
Tfasc_v1.13557-RA OG0000531
Tfasc_v1.07290-RA OG0000458
Tfasc_v1.15306-RA OG0000987
Tfasc_v1.15021-RA OG0000983
Tfasc_v1.25508-RA OG0005494
Tfasc_v1.25500-RA OG0005494
Tfasc_v1.00634-RA OG0016223
Tfasc_v1.00880-RA OG0018073
Tfasc_v1.22142-RA OG0003980
Tfasc_v1.21842-RA OG0001725
Tfasc_v1.28684-RA OG0016367
Tfasc_v1.11328-RA OG0004640
Tfasc_v1.11330-RA OG0004640
Tfasc_v1.16420-RA OG0003610
Tfasc_v1.23208-RA OG0018736
Tfasc_v1.15973-RA OG0018736
Tfasc_v1.20167-RA OG0001913
Tfasc_v1.05957-RA OG0001911
Tfasc_v1.05952-RA OG0001911
Tfasc_v1.28716-RA OG0001914
Tfasc_v1.25301-RA OG0002171
Tfasc_v1.25308-RA OG0002171
Tfasc_v1.16421-RA OG0002831
Tfasc_v1.28429-RA OG0016447
Tfasc_v1.25474-RA OG0005340
Tfasc_v1.15438-RA OG0005345
Tfasc_v1.15162-RA OG0003420
Tfasc_v1.13504-RA OG0002823
Tfasc_v1.18353-RA OG0002823
Tfasc_v1.05609-RA OG0002823
Tfasc_v1.02453-RA OG0002822
Tfasc_v1.02448-RA OG0002822
Tfasc_v1.11198-RA OG0002820
Tfasc_v1.09078-RA OG0000088
Tfasc_v1.03171-RA OG0000088
Tfasc_v1.10160-RA OG0000088
Tfasc_v1.00663-RA OG0000086
Tfasc_v1.19348-RA OG0000086
Tfasc_v1.00660-RA OG0000086
Tfasc_v1.19342-RA OG0000086
Tfasc_v1.07029-RA OG0000084
Tfasc_v1.04088-RA OG0000083
Tfasc_v1.02808-RA OG0000083
Tfasc_v1.01075-RA OG0000083
Tfasc_v1.21732-RA OG0000083
Tfasc_v1.03947-RA OG0000083
Tfasc_v1.15652-RA OG0000083
Tfasc_v1.19214-RA OG0000083
Tfasc_v1.12932-RA OG0000083
Tfasc_v1.07155-RA OG0000083
Tfasc_v1.02910-RA OG0000083
Tfasc_v1.04124-RA OG0000083
Tfasc_v1.02782-RA OG0000083
Tfasc_v1.21000-RA OG0000083
Tfasc_v1.21001-RA OG0000083
Tfasc_v1.00627-RA OG0000083
Tfasc_v1.18878-RA OG0000083
Tfasc_v1.02892-RA OG0000083
Tfasc_v1.12869-RA OG0000083
Tfasc_v1.23686-RA OG0000083
Tfasc_v1.24602-RA OG0000083
Tfasc_v1.24601-RA OG0000083
Tfasc_v1.13498-RA OG0000083
Tfasc_v1.22103-RA OG0000082
Tfasc_v1.23616-RA OG0000080
Tfasc_v1.13087-RA OG0002776
Tfasc_v1.06929-RA OG0002776
Tfasc_v1.03749-RA OG0002773
Tfasc_v1.19850-RA OG0007589
Tfasc_v1.04128-RA OG0002779
Tfasc_v1.07158-RA OG0002779
Tfasc_v1.04118-RA OG0002778
Tfasc_v1.28615-RA OG0002778
Tfasc_v1.23553-RA OG0000555
Tfasc_v1.12958-RA OG0000555
Tfasc_v1.10031-RA OG0000555
Tfasc_v1.10062-RA OG0000555
Tfasc_v1.16753-RA OG0000557
Tfasc_v1.23664-RA OG0000557
Tfasc_v1.24608-RA OG0000557
Tfasc_v1.24782-RA OG0000557
Tfasc_v1.26419-RA OG0000557
Tfasc_v1.00926-RA OG0000557
Tfasc_v1.26154-RA OG0000557
Tfasc_v1.18882-RA OG0000551
Tfasc_v1.08115-RA OG0000553
Tfasc_v1.16032-RA OG0000553
Tfasc_v1.20181-RA OG0000552
Tfasc_v1.23428-RA OG0000552
Tfasc_v1.17760-RA OG0000559
Tfasc_v1.00512-RA OG0000559
Tfasc_v1.17758-RA OG0000559
Tfasc_v1.06963-RA OG0000558
Tfasc_v1.19208-RA OG0000558
Tfasc_v1.24634-RA OG0000558
Tfasc_v1.02907-RA OG0000558
Tfasc_v1.19003-RA OG0001144
Tfasc_v1.18984-RA OG0001144
Tfasc_v1.10453-RA OG0001148
Tfasc_v1.02159-RA OG0002488
Tfasc_v1.28727-RA OG0000439
Tfasc_v1.02819-RA OG0000434
Tfasc_v1.12400-RA OG0004342
Tfasc_v1.12397-RA OG0004342
Tfasc_v1.27432-RA OG0003164
Tfasc_v1.27670-RA OG0003164
Tfasc_v1.27629-RA OG0003168
Tfasc_v1.10329-RA OG0014908
Tfasc_v1.22037-RA OG0016185
Tfasc_v1.22324-RA OG0018052
Tfasc_v1.12938-RA OG0001707
Tfasc_v1.12939-RA OG0001707
Tfasc_v1.24544-RA OG0001706
Tfasc_v1.10564-RA OG0001448
Tfasc_v1.11204-RA OG0005281
Tfasc_v1.23436-RA OG0005288
Tfasc_v1.24546-RA OG0005136
Tfasc_v1.18774-RA OG0005133
Tfasc_v1.10719-RA OG0018092
Tfasc_v1.10725-RA OG0018092
Tfasc_v1.08305-RA OG0016149
Tfasc_v1.28521-RA OG0005478
Tfasc_v1.16598-RA OG0005476
Tfasc_v1.18843-RA OG0000113
Tfasc_v1.04569-RA OG0000113
Tfasc_v1.14808-RA OG0000113
Tfasc_v1.30520-RA OG0000113
Tfasc_v1.29118-RA OG0000113
Tfasc_v1.25030-RA OG0000113
Tfasc_v1.13150-RA OG0000113
Tfasc_v1.24078-RA OG0000113
Tfasc_v1.03702-RA OG0002548
Tfasc_v1.14650-RA OG0002846
Tfasc_v1.20035-RA OG0002843
Tfasc_v1.07237-RA OG0002842
Tfasc_v1.07235-RA OG0002842
Tfasc_v1.07233-RA OG0002842
Tfasc_v1.11509-RA OG0005546
Tfasc_v1.16832-RA OG0005546
Tfasc_v1.16343-RA OG0005541
Tfasc_v1.24676-RA OG0002715
Tfasc_v1.24672-RA OG0002714
Tfasc_v1.21089-RA OG0002711
Tfasc_v1.09615-RA OG0000578
Tfasc_v1.05540-RA OG0001169
Tfasc_v1.07517-RA OG0001168
Tfasc_v1.18895-RA OG0001163
Tfasc_v1.10190-RA OG0001162
Tfasc_v1.07367-RA OG0001167
Tfasc_v1.19751-RA OG0001166
Tfasc_v1.29879-RB OG0001165
Tfasc_v1.16543-RA OG0005543
Tfasc_v1.17220-RA OG0000416
Tfasc_v1.06253-RA OG0000411
Tfasc_v1.05407-RA OG0016248
Tfasc_v1.15683-RA OG0016248
Tfasc_v1.05365-RA OG0016247
Tfasc_v1.11498-RA OG0016244
Tfasc_v1.05340-RA OG0016244
Tfasc_v1.05338-RA OG0016245
Tfasc_v1.11496-RA OG0016245
Tfasc_v1.13412-RA OG0016245
Tfasc_v1.07358-RA OG0016242
Tfasc_v1.05308-RA OG0016242
Tfasc_v1.11367-RA OG0016242
Tfasc_v1.13234-RA OG0004366
Tfasc_v1.06389-RA OG0001890
Tfasc_v1.25420-RA OG0001763
Tfasc_v1.15357-RA OG0001762
Tfasc_v1.16961-RA OG0000384
Tfasc_v1.05532-RA OG0000386
Tfasc_v1.10689-RB OG0000387
Tfasc_v1.04097-RA OG0000387
Tfasc_v1.28058-RA OG0019055
Tfasc_v1.28051-RA OG0019055
Tfasc_v1.20794-RA OG0004608
Tfasc_v1.20781-RA OG0004608
Tfasc_v1.03261-RA OG0018868
Tfasc_v1.10075-RA OG0002527
Tfasc_v1.07506-RA OG0002520
Tfasc_v1.03031-RA OG0005558
Tfasc_v1.03026-RA OG0005558
Tfasc_v1.03160-RA OG0005559
Tfasc_v1.02458-RA OG0005556
Tfasc_v1.01056-RA OG0000077
Tfasc_v1.21199-RA OG0000077
Tfasc_v1.23709-RA OG0005552
Tfasc_v1.16773-RA OG0000071
Tfasc_v1.02526-RA OG0000071
Tfasc_v1.01838-RA OG0005553
Tfasc_v1.30371-RA OG0005070
Tfasc_v1.28260-RA OG0002732
Tfasc_v1.09998-RA OG0002730
Tfasc_v1.18213-RA OG0002735
Tfasc_v1.02252-RA OG0002734
Tfasc_v1.08535-RA OG0000596
Tfasc_v1.29021-RA OG0001181
Tfasc_v1.19903-RA OG0001181
Tfasc_v1.22084-RA OG0001181
Tfasc_v1.17920-RA OG0001183
Tfasc_v1.25492-RA OG0001183
Tfasc_v1.29561-RA OG0001185
Tfasc_v1.26209-RA OG0001185
Tfasc_v1.21802-RA OG0001187
Tfasc_v1.08284-RA OG0001186
Tfasc_v1.15651-RA OG0001186
Tfasc_v1.02811-RA OG0001186
Tfasc_v1.02807-RA OG0001186
Tfasc_v1.01074-RA OG0001186
Tfasc_v1.08286-RA OG0001186
Tfasc_v1.21731-RA OG0001186
Tfasc_v1.05839-RA OG0003028
Tfasc_v1.05833-RA OG0003028
Tfasc_v1.27136-RA OG0019015
Tfasc_v1.16644-RA OG0016264
Tfasc_v1.07212-RA OG0016264
Tfasc_v1.20787-RA OG0016264
Tfasc_v1.28028-RA OG0003123
Tfasc_v1.00093-RB OG0018074
Tfasc_v1.10351-RA OG0001744
Tfasc_v1.19868-RA OG0001744
Tfasc_v1.16485-RA OG0000835
Tfasc_v1.07400-RA OG0000835
Tfasc_v1.10162-RA OG0000835
Tfasc_v1.25414-RA OG0000835
Tfasc_v1.15233-RA OG0001407
Tfasc_v1.15231-RA OG0001407
Tfasc_v1.15219-RA OG0001402
Tfasc_v1.16829-RA OG0018698
Tfasc_v1.22557-RA OG0018214
Tfasc_v1.22554-RA OG0018214
Tfasc_v1.27151-RA OG0002503
Tfasc_v1.08058-RA OG0000624
Tfasc_v1.02959-RA OG0003829
Tfasc_v1.28459-RA OG0004831
Tfasc_v1.16512-RA OG0002089
Tfasc_v1.25690-RA OG0005501
Tfasc_v1.20870-RA OG0005501
Tfasc_v1.01054-RA OG0005501
Tfasc_v1.16526-RA OG0000020
Tfasc_v1.05391-RA OG0000020
Tfasc_v1.24548-RA OG0000020
Tfasc_v1.05390-RA OG0000020
Tfasc_v1.16600-RA OG0000020
Tfasc_v1.18115-RA OG0000020
Tfasc_v1.11319-RA OG0000020
Tfasc_v1.03806-RA OG0000020
Tfasc_v1.13499-RA OG0000020
Tfasc_v1.12722-RA OG0000020
Tfasc_v1.19735-RB OG0000020
Tfasc_v1.02921-RA OG0000020
Tfasc_v1.07204-RA OG0000020
Tfasc_v1.24773-RA OG0000020
Tfasc_v1.16601-RA OG0000020
Tfasc_v1.11597-RC OG0000020
Tfasc_v1.03860-RA OG0000020
Tfasc_v1.24775-RA OG0000020
Tfasc_v1.20864-RA OG0000024
Tfasc_v1.19662-RA OG0000024
Tfasc_v1.07274-RA OG0000024
Tfasc_v1.24497-RA OG0000024
Tfasc_v1.11148-RA OG0000024
Tfasc_v1.20742-RA OG0000024
Tfasc_v1.07053-RA OG0000024
Tfasc_v1.04705-RA OG0000024
Tfasc_v1.12827-RA OG0000024
Tfasc_v1.08436-RA OG0000024
Tfasc_v1.16633-RA OG0000024
Tfasc_v1.08476-RA OG0000024
Tfasc_v1.07052-RA OG0000024
Tfasc_v1.12774-RA OG0000024
Tfasc_v1.08559-RA OG0000024
Tfasc_v1.03798-RA OG0000024
Tfasc_v1.22665-RA OG0000024
Tfasc_v1.25712-RA OG0000024
Tfasc_v1.05577-RA OG0000024
Tfasc_v1.26465-RA OG0000024
Tfasc_v1.01767-RA OG0000024
Tfasc_v1.18763-RA OG0000024
Tfasc_v1.18923-RA OG0000024
Tfasc_v1.27767-RA OG0000024
Tfasc_v1.28330-RA OG0000024
Tfasc_v1.02343-RA OG0000024
Tfasc_v1.13657-RA OG0000024
Tfasc_v1.28350-RA OG0000024
Tfasc_v1.07877-RA OG0000024
Tfasc_v1.18976-RA OG0000024
Tfasc_v1.16884-RA OG0000024
Tfasc_v1.00702-RA OG0000024
Tfasc_v1.20652-RA OG0000024
Tfasc_v1.05844-RA OG0000024
Tfasc_v1.25145-RA OG0000024
Tfasc_v1.00130-RA OG0000024
Tfasc_v1.18962-RA OG0000024
Tfasc_v1.30064-RA OG0000024
Tfasc_v1.12594-RA OG0000024
Tfasc_v1.26534-RA OG0000024
Tfasc_v1.06966-RA OG0000024
Tfasc_v1.03902-RA OG0000024
Tfasc_v1.04006-RA OG0000024
Tfasc_v1.16507-RA OG0000024
Tfasc_v1.00972-RA OG0000024
Tfasc_v1.20813-RA OG0000024
Tfasc_v1.07387-RA OG0000024
Tfasc_v1.30065-RA OG0000024
Tfasc_v1.00668-RA OG0000024
Tfasc_v1.10217-RA OG0000024
Tfasc_v1.08446-RA OG0000024
Tfasc_v1.10223-RA OG0000024
Tfasc_v1.19881-RA OG0000024
Tfasc_v1.15380-RA OG0000024
Tfasc_v1.21243-RA OG0000024
Tfasc_v1.24700-RA OG0000024
Tfasc_v1.24702-RA OG0000024
Tfasc_v1.23425-RA OG0000024
Tfasc_v1.16774-RA OG0000024
Tfasc_v1.16772-RA OG0000024
Tfasc_v1.19187-RA OG0000024
Tfasc_v1.10393-RA OG0000024
Tfasc_v1.03007-RA OG0000024
Tfasc_v1.27359-RA OG0000024
Tfasc_v1.00537-RA OG0005507
Tfasc_v1.10021-RA OG0000026
Tfasc_v1.11235-RA OG0005508
Tfasc_v1.00621-RA OG0005508
Tfasc_v1.25840-RA OG0005053
Tfasc_v1.16782-RA OG0001212
Tfasc_v1.02042-RA OG0001214
Tfasc_v1.30609-RA OG0001216
Tfasc_v1.30627-RA OG0001216
Tfasc_v1.14917-RA OG0001218
Tfasc_v1.19393-RA OG0001218
Tfasc_v1.24281-RA OG0003591
Tfasc_v1.05611-RA OG0003047
Tfasc_v1.25611-RA OG0005425
Tfasc_v1.22180-RC OG0018199
Tfasc_v1.23713-RA OG0000812
Tfasc_v1.00421-RA OG0000813
Tfasc_v1.30241-RA OG0016326
Tfasc_v1.30240-RA OG0016326
Tfasc_v1.22845-RA OG0005261
Tfasc_v1.22846-RA OG0005262
Tfasc_v1.22742-RA OG0005265
Tfasc_v1.30083-RA OG0016323
Tfasc_v1.28531-RA OG0004022
Tfasc_v1.30082-RA OG0003699
Tfasc_v1.05273-RA OG0018386
Tfasc_v1.29154-RA OG0000258
Tfasc_v1.17976-RA OG0000258
Tfasc_v1.21693-RA OG0000251
Tfasc_v1.05484-RA OG0000256
Tfasc_v1.24693-RA OG0000255
Tfasc_v1.25181-RA OG0001022
Tfasc_v1.23538-RA OG0000644
Tfasc_v1.11635-RB OG0000643
Tfasc_v1.19552-RA OG0000642
Tfasc_v1.28236-RA OG0005031
Tfasc_v1.17765-RA OG0005039
Tfasc_v1.12620-RA OG0005038
Tfasc_v1.20883-RA OG0005529
Tfasc_v1.15332-RA OG0000787
Tfasc_v1.01642-RA OG0000788
Tfasc_v1.16436-RA OG0001784
Tfasc_v1.16862-RA OG0001784
Tfasc_v1.15915-RA OG0001784
Tfasc_v1.02029-RA OG0001784
Tfasc_v1.09541-RA OG0001784
Tfasc_v1.02599-RA OG0001783
Tfasc_v1.02601-RA OG0001783
Tfasc_v1.10286-RA OG0001783
Tfasc_v1.05033-RA OG0001783
Tfasc_v1.04506-RA OG0001783
Tfasc_v1.11689-RA OG0001781
Tfasc_v1.13493-RA OG0001781
Tfasc_v1.07322-RA OG0001781
Tfasc_v1.07607-RA OG0002253
Tfasc_v1.07608-RA OG0002253
Tfasc_v1.12705-RA OG0000876
Tfasc_v1.12140-RA OG0000874
Tfasc_v1.29229-RA OG0000872
Tfasc_v1.30046-RA OG0000872
Tfasc_v1.29468-RA OG0000873
Tfasc_v1.26438-RA OG0000878
Tfasc_v1.28313-RA OG0005200
Tfasc_v1.24455-RA OG0001789
Tfasc_v1.24451-RA OG0001789
Tfasc_v1.25750-RA OG0000272
Tfasc_v1.25908-RA OG0000274
Tfasc_v1.25910-RA OG0000274
Tfasc_v1.25921-RA OG0000274
Tfasc_v1.25920-RA OG0000274
Tfasc_v1.09381-RA OG0000275
Tfasc_v1.10640-RA OG0000660
Tfasc_v1.10634-RA OG0000660
Tfasc_v1.19795-RA OG0000667
Tfasc_v1.17836-RA OG0000666
Tfasc_v1.15622-RA OG0005564
Tfasc_v1.30357-RA OG0005564
Tfasc_v1.27357-RA OG0005564
Tfasc_v1.08168-RA OG0005564
Tfasc_v1.26561-RA OG0003868
Tfasc_v1.09729-RA OG0018029
Tfasc_v1.09735-RA OG0018029
Tfasc_v1.20625-RA OG0001649
Tfasc_v1.12687-RA OG0001647
Tfasc_v1.21129-RA OG0001647
Tfasc_v1.26349-RA OG0000068
Tfasc_v1.26026-RA OG0000068
Tfasc_v1.03742-RA OG0000068
Tfasc_v1.17841-RA OG0000068
Tfasc_v1.19065-RA OG0000068
Tfasc_v1.13991-RA OG0000068
Tfasc_v1.23452-RA OG0000068
Tfasc_v1.10073-RA OG0000068
Tfasc_v1.18828-RA OG0000068
Tfasc_v1.10083-RA OG0000068
Tfasc_v1.03086-RA OG0000068
Tfasc_v1.05482-RA OG0000068
Tfasc_v1.13878-RA OG0000068
Tfasc_v1.10568-RA OG0000068
Tfasc_v1.14720-RA OG0000068
Tfasc_v1.00455-RA OG0000068
Tfasc_v1.02869-RA OG0000068
Tfasc_v1.11383-RA OG0000068
Tfasc_v1.07171-RA OG0000068
Tfasc_v1.28633-RA OG0000068
Tfasc_v1.09079-RA OG0000068
Tfasc_v1.05041-RA OG0000068
Tfasc_v1.06951-RA OG0000068
Tfasc_v1.09906-RA OG0000068
Tfasc_v1.15099-RA OG0000068
Tfasc_v1.05200-RA OG0000068
Tfasc_v1.22209-RA OG0000068
Tfasc_v1.29640-RA OG0000068
Tfasc_v1.29984-RA OG0000068
Tfasc_v1.02482-RA OG0000068
Tfasc_v1.23817-RA OG0000068
Tfasc_v1.04326-RA OG0000068
Tfasc_v1.20774-RA OG0000067
Tfasc_v1.25618-RA OG0000067
Tfasc_v1.09580-RA OG0000067
Tfasc_v1.05525-RA OG0000067
Tfasc_v1.11372-RA OG0000067
Tfasc_v1.19258-RA OG0000067
Tfasc_v1.06860-RA OG0000067
Tfasc_v1.00822-RA OG0000067
Tfasc_v1.00824-RA OG0000067
Tfasc_v1.22289-RA OG0000067
Tfasc_v1.17698-RA OG0000067
Tfasc_v1.25319-RA OG0000067
Tfasc_v1.14697-RA OG0000067
Tfasc_v1.30093-RA OG0000067
Tfasc_v1.15266-RA OG0000067
Tfasc_v1.24322-RA OG0000067
Tfasc_v1.10996-RA OG0000067
Tfasc_v1.03751-RA OG0000067
Tfasc_v1.30151-RA OG0000067
Tfasc_v1.02123-RA OG0000067
Tfasc_v1.02371-RA OG0000067
Tfasc_v1.19669-RA OG0000067
Tfasc_v1.19581-RA OG0000067
Tfasc_v1.18919-RA OG0000067
Tfasc_v1.10239-RA OG0000067
Tfasc_v1.23457-RA OG0000067
Tfasc_v1.23460-RA OG0000067
Tfasc_v1.05077-RA OG0000067
Tfasc_v1.01156-RA OG0000067
Tfasc_v1.03756-RA OG0000067
Tfasc_v1.23774-RA OG0000067
Tfasc_v1.20776-RA OG0000067
Tfasc_v1.14236-RA OG0000067
Tfasc_v1.02970-RA OG0000067
Tfasc_v1.20878-RA OG0000067
Tfasc_v1.02789-RA OG0000067
Tfasc_v1.27412-RA OG0000067
Tfasc_v1.28005-RA OG0000063
Tfasc_v1.01020-RA OG0000063
Tfasc_v1.02467-RA OG0000063
Tfasc_v1.14277-RA OG0001259
Tfasc_v1.14038-RA OG0001252
Tfasc_v1.23171-RA OG0018734
Tfasc_v1.12835-RA OG0002688
Tfasc_v1.15613-RA OG0002685
Tfasc_v1.15614-RA OG0002685
Tfasc_v1.28403-RA OG0001816
Tfasc_v1.18192-RA OG0002353
Tfasc_v1.13224-RA OG0002238
Tfasc_v1.02893-RA OG0002239
Tfasc_v1.27169-RA OG0000858
Tfasc_v1.02164-RA OG0000858
Tfasc_v1.13416-RA OG0000854
Tfasc_v1.15406-RA OG0000854
Tfasc_v1.01657-RA OG0000851
Tfasc_v1.27566-RA OG0016355
Tfasc_v1.05633-RA OG0004997
Tfasc_v1.05626-RA OG0004997
Tfasc_v1.23715-RA OG0000223
Tfasc_v1.14214-RA OG0000484
Tfasc_v1.16270-RA OG0000484
Tfasc_v1.07219-RA OG0005481
Tfasc_v1.07218-RA OG0005481
Tfasc_v1.07217-RA OG0005481
Tfasc_v1.21854-RA OG0005481
Tfasc_v1.22058-RA OG0005483
Tfasc_v1.14024-RA OG0005483
Tfasc_v1.21180-RA OG0000216
Tfasc_v1.21178-RA OG0000216
Tfasc_v1.27440-RA OG0000216
Tfasc_v1.29860-RA OG0000217
Tfasc_v1.08385-RA OG0000211
Tfasc_v1.21583-RA OG0000211
Tfasc_v1.04087-RA OG0000219
Tfasc_v1.00950-RA OG0001068
Tfasc_v1.08591-RA OG0018960
Tfasc_v1.13442-RA OG0016384
Tfasc_v1.25162-RA OG0003749
Tfasc_v1.25256-RA OG0003742
Tfasc_v1.22862-RA OG0003747
Tfasc_v1.29911-RA OG0003747
Tfasc_v1.22040-RA OG0003747
Tfasc_v1.08950-RA OG0003226
Tfasc_v1.25360-RA OG0003337
Tfasc_v1.09777-RA OG0001660
Tfasc_v1.18424-RA OG0001662
Tfasc_v1.07611-RA OG0001666
Tfasc_v1.05570-RA OG0001668
Tfasc_v1.05575-RA OG0001668
Tfasc_v1.20629-RA OG0000043
Tfasc_v1.00588-RA OG0000043
Tfasc_v1.11713-RA OG0000043
Tfasc_v1.30647-RA OG0000043
Tfasc_v1.18196-RA OG0000043
Tfasc_v1.16670-RA OG0000043
Tfasc_v1.23279-RA OG0000043
Tfasc_v1.08703-RA OG0000043
Tfasc_v1.13610-RA OG0000043
Tfasc_v1.19864-RA OG0000043
Tfasc_v1.07637-RA OG0000043
Tfasc_v1.30078-RA OG0000043
Tfasc_v1.21442-RA OG0000043
Tfasc_v1.28215-RA OG0000043
Tfasc_v1.14133-RA OG0000043
Tfasc_v1.21488-RA OG0000043
Tfasc_v1.15917-RA OG0000043
Tfasc_v1.16438-RA OG0000043
Tfasc_v1.02031-RA OG0000043
Tfasc_v1.15447-RA OG0000043
Tfasc_v1.06335-RA OG0000043
Tfasc_v1.25703-RA OG0000043
Tfasc_v1.24448-RA OG0000043
Tfasc_v1.30300-RA OG0000043
Tfasc_v1.00294-RA OG0000043
Tfasc_v1.16014-RA OG0000043
Tfasc_v1.30581-RA OG0000043
Tfasc_v1.07082-RA OG0000043
Tfasc_v1.14785-RA OG0000043
Tfasc_v1.29404-RA OG0000043
Tfasc_v1.27193-RA OG0000043
Tfasc_v1.28238-RA OG0000043
Tfasc_v1.07011-RA OG0000043
Tfasc_v1.11889-RA OG0000043
Tfasc_v1.06328-RA OG0000043
Tfasc_v1.00601-RA OG0000043
Tfasc_v1.07396-RA OG0000043
Tfasc_v1.13697-RA OG0000043
Tfasc_v1.05139-RA OG0000043
Tfasc_v1.11553-RA OG0000043
Tfasc_v1.20360-RA OG0000043
Tfasc_v1.12226-RA OG0000043
Tfasc_v1.01304-RA OG0000043
Tfasc_v1.02934-RA OG0000043
Tfasc_v1.05678-RA OG0000043
Tfasc_v1.08260-RA OG0000043
Tfasc_v1.08257-RA OG0000043
Tfasc_v1.08103-RA OG0000043
Tfasc_v1.17743-RA OG0000042
Tfasc_v1.24042-RA OG0000042
Tfasc_v1.10048-RA OG0000042
Tfasc_v1.08226-RA OG0000042
Tfasc_v1.08281-RA OG0000042
Tfasc_v1.15736-RA OG0005561
Tfasc_v1.08498-RA OG0000045
Tfasc_v1.20359-RA OG0000049
Tfasc_v1.27194-RA OG0000049
Tfasc_v1.07263-RA OG0000049
Tfasc_v1.08258-RA OG0000049
Tfasc_v1.16437-RA OG0000049
Tfasc_v1.20358-RA OG0000049
Tfasc_v1.19910-RA OG0000048
Tfasc_v1.27322-RA OG0000048
Tfasc_v1.25369-RA OG0000048
Tfasc_v1.07307-RA OG0000048
Tfasc_v1.15616-RA OG0000048
Tfasc_v1.03991-RA OG0000048
Tfasc_v1.03746-RA OG0000048
Tfasc_v1.29411-RA OG0000048
