"og_id"	"Tfas_length"	"Tlei_length"	"difference"	"diff_per_Tfas"	"diff_per_Tlei"	"completeness"
"OG0006928"	1713	1716	3	0.00175131348511384	0.00174825174825175	"both complete"
"OG0006929"	3186	3183	-3	-0.000941619585687382	-0.000942507068803016	"both complete"
"OG0006930"	480	687	207	0.43125	0.301310043668122	"one complete"
"OG0006931"	1821	1869	48	0.0263591433278418	0.0256821829855538	"one complete"
"OG0006932"	2019	2016	-3	-0.00148588410104012	-0.00148809523809524	"one complete"
"OG0006933"	1320	1137	-183	-0.138636363636364	-0.160949868073879	"one complete"
"OG0006934"	708	1527	819	1.15677966101695	0.536345776031434	"one complete"
"OG0006935"	936	936	0	0	0	"both complete"
"OG0006936"	552	285	-267	-0.483695652173913	-0.936842105263158	"both complete"
"OG0006937"	885	873	-12	-0.0135593220338983	-0.013745704467354	"one complete"
"OG0006938"	3294	3375	81	0.0245901639344262	0.024	"both complete"
"OG0006939"	5130	3489	-1641	-0.319883040935672	-0.470335339638865	"both complete"
"OG0006940"	1227	990	-237	-0.193154034229829	-0.239393939393939	"both complete"
"OG0006941"	1716	1779	63	0.0367132867132867	0.0354131534569983	"one complete"
"OG0006942"	540	537	-3	-0.00555555555555556	-0.00558659217877095	"one complete"
"OG0006943"	780	711	-69	-0.0884615384615385	-0.0970464135021097	"one complete"
"OG0006944"	2673	2697	24	0.00897867564534231	0.00889877641824249	"both complete"
"OG0006945"	303	303	0	0	0	"one complete"
"OG0006946"	393	411	18	0.0458015267175573	0.0437956204379562	"both complete"
"OG0006947"	3561	4017	456	0.128053917438922	0.113517550410754	"both complete"
"OG0006948"	1395	1386	-9	-0.00645161290322581	-0.00649350649350649	"both complete"
"OG0006949"	393	387	-6	-0.0152671755725191	-0.0155038759689922	"both complete"
"OG0006950"	1167	978	-189	-0.161953727506427	-0.193251533742331	"both complete"
"OG0006951"	1023	1041	18	0.0175953079178886	0.0172910662824208	"both complete"
"OG0006952"	3249	3339	90	0.0277008310249307	0.0269541778975741	"one complete"
"OG0006953"	1554	1485	-69	-0.0444015444015444	-0.0464646464646465	"both complete"
"OG0006954"	882	879	-3	-0.00340136054421769	-0.00341296928327645	"both complete"
"OG0006955"	339	336	-3	-0.00884955752212389	-0.00892857142857143	"both complete"
"OG0006956"	2439	2436	-3	-0.001230012300123	-0.00123152709359606	"one complete"
"OG0006957"	1032	1032	0	0	0	"both complete"
"OG0006958"	1677	1956	279	0.166368515205725	0.142638036809816	"both complete"
"OG0006959"	3297	3246	-51	-0.0154686078252957	-0.0157116451016636	"both complete"
"OG0006960"	864	2580	1716	1.98611111111111	0.665116279069767	"both complete"
"OG0006961"	1803	1848	45	0.0249584026622296	0.0243506493506494	"one complete"
"OG0006962"	1962	2160	198	0.100917431192661	0.0916666666666667	"both complete"
"OG0006963"	714	966	252	0.352941176470588	0.260869565217391	"one complete"
"OG0006964"	432	453	21	0.0486111111111111	0.0463576158940397	"both complete"
"OG0006965"	1449	1437	-12	-0.0082815734989648	-0.00835073068893528	"both complete"
"OG0006966"	579	705	126	0.217616580310881	0.178723404255319	"both complete"
"OG0006967"	2604	2604	0	0	0	"both complete"
"OG0006968"	630	504	-126	-0.2	-0.25	"both complete"
"OG0006969"	2115	2172	57	0.0269503546099291	0.0262430939226519	"both complete"
"OG0006970"	5040	5097	57	0.0113095238095238	0.011183048852266	"both complete"
"OG0006971"	1992	2487	495	0.248493975903614	0.199034981905911	"both complete"
"OG0006972"	813	567	-246	-0.302583025830258	-0.433862433862434	"both complete"
"OG0006973"	1482	1482	0	0	0	"both complete"
"OG0006974"	312	309	-3	-0.00961538461538462	-0.00970873786407767	"one complete"
"OG0006976"	1452	981	-471	-0.324380165289256	-0.480122324159021	"both complete"
"OG0006977"	6093	6504	411	0.0674544559330379	0.0631918819188192	"one complete"
"OG0006979"	615	1242	627	1.01951219512195	0.504830917874396	"0 complete"
"OG0006980"	1116	1110	-6	-0.00537634408602151	-0.00540540540540541	"one complete"
"OG0006981"	1224	1221	-3	-0.00245098039215686	-0.00245700245700246	"one complete"
"OG0006982"	1230	1230	0	0	0	"both complete"
"OG0006983"	1845	1875	30	0.016260162601626	0.016	"both complete"
"OG0006984"	903	840	-63	-0.0697674418604651	-0.075	"one complete"
"OG0006985"	1230	1230	0	0	0	"both complete"
"OG0006986"	768	879	111	0.14453125	0.126279863481229	"one complete"
"OG0006987"	408	363	-45	-0.110294117647059	-0.12396694214876	"both complete"
"OG0006988"	1434	1434	0	0	0	"both complete"
"OG0006989"	711	672	-39	-0.0548523206751055	-0.0580357142857143	"one complete"
"OG0006990"	2130	1608	-522	-0.245070422535211	-0.324626865671642	"both complete"
"OG0006991"	1635	1635	0	0	0	"both complete"
"OG0006992"	912	909	-3	-0.00328947368421053	-0.0033003300330033	"both complete"
"OG0006993"	1227	1233	6	0.00488997555012225	0.0048661800486618	"both complete"
"OG0006994"	2889	3255	366	0.12668743509865	0.112442396313364	"both complete"
"OG0006995"	1020	1017	-3	-0.00294117647058824	-0.00294985250737463	"both complete"
"OG0006996"	1515	1554	39	0.0257425742574257	0.0250965250965251	"one complete"
"OG0006997"	708	612	-96	-0.135593220338983	-0.156862745098039	"both complete"
"OG0006998"	288	489	201	0.697916666666667	0.411042944785276	"one complete"
"OG0006999"	1992	1962	-30	-0.0150602409638554	-0.0152905198776758	"one complete"
"OG0007000"	741	741	0	0	0	"both complete"
"OG0007001"	924	1017	93	0.100649350649351	0.0914454277286136	"both complete"
"OG0007002"	2514	2370	-144	-0.0572792362768496	-0.0607594936708861	"both complete"
"OG0007003"	2079	2115	36	0.0173160173160173	0.0170212765957447	"both complete"
"OG0007005"	1908	1989	81	0.0424528301886792	0.0407239819004525	"both complete"
"OG0007006"	1914	2463	549	0.286833855799373	0.222898903775883	"both complete"
"OG0007008"	744	813	69	0.092741935483871	0.0848708487084871	"both complete"
"OG0007009"	2211	2304	93	0.0420624151967436	0.0403645833333333	"one complete"
"OG0007010"	900	891	-9	-0.01	-0.0101010101010101	"one complete"
"OG0007011"	1203	1209	6	0.00498753117206983	0.00496277915632754	"both complete"
"OG0007013"	1083	801	-282	-0.260387811634349	-0.352059925093633	"one complete"
"OG0007014"	2988	2997	9	0.00301204819277108	0.003003003003003	"both complete"
"OG0007015"	1140	1113	-27	-0.0236842105263158	-0.0242587601078167	"one complete"
"OG0007016"	1992	1992	0	0	0	"both complete"
"OG0007017"	270	264	-6	-0.0222222222222222	-0.0227272727272727	"one complete"
"OG0007018"	2415	2415	0	0	0	"both complete"
"OG0007019"	1917	1917	0	0	0	"both complete"
"OG0007020"	759	1311	552	0.727272727272727	0.421052631578947	"both complete"
"OG0007021"	600	603	3	0.005	0.00497512437810945	"one complete"
"OG0007022"	864	852	-12	-0.0138888888888889	-0.0140845070422535	"both complete"
"OG0007023"	1377	1377	0	0	0	"both complete"
"OG0007024"	2100	2187	87	0.0414285714285714	0.0397805212620027	"one complete"
"OG0007025"	708	687	-21	-0.0296610169491525	-0.0305676855895196	"both complete"
"OG0007026"	447	573	126	0.281879194630872	0.219895287958115	"one complete"
"OG0007027"	426	441	15	0.0352112676056338	0.0340136054421769	"one complete"
"OG0007028"	3315	3297	-18	-0.00542986425339366	-0.00545950864422202	"both complete"
"OG0007029"	1521	1575	54	0.0355029585798817	0.0342857142857143	"both complete"
"OG0007030"	6546	6951	405	0.0618698441796517	0.0582649978420371	"both complete"
"OG0007032"	1149	1038	-111	-0.0966057441253264	-0.106936416184971	"both complete"
"OG0007033"	1266	1488	222	0.175355450236967	0.149193548387097	"one complete"
"OG0007034"	1230	1290	60	0.0487804878048781	0.0465116279069767	"both complete"
"OG0007035"	294	291	-3	-0.0102040816326531	-0.0103092783505155	"one complete"
"OG0007036"	1440	1470	30	0.0208333333333333	0.0204081632653061	"one complete"
"OG0007037"	2391	3726	1335	0.558343789209536	0.35829307568438	"one complete"
"OG0007038"	2010	1122	-888	-0.441791044776119	-0.79144385026738	"both complete"
"OG0007039"	1686	1650	-36	-0.0213523131672598	-0.0218181818181818	"both complete"
"OG0007040"	654	621	-33	-0.0504587155963303	-0.0531400966183575	"one complete"
"OG0007041"	1266	1266	0	0	0	"both complete"
"OG0007042"	1224	2007	783	0.639705882352941	0.390134529147982	"one complete"
"OG0007043"	378	390	12	0.0317460317460317	0.0307692307692308	"one complete"
"OG0007044"	1212	1215	3	0.00247524752475248	0.00246913580246914	"both complete"
"OG0007045"	1011	1008	-3	-0.0029673590504451	-0.00297619047619048	"one complete"
"OG0007046"	3246	1386	-1860	-0.573012939001848	-1.34199134199134	"both complete"
"OG0007047"	840	1080	240	0.285714285714286	0.222222222222222	"both complete"
"OG0007048"	1749	1356	-393	-0.224699828473413	-0.289823008849558	"both complete"
"OG0007049"	2706	2700	-6	-0.00221729490022173	-0.00222222222222222	"one complete"
"OG0007050"	984	984	0	0	0	"one complete"
"OG0007052"	750	744	-6	-0.008	-0.00806451612903226	"both complete"
"OG0007053"	1215	861	-354	-0.291358024691358	-0.411149825783972	"one complete"
"OG0007054"	777	675	-102	-0.131274131274131	-0.151111111111111	"both complete"
"OG0007055"	621	492	-129	-0.207729468599034	-0.26219512195122	"one complete"
"OG0007056"	351	348	-3	-0.00854700854700855	-0.00862068965517241	"one complete"
"OG0007057"	2106	1905	-201	-0.0954415954415954	-0.105511811023622	"both complete"
"OG0007058"	1620	1323	-297	-0.183333333333333	-0.224489795918367	"one complete"
"OG0007059"	552	525	-27	-0.0489130434782609	-0.0514285714285714	"one complete"
"OG0007060"	3243	3261	18	0.00555041628122109	0.00551977920883165	"both complete"
"OG0007061"	1221	1221	0	0	0	"both complete"
"OG0007062"	1419	1563	144	0.101479915433404	0.0921305182341651	"both complete"
"OG0007064"	2202	2190	-12	-0.00544959128065395	-0.00547945205479452	"both complete"
"OG0007065"	717	717	0	0	0	"both complete"
"OG0007066"	444	441	-3	-0.00675675675675676	-0.00680272108843537	"one complete"
"OG0007067"	969	909	-60	-0.0619195046439628	-0.066006600660066	"both complete"
"OG0007068"	987	1287	300	0.303951367781155	0.233100233100233	"one complete"
"OG0007069"	615	516	-99	-0.160975609756098	-0.191860465116279	"both complete"
"OG0007070"	786	795	9	0.0114503816793893	0.0113207547169811	"both complete"
"OG0007071"	3828	3825	-3	-0.000783699059561128	-0.000784313725490196	"one complete"
"OG0007072"	852	846	-6	-0.00704225352112676	-0.00709219858156028	"both complete"
"OG0007073"	1038	1038	0	0	0	"both complete"
"OG0007074"	606	606	0	0	0	"both complete"
"OG0007075"	1848	1854	6	0.00324675324675325	0.00323624595469256	"both complete"
"OG0007076"	1542	1467	-75	-0.0486381322957198	-0.0511247443762781	"one complete"
"OG0007077"	1146	1149	3	0.00261780104712042	0.00261096605744125	"both complete"
"OG0007078"	606	603	-3	-0.00495049504950495	-0.00497512437810945	"one complete"
"OG0007079"	825	825	0	0	0	"both complete"
"OG0007080"	558	570	12	0.021505376344086	0.0210526315789474	"one complete"
"OG0007081"	1698	1704	6	0.00353356890459364	0.00352112676056338	"both complete"
"OG0007082"	915	993	78	0.0852459016393443	0.0785498489425982	"one complete"
"OG0007083"	1665	1344	-321	-0.192792792792793	-0.238839285714286	"one complete"
"OG0007084"	1572	1653	81	0.0515267175572519	0.0490018148820327	"one complete"
"OG0007085"	1467	1425	-42	-0.0286298568507157	-0.0294736842105263	"both complete"
"OG0007086"	978	861	-117	-0.119631901840491	-0.13588850174216	"one complete"
"OG0007087"	1560	1566	6	0.00384615384615385	0.00383141762452107	"both complete"
"OG0007088"	1743	1743	0	0	0	"both complete"
"OG0007089"	1599	1584	-15	-0.00938086303939963	-0.00946969696969697	"both complete"
"OG0007091"	1062	1071	9	0.00847457627118644	0.00840336134453781	"both complete"
"OG0007092"	1011	1068	57	0.056379821958457	0.0533707865168539	"both complete"
"OG0007093"	1296	1308	12	0.00925925925925926	0.00917431192660551	"both complete"
"OG0007094"	753	741	-12	-0.0159362549800797	-0.0161943319838057	"one complete"
"OG0007095"	5457	3195	-2262	-0.414513468938977	-0.707981220657277	"both complete"
"OG0007096"	828	822	-6	-0.0072463768115942	-0.0072992700729927	"both complete"
"OG0007097"	1143	1143	0	0	0	"both complete"
"OG0007098"	999	987	-12	-0.012012012012012	-0.0121580547112462	"both complete"
"OG0007099"	3201	3219	18	0.0056232427366448	0.00559179869524697	"both complete"
"OG0007100"	249	231	-18	-0.072289156626506	-0.0779220779220779	"one complete"
"OG0007101"	1983	1890	-93	-0.0468986384266263	-0.0492063492063492	"both complete"
"OG0007102"	2847	3006	159	0.0558482613277134	0.0528942115768463	"both complete"
"OG0007103"	1965	1446	-519	-0.26412213740458	-0.358921161825726	"one complete"
"OG0007104"	918	930	12	0.0130718954248366	0.0129032258064516	"both complete"
"OG0007105"	1791	1779	-12	-0.0067001675041876	-0.00674536256323777	"both complete"
"OG0007107"	1128	1149	21	0.0186170212765957	0.0182767624020888	"one complete"
"OG0007108"	1197	1194	-3	-0.0025062656641604	-0.00251256281407035	"both complete"
"OG0007109"	2457	2436	-21	-0.00854700854700855	-0.00862068965517241	"one complete"
"OG0007110"	1005	1203	198	0.197014925373134	0.164588528678304	"both complete"
"OG0007111"	765	936	171	0.223529411764706	0.182692307692308	"both complete"
"OG0007112"	1056	1062	6	0.00568181818181818	0.00564971751412429	"one complete"
"OG0007113"	1383	1551	168	0.121475054229935	0.108317214700193	"one complete"
"OG0007114"	1575	1575	0	0	0	"both complete"
"OG0007115"	852	1011	159	0.186619718309859	0.15727002967359	"both complete"
"OG0007116"	1038	1197	159	0.153179190751445	0.132832080200501	"one complete"
"OG0007117"	981	978	-3	-0.00305810397553517	-0.00306748466257669	"one complete"
"OG0007118"	1167	1335	168	0.143958868894602	0.125842696629213	"both complete"
"OG0007119"	702	225	-477	-0.67948717948718	-2.12	"both complete"
"OG0007120"	1863	1770	-93	-0.0499194847020934	-0.0525423728813559	"both complete"
"OG0007121"	1245	867	-378	-0.303614457831325	-0.43598615916955	"one complete"
"OG0007123"	1482	1479	-3	-0.00202429149797571	-0.00202839756592292	"one complete"
"OG0007124"	7218	6375	-843	-0.116791354945968	-0.132235294117647	"one complete"
"OG0007125"	1554	1557	3	0.00193050193050193	0.00192678227360308	"one complete"
"OG0007126"	1032	954	-78	-0.0755813953488372	-0.0817610062893082	"both complete"
"OG0007127"	690	537	-153	-0.221739130434783	-0.284916201117318	"one complete"
"OG0007128"	1191	1188	-3	-0.00251889168765743	-0.00252525252525253	"one complete"
"OG0007129"	2346	2346	0	0	0	"both complete"
"OG0007130"	1281	1443	162	0.126463700234192	0.112266112266112	"both complete"
"OG0007131"	2241	2202	-39	-0.0174029451137885	-0.0177111716621253	"both complete"
"OG0007132"	261	261	0	0	0	"both complete"
"OG0007133"	1209	1209	0	0	0	"both complete"
"OG0007134"	777	774	-3	-0.00386100386100386	-0.00387596899224806	"one complete"
"OG0007135"	1392	1395	3	0.0021551724137931	0.0021505376344086	"one complete"
"OG0007136"	3075	3048	-27	-0.00878048780487805	-0.00885826771653543	"both complete"
"OG0007137"	909	1029	120	0.132013201320132	0.116618075801749	"one complete"
"OG0007138"	1887	993	-894	-0.473767885532591	-0.900302114803625	"both complete"
"OG0007139"	1203	1203	0	0	0	"both complete"
"OG0007140"	1080	1080	0	0	0	"both complete"
"OG0007141"	549	546	-3	-0.00546448087431694	-0.00549450549450549	"one complete"
"OG0007142"	2073	2091	18	0.00868306801736614	0.00860832137733142	"one complete"
"OG0007143"	1470	1875	405	0.275510204081633	0.216	"both complete"
"OG0007144"	906	1035	129	0.142384105960265	0.12463768115942	"both complete"
"OG0007145"	882	888	6	0.00680272108843537	0.00675675675675676	"one complete"
"OG0007146"	1452	1446	-6	-0.00413223140495868	-0.004149377593361	"both complete"
"OG0007147"	2022	2022	0	0	0	"both complete"
"OG0007148"	885	834	-51	-0.0576271186440678	-0.0611510791366906	"both complete"
"OG0007149"	546	549	3	0.00549450549450549	0.00546448087431694	"both complete"
"OG0007150"	1329	1149	-180	-0.135440180586907	-0.156657963446475	"one complete"
"OG0007151"	681	726	45	0.066079295154185	0.0619834710743802	"both complete"
"OG0007152"	588	600	12	0.0204081632653061	0.02	"one complete"
"OG0007153"	1818	1818	0	0	0	"both complete"
"OG0007154"	1902	1902	0	0	0	"both complete"
"OG0007155"	3900	3885	-15	-0.00384615384615385	-0.00386100386100386	"both complete"
"OG0007156"	642	642	0	0	0	"both complete"
"OG0007157"	780	780	0	0	0	"both complete"
"OG0007158"	1875	1878	3	0.0016	0.00159744408945687	"one complete"
"OG0007159"	1455	1068	-387	-0.265979381443299	-0.362359550561798	"both complete"
"OG0007160"	552	543	-9	-0.016304347826087	-0.0165745856353591	"one complete"
"OG0007161"	570	750	180	0.315789473684211	0.24	"one complete"
"OG0007162"	474	723	249	0.525316455696203	0.344398340248963	"one complete"
"OG0007163"	1017	1017	0	0	0	"both complete"
"OG0007164"	1497	1503	6	0.00400801603206413	0.00399201596806387	"both complete"
"OG0007165"	2022	1914	-108	-0.0534124629080119	-0.0564263322884013	"both complete"
"OG0007166"	1431	1527	96	0.0670859538784067	0.0628683693516699	"one complete"
"OG0007167"	1791	1794	3	0.0016750418760469	0.00167224080267559	"both complete"
"OG0007168"	6426	6327	-99	-0.015406162464986	-0.015647226173542	"0 complete"
"OG0007169"	750	921	171	0.228	0.185667752442997	"both complete"
"OG0007170"	1608	1605	-3	-0.00186567164179104	-0.00186915887850467	"both complete"
"OG0007171"	1245	1242	-3	-0.00240963855421687	-0.00241545893719807	"one complete"
"OG0007172"	807	807	0	0	0	"both complete"
"OG0007173"	1002	987	-15	-0.0149700598802395	-0.0151975683890578	"one complete"
"OG0007174"	867	873	6	0.0069204152249135	0.00687285223367698	"both complete"
"OG0007175"	1251	1344	93	0.0743405275779376	0.0691964285714286	"both complete"
"OG0007176"	1737	1737	0	0	0	"both complete"
"OG0007177"	768	1719	951	1.23828125	0.553228621291449	"both complete"
"OG0007178"	2763	2778	15	0.00542888165038002	0.00539956803455724	"both complete"
"OG0007180"	975	975	0	0	0	"both complete"
"OG0007181"	1221	1482	261	0.213759213759214	0.176113360323887	"both complete"
"OG0007182"	3534	3591	57	0.0161290322580645	0.0158730158730159	"one complete"
"OG0007183"	1287	1287	0	0	0	"both complete"
"OG0007184"	1803	1848	45	0.0249584026622296	0.0243506493506494	"both complete"
"OG0007185"	3444	3561	117	0.0339721254355401	0.0328559393428812	"one complete"
"OG0007186"	1638	2043	405	0.247252747252747	0.198237885462555	"both complete"
"OG0007187"	387	375	-12	-0.0310077519379845	-0.032	"one complete"
"OG0007188"	8520	8784	264	0.0309859154929577	0.0300546448087432	"one complete"
"OG0007189"	3261	4929	1668	0.511499540018399	0.338405356055995	"one complete"
"OG0007190"	426	393	-33	-0.0774647887323944	-0.083969465648855	"both complete"
"OG0007191"	1284	1287	3	0.00233644859813084	0.00233100233100233	"both complete"
"OG0007192"	576	579	3	0.00520833333333333	0.00518134715025907	"both complete"
"OG0007193"	519	519	0	0	0	"both complete"
"OG0007194"	732	1047	315	0.430327868852459	0.300859598853868	"one complete"
"OG0007195"	3147	3258	111	0.0352716873212583	0.0340699815837937	"both complete"
"OG0007196"	903	927	24	0.026578073089701	0.0258899676375405	"both complete"
"OG0007197"	234	231	-3	-0.0128205128205128	-0.012987012987013	"one complete"
"OG0007198"	4131	4134	3	0.000726216412490922	0.000725689404934688	"both complete"
"OG0007199"	1458	1458	0	0	0	"both complete"
"OG0007200"	312	486	174	0.557692307692308	0.358024691358025	"both complete"
"OG0007202"	1437	1500	63	0.0438413361169102	0.042	"one complete"
"OG0007203"	1218	1224	6	0.00492610837438424	0.00490196078431373	"one complete"
"OG0007204"	1785	1803	18	0.0100840336134454	0.00998336106489185	"both complete"
"OG0007205"	2331	1923	-408	-0.175032175032175	-0.21216848673947	"both complete"
"OG0007206"	5940	5937	-3	-0.000505050505050505	-0.000505305709954523	"both complete"
"OG0007207"	2010	1485	-525	-0.261194029850746	-0.353535353535354	"both complete"
"OG0007208"	921	666	-255	-0.276872964169381	-0.382882882882883	"one complete"
"OG0007209"	1308	1386	78	0.0596330275229358	0.0562770562770563	"both complete"
"OG0007210"	924	1419	495	0.535714285714286	0.348837209302326	"one complete"
"OG0007211"	1296	1296	0	0	0	"both complete"
"OG0007212"	537	543	6	0.0111731843575419	0.0110497237569061	"both complete"
"OG0007213"	1203	1203	0	0	0	"both complete"
"OG0007214"	327	327	0	0	0	"both complete"
"OG0007215"	294	135	-159	-0.540816326530612	-1.17777777777778	"both complete"
"OG0007216"	1716	1728	12	0.00699300699300699	0.00694444444444444	"both complete"
"OG0007217"	981	990	9	0.00917431192660551	0.00909090909090909	"one complete"
"OG0007219"	1410	1521	111	0.0787234042553192	0.0729783037475345	"one complete"
"OG0007220"	2508	2316	-192	-0.076555023923445	-0.0829015544041451	"both complete"
"OG0007221"	1221	1221	0	0	0	"both complete"
"OG0007222"	1779	1776	-3	-0.00168634064080944	-0.00168918918918919	"one complete"
"OG0007224"	657	360	-297	-0.452054794520548	-0.825	"one complete"
"OG0007225"	1458	1458	0	0	0	"both complete"
"OG0007226"	465	531	66	0.141935483870968	0.124293785310734	"both complete"
"OG0007227"	1740	2574	834	0.479310344827586	0.324009324009324	"both complete"
"OG0007228"	1506	1464	-42	-0.0278884462151394	-0.0286885245901639	"both complete"
"OG0007229"	999	999	0	0	0	"both complete"
"OG0007230"	2259	2310	51	0.0225763612217795	0.0220779220779221	"both complete"
"OG0007231"	906	960	54	0.0596026490066225	0.05625	"both complete"
"OG0007232"	2145	2526	381	0.177622377622378	0.15083135391924	"one complete"
"OG0007233"	1293	1311	18	0.0139211136890951	0.0137299771167048	"one complete"
"OG0007234"	549	549	0	0	0	"both complete"
"OG0007235"	3336	3354	18	0.00539568345323741	0.00536672629695885	"both complete"
"OG0007236"	1059	723	-336	-0.31728045325779	-0.464730290456432	"one complete"
"OG0007237"	1635	1812	177	0.108256880733945	0.097682119205298	"one complete"
"OG0007238"	1497	1404	-93	-0.062124248496994	-0.0662393162393162	"both complete"
"OG0007239"	606	657	51	0.0841584158415842	0.0776255707762557	"one complete"
"OG0007240"	3105	3093	-12	-0.00386473429951691	-0.00387972841901067	"both complete"
"OG0007241"	1776	2034	258	0.14527027027027	0.126843657817109	"both complete"
"OG0007242"	2085	2091	6	0.00287769784172662	0.00286944045911047	"one complete"
"OG0007243"	741	738	-3	-0.00404858299595142	-0.0040650406504065	"both complete"
"OG0007244"	246	246	0	0	0	"both complete"
"OG0007245"	1707	1866	159	0.0931458699472759	0.0852090032154341	"both complete"
"OG0007246"	4584	4758	174	0.0379581151832461	0.0365699873896595	"both complete"
"OG0007247"	3207	3354	147	0.0458372310570627	0.0438282647584973	"both complete"
"OG0007248"	1161	1863	702	0.604651162790698	0.376811594202899	"both complete"
"OG0007249"	3591	1965	-1626	-0.452798663324979	-0.827480916030534	"one complete"
"OG0007250"	630	618	-12	-0.019047619047619	-0.0194174757281553	"both complete"
"OG0007251"	489	477	-12	-0.0245398773006135	-0.0251572327044025	"both complete"
"OG0007252"	1413	1413	0	0	0	"both complete"
"OG0007253"	624	777	153	0.245192307692308	0.196911196911197	"both complete"
"OG0007254"	2634	2730	96	0.0364464692482916	0.0351648351648352	"both complete"
"OG0007255"	1941	1941	0	0	0	"both complete"
"OG0007256"	975	798	-177	-0.181538461538462	-0.221804511278195	"one complete"
"OG0007257"	456	447	-9	-0.0197368421052632	-0.0201342281879195	"one complete"
"OG0007258"	639	723	84	0.131455399061033	0.116182572614108	"both complete"
"OG0007259"	1263	1263	0	0	0	"both complete"
"OG0007260"	738	792	54	0.0731707317073171	0.0681818181818182	"both complete"
"OG0007261"	891	747	-144	-0.161616161616162	-0.192771084337349	"one complete"
"OG0007262"	2232	2187	-45	-0.0201612903225806	-0.0205761316872428	"0 complete"
"OG0007263"	1794	1818	24	0.0133779264214047	0.0132013201320132	"both complete"
"OG0007264"	972	969	-3	-0.00308641975308642	-0.00309597523219814	"one complete"
"OG0007265"	3282	3525	243	0.0740402193784278	0.068936170212766	"both complete"
"OG0007266"	582	936	354	0.608247422680412	0.378205128205128	"both complete"
"OG0007267"	1266	1266	0	0	0	"both complete"
"OG0007269"	4341	3912	-429	-0.0988251554941258	-0.109662576687117	"both complete"
"OG0007270"	1590	1740	150	0.0943396226415094	0.0862068965517241	"both complete"
"OG0007271"	924	933	9	0.00974025974025974	0.00964630225080386	"both complete"
"OG0007272"	2217	1659	-558	-0.251691474966171	-0.336347197106691	"both complete"
"OG0007273"	927	825	-102	-0.110032362459547	-0.123636363636364	"both complete"
"OG0007274"	723	582	-141	-0.195020746887967	-0.242268041237113	"one complete"
"OG0007275"	474	471	-3	-0.00632911392405063	-0.00636942675159236	"one complete"
"OG0007276"	1377	1428	51	0.037037037037037	0.0357142857142857	"both complete"
"OG0007277"	561	951	390	0.695187165775401	0.410094637223975	"both complete"
"OG0007278"	1101	1098	-3	-0.00272479564032698	-0.00273224043715847	"both complete"
"OG0007279"	510	507	-3	-0.00588235294117647	-0.00591715976331361	"one complete"
"OG0007280"	4212	4212	0	0	0	"both complete"
"OG0007281"	1692	1692	0	0	0	"both complete"
"OG0007282"	1584	1584	0	0	0	"both complete"
"OG0007283"	1335	1170	-165	-0.123595505617978	-0.141025641025641	"one complete"
"OG0007284"	1233	1242	9	0.0072992700729927	0.0072463768115942	"one complete"
"OG0007285"	2862	2850	-12	-0.00419287211740042	-0.00421052631578947	"both complete"
"OG0007286"	927	867	-60	-0.0647249190938511	-0.069204152249135	"one complete"
"OG0007287"	864	714	-150	-0.173611111111111	-0.210084033613445	"both complete"
"OG0007288"	1824	1902	78	0.0427631578947368	0.0410094637223975	"both complete"
"OG0007289"	261	588	327	1.25287356321839	0.556122448979592	"one complete"
"OG0007290"	2457	2457	0	0	0	"both complete"
"OG0007291"	2133	2130	-3	-0.00140646976090014	-0.00140845070422535	"one complete"
"OG0007292"	1221	1197	-24	-0.0196560196560197	-0.0200501253132832	"one complete"
"OG0007293"	1089	1158	69	0.0633608815426997	0.0595854922279793	"both complete"
"OG0007295"	1242	1266	24	0.0193236714975845	0.018957345971564	"both complete"
"OG0007296"	774	648	-126	-0.162790697674419	-0.194444444444444	"one complete"
"OG0007297"	903	696	-207	-0.229235880398671	-0.297413793103448	"both complete"
"OG0007298"	1077	1152	75	0.0696378830083565	0.0651041666666667	"both complete"
"OG0007299"	888	885	-3	-0.00337837837837838	-0.00338983050847458	"one complete"
"OG0007300"	390	387	-3	-0.00769230769230769	-0.00775193798449612	"one complete"
"OG0007301"	648	582	-66	-0.101851851851852	-0.11340206185567	"0 complete"
"OG0007302"	1455	1452	-3	-0.00206185567010309	-0.00206611570247934	"one complete"
"OG0007303"	1542	1404	-138	-0.0894941634241245	-0.0982905982905983	"one complete"
"OG0007304"	1833	1932	99	0.0540098199672668	0.0512422360248447	"both complete"
"OG0007305"	1641	1647	6	0.0036563071297989	0.00364298724954463	"both complete"
"OG0007306"	1626	1506	-120	-0.0738007380073801	-0.0796812749003984	"both complete"
"OG0007307"	1833	1911	78	0.0425531914893617	0.0408163265306122	"both complete"
"OG0007308"	372	381	9	0.0241935483870968	0.0236220472440945	"both complete"
"OG0007309"	795	1392	597	0.750943396226415	0.428879310344828	"one complete"
"OG0007310"	1221	1221	0	0	0	"both complete"
"OG0007311"	1392	1392	0	0	0	"both complete"
"OG0007312"	231	207	-24	-0.103896103896104	-0.115942028985507	"both complete"
"OG0007313"	408	549	141	0.345588235294118	0.256830601092896	"one complete"
"OG0007314"	1092	1089	-3	-0.00274725274725275	-0.00275482093663912	"one complete"
"OG0007315"	1980	2265	285	0.143939393939394	0.125827814569536	"both complete"
"OG0007316"	507	315	-192	-0.378698224852071	-0.60952380952381	"one complete"
"OG0007317"	3465	3465	0	0	0	"both complete"
