gene_id	chrom	start	end
Tlei_v1.23407-RA	Tlei_chr16	25487704	25490549
Tlei_v1.23430-RA	Tlei_chr16	25969397	25970659
Tlei_v1.23433-RA	Tlei_chr16	25997134	25998261
Tlei_v1.23442-RA	Tlei_chr16	26233962	26236765
Tlei_v1.23445-RA	Tlei_chr16	26263250	26264512
Tlei_v1.23537-RA	Tlei_chr16	27499198	27506748
Tlei_v1.23602-RA	Tlei_chr16	28071186	28074210
Tlei_v1.23684-RA	Tlei_chr16	28724833	28728266
Tlei_v1.23715-RA	Tlei_chr16	28934201	28940764
Tlei_v1.23734-RA	Tlei_chr16	29147973	29154775
Tlei_v1.23765-RA	Tlei_chr16	29331090	29333079
Tlei_v1.23795-RA	Tlei_chr16	29507075	29513146
Tlei_v1.23792-RA	Tlei_chr16	29494856	29497456
Tlei_v1.23835-RA	Tlei_chr16	29843958	29847920
Tlei_v1.23848-RA	Tlei_chr16	29928438	29933246
Tlei_v1.12793-RA	Tlei_chr9	77637	79124
Tlei_v1.12827-RB	Tlei_chr9	372866	379802
Tlei_v1.12864-RA	Tlei_chr9	613926	614417
Tlei_v1.12882-RA	Tlei_chr9	723969	731109
Tlei_v1.12884-RA	Tlei_chr9	732037	735414
Tlei_v1.12918-RA	Tlei_chr9	927714	930112
Tlei_v1.12941-RA	Tlei_chr9	1038322	1041447
Tlei_v1.12988-RA	Tlei_chr9	1378808	1383585
Tlei_v1.12998-RA	Tlei_chr9	1434090	1438611
Tlei_v1.13001-RA	Tlei_chr9	1476531	1484189
Tlei_v1.13018-RA	Tlei_chr9	1587881	1591565
Tlei_v1.13065-RA	Tlei_chr9	1976850	1982382
Tlei_v1.13090-RA	Tlei_chr9	2204585	2207093
Tlei_v1.13114-RA	Tlei_chr9	2367805	2374178
Tlei_v1.13186-RA	Tlei_chr9	2956188	2962821
Tlei_v1.13275-RA	Tlei_chr9	3943911	3944903
Tlei_v1.13291-RB	Tlei_chr9	4173153	4174130
Tlei_v1.13347-RA	Tlei_chr9	4904906	4912984
Tlei_v1.13385-RA	Tlei_chr9	5429763	5435777
Tlei_v1.13393-RA	Tlei_chr9	5524971	5528467
Tlei_v1.13422-RA	Tlei_chr9	6074674	6080107
Tlei_v1.13443-RA	Tlei_chr9	6270466	6275271
Tlei_v1.13483-RA	Tlei_chr9	8357912	8379396
Tlei_v1.13491-RA	Tlei_chr9	8563432	8582522
Tlei_v1.13520-RA	Tlei_chr9	10515611	10529343
Tlei_v1.13605-RA	Tlei_chr9	15560566	15567819
Tlei_v1.13633-RA	Tlei_chr9	17779260	17786312
Tlei_v1.13674-RA	Tlei_chr9	20822804	20824462
Tlei_v1.13785-RA	Tlei_chr9	31664766	31668735
Tlei_v1.13786-RA	Tlei_chr9	31675625	31691901
Tlei_v1.13809-RA	Tlei_chr9	32558171	32563413
Tlei_v1.13858-RA	Tlei_chr9	35958582	35981780
Tlei_v1.13971-RA	Tlei_chr9	42573343	42589404
Tlei_v1.14081-RA	Tlei_chr9	46881857	46890896
Tlei_v1.14148-RA	Tlei_chr9	48239437	48243705
Tlei_v1.14150-RA	Tlei_chr9	48281133	48287727
Tlei_v1.14165-RA	Tlei_chr9	48484857	48488968
Tlei_v1.14164-RB	Tlei_chr9	48448947	48482188
Tlei_v1.14186-RA	Tlei_chr9	48805784	48806641
Tlei_v1.14216-RA	Tlei_chr9	49159703	49163586
Tlei_v1.14270-RA	Tlei_chr9	49676451	49676956
Tlei_v1.14300-RA	Tlei_chr9	49951601	49957024
Tlei_v1.14335-RA	Tlei_chr9	50207251	50208126
Tlei_v1.14337-RA	Tlei_chr9	50219201	50221916
Tlei_v1.27528-RA	Tlei_chr20	63490	69065
Tlei_v1.27538-RA	Tlei_chr20	213892	218631
Tlei_v1.27566-RA	Tlei_chr20	460323	468364
Tlei_v1.27652-RA	Tlei_chr20	1506077	1506882
Tlei_v1.27795-RA	Tlei_chr20	3207370	3211093
Tlei_v1.27842-RA	Tlei_chr20	4197633	4210915
Tlei_v1.27856-RA	Tlei_chr20	4639668	4647589
Tlei_v1.27901-RA	Tlei_chr20	5432438	5437199
Tlei_v1.27911-RA	Tlei_chr20	5901224	5916246
Tlei_v1.27925-RA	Tlei_chr20	6185660	6219538
Tlei_v1.27937-RA	Tlei_chr20	6427099	6430721
Tlei_v1.27936-RA	Tlei_chr20	6417457	6419236
Tlei_v1.27965-RA	Tlei_chr20	7204803	7207533
Tlei_v1.28005-RA	Tlei_chr20	8284252	8289417
Tlei_v1.28023-RA	Tlei_chr20	8764999	8769045
Tlei_v1.28097-RA	Tlei_chr20	11317604	11324407
Tlei_v1.28103-RA	Tlei_chr20	11422931	11426253
Tlei_v1.28151-RA	Tlei_chr20	13635582	13639117
Tlei_v1.28155-RA	Tlei_chr20	13677859	13684363
Tlei_v1.28251-RA	Tlei_chr20	14931037	14935035
Tlei_v1.28282-RA	Tlei_chr20	15204484	15211106
Tlei_v1.28332-RA	Tlei_chr20	15631624	15637299
Tlei_v1.28352-RA	Tlei_chr20	15771806	15772733
Tlei_v1.28425-RA	Tlei_chr20	16320503	16326846
Tlei_v1.28443-RA	Tlei_chr20	16436018	16438780
Tlei_v1.28459-RA	Tlei_chr20	16576369	16580467
Tlei_v1.28551-RA	Tlei_chr20	17321571	17336179
Tlei_v1.28581-RA	Tlei_chr20	17524698	17528837
Tlei_v1.28598-RA	Tlei_chr20	17625649	17635102
Tlei_v1.28626-RA	Tlei_chr20	17821350	17822729
Tlei_v1.28649-RA	Tlei_chr20	17944976	17950710
Tlei_v1.28659-RA	Tlei_chr20	18005501	18007706
Tlei_v1.23912-RB	Tlei_chr17	343752	350810
Tlei_v1.23953-RA	Tlei_chr17	672665	674768
Tlei_v1.24008-RA	Tlei_chr17	1038073	1048382
Tlei_v1.24006-RA	Tlei_chr17	1026487	1030960
Tlei_v1.24070-RA	Tlei_chr17	1506644	1516185
Tlei_v1.24125-RA	Tlei_chr17	1933509	1935851
Tlei_v1.24233-RA	Tlei_chr17	2853246	2854700
Tlei_v1.24288-RA	Tlei_chr17	3464363	3485900
Tlei_v1.24325-RA	Tlei_chr17	3822251	3825554
Tlei_v1.24369-RA	Tlei_chr17	4374581	4378628
Tlei_v1.24403-RA	Tlei_chr17	4961940	4965512
Tlei_v1.24417-RA	Tlei_chr17	5251470	5254988
Tlei_v1.24499-RA	Tlei_chr17	6518335	6518403
Tlei_v1.24512-RA	Tlei_chr17	6824811	6826497
Tlei_v1.24561-RA	Tlei_chr17	8363923	8370550
Tlei_v1.24564-RA	Tlei_chr17	8396486	8407853
Tlei_v1.24565-RA	Tlei_chr17	8408646	8417437
Tlei_v1.24656-RA	Tlei_chr17	12323719	12334450
Tlei_v1.24655-RA	Tlei_chr17	12287780	12313036
Tlei_v1.24654-RA	Tlei_chr17	12242823	12260745
Tlei_v1.24816-RA	Tlei_chr17	19130686	19131206
Tlei_v1.24872-RA	Tlei_chr17	20276616	20277047
Tlei_v1.24971-RA	Tlei_chr17	22833583	22861143
Tlei_v1.25021-RA	Tlei_chr17	24075318	24079072
Tlei_v1.08026-RB	Tlei_chr6	1970	12866
Tlei_v1.08035-RA	Tlei_chr6	112173	154339
Tlei_v1.08052-RA	Tlei_chr6	358244	371399
Tlei_v1.08119-RA	Tlei_chr6	1105012	1106393
Tlei_v1.08192-RA	Tlei_chr6	1650023	1654321
Tlei_v1.08216-RA	Tlei_chr6	1847706	1856856
Tlei_v1.08225-RA	Tlei_chr6	1946538	1950342
Tlei_v1.08229-RA	Tlei_chr6	1984843	1985557
Tlei_v1.08281-RA	Tlei_chr6	2516550	2517864
Tlei_v1.08282-RA	Tlei_chr6	2525873	2536181
Tlei_v1.08327-RA	Tlei_chr6	2860808	2871819
Tlei_v1.08351-RA	Tlei_chr6	3072730	3080239
Tlei_v1.08368-RA	Tlei_chr6	3198576	3202031
Tlei_v1.08393-RA	Tlei_chr6	3485399	3492230
Tlei_v1.08486-RA	Tlei_chr6	4281178	4286597
Tlei_v1.08485-RA	Tlei_chr6	4270053	4279161
Tlei_v1.08538-RA	Tlei_chr6	4782271	4784759
Tlei_v1.08549-RA	Tlei_chr6	4904784	4909689
Tlei_v1.08706-RA	Tlei_chr6	8159059	8160881
Tlei_v1.08761-RA	Tlei_chr6	11411827	11416122
Tlei_v1.08884-RA	Tlei_chr6	21197024	21207720
Tlei_v1.08918-RA	Tlei_chr6	24894447	24895322
Tlei_v1.08943-RA	Tlei_chr6	25872740	25893211
Tlei_v1.08941-RA	Tlei_chr6	25827964	25829028
Tlei_v1.08954-RA	Tlei_chr6	26380762	26381315
Tlei_v1.09107-RA	Tlei_chr6	40219644	40231373
Tlei_v1.09120-RA	Tlei_chr6	41083283	41084200
Tlei_v1.09141-RA	Tlei_chr6	43020983	43021171
Tlei_v1.09190-RA	Tlei_chr6	46145713	46156367
Tlei_v1.09195-RA	Tlei_chr6	46308444	46309854
Tlei_v1.09227-RA	Tlei_chr6	46982489	46985437
Tlei_v1.09236-RB	Tlei_chr6	47173804	47175051
Tlei_v1.09292-RA	Tlei_chr6	48343327	48353477
Tlei_v1.09306-RA	Tlei_chr6	48556983	48562687
Tlei_v1.09333-RA	Tlei_chr6	48952787	48959453
Tlei_v1.09348-RA	Tlei_chr6	49102359	49106323
Tlei_v1.09384-RB	Tlei_chr6	49538940	49543135
Tlei_v1.09448-RA	Tlei_chr6	50136074	50142324
Tlei_v1.09595-RA	Tlei_chr6	51298536	51299989
Tlei_v1.09618-RA	Tlei_chr6	51483601	51486138
Tlei_v1.09624-RA	Tlei_chr6	51502991	51505774
Tlei_v1.09706-RA	Tlei_chr6	52081213	52085369
Tlei_v1.09717-RA	Tlei_chr6	52141886	52145230
Tlei_v1.11049-RA	Tlei_chr8	258205	265251
Tlei_v1.11040-RB	Tlei_chr8	213477	215753
Tlei_v1.11046-RA	Tlei_chr8	247175	249765
Tlei_v1.11042-RA	Tlei_chr8	220710	225917
Tlei_v1.11063-RA	Tlei_chr8	382359	384962
Tlei_v1.11062-RA	Tlei_chr8	377110	380841
Tlei_v1.11069-RA	Tlei_chr8	436352	440881
Tlei_v1.11108-RA	Tlei_chr8	730655	743619
Tlei_v1.11119-RA	Tlei_chr8	789748	795152
Tlei_v1.11345-RA	Tlei_chr8	2989112	2997402
Tlei_v1.11348-RA	Tlei_chr8	3003954	3009297
Tlei_v1.11414-RA	Tlei_chr8	3842493	3849791
Tlei_v1.11437-RA	Tlei_chr8	4227196	4234949
Tlei_v1.11436-RA	Tlei_chr8	4213717	4223461
Tlei_v1.11461-RB	Tlei_chr8	4740004	4744975
Tlei_v1.11486-RA	Tlei_chr8	5172552	5183434
Tlei_v1.11505-RA	Tlei_chr8	5757679	5759016
Tlei_v1.11505-RB	Tlei_chr8	5757679	5760393
Tlei_v1.11507-RA	Tlei_chr8	5760451	5763727
Tlei_v1.11528-RA	Tlei_chr8	6611002	6612337
Tlei_v1.11543-RA	Tlei_chr8	7055162	7072060
Tlei_v1.11594-RA	Tlei_chr8	10167364	10168749
Tlei_v1.11703-RA	Tlei_chr8	15392186	15392973
Tlei_v1.11705-RA	Tlei_chr8	15394322	15394826
Tlei_v1.11727-RA	Tlei_chr8	17094384	17096286
Tlei_v1.11848-RA	Tlei_chr8	26243795	26246438
Tlei_v1.11887-RA	Tlei_chr8	29319615	29325175
Tlei_v1.11981-RA	Tlei_chr8	34770096	34773108
Tlei_v1.12139-RA	Tlei_chr8	39106750	39115960
Tlei_v1.12146-RA	Tlei_chr8	39571030	39582223
Tlei_v1.12149-RA	Tlei_chr8	39743254	39761827
Tlei_v1.12379-RA	Tlei_chr8	47704341	47709525
Tlei_v1.12465-RA	Tlei_chr8	48835326	48839450
Tlei_v1.12487-RA	Tlei_chr8	49050670	49052859
Tlei_v1.12479-RA	Tlei_chr8	48990321	48997117
Tlei_v1.12481-RA	Tlei_chr8	49005779	49013439
Tlei_v1.12495-RA	Tlei_chr8	49176719	49181814
Tlei_v1.12539-RA	Tlei_chr8	49577580	49583089
Tlei_v1.12551-RA	Tlei_chr8	49673971	49684529
Tlei_v1.12603-RA	Tlei_chr8	50099242	50103677
Tlei_v1.12620-RA	Tlei_chr8	50230968	50237188
Tlei_v1.05155-RA	Tlei_chr4	77020	82082
Tlei_v1.05194-RA	Tlei_chr4	352266	356114
Tlei_v1.05207-RA	Tlei_chr4	434966	437441
Tlei_v1.05204-RA	Tlei_chr4	425533	426858
Tlei_v1.05227-RA	Tlei_chr4	624401	628762
Tlei_v1.05276-RA	Tlei_chr4	981847	983402
Tlei_v1.05269-RA	Tlei_chr4	935173	946759
Tlei_v1.05281-RB	Tlei_chr4	1016160	1024772
Tlei_v1.05308-RA	Tlei_chr4	1180079	1184928
Tlei_v1.05310-RA	Tlei_chr4	1192593	1199000
Tlei_v1.05321-RA	Tlei_chr4	1294539	1298764
Tlei_v1.05417-RA	Tlei_chr4	2047957	2052610
Tlei_v1.05457-RA	Tlei_chr4	2357762	2363153
Tlei_v1.05465-RA	Tlei_chr4	2411561	2419681
Tlei_v1.05461-RA	Tlei_chr4	2388365	2403154
Tlei_v1.05522-RA	Tlei_chr4	2867466	2870623
Tlei_v1.05537-RA	Tlei_chr4	3025650	3038514
Tlei_v1.05733-RA	Tlei_chr4	5903362	5914897
Tlei_v1.05771-RA	Tlei_chr4	6806190	6806930
Tlei_v1.06036-RA	Tlei_chr4	26142932	26150016
Tlei_v1.06071-RA	Tlei_chr4	28442809	28443896
Tlei_v1.06073-RA	Tlei_chr4	28509491	28549766
Tlei_v1.06078-RA	Tlei_chr4	29067618	29070722
Tlei_v1.06116-RA	Tlei_chr4	31933299	31945567
Tlei_v1.06180-RA	Tlei_chr4	37045383	37047893
Tlei_v1.06212-RA	Tlei_chr4	39036008	39040298
Tlei_v1.06225-RA	Tlei_chr4	40052784	40054955
Tlei_v1.06442-RA	Tlei_chr4	52778208	52799737
Tlei_v1.06446-RA	Tlei_chr4	52989130	52992530
Tlei_v1.06450-RA	Tlei_chr4	53150843	53154176
Tlei_v1.06451-RA	Tlei_chr4	53197278	53205882
Tlei_v1.06549-RA	Tlei_chr4	54871785	54878700
Tlei_v1.06566-RA	Tlei_chr4	55104807	55111095
Tlei_v1.26304-RA	Tlei_chr19	874942	879902
Tlei_v1.26309-RA	Tlei_chr19	924437	928841
Tlei_v1.26369-RA	Tlei_chr19	1363136	1366507
Tlei_v1.26400-RA	Tlei_chr19	1626363	1635482
Tlei_v1.26408-RB	Tlei_chr19	1684182	1696375
Tlei_v1.26414-RA	Tlei_chr19	1748608	1753589
Tlei_v1.26410-RA	Tlei_chr19	1700216	1711800
Tlei_v1.26437-RA	Tlei_chr19	1966697	1973630
Tlei_v1.26441-RA	Tlei_chr19	1987100	1989995
Tlei_v1.26443-RA	Tlei_chr19	2000274	2010158
Tlei_v1.26455-RA	Tlei_chr19	2118708	2120273
Tlei_v1.26476-RA	Tlei_chr19	2238336	2245716
Tlei_v1.26482-RA	Tlei_chr19	2319207	2324902
Tlei_v1.26488-RA	Tlei_chr19	2365647	2372274
Tlei_v1.26526-RA	Tlei_chr19	2740245	2741762
Tlei_v1.26541-RA	Tlei_chr19	3472657	3474594
Tlei_v1.26546-RA	Tlei_chr19	4162501	4164707
Tlei_v1.26632-RA	Tlei_chr19	8977819	8978182
Tlei_v1.26653-RA	Tlei_chr19	10127367	10128911
Tlei_v1.26693-RA	Tlei_chr19	11551447	11557477
Tlei_v1.26720-RA	Tlei_chr19	12180991	12189877
Tlei_v1.26733-RA	Tlei_chr19	12391430	12391875
Tlei_v1.26813-RA	Tlei_chr19	13616929	13623071
Tlei_v1.26905-RA	Tlei_chr19	14795120	14800448
Tlei_v1.26913-RA	Tlei_chr19	14849149	14850483
Tlei_v1.26979-RC	Tlei_chr19	15349028	15357980
Tlei_v1.26991-RA	Tlei_chr19	15465920	15474822
Tlei_v1.27003-RA	Tlei_chr19	15607520	15608240
Tlei_v1.27009-RA	Tlei_chr19	15656467	15667410
Tlei_v1.27053-RC	Tlei_chr19	16070559	16087642
Tlei_v1.27046-RA	Tlei_chr19	16011989	16019156
Tlei_v1.27094-RA	Tlei_chr19	16432300	16436253
Tlei_v1.27216-RA	Tlei_chr19	17530454	17539657
Tlei_v1.27240-RB	Tlei_chr19	17701208	17703089
Tlei_v1.27240-RA	Tlei_chr19	17700382	17701390
Tlei_v1.27261-RA	Tlei_chr19	17872035	17873733
Tlei_v1.27361-RA	Tlei_chr19	18797419	18800797
Tlei_v1.27449-RA	Tlei_chr19	19731022	19741010
Tlei_v1.27461-RA	Tlei_chr19	19816979	19821993
Tlei_v1.27475-RA	Tlei_chr19	19956131	19971766
Tlei_v1.27476-RA	Tlei_chr19	19994305	19996970
Tlei_v1.19459-RA	Tlei_chr14	209586	210404
Tlei_v1.19464-RA	Tlei_chr14	234767	237511
Tlei_v1.19472-RA	Tlei_chr14	273316	279440
Tlei_v1.19474-RA	Tlei_chr14	289391	292489
Tlei_v1.19492-RA	Tlei_chr14	395067	402926
Tlei_v1.19550-RA	Tlei_chr14	847810	852955
Tlei_v1.19583-RA	Tlei_chr14	1064908	1067755
Tlei_v1.19588-RA	Tlei_chr14	1098319	1099160
Tlei_v1.19587-RA	Tlei_chr14	1084701	1091326
Tlei_v1.19690-RA	Tlei_chr14	1852365	1855182
Tlei_v1.19726-RA	Tlei_chr14	2101566	2105963
Tlei_v1.19727-RA	Tlei_chr14	2106497	2108900
Tlei_v1.19764-RA	Tlei_chr14	2438074	2439126
Tlei_v1.19818-RA	Tlei_chr14	2845054	2846444
Tlei_v1.20031-RA	Tlei_chr14	4858028	4863836
Tlei_v1.20366-RA	Tlei_chr14	21760108	21763194
Tlei_v1.20388-RA	Tlei_chr14	23199361	23202656
Tlei_v1.20391-RA	Tlei_chr14	23392171	23395185
Tlei_v1.20393-RA	Tlei_chr14	23401262	23402440
Tlei_v1.20399-RA	Tlei_chr14	23660513	23669676
Tlei_v1.20422-RA	Tlei_chr14	24692410	24701306
Tlei_v1.20461-RA	Tlei_chr14	26209440	26213389
Tlei_v1.20463-RA	Tlei_chr14	26258613	26260886
Tlei_v1.20481-RA	Tlei_chr14	26922480	26925854
Tlei_v1.20497-RA	Tlei_chr14	27333356	27343507
Tlei_v1.20592-RA	Tlei_chr14	29113116	29115000
Tlei_v1.20590-RA	Tlei_chr14	29055922	29094027
Tlei_v1.20609-RA	Tlei_chr14	29414361	29417547
Tlei_v1.20642-RA	Tlei_chr14	30067344	30082461
Tlei_v1.20665-RA	Tlei_chr14	30550348	30552922
Tlei_v1.20706-RA	Tlei_chr14	31157821	31158015
Tlei_v1.20796-RA	Tlei_chr14	32270951	32277979
Tlei_v1.20813-RA	Tlei_chr14	32622688	32629185
Tlei_v1.20937-RA	Tlei_chr14	33627365	33634783
Tlei_v1.20983-RA	Tlei_chr14	34042747	34057876
Tlei_v1.20989-RA	Tlei_chr14	34108161	34118914
Tlei_v1.21044-RA	Tlei_chr14	34947952	34953239
Tlei_v1.21055-RA	Tlei_chr14	35115479	35123826
Tlei_v1.21063-RA	Tlei_chr14	35244510	35246632
Tlei_v1.21102-RA	Tlei_chr14	35869690	35871606
Tlei_v1.21095-RA	Tlei_chr14	35817532	35818567
Tlei_v1.21119-RA	Tlei_chr14	36185411	36190870
Tlei_v1.21155-RA	Tlei_chr14	36645842	36648628
Tlei_v1.21166-RA	Tlei_chr14	36782559	36785653
Tlei_v1.21163-RA	Tlei_chr14	36736011	36740861
Tlei_v1.21244-RA	Tlei_chr14	37563016	37566542
Tlei_v1.14385-RA	Tlei_chr10	480231	488437
Tlei_v1.14380-RA	Tlei_chr10	450183	453341
Tlei_v1.14421-RA	Tlei_chr10	770926	779178
Tlei_v1.14431-RA	Tlei_chr10	858228	858773
Tlei_v1.14543-RA	Tlei_chr10	1651036	1656132
Tlei_v1.14570-RA	Tlei_chr10	1873901	1876858
Tlei_v1.14613-RA	Tlei_chr10	2269518	2271561
Tlei_v1.14612-RA	Tlei_chr10	2254919	2266126
Tlei_v1.14622-RA	Tlei_chr10	2337366	2342142
Tlei_v1.14619-RA	Tlei_chr10	2299339	2303417
Tlei_v1.14677-RA	Tlei_chr10	2720660	2726741
Tlei_v1.14727-RA	Tlei_chr10	3261553	3266535
Tlei_v1.14737-RA	Tlei_chr10	3421313	3428183
Tlei_v1.14804-RA	Tlei_chr10	4618866	4619615
Tlei_v1.14876-RA	Tlei_chr10	6547068	6550002
Tlei_v1.14880-RA	Tlei_chr10	6653045	6675806
Tlei_v1.14881-RA	Tlei_chr10	6675949	6680064
Tlei_v1.14893-RA	Tlei_chr10	7385274	7388843
Tlei_v1.14891-RA	Tlei_chr10	7359215	7360618
Tlei_v1.14892-RA	Tlei_chr10	7375093	7375630
Tlei_v1.14897-RA	Tlei_chr10	7549590	7553948
Tlei_v1.14899-RA	Tlei_chr10	7597707	7610225
Tlei_v1.14903-RA	Tlei_chr10	8110745	8114134
Tlei_v1.14952-RA	Tlei_chr10	12270956	12305174
Tlei_v1.15002-RA	Tlei_chr10	15608471	15608851
Tlei_v1.15076-RA	Tlei_chr10	19268131	19273022
Tlei_v1.15077-RA	Tlei_chr10	19306656	19306880
Tlei_v1.15096-RA	Tlei_chr10	20897854	20900324
Tlei_v1.15241-RA	Tlei_chr10	32211482	32217085
Tlei_v1.15343-RA	Tlei_chr10	38465219	38466002
Tlei_v1.15346-RA	Tlei_chr10	38635836	38640966
Tlei_v1.15355-RA	Tlei_chr10	39166814	39174052
Tlei_v1.15368-RA	Tlei_chr10	39903577	39913760
Tlei_v1.15382-RA	Tlei_chr10	40374037	40374727
Tlei_v1.15410-RA	Tlei_chr10	41868005	41872625
Tlei_v1.15412-RA	Tlei_chr10	41882939	41923053
Tlei_v1.15508-RA	Tlei_chr10	44397504	44424760
Tlei_v1.15558-RA	Tlei_chr10	45333518	45354759
Tlei_v1.15649-RA	Tlei_chr10	46446280	46449942
Tlei_v1.15670-RA	Tlei_chr10	46619574	46626460
Tlei_v1.15740-RA	Tlei_chr10	47160280	47165439
Tlei_v1.15751-RA	Tlei_chr10	47217621	47224564
Tlei_v1.15759-RA	Tlei_chr10	47288586	47300496
Tlei_v1.15788-RA	Tlei_chr10	47521848	47528206
Tlei_v1.15789-RA	Tlei_chr10	47528860	47532196
Tlei_v1.15794-RA	Tlei_chr10	47563172	47568082
Tlei_v1.15863-RB	Tlei_chr10	48064887	48075591
Tlei_v1.15852-RA	Tlei_chr10	48004468	48009243
Tlei_v1.15869-RA	Tlei_chr10	48113258	48115585
Tlei_v1.15895-RA	Tlei_chr10	48259417	48267772
Tlei_v1.15886-RA	Tlei_chr10	48195635	48201359
Tlei_v1.15883-RA	Tlei_chr10	48182089	48187085
Tlei_v1.30377-RA	Tlei_chr23	687509	687700
Tlei_v1.30391-RA	Tlei_chr23	755113	757727
Tlei_v1.30400-RA	Tlei_chr23	813700	816333
Tlei_v1.30423-RA	Tlei_chr23	956025	964426
Tlei_v1.30443-RA	Tlei_chr23	1082631	1084141
Tlei_v1.30466-RA	Tlei_chr23	1231857	1234782
Tlei_v1.30474-RA	Tlei_chr23	1309079	1311935
Tlei_v1.30527-RA	Tlei_chr23	1728062	1740049
Tlei_v1.30546-RA	Tlei_chr23	1880688	1884745
Tlei_v1.30547-RA	Tlei_chr23	1884491	1888375
Tlei_v1.30548-RA	Tlei_chr23	1889855	1889992
Tlei_v1.30572-RA	Tlei_chr23	2045614	2047217
Tlei_v1.30595-RA	Tlei_chr23	2220442	2246527
Tlei_v1.30604-RA	Tlei_chr23	2315375	2317454
Tlei_v1.30605-RA	Tlei_chr23	2315421	2317314
Tlei_v1.30665-RA	Tlei_chr23	2781790	2787852
Tlei_v1.30675-RA	Tlei_chr23	2858558	2865264
Tlei_v1.30700-RA	Tlei_chr23	3096258	3102250
Tlei_v1.30699-RA	Tlei_chr23	3081808	3092204
Tlei_v1.30729-RA	Tlei_chr23	3358179	3363305
Tlei_v1.30814-RA	Tlei_chr23	5082792	5098436
Tlei_v1.30823-RA	Tlei_chr23	5293477	5302202
Tlei_v1.30855-RA	Tlei_chr23	5820877	5822580
Tlei_v1.30878-RA	Tlei_chr23	6045172	6056342
Tlei_v1.30932-RA	Tlei_chr23	6669240	6680063
Tlei_v1.30956-RA	Tlei_chr23	6885881	6888661
Tlei_v1.31025-RA	Tlei_chr23	7410425	7412150
Tlei_v1.31039-RA	Tlei_chr23	7485132	7488738
Tlei_v1.31210-RA	Tlei_chr23	8873633	8874226
Tlei_v1.31202-RA	Tlei_chr23	8835344	8840807
Tlei_v1.31297-RA	Tlei_chr23	9520718	9523720
Tlei_v1.31310-RA	Tlei_chr23	9600431	9602914
Tlei_v1.31321-RA	Tlei_chr23	9669423	9672149
