chrom	start_window	end_window	DE_counts	proportion
489	Tfas_chr18	17000001	1.8e+07	1	0.0357142857142857
490	Tfas_chr18	18000001	1.9e+07	0	0
491	Tfas_chr18	19000001	2e+07	2	0.111111111111111
492	Tfas_chr18	20000001	2.1e+07	0	0
493	Tfas_chr18	21000001	2.2e+07	0	0
494	Tfas_chr19	1	1e+06	2	0.018018018018018
495	Tfas_chr19	1000001	2e+06	1	0.00862068965517241
496	Tfas_chr19	2000001	3e+06	4	0.0347826086956522
497	Tfas_chr19	3000001	4e+06	1	0.0135135135135135
498	Tfas_chr19	4000001	5e+06	3	0.0697674418604651
499	Tfas_chr19	5000001	6e+06	0	0
500	Tfas_chr19	6000001	7e+06	0	0
501	Tfas_chr19	7000001	8e+06	2	0.0952380952380952
502	Tfas_chr19	8000001	9e+06	0	0
503	Tfas_chr19	9000001	1e+07	1	0.0555555555555556
504	Tfas_chr19	10000001	1.1e+07	0	0
505	Tfas_chr19	11000001	1.2e+07	0	0
506	Tfas_chr19	12000001	1.3e+07	2	0.0769230769230769
507	Tfas_chr19	13000001	1.4e+07	0	0
508	Tfas_chr19	14000001	1.5e+07	0	0
509	Tfas_chr19	15000001	1.6e+07	2	0.1
510	Tfas_chr19	16000001	1.7e+07	0	0
511	Tfas_chr19	17000001	1.8e+07	4	0.129032258064516
512	Tfas_chr19	18000001	1.9e+07	1	0.0769230769230769
513	Tfas_chr19	19000001	2e+07	0	0
514	Tfas_chr20	1	1e+06	4	0.0384615384615385
515	Tfas_chr20	1000001	2e+06	10	0.0925925925925926
516	Tfas_chr20	2000001	3e+06	1	0.0147058823529412
517	Tfas_chr20	3000001	4e+06	3	0.0810810810810811
518	Tfas_chr20	4000001	5e+06	3	0.0857142857142857
519	Tfas_chr20	5000001	6e+06	0	0
520	Tfas_chr20	6000001	7e+06	0	0
521	Tfas_chr20	7000001	8e+06	2	0.25
522	Tfas_chr20	8000001	9e+06	0	0
523	Tfas_chr20	9000001	1e+07	0	0
524	Tfas_chr20	10000001	1.1e+07	0	0
525	Tfas_chr20	11000001	1.2e+07	2	0.1
526	Tfas_chr20	12000001	1.3e+07	1	0.0625
527	Tfas_chr20	13000001	1.4e+07	2	0.153846153846154
528	Tfas_chr20	14000001	1.5e+07	3	0.115384615384615
529	Tfas_chr20	15000001	1.6e+07	2	0.0625
530	Tfas_chr20	16000001	1.7e+07	1	0.027027027027027
531	Tfas_chr20	17000001	1.8e+07	0	0
532	Tfas_chr20	18000001	1.9e+07	2	0.024390243902439
533	Tfas_chr20	19000001	2e+07	1	0.04
534	Tfas_chr21	1	1e+06	1	0.0185185185185185
535	Tfas_chr21	1000001	2e+06	0	0
536	Tfas_chr21	2000001	3e+06	1	0.0185185185185185
537	Tfas_chr21	3000001	4e+06	1	0.0294117647058824
538	Tfas_chr21	4000001	5e+06	3	0.0909090909090909
539	Tfas_chr21	5000001	6e+06	0	0
540	Tfas_chr21	6000001	7e+06	1	0.0476190476190476
541	Tfas_chr21	7000001	8e+06	1	0.0625
542	Tfas_chr21	8000001	9e+06	0	0
543	Tfas_chr21	9000001	1e+07	0	0
544	Tfas_chr21	10000001	1.1e+07	0	0
545	Tfas_chr21	11000001	1.2e+07	2	0.0833333333333333
546	Tfas_chr21	12000001	1.3e+07	1	0.0303030303030303
547	Tfas_chr21	13000001	1.4e+07	2	0.0357142857142857
548	Tfas_chr21	14000001	1.5e+07	1	0.0131578947368421
549	Tfas_chr21	15000001	1.6e+07	3	0.0306122448979592
550	Tfas_chr21	16000001	1.7e+07	3	0.024
551	Tfas_chr21	17000001	1.8e+07	5	0.0480769230769231
552	Tfas_chr21	18000001	1.9e+07	0	0
553	Tfas_chr22	1	1e+06	1	0.0169491525423729
554	Tfas_chr22	1000001	2e+06	0	0
555	Tfas_chr22	2000001	3e+06	2	0.05
556	Tfas_chr22	3000001	4e+06	0	0
557	Tfas_chr22	4000001	5e+06	2	0.153846153846154
558	Tfas_chr22	5000001	6e+06	1	0.2
559	Tfas_chr22	6000001	7e+06	0	0
560	Tfas_chr22	7000001	8e+06	3	0.125
561	Tfas_chr22	8000001	9e+06	1	0.0333333333333333
562	Tfas_chr22	9000001	1e+07	2	0.0487804878048781
563	Tfas_chr22	10000001	1.1e+07	3	0.0857142857142857
564	Tfas_chr22	11000001	1.2e+07	1	0.0454545454545455
565	Tfas_chr22	12000001	1.3e+07	3	0.0535714285714286
566	Tfas_chr22	13000001	1.4e+07	3	0.0337078651685393
567	Tfas_chr22	14000001	1.5e+07	4	0.04
568	Tfas_chr22	15000001	1.6e+07	5	0.0416666666666667
569	Tfas_chr22	16000001	1.7e+07	5	0.0423728813559322
570	Tfas_chr22	17000001	1.8e+07	0	0
571	Tfas_chr23	1	1e+06	7	0.0972222222222222
572	Tfas_chr23	1000001	2e+06	1	0.0172413793103448
573	Tfas_chr23	2000001	3e+06	1	0.0178571428571429
574	Tfas_chr23	3000001	4e+06	1	0.0188679245283019
575	Tfas_chr23	4000001	5e+06	2	0.0555555555555556
576	Tfas_chr23	5000001	6e+06	1	0.0384615384615385
577	Tfas_chr23	6000001	7e+06	3	0.176470588235294
578	Tfas_chr23	7000001	8e+06	2	0.142857142857143
579	Tfas_chr23	8000001	9e+06	0	0
580	Tfas_chr23	9000001	1e+07	1	0.0769230769230769
581	Tfas_chr23	10000001	1.1e+07	1	0.0526315789473684
582	Tfas_chr23	11000001	1.2e+07	0	0
583	Tfas_chr23	12000001	1.3e+07	2	0.0625
584	Tfas_chr23	13000001	1.4e+07	1	0.025
585	Tfas_chr23	14000001	1.5e+07	4	0.0373831775700935
586	Tfas_chr23	15000001	1.6e+07	5	0.0416666666666667
587	Tfas_chr23	16000001	1.7e+07	3	0.0410958904109589
588	Tfas_chr24	1	1e+06	0	0
589	Tfas_chr24	1000001	2e+06	3	0.12
590	Tfas_chr24	2000001	3e+06	1	0.0333333333333333
591	Tfas_chr24	3000001	4e+06	0	0
592	Tfas_chr24	4000001	5e+06	0	0
593	Tfas_chr24	5000001	6e+06	0	0
594	Tfas_chr24	6000001	7e+06	4	0.129032258064516
595	Tfas_chr24	7000001	8e+06	1	0.0476190476190476
596	Tfas_chr24	8000001	9e+06	3	0.0535714285714286
597	Tfas_chr24	9000001	1e+07	4	0.0487804878048781
598	Tfas_chr24	10000001	1.1e+07	7	0.074468085106383
599	Tfas_chr24	11000001	1.2e+07	3	0.0283018867924528
600	Tfas_chr24	12000001	1.3e+07	3	0.0309278350515464
601	Tfas_chr24	13000001	1.4e+07	3	0.0666666666666667
602	Tfas_chr25	1	1e+06	4	0.0350877192982456
603	Tfas_chr25	1000001	2e+06	1	0.00917431192660551
604	Tfas_chr25	2000001	3e+06	2	0.03125
605	Tfas_chr25	3000001	4e+06	0	0
606	Tfas_chr25	4000001	5e+06	0	0
607	Tfas_chr25	5000001	6e+06	1	0.037037037037037
608	Tfas_chr25	6000001	7e+06	2	0.0740740740740741
609	Tfas_chr25	7000001	8e+06	1	0.0217391304347826
610	Tfas_chr25	8000001	9e+06	3	0.136363636363636
611	Tfas_chr25	9000001	1e+07	3	0.0625
612	Tfas_chr25	10000001	1.1e+07	3	0.0526315789473684
613	Tfas_chr25	11000001	1.2e+07	4	0.0459770114942529
614	Tfas_chr25	12000001	1.3e+07	0	0
