Tfasc_v1.31994-RA	Scaffold_2305	267462	111692	121190	OG0000000	1	2100
Tfasc_v1.05493-RA	Scaffold_2041	30972320	20065674	20066156	OG0000534	10	1
Tfasc_v1.07385-RA	Scaffold_2096	30145683	22849260	22856787	OG0000534	10	1
Tfasc_v1.19763-RA	Scaffold_819	23784123	11950797	11973368	OG0000534	10	1
Tfasc_v1.27421-RA	Scaffold_2316	17107477	10409176	10418562	OG0000534	10	1
Tfasc_v1.30204-RA	Scaffold_2319	12332728	2981489	2989505	OG0000534	10	1
Tfasc_v1.30807-RA	Scaffold_444	655846	71795	80006	OG0000534	10	1
Tfasc_v1.33315-RA	Scaffold_400	67299	6501	6971	OG0000534	10	1
Tfasc_v1.04436-RA	Scaffold_2318	31153634	27373147	27373566	OG0000535	1	10
Tfasc_v1.08235-RA	Scaffold_2315	29567185	7611580	7611845	OG0000536	3	8
Tfasc_v1.11588-RA	Scaffold_2287	27210704	19491541	19491800	OG0000536	3	8
Tfasc_v1.33709-RA	Scaffold_1193	33233	16607	16852	OG0000536	3	8
Tfasc_v1.09674-RA	Scaffold_2317	27230796	3260878	3262687	OG0000537	4	7
Tfasc_v1.13764-RA	Scaffold_1174	26021936	18496783	18498777	OG0000537	4	7
Tfasc_v1.18065-RA	Scaffold_2225	24881768	18896196	18898872	OG0000537	4	7
Tfasc_v1.20828-RA	Scaffold_15	23642332	3435591	3436553	OG0000537	4	7
Tfasc_v1.00672-RA	Scaffold_2199	32162447	7171892	7174620	OG0000538	8	3
Tfasc_v1.09826-RA	Scaffold_2317	27230796	5252722	5254071	OG0000538	8	3
Tfasc_v1.11305-RA	Scaffold_2287	27210704	7112219	7118244	OG0000538	8	3
Tfasc_v1.17003-RA	Scaffold_2313	25341332	23219705	23220343	OG0000538	8	3
Tfasc_v1.17004-RA	Scaffold_2313	25341332	23220420	23221988	OG0000538	8	3
Tfasc_v1.21880-RA	Scaffold_2073	21704838	7780075	7782201	OG0000538	8	3
Tfasc_v1.22781-RA	Scaffold_2073	21704838	20968595	20970571	OG0000538	8	3
Tfasc_v1.27627-RA	Scaffold_2316	17107477	13694823	13702464	OG0000538	8	3
Tfasc_v1.09954-RA	Scaffold_2317	27230796	9237127	9248634	OG0000539	10	1
Tfasc_v1.11251-RA	Scaffold_2287	27210704	5709394	5710185	OG0000539	10	1
Tfasc_v1.12340-RA	Scaffold_326	26509606	1588464	1589447	OG0000539	10	1
Tfasc_v1.17995-RA	Scaffold_2225	24881768	16242561	16243946	OG0000539	10	1
Tfasc_v1.19705-RA	Scaffold_819	23784123	8931795	8933255	OG0000539	10	1
Tfasc_v1.19916-RA	Scaffold_819	23784123	17805452	17812084	OG0000539	10	1
Tfasc_v1.26215-RA	Scaffold_845	18018563	5068362	5069402	OG0000539	10	1
Tfasc_v1.30392-RA	Scaffold_2319	12332728	7281693	7282664	OG0000539	10	1
Tfasc_v1.30501-RA	Scaffold_2319	12332728	9610512	9611321	OG0000539	10	1
Tfasc_v1.30504-RA	Scaffold_2319	12332728	9638266	9639075	OG0000539	10	1
Tfasc_v1.10132-RA	Scaffold_2317	27230796	14933428	14957863	OG0000540	9	2
Tfasc_v1.10155-RA	Scaffold_2317	27230796	15538274	15550332	OG0000540	9	2
Tfasc_v1.10626-RA	Scaffold_2317	27230796	25109789	25117802	OG0000540	9	2
Tfasc_v1.10631-RA	Scaffold_2317	27230796	25264301	25273452	OG0000540	9	2
Tfasc_v1.10641-RA	Scaffold_2317	27230796	25388730	25404731	OG0000540	9	2
Tfasc_v1.10668-RA	Scaffold_2317	27230796	25926319	25936020	OG0000540	9	2
Tfasc_v1.10677-RA	Scaffold_2317	27230796	26110794	26129256	OG0000540	9	2
Tfasc_v1.24620-RA	Scaffold_2320	19440187	9804706	9820520	OG0000540	9	2
Tfasc_v1.24621-RA	Scaffold_2320	19440187	9855363	9870115	OG0000540	9	2
Tfasc_v1.01105-RA	Scaffold_2199	32162447	26322725	26323321	OG0000541	10	1
Tfasc_v1.05203-RA	Scaffold_2041	30972320	5538680	5555262	OG0000541	10	1
Tfasc_v1.11729-RA	Scaffold_2287	27210704	23268634	23269230	OG0000541	10	1
Tfasc_v1.15529-RA	Scaffold_2314	25842354	11504211	11505855	OG0000541	10	1
Tfasc_v1.26508-RA	Scaffold_845	18018563	13549858	13550454	OG0000541	10	1
Tfasc_v1.27253-RA	Scaffold_2316	17107477	6484429	6485025	OG0000541	10	1
Tfasc_v1.27257-RA	Scaffold_2316	17107477	6629592	6630188	OG0000541	10	1
Tfasc_v1.28623-RA	Scaffold_2312	16741216	12813159	12817047	OG0000541	10	1
Tfasc_v1.31248-RA	Scaffold_2161	402231	384048	384644	OG0000541	10	1
Tfasc_v1.32482-RA	Scaffold_2171	190896	55910	59076	OG0000541	10	1
Tfasc_v1.11482-RA	Scaffold_2287	27210704	13438566	13439457	OG0000542	10	1
Tfasc_v1.12562-RA	Scaffold_326	26509606	4706500	4707391	OG0000542	10	1
Tfasc_v1.12565-RA	Scaffold_326	26509606	4718970	4719947	OG0000542	10	1
Tfasc_v1.15493-RA	Scaffold_2314	25842354	10324000	10324891	OG0000542	10	1
Tfasc_v1.16677-RA	Scaffold_2313	25341332	10299048	10302340	OG0000542	10	1
Tfasc_v1.22152-RA	Scaffold_2073	21704838	14713899	14714878	OG0000542	10	1
Tfasc_v1.24585-RA	Scaffold_2320	19440187	8807263	8808242	OG0000542	10	1
Tfasc_v1.31466-RB	Scaffold_458	352215	295024	298317	OG0000542	10	1
Tfasc_v1.32144-RA	Scaffold_2206	236359	34026	34915	OG0000542	10	1
Tfasc_v1.32891-RA	Scaffold_2179	133092	12285	15578	OG0000542	10	1
Tfasc_v1.02913-RA	Scaffold_658	31698969	24779258	24779757	OG0000543	11	0
Tfasc_v1.06964-RA	Scaffold_2096	30145683	4562263	4562763	OG0000543	11	0
Tfasc_v1.13722-RA	Scaffold_1174	26021936	17224275	17224775	OG0000543	11	0
Tfasc_v1.19209-RA	Scaffold_1383	24649150	21075267	21075767	OG0000543	11	0
Tfasc_v1.20788-RA	Scaffold_15	23642332	2636647	2637147	OG0000543	11	0
Tfasc_v1.24635-RA	Scaffold_2320	19440187	10756861	10757361	OG0000543	11	0
Tfasc_v1.24842-RA	Scaffold_2320	19440187	17056880	17057390	OG0000543	11	0
Tfasc_v1.27298-RA	Scaffold_2316	17107477	7952508	7953008	OG0000543	11	0
Tfasc_v1.32629-RA	Scaffold_2310	162486	99939	104206	OG0000543	11	0
Tfasc_v1.33286-RA	Scaffold_2144	71021	2120	11466	OG0000543	11	0
Tfasc_v1.33562-RA	Scaffold_835	44751	12575	13382	OG0000543	11	0
Tfasc_v1.02761-RA	Scaffold_658	31698969	17864845	17866190	OG0000544	5	6
Tfasc_v1.15356-RA	Scaffold_2314	25842354	7426743	7428037	OG0000544	5	6
Tfasc_v1.21169-RA	Scaffold_15	23642332	18065304	18066603	OG0000544	5	6
Tfasc_v1.21796-RA	Scaffold_2073	21704838	3018291	3026970	OG0000544	5	6
Tfasc_v1.30196-RA	Scaffold_2319	12332728	2757193	2758493	OG0000544	5	6
Tfasc_v1.00641-RA	Scaffold_2199	32162447	6532495	6540344	OG0000545	6	5
Tfasc_v1.01951-RA	Scaffold_658	31698969	2841147	2847076	OG0000545	6	5
Tfasc_v1.06608-RA	Scaffold_2096	30145683	1215929	1221864	OG0000545	6	5
Tfasc_v1.16087-RA	Scaffold_2313	25341332	436714	438267	OG0000545	6	5
Tfasc_v1.21009-RA	Scaffold_15	23642332	11340211	11340699	OG0000545	6	5
Tfasc_v1.22078-RA	Scaffold_2073	21704838	12625556	12630538	OG0000545	6	5
Tfasc_v1.13556-RA	Scaffold_1174	26021936	9794023	9795403	OG0000546	11	0
Tfasc_v1.30965-RA	Scaffold_1393	501804	92978	95576	OG0000546	11	0
Tfasc_v1.30968-RA	Scaffold_1393	501804	427711	431036	OG0000546	11	0
Tfasc_v1.31145-RA	Scaffold_534	412288	121964	123664	OG0000546	11	0
Tfasc_v1.31432-RA	Scaffold_2241	354301	263897	265622	OG0000546	11	0
Tfasc_v1.32642-RA	Scaffold_569	159129	12615	24710	OG0000546	11	0
Tfasc_v1.32814-RA	Scaffold_2	142469	113590	115326	OG0000546	11	0
Tfasc_v1.32935-RA	Scaffold_1665	128058	84563	86295	OG0000546	11	0
Tfasc_v1.33375-RA	Scaffold_506	60429	10453	12168	OG0000546	11	0
Tfasc_v1.33703-RA	Scaffold_1167	34189	6015	7682	OG0000546	11	0
Tfasc_v1.33727-RA	Scaffold_1242	31869	20553	22216	OG0000546	11	0
Tfasc_v1.25529-RA	Scaffold_346	19367790	13297534	13298171	OG0000547	5	6
Tfasc_v1.25532-RA	Scaffold_346	19367790	13300808	13301388	OG0000547	5	6
Tfasc_v1.27461-RA	Scaffold_2316	17107477	11318187	11318809	OG0000547	5	6
Tfasc_v1.32535-RA	Scaffold_2243	180251	168605	169185	OG0000547	5	6
Tfasc_v1.32539-RA	Scaffold_2243	180251	171857	172494	OG0000547	5	6
Tfasc_v1.20815-RA	Scaffold_15	23642332	3108242	3110977	OG0000548	3	8
Tfasc_v1.20817-RA	Scaffold_15	23642332	3176962	3179826	OG0000548	3	8
Tfasc_v1.20819-RA	Scaffold_15	23642332	3247462	3250185	OG0000548	3	8
Tfasc_v1.32362-RA	Scaffold_667	206361	13556	14048	OG0000549	1	10
Tfasc_v1.14022-RA	Scaffold_1174	26021936	22081922	22090876	OG0000557	2	2
Tfasc_v1.20489-RA	Scaffold_819	23784123	23309144	23318313	OG0000557	2	2
Tfasc_v1.09425-RA	Scaffold_2317	27230796	1072316	1075375	OG0000558	3	2
Tfasc_v1.14124-RA	Scaffold_1174	26021936	23044207	23046488	OG0000558	3	2
Tfasc_v1.14999-RA	Scaffold_2314	25842354	3737959	3741354	OG0000558	3	2
Tfasc_v1.14214-RA	Scaffold_1174	26021936	23666829	23669252	OG0000559	3	3
Tfasc_v1.16270-RA	Scaffold_2313	25341332	2201139	2203482	OG0000559	3	3
Tfasc_v1.24139-RA	Scaffold_2320	19440187	1739321	1742916	OG0000559	3	3
Tfasc_v1.01559-RA	Scaffold_2199	32162447	31247853	31248467	OG0000561	3	3
Tfasc_v1.16210-RA	Scaffold_2313	25341332	1570594	1571234	OG0000561	3	3
Tfasc_v1.27602-RA	Scaffold_2316	17107477	13447288	13447629	OG0000561	3	3
Tfasc_v1.03304-RA	Scaffold_658	31698969	31260368	31264698	OG0000562	3	2
Tfasc_v1.06386-RA	Scaffold_2041	30972320	30208819	30213912	OG0000562	3	2
Tfasc_v1.28263-RA	Scaffold_2312	16741216	2570187	2574734	OG0000562	3	2
Tfasc_v1.09142-RA	Scaffold_2315	29567185	28572032	28572707	OG0000563	1	0
Tfasc_v1.06284-RA	Scaffold_2041	30972320	29278088	29285947	OG0000564	3	4
Tfasc_v1.06287-RA	Scaffold_2041	30972320	29293488	29299893	OG0000564	3	4
Tfasc_v1.06289-RA	Scaffold_2041	30972320	29317827	29325835	OG0000564	3	4
Tfasc_v1.06253-RA	Scaffold_2041	30972320	28989362	28992338	OG0000565	3	1
Tfasc_v1.06255-RA	Scaffold_2041	30972320	29014216	29015499	OG0000565	3	1
Tfasc_v1.06256-RA	Scaffold_2041	30972320	29022206	29023366	OG0000565	3	1
Tfasc_v1.05825-RA	Scaffold_2041	30972320	25330450	25339809	OG0000566	3	3
Tfasc_v1.20291-RA	Scaffold_819	23784123	21914699	21918356	OG0000566	3	3
Tfasc_v1.23072-RA	Scaffold_2321	21234157	1439394	1445845	OG0000566	3	3
Tfasc_v1.01427-RA	Scaffold_2199	32162447	30242731	30245578	OG0000568	4	2
Tfasc_v1.01428-RA	Scaffold_2199	32162447	30263526	30264437	OG0000568	4	2
Tfasc_v1.01429-RA	Scaffold_2199	32162447	30269251	30270471	OG0000568	4	2
Tfasc_v1.01430-RA	Scaffold_2199	32162447	30273665	30284436	OG0000568	4	2
Tfasc_v1.27451-RA	Scaffold_2316	17107477	11120538	11121978	OG0000569	3	4
Tfasc_v1.27588-RA	Scaffold_2316	17107477	13293926	13295428	OG0000569	3	4
Tfasc_v1.27589-RA	Scaffold_2316	17107477	13304645	13306438	OG0000569	3	4
Tfasc_v1.08546-RA	Scaffold_2315	29567185	20934494	20939056	OG0000570	2	3
Tfasc_v1.23614-RA	Scaffold_2321	21234157	13568239	13581241	OG0000570	2	3
Tfasc_v1.09008-RA	Scaffold_2315	29567185	27664692	27667929	OG0000571	3	3
Tfasc_v1.18183-RA	Scaffold_2225	24881768	22245650	22250542	OG0000571	3	3
Tfasc_v1.20383-RA	Scaffold_819	23784123	22567283	22571689	OG0000571	3	3
Tfasc_v1.18251-RA	Scaffold_2225	24881768	23754611	23759539	OG0000572	3	3
Tfasc_v1.22680-RA	Scaffold_2073	21704838	20248656	20252749	OG0000572	3	3
Tfasc_v1.30053-RA	Scaffold_2319	12332728	1300769	1304501	OG0000572	3	3
Tfasc_v1.17264-RA	Scaffold_2225	24881768	1006469	1007047	OG0000573	3	3
Tfasc_v1.22421-RA	Scaffold_2073	21704838	18308853	18310788	OG0000573	3	3
Tfasc_v1.30350-RA	Scaffold_2319	12332728	6421318	6421932	OG0000573	3	3
Tfasc_v1.22185-RA	Scaffold_2073	21704838	15710636	15715063	OG0000574	4	2
Tfasc_v1.30643-RA	Scaffold_2319	12332728	11527563	11528108	OG0000574	4	2
Tfasc_v1.32234-RA	Scaffold_2142	220802	8737	8973	OG0000574	4	2
Tfasc_v1.32569-RA	Scaffold_198	175320	56874	60826	OG0000574	4	2
Tfasc_v1.04251-RA	Scaffold_2318	31153634	25433716	25439252	OG0000576	3	3
Tfasc_v1.11485-RA	Scaffold_2287	27210704	13480302	13486503	OG0000576	3	3
Tfasc_v1.20415-RA	Scaffold_819	23784123	22728308	22731730	OG0000576	3	3
Tfasc_v1.11447-RA	Scaffold_2287	27210704	12326309	12328093	OG0000577	2	1
Tfasc_v1.11452-RA	Scaffold_2287	27210704	12518324	12520130	OG0000577	2	1
Tfasc_v1.14828-RA	Scaffold_2314	25842354	2389525	2393552	OG0000578	3	3
Tfasc_v1.16275-RA	Scaffold_2313	25341332	2273056	2275147	OG0000578	3	3
Tfasc_v1.30820-RA	Scaffold_777	634933	325211	332176	OG0000578	3	3
Tfasc_v1.15346-RA	Scaffold_2314	25842354	7151639	7155892	OG0000580	3	2
Tfasc_v1.15353-RA	Scaffold_2314	25842354	7276582	7280383	OG0000580	3	2
Tfasc_v1.17228-RA	Scaffold_2225	24881768	773716	779860	OG0000580	3	2
Tfasc_v1.09620-RA	Scaffold_2317	27230796	2637900	2643195	OG0000581	1	2
Tfasc_v1.04753-RA	Scaffold_2318	31153634	29954206	29955733	OG0000582	8	1
Tfasc_v1.09571-RA	Scaffold_2317	27230796	2204032	2219963	OG0000582	8	1
Tfasc_v1.09574-RA	Scaffold_2317	27230796	2233303	2233872	OG0000582	8	1
Tfasc_v1.09575-RA	Scaffold_2317	27230796	2233990	2234256	OG0000582	8	1
Tfasc_v1.09576-RA	Scaffold_2317	27230796	2239319	2245343	OG0000582	8	1
Tfasc_v1.09577-RA	Scaffold_2317	27230796	2245378	2245857	OG0000582	8	1
Tfasc_v1.09578-RA	Scaffold_2317	27230796	2246135	2246677	OG0000582	8	1
Tfasc_v1.09582-RA	Scaffold_2317	27230796	2268423	2271585	OG0000582	8	1
Tfasc_v1.04601-RA	Scaffold_2318	31153634	28802975	28804889	OG0000583	5	3
Tfasc_v1.04602-RA	Scaffold_2318	31153634	28807635	28809526	OG0000583	5	3
Tfasc_v1.04603-RA	Scaffold_2318	31153634	28812948	28815482	OG0000583	5	3
Tfasc_v1.04605-RA	Scaffold_2318	31153634	28819399	28821914	OG0000583	5	3
Tfasc_v1.04606-RA	Scaffold_2318	31153634	28825364	28828944	OG0000583	5	3
Tfasc_v1.04487-RA	Scaffold_2318	31153634	27828473	27831337	OG0000584	3	3
Tfasc_v1.11936-RA	Scaffold_2287	27210704	25708615	25711961	OG0000584	3	3
Tfasc_v1.21695-RA	Scaffold_15	23642332	23316599	23320490	OG0000584	3	3
Tfasc_v1.08162-RA	Scaffold_2315	29567185	4049685	4051172	OG0000585	3	2
Tfasc_v1.08164-RA	Scaffold_2315	29567185	4205423	4206896	OG0000585	3	2
Tfasc_v1.08171-RA	Scaffold_2315	29567185	4329446	4330990	OG0000585	3	2
Tfasc_v1.24081-RA	Scaffold_2320	19440187	1253504	1257572	OG0000586	3	1
Tfasc_v1.24241-RA	Scaffold_2320	19440187	2577035	2579485	OG0000586	3	1
Tfasc_v1.24242-RA	Scaffold_2320	19440187	2596318	2598076	OG0000586	3	1
Tfasc_v1.16446-RA	Scaffold_2313	25341332	4149770	4151311	OG0000587	1	6
Tfasc_v1.12118-RA	Scaffold_2287	27210704	27101835	27103335	OG0000588	3	3
Tfasc_v1.16464-RA	Scaffold_2313	25341332	4413419	4426129	OG0000588	3	3
Tfasc_v1.23177-RA	Scaffold_2321	21234157	2184001	2187889	OG0000588	3	3
Tfasc_v1.05067-RA	Scaffold_2041	30972320	2039609	2039946	OG0000589	5	0
Tfasc_v1.18156-RA	Scaffold_2225	24881768	21518267	21521700	OG0000589	5	0
Tfasc_v1.19836-RA	Scaffold_819	23784123	15806530	15806985	OG0000589	5	0
Tfasc_v1.23633-RA	Scaffold_2321	21234157	13978857	13979066	OG0000589	5	0
Tfasc_v1.28378-RA	Scaffold_2312	16741216	4466707	4467044	OG0000589	5	0
Tfasc_v1.21612-RA	Scaffold_15	23642332	22758153	22768143	OG0000590	2	4
Tfasc_v1.21612-RB	Scaffold_15	23642332	22758153	22768143	OG0000590	2	4
Tfasc_v1.12412-RA	Scaffold_326	26509606	2179965	2180150	OG0000591	2	1
Tfasc_v1.19452-RA	Scaffold_819	23784123	876319	876438	OG0000591	2	1
Tfasc_v1.19052-RA	Scaffold_1383	24649150	12779633	12780049	OG0000592	3	3
Tfasc_v1.22795-RA	Scaffold_2073	21704838	21083794	21088726	OG0000592	3	3
Tfasc_v1.29959-RA	Scaffold_2319	12332728	549255	552183	OG0000592	3	3
Tfasc_v1.18123-RA	Scaffold_2225	24881768	20533081	20533758	OG0000593	1	1
Tfasc_v1.15425-RA	Scaffold_2314	25842354	8539991	8548409	OG0000594	5	2
Tfasc_v1.15430-RA	Scaffold_2314	25842354	8609065	8618238	OG0000594	5	2
Tfasc_v1.15431-RA	Scaffold_2314	25842354	8635117	8645350	OG0000594	5	2
Tfasc_v1.15434-RA	Scaffold_2314	25842354	8678202	8687136	OG0000594	5	2
Tfasc_v1.15435-RA	Scaffold_2314	25842354	8715173	8723821	OG0000594	5	2
Tfasc_v1.30113-RA	Scaffold_2319	12332728	1794255	1805489	OG0000595	2	6
Tfasc_v1.30114-RA	Scaffold_2319	12332728	1837093	1844984	OG0000595	2	6
Tfasc_v1.17816-RA	Scaffold_2225	24881768	7562559	7569811	OG0000596	4	4
Tfasc_v1.30255-RA	Scaffold_2319	12332728	3673403	3679401	OG0000596	4	4
Tfasc_v1.30257-RA	Scaffold_2319	12332728	3683548	3693518	OG0000596	4	4
Tfasc_v1.30259-RB	Scaffold_2319	12332728	3727581	3733523	OG0000596	4	4
Tfasc_v1.13301-RA	Scaffold_1174	26021936	1320332	1330708	OG0000597	4	3
Tfasc_v1.13304-RA	Scaffold_1174	26021936	1360638	1366998	OG0000597	4	3
Tfasc_v1.25193-RA	Scaffold_346	19367790	2351933	2358490	OG0000597	4	3
Tfasc_v1.26775-RA	Scaffold_845	18018563	16141453	16149448	OG0000597	4	3
Tfasc_v1.15429-RA	Scaffold_2314	25842354	8606644	8607036	OG0000598	1	0
Tfasc_v1.03003-RA	Scaffold_658	31698969	27495528	27497114	OG0000599	5	2
Tfasc_v1.03009-RA	Scaffold_658	31698969	27742605	27744191	OG0000599	5	2
Tfasc_v1.03010-RA	Scaffold_658	31698969	27819352	27820938	OG0000599	5	2
Tfasc_v1.07407-RA	Scaffold_2096	30145683	23556301	23557893	OG0000599	5	2
Tfasc_v1.17653-RA	Scaffold_2225	24881768	4427652	4428617	OG0000599	5	2
Tfasc_v1.10849-RA	Scaffold_2287	27210704	755886	759267	OG0000600	1	5
Tfasc_v1.03557-RA	Scaffold_2318	31153634	1840213	1840602	OG0000601	3	4
Tfasc_v1.13307-RA	Scaffold_1174	26021936	1426119	1428838	OG0000601	3	4
Tfasc_v1.13308-RA	Scaffold_1174	26021936	1428872	1432115	OG0000601	3	4
Tfasc_v1.29148-RA	Scaffold_53	13520883	4684494	4685469	OG0000602	2	4
Tfasc_v1.33814-RA	Scaffold_1556	23535	829	1305	OG0000602	2	4
Tfasc_v1.01880-RA	Scaffold_658	31698969	2129472	2133552	OG0000603	4	3
Tfasc_v1.03385-RA	Scaffold_2318	31153634	416449	423228	OG0000603	4	3
Tfasc_v1.21339-RA	Scaffold_15	23642332	20503060	20507985	OG0000603	4	3
Tfasc_v1.33258-RA	Scaffold_308	76881	15645	19737	OG0000603	4	3
Tfasc_v1.16718-RA	Scaffold_2313	25341332	12104123	12110644	OG0000604	1	1
Tfasc_v1.10990-RA	Scaffold_2287	27210704	1905305	1928425	OG0000605	3	3
Tfasc_v1.21614-RA	Scaffold_15	23642332	22776526	22790612	OG0000605	3	3
Tfasc_v1.28930-RA	Scaffold_2312	16741216	15932024	15944426	OG0000605	3	3
Tfasc_v1.07914-RA	Scaffold_2315	29567185	339666	353542	OG0000606	4	3
Tfasc_v1.13279-RA	Scaffold_1174	26021936	1051279	1059427	OG0000606	4	3
Tfasc_v1.13448-RA	Scaffold_1174	26021936	4402855	4407715	OG0000606	4	3
Tfasc_v1.24847-RA	Scaffold_2320	19440187	17197957	17213472	OG0000606	4	3
Tfasc_v1.01960-RA	Scaffold_658	31698969	2924603	2927523	OG0000607	3	3
Tfasc_v1.21541-RA	Scaffold_15	23642332	22253058	22255496	OG0000607	3	3
Tfasc_v1.28863-RA	Scaffold_2312	16741216	15450772	15452814	OG0000607	3	3
Tfasc_v1.02469-RA	Scaffold_658	31698969	7871502	7871993	OG0000609	4	2
Tfasc_v1.02475-RA	Scaffold_658	31698969	8044324	8044752	OG0000609	4	2
Tfasc_v1.12943-RA	Scaffold_326	26509606	22773286	22773741	OG0000609	4	2
Tfasc_v1.14518-RA	Scaffold_1174	26021936	25785248	25785715	OG0000609	4	2
Tfasc_v1.07474-RA	Scaffold_2096	30145683	25611464	25611727	OG0000610	2	6
Tfasc_v1.12877-RA	Scaffold_326	26509606	20750984	20751199	OG0000610	2	6
Tfasc_v1.26335-RA	Scaffold_845	18018563	8602279	8602758	OG0000612	1	1
Tfasc_v1.00676-RA	Scaffold_2199	32162447	7304337	7304906	OG0000613	1	0
Tfasc_v1.32712-RA	Scaffold_2006	151303	33737	34811	OG0000615	1	5
Tfasc_v1.30619-RA	Scaffold_2319	12332728	11350585	11351800	OG0000616	2	4
Tfasc_v1.30620-RA	Scaffold_2319	12332728	11354051	11355286	OG0000616	2	4
Tfasc_v1.15992-RA	Scaffold_2314	25842354	25153821	25161875	OG0000617	4	3
Tfasc_v1.15993-RA	Scaffold_2314	25842354	25171935	25180926	OG0000617	4	3
Tfasc_v1.15995-RA	Scaffold_2314	25842354	25202158	25206288	OG0000617	4	3
Tfasc_v1.15996-RA	Scaffold_2314	25842354	25222573	25226206	OG0000617	4	3
Tfasc_v1.02005-RA	Scaffold_658	31698969	3322069	3322548	OG0000618	3	3
Tfasc_v1.02007-RA	Scaffold_658	31698969	3332321	3332701	OG0000618	3	3
Tfasc_v1.06715-RA	Scaffold_2096	30145683	2132873	2133316	OG0000618	3	3
Tfasc_v1.20586-RA	Scaffold_15	23642332	331136	345067	OG0000619	6	2
Tfasc_v1.20586-RB	Scaffold_15	23642332	331136	345067	OG0000619	6	2
Tfasc_v1.20587-RA	Scaffold_15	23642332	359818	369257	OG0000619	6	2
Tfasc_v1.20593-RA	Scaffold_15	23642332	452199	459375	OG0000619	6	2
Tfasc_v1.20593-RB	Scaffold_15	23642332	452199	459448	OG0000619	6	2
Tfasc_v1.20593-RC	Scaffold_15	23642332	452199	459448	OG0000619	6	2
Tfasc_v1.06524-RA	Scaffold_2096	30145683	551976	553869	OG0000620	3	2
Tfasc_v1.19932-RA	Scaffold_819	23784123	18317936	18318427	OG0000620	3	2
Tfasc_v1.28141-RA	Scaffold_2312	16741216	774597	780458	OG0000620	3	2
Tfasc_v1.11648-RA	Scaffold_2287	27210704	21816280	21818124	OG0000621	7	2
Tfasc_v1.11654-RA	Scaffold_2287	27210704	21915286	21916008	OG0000621	7	2
Tfasc_v1.11655-RA	Scaffold_2287	27210704	21916023	21917114	OG0000621	7	2
Tfasc_v1.11664-RA	Scaffold_2287	27210704	22174641	22175162	OG0000621	7	2
Tfasc_v1.11665-RA	Scaffold_2287	27210704	22175259	22176229	OG0000621	7	2
Tfasc_v1.11671-RA	Scaffold_2287	27210704	22228952	22230158	OG0000621	7	2
Tfasc_v1.11672-RA	Scaffold_2287	27210704	22255560	22257434	OG0000621	7	2
Tfasc_v1.26250-RA	Scaffold_845	18018563	5750806	5753623	OG0000622	3	1
Tfasc_v1.26252-RA	Scaffold_845	18018563	5837369	5840390	OG0000622	3	1
Tfasc_v1.26254-RA	Scaffold_845	18018563	5943517	5946646	OG0000622	3	1
Tfasc_v1.00489-RA	Scaffold_2199	32162447	4382011	4383177	OG0000623	2	5
Tfasc_v1.00498-RA	Scaffold_2199	32162447	4453568	4454083	OG0000623	2	5
Tfasc_v1.17049-RA	Scaffold_2313	25341332	23959907	24006812	OG0000624	2	7
Tfasc_v1.17049-RB	Scaffold_2313	25341332	23959907	24006812	OG0000624	2	7
Tfasc_v1.32700-RA	Scaffold_2006	151303	2709	4701	OG0000625	1	6
Tfasc_v1.07262-RA	Scaffold_2096	30145683	16689200	16690642	OG0000626	8	1
Tfasc_v1.11310-RA	Scaffold_2287	27210704	7258392	7262091	OG0000626	8	1
Tfasc_v1.11311-RA	Scaffold_2287	27210704	7280166	7283861	OG0000626	8	1
Tfasc_v1.18713-RA	Scaffold_1383	24649150	3181306	3182604	OG0000626	8	1
Tfasc_v1.21165-RA	Scaffold_15	23642332	17794895	17800064	OG0000626	8	1
Tfasc_v1.31536-RA	Scaffold_1132	334932	309989	314684	OG0000626	8	1
Tfasc_v1.33508-RA	Scaffold_726	49714	24690	30364	OG0000626	8	1
Tfasc_v1.33508-RB	Scaffold_726	49714	24690	30364	OG0000626	8	1
Tfasc_v1.11335-RA	Scaffold_2287	27210704	7956913	7957152	OG0000627	1	8
Tfasc_v1.01635-RA	Scaffold_2199	32162447	31773245	31773715	OG0000628	4	5
Tfasc_v1.15623-RA	Scaffold_2314	25842354	14370599	14373995	OG0000628	4	5
Tfasc_v1.18107-RA	Scaffold_2225	24881768	19855846	19860092	OG0000628	4	5
Tfasc_v1.19237-RA	Scaffold_1383	24649150	22298657	22313610	OG0000628	4	5
Tfasc_v1.29541-RA	Scaffold_53	13520883	10657379	10670917	OG0000629	1	8
Tfasc_v1.14692-RA	Scaffold_2314	25842354	1225380	1226066	OG0000630	3	2
Tfasc_v1.14695-RA	Scaffold_2314	25842354	1278802	1279452	OG0000630	3	2
Tfasc_v1.14701-RA	Scaffold_2314	25842354	1313160	1313846	OG0000630	3	2
Tfasc_v1.02448-RA	Scaffold_658	31698969	7596813	7599318	OG0000632	10	0
Tfasc_v1.02453-RA	Scaffold_658	31698969	7646056	7648289	OG0000632	10	0
Tfasc_v1.03837-RA	Scaffold_2318	31153634	6216502	6218068	OG0000632	10	0
Tfasc_v1.05269-RA	Scaffold_2041	30972320	8581066	8587169	OG0000632	10	0
Tfasc_v1.05269-RB	Scaffold_2041	30972320	8581066	8587237	OG0000632	10	0
