Tfasc_v1.31994-RA	Scaffold_2305	111692	121190	OG0000000	1	2100
Tfasc_v1.17049-RA	Scaffold_2313	23959907	24006812	OG0000624	2	7
Tfasc_v1.17049-RB	Scaffold_2313	23959907	24006812	OG0000624	2	7
Tfasc_v1.32700-RA	Scaffold_2006	2709	4701	OG0000625	1	6
Tfasc_v1.07262-RA	Scaffold_2096	16689200	16690642	OG0000626	8	1
Tfasc_v1.11310-RA	Scaffold_2287	7258392	7262091	OG0000626	8	1
Tfasc_v1.11311-RA	Scaffold_2287	7280166	7283861	OG0000626	8	1
Tfasc_v1.18713-RA	Scaffold_1383	3181306	3182604	OG0000626	8	1
Tfasc_v1.21165-RA	Scaffold_15	17794895	17800064	OG0000626	8	1
Tfasc_v1.31536-RA	Scaffold_1132	309989	314684	OG0000626	8	1
Tfasc_v1.33508-RA	Scaffold_726	24690	30364	OG0000626	8	1
Tfasc_v1.33508-RB	Scaffold_726	24690	30364	OG0000626	8	1
Tfasc_v1.11335-RA	Scaffold_2287	7956913	7957152	OG0000627	1	8
Tfasc_v1.01635-RA	Scaffold_2199	31773245	31773715	OG0000628	4	5
Tfasc_v1.15623-RA	Scaffold_2314	14370599	14373995	OG0000628	4	5
Tfasc_v1.18107-RA	Scaffold_2225	19855846	19860092	OG0000628	4	5
Tfasc_v1.19237-RA	Scaffold_1383	22298657	22313610	OG0000628	4	5
Tfasc_v1.29541-RA	Scaffold_53	10657379	10670917	OG0000629	1	8
Tfasc_v1.14692-RA	Scaffold_2314	1225380	1226066	OG0000630	3	2
Tfasc_v1.14695-RA	Scaffold_2314	1278802	1279452	OG0000630	3	2
Tfasc_v1.14701-RA	Scaffold_2314	1313160	1313846	OG0000630	3	2
Tfasc_v1.02448-RA	Scaffold_658	7596813	7599318	OG0000632	10	0
Tfasc_v1.02453-RA	Scaffold_658	7646056	7648289	OG0000632	10	0
Tfasc_v1.03837-RA	Scaffold_2318	6216502	6218068	OG0000632	10	0
Tfasc_v1.05269-RA	Scaffold_2041	8581066	8587169	OG0000632	10	0
Tfasc_v1.05269-RB	Scaffold_2041	8581066	8587237	OG0000632	10	0
Tfasc_v1.11736-RA	Scaffold_2287	23358829	23360133	OG0000632	10	0
Tfasc_v1.11736-RB	Scaffold_2287	23358829	23360635	OG0000632	10	0
Tfasc_v1.17767-RA	Scaffold_2225	6209689	6211252	OG0000632	10	0
Tfasc_v1.22312-RA	Scaffold_2073	17405844	17406456	OG0000632	10	0
Tfasc_v1.32502-RA	Scaffold_171	7655	10158	OG0000632	10	0
Tfasc_v1.01856-RA	Scaffold_658	1874603	1876121	OG0000633	9	1
Tfasc_v1.04143-RA	Scaffold_2318	22120293	22121558	OG0000633	9	1
Tfasc_v1.06030-RA	Scaffold_2041	27161189	27163424	OG0000633	9	1
Tfasc_v1.06613-RA	Scaffold_2096	1269833	1271410	OG0000633	9	1
Tfasc_v1.12110-RA	Scaffold_2287	27021151	27042317	OG0000633	9	1
Tfasc_v1.14742-RA	Scaffold_2314	1678602	1685358	OG0000633	9	1
Tfasc_v1.16962-RA	Scaffold_2313	22849484	22850965	OG0000633	9	1
Tfasc_v1.20457-RA	Scaffold_819	23035329	23046288	OG0000633	9	1
Tfasc_v1.23948-RA	Scaffold_2320	297775	303508	OG0000633	9	1
Tfasc_v1.04294-RA	Scaffold_2318	26056011	26058466	OG0000634	10	0
Tfasc_v1.16572-RA	Scaffold_2313	6493664	6497119	OG0000634	10	0
Tfasc_v1.19321-RA	Scaffold_1383	24088716	24092530	OG0000634	10	0
Tfasc_v1.20181-RA	Scaffold_819	20986866	20988807	OG0000634	10	0
Tfasc_v1.23428-RA	Scaffold_2321	5820295	5822426	OG0000634	10	0
Tfasc_v1.26036-RA	Scaffold_845	1850613	1869675	OG0000634	10	0
Tfasc_v1.26427-RA	Scaffold_845	11859764	11863820	OG0000634	10	0
Tfasc_v1.26529-RA	Scaffold_845	13841590	13844190	OG0000634	10	0
Tfasc_v1.29356-RA	Scaffold_53	9012191	9015647	OG0000634	10	0
Tfasc_v1.29999-RA	Scaffold_2319	958363	959495	OG0000634	10	0
Tfasc_v1.00689-RA	Scaffold_2199	7527548	7530287	OG0000635	10	0
Tfasc_v1.00691-RA	Scaffold_2199	7542013	7544752	OG0000635	10	0
Tfasc_v1.04394-RA	Scaffold_2318	26964213	26965206	OG0000635	10	0
Tfasc_v1.08642-RA	Scaffold_2315	24130537	24130884	OG0000635	10	0
Tfasc_v1.11488-RA	Scaffold_2287	13798535	13798911	OG0000635	10	0
Tfasc_v1.13654-RA	Scaffold_1174	14783661	14784970	OG0000635	10	0
Tfasc_v1.13671-RA	Scaffold_1174	15500569	15503756	OG0000635	10	0
Tfasc_v1.15805-RA	Scaffold_2314	21733711	21734087	OG0000635	10	0
Tfasc_v1.21093-RA	Scaffold_15	14725402	14728591	OG0000635	10	0
Tfasc_v1.21095-RA	Scaffold_15	14755208	14758402	OG0000635	10	0
Tfasc_v1.09886-RA	Scaffold_2317	7277801	7328576	OG0000636	1	9
Tfasc_v1.09979-RA	Scaffold_2317	9878104	9879762	OG0000637	9	1
Tfasc_v1.12619-RA	Scaffold_326	6311253	6311792	OG0000637	9	1
Tfasc_v1.12621-RA	Scaffold_326	6346707	6347246	OG0000637	9	1
Tfasc_v1.13622-RA	Scaffold_1174	13647774	13649419	OG0000637	9	1
Tfasc_v1.19194-RA	Scaffold_1383	20532396	20534071	OG0000637	9	1
Tfasc_v1.19228-RA	Scaffold_1383	21883431	21884950	OG0000637	9	1
Tfasc_v1.19228-RB	Scaffold_1383	21884411	21884950	OG0000637	9	1
Tfasc_v1.19229-RA	Scaffold_1383	21888841	21890152	OG0000637	9	1
Tfasc_v1.30325-RA	Scaffold_2319	5732965	5734488	OG0000637	9	1
Tfasc_v1.07209-RA	Scaffold_2096	14124072	14126907	OG0000638	10	0
Tfasc_v1.10031-RA	Scaffold_2317	11349777	11352553	OG0000638	10	0
Tfasc_v1.10062-RA	Scaffold_2317	12560818	12563593	OG0000638	10	0
Tfasc_v1.12958-RA	Scaffold_326	23169184	23169696	OG0000638	10	0
Tfasc_v1.12959-RA	Scaffold_326	23169723	23171763	OG0000638	10	0
Tfasc_v1.19827-RA	Scaffold_819	15427940	15449238	OG0000638	10	0
Tfasc_v1.23553-RA	Scaffold_2321	10863459	10864280	OG0000638	10	0
Tfasc_v1.27301-RA	Scaffold_2316	7958463	7959029	OG0000638	10	0
Tfasc_v1.29058-RA	Scaffold_53	1691417	1696094	OG0000638	10	0
Tfasc_v1.33565-RA	Scaffold_835	18831	19397	OG0000638	10	0
Tfasc_v1.10135-RA	Scaffold_2317	14973223	14986683	OG0000639	2	8
Tfasc_v1.10148-RA	Scaffold_2317	15244335	15250094	OG0000639	2	8
Tfasc_v1.01001-RA	Scaffold_2199	23192288	23195429	OG0000640	7	3
Tfasc_v1.25147-RA	Scaffold_346	1825524	1829234	OG0000640	7	3
Tfasc_v1.29171-RA	Scaffold_53	5196278	5200536	OG0000640	7	3
Tfasc_v1.29171-RB	Scaffold_53	5196278	5200580	OG0000640	7	3
Tfasc_v1.29171-RC	Scaffold_53	5196278	5200580	OG0000640	7	3
Tfasc_v1.31050-RA	Scaffold_327	56264	64362	OG0000640	7	3
Tfasc_v1.31050-RB	Scaffold_327	56264	64362	OG0000640	7	3
Tfasc_v1.02382-RA	Scaffold_658	6626522	6628705	OG0000641	8	2
Tfasc_v1.02494-RA	Scaffold_658	8214218	8215139	OG0000641	8	2
Tfasc_v1.08367-RA	Scaffold_2315	12647538	12655834	OG0000641	8	2
Tfasc_v1.15309-RA	Scaffold_2314	6792866	6801811	OG0000641	8	2
Tfasc_v1.15311-RA	Scaffold_2314	6819666	6820318	OG0000641	8	2
Tfasc_v1.16844-RA	Scaffold_2313	19594211	19594849	OG0000641	8	2
Tfasc_v1.22812-RA	Scaffold_2073	21219888	21220809	OG0000641	8	2
Tfasc_v1.23997-RA	Scaffold_2320	688996	689917	OG0000641	8	2
Tfasc_v1.05220-RA	Scaffold_2041	6370279	6371909	OG0000642	10	0
Tfasc_v1.08166-RA	Scaffold_2315	4265252	4296013	OG0000642	10	0
Tfasc_v1.11396-RA	Scaffold_2287	10509320	10521012	OG0000642	10	0
Tfasc_v1.11396-RB	Scaffold_2287	10509320	10521012	OG0000642	10	0
Tfasc_v1.12931-RA	Scaffold_326	22547302	22548811	OG0000642	10	0
Tfasc_v1.15588-RA	Scaffold_2314	12564242	12565987	OG0000642	10	0
Tfasc_v1.19138-RA	Scaffold_1383	17331606	17336753	OG0000642	10	0
Tfasc_v1.19359-RB	Scaffold_1383	24617622	24643108	OG0000642	10	0
Tfasc_v1.24562-RA	Scaffold_2320	7877035	7888536	OG0000642	10	0
Tfasc_v1.24562-RB	Scaffold_2320	7877035	7888536	OG0000642	10	0
Tfasc_v1.00926-RA	Scaffold_2199	19727596	19728211	OG0000643	8	2
Tfasc_v1.16753-RA	Scaffold_2313	14392330	14392939	OG0000643	8	2
Tfasc_v1.17875-RA	Scaffold_2225	9059499	9059995	OG0000643	8	2
Tfasc_v1.23664-RA	Scaffold_2321	14699354	14699935	OG0000643	8	2
Tfasc_v1.24608-RA	Scaffold_2320	9511395	9512357	OG0000643	8	2
Tfasc_v1.24782-RA	Scaffold_2320	15223939	15224537	OG0000643	8	2
Tfasc_v1.26154-RA	Scaffold_845	3798335	3800231	OG0000643	8	2
Tfasc_v1.26419-RA	Scaffold_845	11736966	11737584	OG0000643	8	2
Tfasc_v1.01761-RA	Scaffold_658	940824	946518	OG0000644	7	3
Tfasc_v1.01761-RB	Scaffold_658	940824	946518	OG0000644	7	3
Tfasc_v1.01761-RC	Scaffold_658	940824	946518	OG0000644	7	3
Tfasc_v1.31865-RA	Scaffold_13	183563	184891	OG0000644	7	3
Tfasc_v1.33842-RA	Scaffold_1677	6700	8498	OG0000644	7	3
Tfasc_v1.33842-RB	Scaffold_1677	6784	8498	OG0000644	7	3
Tfasc_v1.33842-RC	Scaffold_1677	6784	8498	OG0000644	7	3
Tfasc_v1.00747-RA	Scaffold_2199	9436344	9438837	OG0000645	8	2
Tfasc_v1.07982-RA	Scaffold_2315	869622	890275	OG0000645	8	2
Tfasc_v1.08184-RA	Scaffold_2315	4732889	4739433	OG0000645	8	2
Tfasc_v1.19422-RA	Scaffold_819	555422	557807	OG0000645	8	2
Tfasc_v1.19942-RA	Scaffold_819	18489570	18495494	OG0000645	8	2
Tfasc_v1.22620-RA	Scaffold_2073	19789733	19790430	OG0000645	8	2
Tfasc_v1.32119-RA	Scaffold_2260	64126	64829	OG0000645	8	2
Tfasc_v1.32810-RA	Scaffold_2	43152	43855	OG0000645	8	2
Tfasc_v1.01087-RA	Scaffold_2199	25856073	25859061	OG0000646	6	4
Tfasc_v1.06275-RA	Scaffold_2041	29228832	29229569	OG0000646	6	4
Tfasc_v1.18853-RA	Scaffold_1383	4678222	4678967	OG0000646	6	4
Tfasc_v1.23432-RA	Scaffold_2321	5949926	5950642	OG0000646	6	4
Tfasc_v1.23437-RA	Scaffold_2321	5984106	5987621	OG0000646	6	4
Tfasc_v1.30203-RA	Scaffold_2319	2978617	2979327	OG0000646	6	4
Tfasc_v1.01123-RA	Scaffold_2199	26875106	26876491	OG0000647	8	2
Tfasc_v1.02537-RA	Scaffold_658	9021304	9053351	OG0000647	8	2
Tfasc_v1.05857-RA	Scaffold_2041	25601116	25615498	OG0000647	8	2
Tfasc_v1.10815-RA	Scaffold_2287	513904	521153	OG0000647	8	2
Tfasc_v1.11270-RA	Scaffold_2287	6038341	6041977	OG0000647	8	2
Tfasc_v1.15402-RA	Scaffold_2314	8213871	8215867	OG0000647	8	2
Tfasc_v1.19060-RA	Scaffold_1383	13157046	13163711	OG0000647	8	2
Tfasc_v1.28434-RA	Scaffold_2312	5880916	5902274	OG0000647	8	2
Tfasc_v1.05173-RA	Scaffold_2041	4797964	4798647	OG0000648	2	8
Tfasc_v1.23904-RA	Scaffold_2321	20946794	20947573	OG0000648	2	8
Tfasc_v1.17117-RA	Scaffold_2313	24898373	24901992	OG0000649	6	4
Tfasc_v1.17118-RA	Scaffold_2313	24902016	24913086	OG0000649	6	4
Tfasc_v1.17120-RA	Scaffold_2313	24919230	24928785	OG0000649	6	4
Tfasc_v1.17122-RA	Scaffold_2313	24930568	24939743	OG0000649	6	4
Tfasc_v1.17123-RA	Scaffold_2313	24944321	24974672	OG0000649	6	4
Tfasc_v1.21174-RA	Scaffold_15	18242654	18243839	OG0000649	6	4
Tfasc_v1.01943-RA	Scaffold_658	2708652	2713366	OG0000650	8	2
Tfasc_v1.02214-RA	Scaffold_658	5036420	5036650	OG0000650	8	2
Tfasc_v1.12301-RA	Scaffold_326	1243186	1243683	OG0000650	8	2
Tfasc_v1.13943-RA	Scaffold_1174	21259837	21260385	OG0000650	8	2
Tfasc_v1.15003-RA	Scaffold_2314	3759628	3760122	OG0000650	8	2
Tfasc_v1.16582-RA	Scaffold_2313	6685405	6689810	OG0000650	8	2
Tfasc_v1.18907-RA	Scaffold_1383	6162922	6166282	OG0000650	8	2
Tfasc_v1.19851-RA	Scaffold_819	16322320	16322676	OG0000650	8	2
Tfasc_v1.02835-RA	Scaffold_658	21270983	21276757	OG0000651	6	4
Tfasc_v1.16760-RA	Scaffold_2313	14558843	14587633	OG0000651	6	4
Tfasc_v1.19108-RA	Scaffold_1383	15414462	15415483	OG0000651	6	4
Tfasc_v1.23888-RA	Scaffold_2321	20560549	20561551	OG0000651	6	4
Tfasc_v1.33137-RA	Scaffold_2300	80451	84072	OG0000651	6	4
Tfasc_v1.33772-RA	Scaffold_2081	8105	9108	OG0000651	6	4
Tfasc_v1.01788-RA	Scaffold_658	1250176	1256662	OG0000652	10	0
Tfasc_v1.02955-RA	Scaffold_658	26232843	26240841	OG0000652	10	0
Tfasc_v1.11072-RA	Scaffold_2287	2912066	2934120	OG0000652	10	0
Tfasc_v1.14248-RA	Scaffold_1174	23898845	23901121	OG0000652	10	0
Tfasc_v1.17570-RA	Scaffold_2225	3622254	3623798	OG0000652	10	0
Tfasc_v1.18746-RA	Scaffold_1383	3405390	3411894	OG0000652	10	0
Tfasc_v1.20235-RA	Scaffold_819	21439532	21455456	OG0000652	10	0
Tfasc_v1.20237-RA	Scaffold_819	21472155	21473375	OG0000652	10	0
Tfasc_v1.30493-RA	Scaffold_2319	9472486	9474723	OG0000652	10	0
Tfasc_v1.33495-RA	Scaffold_703	12510	50458	OG0000652	10	0
Tfasc_v1.07318-RA	Scaffold_2096	19566488	19567377	OG0000653	4	6
Tfasc_v1.07478-RA	Scaffold_2096	25687462	25689977	OG0000653	4	6
Tfasc_v1.08077-RA	Scaffold_2315	1925550	1926353	OG0000653	4	6
Tfasc_v1.28682-RA	Scaffold_2312	13935323	13936184	OG0000653	4	6
Tfasc_v1.08124-RA	Scaffold_2315	2813137	2813556	OG0000667	3	3
Tfasc_v1.13795-RA	Scaffold_1174	19470387	19470788	OG0000667	3	3
Tfasc_v1.13798-RA	Scaffold_1174	19533067	19533471	OG0000667	3	3
Tfasc_v1.04652-RA	Scaffold_2318	29174458	29179386	OG0000668	3	3
Tfasc_v1.13844-RA	Scaffold_1174	20169141	20175892	OG0000668	3	3
Tfasc_v1.23238-RA	Scaffold_2321	2738314	2741692	OG0000668	3	3
Tfasc_v1.13915-RA	Scaffold_1174	20967241	20975739	OG0000669	3	3
Tfasc_v1.13915-RB	Scaffold_1174	20967241	20975739	OG0000669	3	3
Tfasc_v1.19071-RA	Scaffold_1383	13733269	13755268	OG0000669	3	3
Tfasc_v1.09615-RA	Scaffold_2317	2584933	2591721	OG0000670	3	3
Tfasc_v1.14176-RA	Scaffold_1174	23408215	23413751	OG0000670	3	3
Tfasc_v1.24230-RA	Scaffold_2320	2445836	2455217	OG0000670	3	3
Tfasc_v1.09460-RA	Scaffold_2317	1340346	1346240	OG0000671	3	3
Tfasc_v1.14226-RA	Scaffold_1174	23732698	23737114	OG0000671	3	3
Tfasc_v1.24097-RA	Scaffold_2320	1407648	1412211	OG0000671	3	3
Tfasc_v1.04115-RA	Scaffold_2318	21241175	21244380	OG0000672	3	2
Tfasc_v1.32367-RA	Scaffold_2229	72164	75153	OG0000672	3	2
Tfasc_v1.32368-RA	Scaffold_2229	177004	179992	OG0000672	3	2
Tfasc_v1.06440-RA	Scaffold_2041	30704426	30712304	OG0000673	3	2
Tfasc_v1.09221-RA	Scaffold_2315	29121751	29127920	OG0000673	3	2
Tfasc_v1.25891-RA	Scaffold_845	98643	118736	OG0000673	3	2
Tfasc_v1.17690-RA	Scaffold_2225	4886976	4890077	OG0000674	2	1
Tfasc_v1.17699-RA	Scaffold_2225	5035079	5038131	OG0000674	2	1
Tfasc_v1.06008-RA	Scaffold_2041	26967272	26971084	OG0000676	3	3
Tfasc_v1.09000-RA	Scaffold_2315	27611827	27615874	OG0000676	3	3
Tfasc_v1.23484-RA	Scaffold_2321	7703656	7708145	OG0000676	3	3
Tfasc_v1.05682-RA	Scaffold_2041	23742748	23753246	OG0000677	1	5
Tfasc_v1.05645-RA	Scaffold_2041	23417526	23418266	OG0000678	1	7
Tfasc_v1.05640-RA	Scaffold_2041	23358334	23367385	OG0000679	3	3
Tfasc_v1.08651-RA	Scaffold_2315	24246724	24250501	OG0000679	3	3
Tfasc_v1.18744-RA	Scaffold_1383	3395641	3399280	OG0000679	3	3
Tfasc_v1.20935-RA	Scaffold_15	8130815	8131026	OG0000680	1	1
Tfasc_v1.09834-RA	Scaffold_2317	5432557	5438168	OG0000681	7	1
Tfasc_v1.10393-RA	Scaffold_2317	21648829	21649215	OG0000681	7	1
Tfasc_v1.17686-RA	Scaffold_2225	4843229	4843843	OG0000681	7	1
Tfasc_v1.20758-RA	Scaffold_15	2253872	2254296	OG0000681	7	1
Tfasc_v1.27359-RA	Scaffold_2316	9181608	9181990	OG0000681	7	1
Tfasc_v1.29565-RA	Scaffold_53	10921902	10925876	OG0000681	7	1
Tfasc_v1.31415-RA	Scaffold_51	19605	23910	OG0000681	7	1
Tfasc_v1.01232-RA	Scaffold_2199	28651286	28662599	OG0000682	3	3
Tfasc_v1.04375-RA	Scaffold_2318	26755763	26762124	OG0000682	3	3
Tfasc_v1.11855-RA	Scaffold_2287	24862078	24868200	OG0000682	3	3
Tfasc_v1.01314-RA	Scaffold_2199	29378271	29385579	OG0000683	3	3
Tfasc_v1.02013-RA	Scaffold_658	3418816	3434036	OG0000683	3	3
Tfasc_v1.18953-RA	Scaffold_1383	7964858	7972892	OG0000683	3	3
Tfasc_v1.17278-RA	Scaffold_2225	1116639	1126819	OG0000684	2	2
Tfasc_v1.22397-RA	Scaffold_2073	18107710	18112969	OG0000684	2	2
Tfasc_v1.12365-RA	Scaffold_326	1844138	1846949	OG0000685	3	3
Tfasc_v1.27851-RA	Scaffold_2316	15478349	15481731	OG0000685	3	3
Tfasc_v1.29705-RA	Scaffold_53	12064920	12068066	OG0000685	3	3
Tfasc_v1.12960-RA	Scaffold_326	23183645	23193545	OG0000686	3	3
Tfasc_v1.12961-RA	Scaffold_326	23211137	23214085	OG0000686	3	3
Tfasc_v1.27350-RA	Scaffold_2316	9108065	9114453	OG0000686	3	3
Tfasc_v1.13813-RA	Scaffold_1174	19692953	19696043	OG0000687	1	7
Tfasc_v1.08528-RA	Scaffold_2315	20383998	20388558	OG0000688	3	2
Tfasc_v1.08535-RA	Scaffold_2315	20580604	20585333	OG0000688	3	2
Tfasc_v1.09154-RA	Scaffold_2315	28630221	28631895	OG0000688	3	2
Tfasc_v1.05591-RA	Scaffold_2041	22482291	22488022	OG0000689	3	3
Tfasc_v1.08563-RA	Scaffold_2315	21759904	21765948	OG0000689	3	3
Tfasc_v1.23597-RA	Scaffold_2321	12361656	12369145	OG0000689	3	3
Tfasc_v1.09061-RA	Scaffold_2315	28035860	28044168	OG0000690	2	2
Tfasc_v1.09062-RA	Scaffold_2315	28046434	28047726	OG0000690	2	2
Tfasc_v1.09108-RA	Scaffold_2315	28388744	28390944	OG0000691	3	2
Tfasc_v1.13537-RA	Scaffold_1174	8617912	8628369	OG0000691	3	2
Tfasc_v1.27013-RA	Scaffold_845	17998665	18010161	OG0000691	3	2
Tfasc_v1.09144-RA	Scaffold_2315	28576697	28582709	OG0000692	4	2
Tfasc_v1.25930-RA	Scaffold_845	577046	584885	OG0000692	4	2
Tfasc_v1.25930-RB	Scaffold_845	577046	584885	OG0000692	4	2
Tfasc_v1.25930-RC	Scaffold_845	577046	584885	OG0000692	4	2
Tfasc_v1.07353-RA	Scaffold_2096	21434950	21440154	OG0000693	4	1
Tfasc_v1.07354-RA	Scaffold_2096	21534539	21539746	OG0000693	4	1
Tfasc_v1.15628-RA	Scaffold_2314	14582816	14583927	OG0000693	4	1
Tfasc_v1.32983-RA	Scaffold_105	85202	88841	OG0000693	4	1
Tfasc_v1.21277-RA	Scaffold_15	19879822	19884267	OG0000694	3	3
Tfasc_v1.22719-RA	Scaffold_2073	20480141	20485714	OG0000694	3	3
Tfasc_v1.30016-RA	Scaffold_2319	1055032	1058398	OG0000694	3	3
Tfasc_v1.28924-RA	Scaffold_2312	15890117	15899758	OG0000695	2	3
Tfasc_v1.30119-RA	Scaffold_2319	1893387	1897242	OG0000695	2	3
Tfasc_v1.22505-RA	Scaffold_2073	18946377	18948115	OG0000696	6	2
Tfasc_v1.22506-RA	Scaffold_2073	18957989	18959996	OG0000696	6	2
Tfasc_v1.22508-RA	Scaffold_2073	18975778	18977719	OG0000696	6	2
Tfasc_v1.22509-RA	Scaffold_2073	18985730	18987700	OG0000696	6	2
Tfasc_v1.22510-RA	Scaffold_2073	18990143	18995404	OG0000696	6	2
Tfasc_v1.22514-RA	Scaffold_2073	19006874	19009036	OG0000696	6	2
Tfasc_v1.12105-RA	Scaffold_2287	27002045	27005958	OG0000697	3	3
Tfasc_v1.20075-RA	Scaffold_819	20117865	20121358	OG0000697	3	3
Tfasc_v1.23190-RA	Scaffold_2321	2302775	2305865	OG0000697	3	3
Tfasc_v1.15162-RA	Scaffold_2314	5023075	5025966	OG0000698	5	2
Tfasc_v1.15163-RA	Scaffold_2314	5026947	5037319	OG0000698	5	2
Tfasc_v1.33139-RA	Scaffold_208	8454	20895	OG0000698	5	2
Tfasc_v1.33139-RB	Scaffold_208	8454	20895	OG0000698	5	2
Tfasc_v1.33139-RC	Scaffold_208	8454	20895	OG0000698	5	2
Tfasc_v1.15154-RA	Scaffold_2314	4955669	4958598	OG0000699	6	2
Tfasc_v1.15154-RB	Scaffold_2314	4956055	4958598	OG0000699	6	2
Tfasc_v1.15155-RA	Scaffold_2314	4982327	4985455	OG0000699	6	2
Tfasc_v1.15157-RA	Scaffold_2314	4998632	5000683	OG0000699	6	2
Tfasc_v1.33144-RA	Scaffold_208	45311	46960	OG0000699	6	2
Tfasc_v1.33146-RA	Scaffold_208	54576	56495	OG0000699	6	2
Tfasc_v1.17310-RA	Scaffold_2225	1418084	1419462	OG0000700	2	3
Tfasc_v1.30712-RA	Scaffold_2319	12229558	12231301	OG0000700	2	3
Tfasc_v1.15336-RA	Scaffold_2314	7065433	7069099	OG0000701	2	4
Tfasc_v1.15337-RA	Scaffold_2314	7069117	7070548	OG0000701	2	4
Tfasc_v1.19673-RA	Scaffold_819	7668021	7669838	OG0000702	1	1
Tfasc_v1.09722-RA	Scaffold_2317	3842483	3843898	OG0000703	4	4
Tfasc_v1.09723-RA	Scaffold_2317	3847697	3848515	OG0000703	4	4
Tfasc_v1.09724-RA	Scaffold_2317	3848662	3849111	OG0000703	4	4
Tfasc_v1.09725-RA	Scaffold_2317	3867527	3868951	OG0000703	4	4
Tfasc_v1.09318-RA	Scaffold_2317	328072	332956	OG0000706	3	2
Tfasc_v1.17727-RA	Scaffold_2225	5453329	5459438	OG0000706	3	2
Tfasc_v1.23968-RA	Scaffold_2320	438666	443143	OG0000706	3	2
Tfasc_v1.04448-RA	Scaffold_2318	27465097	27474341	OG0000707	2	4
Tfasc_v1.11898-RA	Scaffold_2287	25308504	25310339	OG0000707	2	4
Tfasc_v1.03456-RA	Scaffold_2318	1081876	1084188	OG0000708	2	2
Tfasc_v1.11848-RA	Scaffold_2287	24784798	24801913	OG0000708	2	2
Tfasc_v1.24041-RA	Scaffold_2320	937201	950762	OG0000709	2	3
Tfasc_v1.24043-RA	Scaffold_2320	975410	983892	OG0000709	2	3
Tfasc_v1.24074-RA	Scaffold_2320	1187924	1191001	OG0000710	4	1
Tfasc_v1.24075-RA	Scaffold_2320	1197350	1200523	OG0000710	4	1
Tfasc_v1.24077-RA	Scaffold_2320	1214748	1221808	OG0000710	4	1
Tfasc_v1.24079-RA	Scaffold_2320	1241547	1244543	OG0000710	4	1
Tfasc_v1.10459-RA	Scaffold_2317	22703837	22711128	OG0000711	1	6
Tfasc_v1.26467-RA	Scaffold_845	12750952	12755379	OG0000713	2	5
Tfasc_v1.29821-RA	Scaffold_53	13089552	13094479	OG0000713	2	5
Tfasc_v1.01643-RA	Scaffold_2199	31824780	31828483	OG0000714	3	2
Tfasc_v1.13134-RA	Scaffold_326	26075920	26077692	OG0000714	3	2
Tfasc_v1.29300-RA	Scaffold_53	8351308	8352608	OG0000714	3	2
Tfasc_v1.18216-RA	Scaffold_2225	23116627	23124412	OG0000715	3	3
Tfasc_v1.19282-RA	Scaffold_1383	23579652	23591280	OG0000715	3	3
Tfasc_v1.30024-RA	Scaffold_2319	1096886	1105791	OG0000715	3	3
Tfasc_v1.25311-RA	Scaffold_346	4246683	4251529	OG0000716	3	2
Tfasc_v1.26701-RA	Scaffold_845	15514207	15519543	OG0000716	3	2
Tfasc_v1.26701-RB	Scaffold_845	15514297	15519543	OG0000716	3	2
Tfasc_v1.13318-RA	Scaffold_1174	1567013	1567815	OG0000717	3	2
Tfasc_v1.13326-RA	Scaffold_1174	1641310	1642119	OG0000717	3	2
Tfasc_v1.25212-RA	Scaffold_346	2611019	2613344	OG0000717	3	2
Tfasc_v1.05344-RA	Scaffold_2041	12507788	12520941	OG0000718	2	2
Tfasc_v1.08058-RA	Scaffold_2315	1669062	1669963	OG0000718	2	2
Tfasc_v1.13293-RA	Scaffold_1174	1269578	1273060	OG0000719	2	3
Tfasc_v1.26795-RA	Scaffold_845	16312625	16315993	OG0000719	2	3
Tfasc_v1.23924-RA	Scaffold_2320	182	3161	OG0000720	7	1
Tfasc_v1.24924-RA	Scaffold_346	4161	12484	OG0000720	7	1
Tfasc_v1.24929-RA	Scaffold_346	27970	36265	OG0000720	7	1
Tfasc_v1.25870-RA	Scaffold_346	19254678	19255812	OG0000720	7	1
Tfasc_v1.29876-RA	Scaffold_53	13481086	13498140	OG0000720	7	1
Tfasc_v1.29910-RA	Scaffold_2319	229203	238531	OG0000720	7	1
Tfasc_v1.29910-RB	Scaffold_2319	229203	238531	OG0000720	7	1
Tfasc_v1.08317-RA	Scaffold_2315	10528130	10532812	OG0000721	3	2
Tfasc_v1.23123-RA	Scaffold_2321	1793303	1799755	OG0000721	3	2
Tfasc_v1.26580-RA	Scaffold_845	14433831	14440709	OG0000721	3	2
Tfasc_v1.10921-RA	Scaffold_2287	1275390	1280347	OG0000723	3	3
Tfasc_v1.10921-RB	Scaffold_2287	1275390	1280347	OG0000723	3	3
Tfasc_v1.28993-RA	Scaffold_2312	16480649	16484531	OG0000723	3	3
Tfasc_v1.02397-RA	Scaffold_658	6779452	6783692	OG0000725	3	3
Tfasc_v1.07785-RA	Scaffold_2096	29340062	29343589	OG0000725	3	3
Tfasc_v1.20740-RA	Scaffold_15	2035658	2039445	OG0000725	3	3
Tfasc_v1.02515-RA	Scaffold_658	8532641	8537280	OG0000726	1	3
Tfasc_v1.21923-RA	Scaffold_2073	8875749	8888971	OG0000728	2	1
