"chrom" "start_window" "end_window" "gene_count"
"531" "Scaffold_7805" 35000001 3.6e+07 2
"532" "Scaffold_7805" 36000001 3.7e+07 2
"533" "Scaffold_7805" 37000001 3.8e+07 1
"534" "Scaffold_7805" 38000001 3.9e+07 2
"535" "Scaffold_7805" 39000001 4e+07 5
"536" "Scaffold_7805" 40000001 4.1e+07 1
"537" "Scaffold_7805" 41000001 4.2e+07 6
"538" "Scaffold_7805" 42000001 4.3e+07 11
"539" "Scaffold_7805" 43000001 4.4e+07 13
"540" "Scaffold_7805" 44000001 4.5e+07 19
"541" "Scaffold_7805" 45000001 4.6e+07 21
"542" "Scaffold_7805" 46000001 4.7e+07 73
"543" "Scaffold_7805" 47000001 4.8e+07 85
"544" "Scaffold_7805" 48000001 4.9e+07 34
"545" "Scaffold_269" 1 1e+06 68
"546" "Scaffold_269" 1000001 2e+06 44
"547" "Scaffold_269" 2000001 3e+06 17
"548" "Scaffold_269" 3000001 4e+06 9
"549" "Scaffold_269" 4000001 5e+06 2
"550" "Scaffold_269" 5000001 6e+06 0
"551" "Scaffold_269" 6000001 7e+06 0
"552" "Scaffold_269" 7000001 8e+06 3
"553" "Scaffold_269" 8000001 9e+06 0
"554" "Scaffold_269" 9000001 1e+07 3
"555" "Scaffold_269" 10000001 1.1e+07 3
"556" "Scaffold_269" 11000001 1.2e+07 0
"557" "Scaffold_269" 12000001 1.3e+07 0
"558" "Scaffold_269" 13000001 1.4e+07 3
"559" "Scaffold_269" 14000001 1.5e+07 1
"560" "Scaffold_269" 15000001 1.6e+07 3
"561" "Scaffold_269" 16000001 1.7e+07 1
"562" "Scaffold_269" 17000001 1.8e+07 2
"563" "Scaffold_269" 18000001 1.9e+07 4
"564" "Scaffold_269" 19000001 2e+07 0
"565" "Scaffold_269" 20000001 2.1e+07 3
"566" "Scaffold_269" 21000001 2.2e+07 0
"567" "Scaffold_269" 22000001 2.3e+07 0
"568" "Scaffold_269" 23000001 2.4e+07 1
"569" "Scaffold_269" 24000001 2.5e+07 3
"570" "Scaffold_269" 25000001 2.6e+07 3
"571" "Scaffold_269" 26000001 2.7e+07 0
"572" "Scaffold_269" 27000001 2.8e+07 1
"573" "Scaffold_269" 28000001 2.9e+07 0
"574" "Scaffold_269" 29000001 3e+07 0
"575" "Scaffold_269" 30000001 3.1e+07 0
"576" "Scaffold_269" 31000001 3.2e+07 0
"577" "Scaffold_269" 32000001 3.3e+07 0
"578" "Scaffold_269" 33000001 3.4e+07 0
"579" "Scaffold_269" 34000001 3.5e+07 1
"580" "Scaffold_269" 35000001 3.6e+07 0
"581" "Scaffold_269" 36000001 3.7e+07 0
"582" "Scaffold_269" 37000001 3.8e+07 1
"583" "Scaffold_269" 38000001 3.9e+07 0
"584" "Scaffold_269" 39000001 4e+07 1
"585" "Scaffold_269" 40000001 4.1e+07 9
"586" "Scaffold_269" 41000001 4.2e+07 0
"587" "Scaffold_269" 42000001 4.3e+07 8
"588" "Scaffold_269" 43000001 4.4e+07 39
"589" "Scaffold_269" 44000001 4.5e+07 58
"590" "Scaffold_269" 45000001 4.6e+07 81
"591" "Scaffold_6112" 1 1e+06 78
"592" "Scaffold_6112" 1000001 2e+06 92
"593" "Scaffold_6112" 2000001 3e+06 53
"594" "Scaffold_6112" 3000001 4e+06 43
"595" "Scaffold_6112" 4000001 5e+06 29
"596" "Scaffold_6112" 5000001 6e+06 12
"597" "Scaffold_6112" 6000001 7e+06 0
"598" "Scaffold_6112" 7000001 8e+06 0
"599" "Scaffold_6112" 8000001 9e+06 4
"600" "Scaffold_6112" 9000001 1e+07 3
"601" "Scaffold_6112" 10000001 1.1e+07 2
"602" "Scaffold_6112" 11000001 1.2e+07 2
"603" "Scaffold_6112" 12000001 1.3e+07 1
"604" "Scaffold_6112" 13000001 1.4e+07 1
"605" "Scaffold_6112" 14000001 1.5e+07 0
"606" "Scaffold_6112" 15000001 1.6e+07 0
"607" "Scaffold_6112" 16000001 1.7e+07 4
"608" "Scaffold_6112" 17000001 1.8e+07 4
"609" "Scaffold_6112" 18000001 1.9e+07 5
"610" "Scaffold_6112" 19000001 2e+07 1
"611" "Scaffold_6112" 20000001 2.1e+07 2
"612" "Scaffold_6112" 21000001 2.2e+07 2
"613" "Scaffold_6112" 22000001 2.3e+07 2
"614" "Scaffold_6112" 23000001 2.4e+07 0
"615" "Scaffold_6112" 24000001 2.5e+07 0
"616" "Scaffold_6112" 25000001 2.6e+07 0
"617" "Scaffold_6112" 26000001 2.7e+07 2
"618" "Scaffold_6112" 27000001 2.8e+07 5
"619" "Scaffold_6112" 28000001 2.9e+07 2
"620" "Scaffold_6112" 29000001 3e+07 7
"621" "Scaffold_6112" 30000001 3.1e+07 4
"622" "Scaffold_6112" 31000001 3.2e+07 2
"623" "Scaffold_6112" 32000001 3.3e+07 5
"624" "Scaffold_6112" 33000001 3.4e+07 3
"625" "Scaffold_6112" 34000001 3.5e+07 1
"626" "Scaffold_6112" 35000001 3.6e+07 3
"627" "Scaffold_6112" 36000001 3.7e+07 5
"628" "Scaffold_6112" 37000001 3.8e+07 4
"629" "Scaffold_6112" 38000001 3.9e+07 2
"630" "Scaffold_6112" 39000001 4e+07 12
"631" "Scaffold_6112" 40000001 4.1e+07 9
"632" "Scaffold_6112" 41000001 4.2e+07 18
"633" "Scaffold_6112" 42000001 4.3e+07 34
"634" "Scaffold_6112" 43000001 4.4e+07 16
"635" "Scaffold_10423" 1 1e+06 46
"636" "Scaffold_10423" 1000001 2e+06 39
"637" "Scaffold_10423" 2000001 3e+06 27
"638" "Scaffold_10423" 3000001 4e+06 5
"639" "Scaffold_10423" 4000001 5e+06 5
"640" "Scaffold_10423" 5000001 6e+06 1
"641" "Scaffold_10423" 6000001 7e+06 5
"642" "Scaffold_10423" 7000001 8e+06 2
"643" "Scaffold_10423" 8000001 9e+06 6
"644" "Scaffold_10423" 9000001 1e+07 1
"645" "Scaffold_10423" 10000001 1.1e+07 3
"646" "Scaffold_10423" 11000001 1.2e+07 2
"647" "Scaffold_10423" 12000001 1.3e+07 0
"648" "Scaffold_10423" 13000001 1.4e+07 0
"649" "Scaffold_10423" 14000001 1.5e+07 0
"650" "Scaffold_10423" 15000001 1.6e+07 2
"651" "Scaffold_10423" 16000001 1.7e+07 1
"652" "Scaffold_10423" 17000001 1.8e+07 4
"653" "Scaffold_10423" 18000001 1.9e+07 5
"654" "Scaffold_10423" 19000001 2e+07 2
"655" "Scaffold_10423" 20000001 2.1e+07 7
"656" "Scaffold_10423" 21000001 2.2e+07 0
"657" "Scaffold_10423" 22000001 2.3e+07 0
"658" "Scaffold_10423" 23000001 2.4e+07 3
"659" "Scaffold_10423" 24000001 2.5e+07 1
"660" "Scaffold_10423" 25000001 2.6e+07 6
"661" "Scaffold_10423" 26000001 2.7e+07 1
"662" "Scaffold_10423" 27000001 2.8e+07 0
"663" "Scaffold_10423" 28000001 2.9e+07 1
"664" "Scaffold_10423" 29000001 3e+07 2
"665" "Scaffold_10423" 30000001 3.1e+07 0
"666" "Scaffold_10423" 31000001 3.2e+07 1
"667" "Scaffold_10423" 32000001 3.3e+07 5
"668" "Scaffold_10423" 33000001 3.4e+07 11
"669" "Scaffold_10423" 34000001 3.5e+07 16
"670" "Scaffold_10423" 35000001 3.6e+07 49
"671" "Scaffold_10423" 36000001 3.7e+07 43
"672" "Scaffold_10423" 37000001 3.8e+07 58
"673" "Scaffold_10423" 38000001 3.9e+07 9
"674" "Scaffold_10423" 39000001 4e+07 0
"675" "Scaffold_7317" 1 1e+06 83
"676" "Scaffold_7317" 1000001 2e+06 92
"677" "Scaffold_7317" 2000001 3e+06 79
"678" "Scaffold_7317" 3000001 4e+06 85
"679" "Scaffold_7317" 4000001 5e+06 56
"680" "Scaffold_7317" 5000001 6e+06 19
"681" "Scaffold_7317" 6000001 7e+06 11
"682" "Scaffold_7317" 7000001 8e+06 12
"683" "Scaffold_7317" 8000001 9e+06 14
"684" "Scaffold_7317" 9000001 1e+07 2
"685" "Scaffold_7317" 10000001 1.1e+07 0
"686" "Scaffold_7317" 11000001 1.2e+07 0
"687" "Scaffold_7317" 12000001 1.3e+07 1
"688" "Scaffold_7317" 13000001 1.4e+07 1
"689" "Scaffold_7317" 14000001 1.5e+07 1
"690" "Scaffold_7317" 15000001 1.6e+07 11
"691" "Scaffold_7317" 16000001 1.7e+07 2
"692" "Scaffold_7317" 17000001 1.8e+07 0
"693" "Scaffold_7317" 18000001 1.9e+07 2
"694" "Scaffold_7317" 19000001 2e+07 9
"695" "Scaffold_7317" 20000001 2.1e+07 3
"696" "Scaffold_7317" 21000001 2.2e+07 4
"697" "Scaffold_7317" 22000001 2.3e+07 1
"698" "Scaffold_7317" 23000001 2.4e+07 7
"699" "Scaffold_7317" 24000001 2.5e+07 4
"700" "Scaffold_7317" 25000001 2.6e+07 11
"701" "Scaffold_7317" 26000001 2.7e+07 15
"702" "Scaffold_7317" 27000001 2.8e+07 23
"703" "Scaffold_7317" 28000001 2.9e+07 19
"704" "Scaffold_7317" 29000001 3e+07 24
"705" "Scaffold_7317" 30000001 3.1e+07 25
"706" "Scaffold_7317" 31000001 3.2e+07 36
"707" "Scaffold_7317" 32000001 3.3e+07 55
"708" "Scaffold_7317" 33000001 3.4e+07 93
"709" "Scaffold_7317" 34000001 3.5e+07 20
"710" "Scaffold_7317" 35000001 3.6e+07 24
"711" "Scaffold_7317" 36000001 3.7e+07 41
"712" "Scaffold_7317" 37000001 3.8e+07 46
"713" "Scaffold_7317" 38000001 3.9e+07 17
"714" "Scaffold_4198" 1 1e+06 62
"715" "Scaffold_4198" 1000001 2e+06 62
"716" "Scaffold_4198" 2000001 3e+06 75
"717" "Scaffold_4198" 3000001 4e+06 93
"718" "Scaffold_4198" 4000001 5e+06 74
"719" "Scaffold_4198" 5000001 6e+06 49
"720" "Scaffold_4198" 6000001 7e+06 26
"721" "Scaffold_4198" 7000001 8e+06 18
"722" "Scaffold_4198" 8000001 9e+06 22
"723" "Scaffold_4198" 9000001 1e+07 12
"724" "Scaffold_4198" 10000001 1.1e+07 20
"725" "Scaffold_4198" 11000001 1.2e+07 0
"726" "Scaffold_4198" 12000001 1.3e+07 3
"727" "Scaffold_4198" 13000001 1.4e+07 6
"728" "Scaffold_4198" 14000001 1.5e+07 3
"729" "Scaffold_4198" 15000001 1.6e+07 3
"730" "Scaffold_4198" 16000001 1.7e+07 0
"731" "Scaffold_4198" 17000001 1.8e+07 5
"732" "Scaffold_4198" 18000001 1.9e+07 3
"733" "Scaffold_4198" 19000001 2e+07 8
"734" "Scaffold_4198" 20000001 2.1e+07 1
"735" "Scaffold_4198" 21000001 2.2e+07 0
"736" "Scaffold_4198" 22000001 2.3e+07 0
"737" "Scaffold_4198" 23000001 2.4e+07 4
"738" "Scaffold_4198" 24000001 2.5e+07 5
"739" "Scaffold_4198" 25000001 2.6e+07 5
"740" "Scaffold_4198" 26000001 2.7e+07 2
"741" "Scaffold_4198" 27000001 2.8e+07 9
"742" "Scaffold_4198" 28000001 2.9e+07 1
"743" "Scaffold_4198" 29000001 3e+07 3
"744" "Scaffold_4198" 30000001 3.1e+07 1
"745" "Scaffold_4198" 31000001 3.2e+07 5
"746" "Scaffold_4198" 32000001 3.3e+07 13
"747" "Scaffold_4198" 33000001 3.4e+07 35
"748" "Scaffold_4198" 34000001 3.5e+07 44
"749" "Scaffold_7315" 1 1e+06 26
"750" "Scaffold_7315" 1000001 2e+06 16
"751" "Scaffold_7315" 2000001 3e+06 6
"752" "Scaffold_7315" 3000001 4e+06 5
"753" "Scaffold_7315" 4000001 5e+06 1
"754" "Scaffold_7315" 5000001 6e+06 2
"755" "Scaffold_7315" 6000001 7e+06 0
"756" "Scaffold_7315" 7000001 8e+06 8
"757" "Scaffold_7315" 8000001 9e+06 1
"758" "Scaffold_7315" 9000001 1e+07 4
"759" "Scaffold_7315" 10000001 1.1e+07 2
"760" "Scaffold_7315" 11000001 1.2e+07 4
"761" "Scaffold_7315" 12000001 1.3e+07 0
"762" "Scaffold_7315" 13000001 1.4e+07 4
"763" "Scaffold_7315" 14000001 1.5e+07 0
"764" "Scaffold_7315" 15000001 1.6e+07 3
"765" "Scaffold_7315" 16000001 1.7e+07 0
"766" "Scaffold_7315" 17000001 1.8e+07 3
"767" "Scaffold_7315" 18000001 1.9e+07 2
"768" "Scaffold_7315" 19000001 2e+07 8
"769" "Scaffold_7315" 20000001 2.1e+07 1
"770" "Scaffold_7315" 21000001 2.2e+07 4
"771" "Scaffold_7315" 22000001 2.3e+07 0
"772" "Scaffold_7315" 23000001 2.4e+07 7
"773" "Scaffold_7315" 24000001 2.5e+07 15
"774" "Scaffold_7315" 25000001 2.6e+07 18
"775" "Scaffold_7315" 26000001 2.7e+07 39
"776" "Scaffold_7315" 27000001 2.8e+07 57
"777" "Scaffold_7315" 28000001 2.9e+07 98
"778" "Scaffold_7315" 29000001 3e+07 96
"779" "Scaffold_7315" 30000001 3.1e+07 15
"780" "Scaffold_10425" 1 1e+06 72
"781" "Scaffold_10425" 1000001 2e+06 90
"782" "Scaffold_10425" 2000001 3e+06 58
"783" "Scaffold_10425" 3000001 4e+06 43
"784" "Scaffold_10425" 4000001 5e+06 43
"785" "Scaffold_10425" 5000001 6e+06 21
"786" "Scaffold_10425" 6000001 7e+06 10
"787" "Scaffold_10425" 7000001 8e+06 7
"788" "Scaffold_10425" 8000001 9e+06 12
"789" "Scaffold_10425" 9000001 1e+07 8
"790" "Scaffold_10425" 10000001 1.1e+07 1
"791" "Scaffold_10425" 11000001 1.2e+07 5
"792" "Scaffold_10425" 12000001 1.3e+07 7
"793" "Scaffold_10425" 13000001 1.4e+07 2
"794" "Scaffold_10425" 14000001 1.5e+07 0
"795" "Scaffold_10425" 15000001 1.6e+07 3
"796" "Scaffold_10425" 16000001 1.7e+07 2
"797" "Scaffold_10425" 17000001 1.8e+07 4
"798" "Scaffold_10425" 18000001 1.9e+07 3
"799" "Scaffold_10425" 19000001 2e+07 2
"800" "Scaffold_10425" 20000001 2.1e+07 4
"801" "Scaffold_10425" 21000001 2.2e+07 5
"802" "Scaffold_10425" 22000001 2.3e+07 10
"803" "Scaffold_10425" 23000001 2.4e+07 7
"804" "Scaffold_10425" 24000001 2.5e+07 0
"805" "Scaffold_10425" 25000001 2.6e+07 2
"806" "Scaffold_10425" 26000001 2.7e+07 3
"807" "Scaffold_10425" 27000001 2.8e+07 19
"808" "Scaffold_10425" 28000001 2.9e+07 9
"809" "Scaffold_10428" 1 1e+06 49
"810" "Scaffold_10428" 1000001 2e+06 83
"811" "Scaffold_10428" 2000001 3e+06 81
"812" "Scaffold_10428" 3000001 4e+06 48
"813" "Scaffold_10428" 4000001 5e+06 23
"814" "Scaffold_10428" 5000001 6e+06 15
"815" "Scaffold_10428" 6000001 7e+06 8
"816" "Scaffold_10428" 7000001 8e+06 1
"817" "Scaffold_10428" 8000001 9e+06 6
"818" "Scaffold_10428" 9000001 1e+07 6
"819" "Scaffold_10428" 10000001 1.1e+07 3
"820" "Scaffold_10428" 11000001 1.2e+07 5
"821" "Scaffold_10428" 12000001 1.3e+07 0
"822" "Scaffold_10428" 13000001 1.4e+07 1
"823" "Scaffold_10428" 14000001 1.5e+07 2
"824" "Scaffold_10428" 15000001 1.6e+07 3
"825" "Scaffold_10428" 16000001 1.7e+07 7
"826" "Scaffold_10428" 17000001 1.8e+07 5
"827" "Scaffold_10428" 18000001 1.9e+07 1
"828" "Scaffold_10428" 19000001 2e+07 1
"829" "Scaffold_10428" 20000001 2.1e+07 1
"830" "Scaffold_10428" 21000001 2.2e+07 5
"831" "Scaffold_10428" 22000001 2.3e+07 5
"832" "Scaffold_10428" 23000001 2.4e+07 11
"833" "Scaffold_10428" 24000001 2.5e+07 10
"834" "Scaffold_10428" 25000001 2.6e+07 15
"835" "Scaffold_10428" 26000001 2.7e+07 0
"836" "Scaffold_10433" 1 1e+06 79
"837" "Scaffold_10433" 1000001 2e+06 94
"838" "Scaffold_10433" 2000001 3e+06 58
"839" "Scaffold_10433" 3000001 4e+06 3
"840" "Scaffold_10433" 4000001 5e+06 8
"841" "Scaffold_10433" 5000001 6e+06 4
"842" "Scaffold_10433" 6000001 7e+06 2
"843" "Scaffold_10433" 7000001 8e+06 2
"844" "Scaffold_10433" 8000001 9e+06 6
"845" "Scaffold_10433" 9000001 1e+07 1
"846" "Scaffold_10433" 10000001 1.1e+07 8
"847" "Scaffold_10433" 11000001 1.2e+07 14
"848" "Scaffold_10433" 12000001 1.3e+07 13
"849" "Scaffold_10433" 13000001 1.4e+07 37
"850" "Scaffold_10433" 14000001 1.5e+07 57
"851" "Scaffold_10433" 15000001 1.6e+07 61
"852" "Scaffold_10433" 16000001 1.7e+07 69
"853" "Scaffold_10433" 17000001 1.8e+07 63
"854" "Scaffold_10433" 18000001 1.9e+07 75
"855" "Scaffold_10433" 19000001 2e+07 56
"856" "Scaffold_10433" 20000001 2.1e+07 21
"857" "Scaffold_612" 1 1e+06 39
"858" "Scaffold_612" 1000001 2e+06 22
"859" "Scaffold_612" 2000001 3e+06 17
"860" "Scaffold_612" 3000001 4e+06 34
"861" "Scaffold_612" 4000001 5e+06 16
"862" "Scaffold_612" 5000001 6e+06 11
"863" "Scaffold_612" 6000001 7e+06 9
"864" "Scaffold_612" 7000001 8e+06 9
"865" "Scaffold_612" 8000001 9e+06 13
"866" "Scaffold_612" 9000001 1e+07 10
"867" "Scaffold_612" 10000001 1.1e+07 5
"868" "Scaffold_612" 11000001 1.2e+07 8
"869" "Scaffold_612" 12000001 1.3e+07 0
"870" "Scaffold_612" 13000001 1.4e+07 33
"871" "Scaffold_612" 14000001 1.5e+07 53
"872" "Scaffold_612" 15000001 1.6e+07 80
"873" "Scaffold_612" 16000001 1.7e+07 82
"874" "Scaffold_612" 17000001 1.8e+07 93
"875" "Scaffold_612" 18000001 1.9e+07 27
"876" "Scaffold_10430" 1 1e+06 94
"877" "Scaffold_10430" 1000001 2e+06 83
"878" "Scaffold_10430" 2000001 3e+06 36
"879" "Scaffold_10430" 3000001 4e+06 15
"880" "Scaffold_10430" 4000001 5e+06 14
"881" "Scaffold_10430" 5000001 6e+06 9
"882" "Scaffold_10430" 6000001 7e+06 15
"883" "Scaffold_10430" 7000001 8e+06 20
"884" "Scaffold_10430" 8000001 9e+06 35
"885" "Scaffold_10430" 9000001 1e+07 31
"886" "Scaffold_10430" 10000001 1.1e+07 31
"887" "Scaffold_10430" 11000001 1.2e+07 26
"888" "Scaffold_10431" 1 1e+06 47
"889" "Scaffold_10431" 1000001 2e+06 25
"890" "Scaffold_10431" 2000001 3e+06 17
"891" "Scaffold_10431" 3000001 4e+06 21
"892" "Scaffold_10431" 4000001 5e+06 12
"893" "Scaffold_10431" 5000001 6e+06 14
"894" "Scaffold_10431" 6000001 7e+06 50
"895" "Scaffold_10431" 7000001 8e+06 65
"896" "Scaffold_10431" 8000001 9e+06 104
"897" "Scaffold_10431" 9000001 1e+07 85
"898" "Scaffold_10431" 10000001 1.1e+07 20
"899" "Scaffold_10426" 1 1e+06 82
"900" "Scaffold_10426" 1000001 2e+06 78
"901" "Scaffold_10426" 2000001 3e+06 97
"902" "Scaffold_10426" 3000001 4e+06 43
"903" "Scaffold_10426" 4000001 5e+06 18
"904" "Scaffold_10426" 5000001 6e+06 41
"905" "Scaffold_10426" 6000001 7e+06 57
"906" "Scaffold_10426" 7000001 8e+06 80
"907" "Scaffold_10426" 8000001 9e+06 63
"908" "Scaffold_10426" 9000001 1e+07 54
"909" "Scaffold_10432" 1 1e+06 73
"910" "Scaffold_10432" 1000001 2e+06 67
"911" "Scaffold_10432" 2000001 3e+06 27
"912" "Scaffold_10432" 3000001 4e+06 22
"913" "Scaffold_10432" 4000001 5e+06 19
"914" "Scaffold_10432" 5000001 6e+06 22
"915" "Scaffold_10432" 6000001 7e+06 27
"916" "Scaffold_10432" 7000001 8e+06 49
"917" "Scaffold_10432" 8000001 9e+06 17
"918" "Scaffold_10424" 1 1e+06 3
"919" "Scaffold_10424" 1000001 2e+06 11
"920" "Scaffold_10427" 1 1e+06 11
