"chrom" "V2" "V3" "percentage_masked"
"440" "Scaffold_15" "14000001" "1.5e+07" "14.4592"
"441" "Scaffold_15" "15000001" "1.6e+07" "16.9353"
"442" "Scaffold_15" "16000001" "1.7e+07" "14.0856"
"443" "Scaffold_15" "17000001" "1.8e+07" "15.7257"
"444" "Scaffold_15" "18000001" "1.9e+07" "8.2281"
"445" "Scaffold_15" "19000001" "2e+07" "6.5714"
"446" "Scaffold_15" "20000001" "2.1e+07" "5.3445"
"447" "Scaffold_15" "21000001" "2.2e+07" "4.3633"
"448" "Scaffold_15" "22000001" "2.3e+07" "0.78"
"449" "Scaffold_15" "23000001" "2.4e+07" "1.5013"
"450" "Scaffold_2073" "1" "1e+06" "13.2315"
"451" "Scaffold_2073" "1000001" "2e+06" "24.023"
"452" "Scaffold_2073" "2000001" "3e+06" "17.5752"
"453" "Scaffold_2073" "3000001" "4e+06" "12.0208"
"454" "Scaffold_2073" "4000001" "5e+06" "14.4606"
"455" "Scaffold_2073" "5000001" "6e+06" "23.9446"
"456" "Scaffold_2073" "6000001" "7e+06" "14.0147"
"457" "Scaffold_2073" "7000001" "8e+06" "14.8404"
"458" "Scaffold_2073" "8000001" "9e+06" "9.6971"
"459" "Scaffold_2073" "9000001" "1e+07" "6.5816"
"460" "Scaffold_2073" "10000001" "1.1e+07" "6.5059"
"461" "Scaffold_2073" "11000001" "1.2e+07" "24.3324"
"462" "Scaffold_2073" "12000001" "1.3e+07" "13.9619"
"463" "Scaffold_2073" "13000001" "1.4e+07" "12.8879"
"464" "Scaffold_2073" "14000001" "1.5e+07" "10.8529"
"465" "Scaffold_2073" "15000001" "1.6e+07" "9.161"
"466" "Scaffold_2073" "16000001" "1.7e+07" "5.4707"
"467" "Scaffold_2073" "17000001" "1.8e+07" "2.8364"
"468" "Scaffold_2073" "18000001" "1.9e+07" "3.7066"
"469" "Scaffold_2073" "19000001" "2e+07" "5.217"
"470" "Scaffold_2073" "20000001" "2.1e+07" "4.2372"
"471" "Scaffold_2073" "21000001" "2.2e+07" "3.1067"
"472" "Scaffold_2321" "1" "1e+06" "1.6605"
"473" "Scaffold_2321" "1000001" "2e+06" "3.1115"
"474" "Scaffold_2321" "2000001" "3e+06" "1.6075"
"475" "Scaffold_2321" "3000001" "4e+06" "3.9193"
"476" "Scaffold_2321" "4000001" "5e+06" "7.7865"
"477" "Scaffold_2321" "5000001" "6e+06" "1.2612"
"478" "Scaffold_2321" "6000001" "7e+06" "12.1478"
"479" "Scaffold_2321" "7000001" "8e+06" "14.8809"
"480" "Scaffold_2321" "8000001" "9e+06" "19.3628"
"481" "Scaffold_2321" "9000001" "1e+07" "12.194"
"482" "Scaffold_2321" "10000001" "1.1e+07" "12.6771"
"483" "Scaffold_2321" "11000001" "1.2e+07" "16.1257"
"484" "Scaffold_2321" "12000001" "1.3e+07" "13.6475"
"485" "Scaffold_2321" "13000001" "1.4e+07" "10.5016"
"486" "Scaffold_2321" "14000001" "1.5e+07" "7.7171"
"487" "Scaffold_2321" "15000001" "1.6e+07" "5.5042"
"488" "Scaffold_2321" "16000001" "1.7e+07" "5.9455"
"489" "Scaffold_2321" "17000001" "1.8e+07" "13.8258"
"490" "Scaffold_2321" "18000001" "1.9e+07" "23.9367"
"491" "Scaffold_2321" "19000001" "2e+07" "11.275"
"492" "Scaffold_2321" "20000001" "2.1e+07" "5.0631"
"493" "Scaffold_2321" "21000001" "2.2e+07" "0"
"494" "Scaffold_2320" "1" "1e+06" "1.3286"
"495" "Scaffold_2320" "1000001" "2e+06" "2.3905"
"496" "Scaffold_2320" "2000001" "3e+06" "1.6161"
"497" "Scaffold_2320" "3000001" "4e+06" "2.282"
"498" "Scaffold_2320" "4000001" "5e+06" "4.8594"
"499" "Scaffold_2320" "5000001" "6e+06" "11.9838"
"500" "Scaffold_2320" "6000001" "7e+06" "10.1547"
"501" "Scaffold_2320" "7000001" "8e+06" "12.9581"
"502" "Scaffold_2320" "8000001" "9e+06" "15.095"
"503" "Scaffold_2320" "9000001" "1e+07" "9.4416"
"504" "Scaffold_2320" "10000001" "1.1e+07" "8.7871"
"505" "Scaffold_2320" "11000001" "1.2e+07" "18.5377"
"506" "Scaffold_2320" "12000001" "1.3e+07" "15.0725"
"507" "Scaffold_2320" "13000001" "1.4e+07" "17.3249"
"508" "Scaffold_2320" "14000001" "1.5e+07" "11.3777"
"509" "Scaffold_2320" "15000001" "1.6e+07" "17.7145"
"510" "Scaffold_2320" "16000001" "1.7e+07" "9.3491"
"511" "Scaffold_2320" "17000001" "1.8e+07" "7.1805"
"512" "Scaffold_2320" "18000001" "1.9e+07" "10.6561"
"513" "Scaffold_2320" "19000001" "2e+07" "3.4509"
"514" "Scaffold_346" "1" "1e+06" "3.4481"
"515" "Scaffold_346" "1000001" "2e+06" "2.8252"
"516" "Scaffold_346" "2000001" "3e+06" "4.1723"
"517" "Scaffold_346" "3000001" "4e+06" "2.6843"
"518" "Scaffold_346" "4000001" "5e+06" "6.7692"
"519" "Scaffold_346" "5000001" "6e+06" "12.2709"
"520" "Scaffold_346" "6000001" "7e+06" "11.6675"
"521" "Scaffold_346" "7000001" "8e+06" "11.4716"
"522" "Scaffold_346" "8000001" "9e+06" "13.2654"
"523" "Scaffold_346" "9000001" "1e+07" "12.8371"
"524" "Scaffold_346" "10000001" "1.1e+07" "15.4711"
"525" "Scaffold_346" "11000001" "1.2e+07" "11.0624"
"526" "Scaffold_346" "12000001" "1.3e+07" "15.5436"
"527" "Scaffold_346" "13000001" "1.4e+07" "15.7388"
"528" "Scaffold_346" "14000001" "1.5e+07" "11.1296"
"529" "Scaffold_346" "15000001" "1.6e+07" "6.6478"
"530" "Scaffold_346" "16000001" "1.7e+07" "4.751"
"531" "Scaffold_346" "17000001" "1.8e+07" "4.9239"
"532" "Scaffold_346" "18000001" "1.9e+07" "3.6068"
"533" "Scaffold_346" "19000001" "2e+07" "1.3261"
"534" "Scaffold_845" "1" "1e+06" "7.57"
"535" "Scaffold_845" "1000001" "2e+06" "5.0604"
"536" "Scaffold_845" "2000001" "3e+06" "5.8684"
"537" "Scaffold_845" "3000001" "4e+06" "8.1248"
"538" "Scaffold_845" "4000001" "5e+06" "9.5095"
"539" "Scaffold_845" "5000001" "6e+06" "10.3429"
"540" "Scaffold_845" "6000001" "7e+06" "13.156"
"541" "Scaffold_845" "7000001" "8e+06" "13.9363"
"542" "Scaffold_845" "8000001" "9e+06" "13.7021"
"543" "Scaffold_845" "9000001" "1e+07" "10.874"
"544" "Scaffold_845" "10000001" "1.1e+07" "15.4632"
"545" "Scaffold_845" "11000001" "1.2e+07" "11.4384"
"546" "Scaffold_845" "12000001" "1.3e+07" "17.7315"
"547" "Scaffold_845" "13000001" "1.4e+07" "6.5377"
"548" "Scaffold_845" "14000001" "1.5e+07" "3.1873"
"549" "Scaffold_845" "15000001" "1.6e+07" "4.9695"
"550" "Scaffold_845" "16000001" "1.7e+07" "3.0818"
"551" "Scaffold_845" "17000001" "1.8e+07" "5.4943"
"552" "Scaffold_845" "18000001" "1.9e+07" "0"
"553" "Scaffold_2316" "1" "1e+06" "5.1323"
"554" "Scaffold_2316" "1000001" "2e+06" "6.2926"
"555" "Scaffold_2316" "2000001" "3e+06" "7.3829"
"556" "Scaffold_2316" "3000001" "4e+06" "14.0856"
"557" "Scaffold_2316" "4000001" "5e+06" "14.1188"
"558" "Scaffold_2316" "5000001" "6e+06" "8.6474"
"559" "Scaffold_2316" "6000001" "7e+06" "6.1295"
"560" "Scaffold_2316" "7000001" "8e+06" "7.1691"
"561" "Scaffold_2316" "8000001" "9e+06" "10.036"
"562" "Scaffold_2316" "9000001" "1e+07" "6.9248"
"563" "Scaffold_2316" "10000001" "1.1e+07" "3.7374"
"564" "Scaffold_2316" "11000001" "1.2e+07" "10.0711"
"565" "Scaffold_2316" "12000001" "1.3e+07" "5.4635"
"566" "Scaffold_2316" "13000001" "1.4e+07" "5.0719"
"567" "Scaffold_2316" "14000001" "1.5e+07" "5.3842"
"568" "Scaffold_2316" "15000001" "1.6e+07" "2.3039"
"569" "Scaffold_2316" "16000001" "1.7e+07" "2.4408"
"570" "Scaffold_2316" "17000001" "1.8e+07" "0"
"571" "Scaffold_2312" "1" "1e+06" "1.1357"
"572" "Scaffold_2312" "1000001" "2e+06" "5.4259"
"573" "Scaffold_2312" "2000001" "3e+06" "5.1023"
"574" "Scaffold_2312" "3000001" "4e+06" "7.6741"
"575" "Scaffold_2312" "4000001" "5e+06" "10.3559"
"576" "Scaffold_2312" "5000001" "6e+06" "16.3182"
"577" "Scaffold_2312" "6000001" "7e+06" "14.7793"
"578" "Scaffold_2312" "7000001" "8e+06" "15.9778"
"579" "Scaffold_2312" "8000001" "9e+06" "15.6733"
"580" "Scaffold_2312" "9000001" "1e+07" "12.487"
"581" "Scaffold_2312" "10000001" "1.1e+07" "11.1058"
"582" "Scaffold_2312" "11000001" "1.2e+07" "7.8503"
"583" "Scaffold_2312" "12000001" "1.3e+07" "8.5555"
"584" "Scaffold_2312" "13000001" "1.4e+07" "13.5428"
"585" "Scaffold_2312" "14000001" "1.5e+07" "9.0365"
"586" "Scaffold_2312" "15000001" "1.6e+07" "4.2668"
"587" "Scaffold_2312" "16000001" "1.7e+07" "1.4178"
"588" "Scaffold_53" "1" "1e+06" "9.6334"
"589" "Scaffold_53" "1000001" "2e+06" "9.2394"
"590" "Scaffold_53" "2000001" "3e+06" "15.8726"
"591" "Scaffold_53" "3000001" "4e+06" "10.0262"
"592" "Scaffold_53" "4000001" "5e+06" "8.9991"
"593" "Scaffold_53" "5000001" "6e+06" "12.7388"
"594" "Scaffold_53" "6000001" "7e+06" "9.3972"
"595" "Scaffold_53" "7000001" "8e+06" "6.2962"
"596" "Scaffold_53" "8000001" "9e+06" "8.3741"
"597" "Scaffold_53" "9000001" "1e+07" "4.8881"
"598" "Scaffold_53" "10000001" "1.1e+07" "5.8921"
"599" "Scaffold_53" "11000001" "1.2e+07" "3.5212"
"600" "Scaffold_53" "12000001" "1.3e+07" "7.2291"
"601" "Scaffold_53" "13000001" "1.4e+07" "3.3303"
"602" "Scaffold_2319" "1" "1e+06" "1.9223"
"603" "Scaffold_2319" "1000001" "2e+06" "2.5431"
"604" "Scaffold_2319" "2000001" "3e+06" "8.7211"
"605" "Scaffold_2319" "3000001" "4e+06" "10.7965"
"606" "Scaffold_2319" "4000001" "5e+06" "14.3412"
"607" "Scaffold_2319" "5000001" "6e+06" "13.8125"
"608" "Scaffold_2319" "6000001" "7e+06" "11.8067"
"609" "Scaffold_2319" "7000001" "8e+06" "12.2168"
"610" "Scaffold_2319" "8000001" "9e+06" "15.9646"
"611" "Scaffold_2319" "9000001" "1e+07" "3.5947"
"612" "Scaffold_2319" "10000001" "1.1e+07" "5.7756"
"613" "Scaffold_2319" "11000001" "1.2e+07" "4.041"
"614" "Scaffold_2319" "12000001" "1.3e+07" "0.3605"
