"chrom" "start_window" "end_window" "percentage_te"
"439" "Scaffold_15" "13000001" "1.4e+07" "13.398"
"440" "Scaffold_15" "14000001" "1.5e+07" "14.4968"
"441" "Scaffold_15" "15000001" "1.6e+07" "17.0478"
"442" "Scaffold_15" "16000001" "1.7e+07" "14.0816"
"443" "Scaffold_15" "17000001" "1.8e+07" "17.2354"
"444" "Scaffold_15" "18000001" "1.9e+07" "8.2251"
"445" "Scaffold_15" "19000001" "2e+07" "7.8057"
"446" "Scaffold_15" "20000001" "2.1e+07" "5.4005"
"447" "Scaffold_15" "21000001" "2.2e+07" "4.362"
"448" "Scaffold_15" "22000001" "2.3e+07" "0.7793"
"449" "Scaffold_15" "23000001" "2.4e+07" "1.5005"
"450" "Scaffold_2073" "1" "1e+06" "13.2275"
"451" "Scaffold_2073" "1000001" "2e+06" "24.0161"
"452" "Scaffold_2073" "2000001" "3e+06" "19.5353"
"453" "Scaffold_2073" "3000001" "4e+06" "12.0171"
"454" "Scaffold_2073" "4000001" "5e+06" "14.4563"
"455" "Scaffold_2073" "5000001" "6e+06" "25.9033"
"456" "Scaffold_2073" "6000001" "7e+06" "14.0103"
"457" "Scaffold_2073" "7000001" "8e+06" "14.8362"
"458" "Scaffold_2073" "8000001" "9e+06" "9.6933"
"459" "Scaffold_2073" "9000001" "1e+07" "6.579"
"460" "Scaffold_2073" "10000001" "1.1e+07" "6.5035"
"461" "Scaffold_2073" "11000001" "1.2e+07" "25.7912"
"462" "Scaffold_2073" "12000001" "1.3e+07" "13.9576"
"463" "Scaffold_2073" "13000001" "1.4e+07" "13.4355"
"464" "Scaffold_2073" "14000001" "1.5e+07" "10.8495"
"465" "Scaffold_2073" "15000001" "1.6e+07" "9.158"
"466" "Scaffold_2073" "16000001" "1.7e+07" "5.4675"
"467" "Scaffold_2073" "17000001" "1.8e+07" "2.8356"
"468" "Scaffold_2073" "18000001" "1.9e+07" "3.7046"
"469" "Scaffold_2073" "19000001" "2e+07" "5.2158"
"470" "Scaffold_2073" "20000001" "2.1e+07" "4.2354"
"471" "Scaffold_2073" "21000001" "2.2e+07" "3.5492"
"472" "Scaffold_2321" "1" "1e+06" "1.6594"
"473" "Scaffold_2321" "1000001" "2e+06" "3.1102"
"474" "Scaffold_2321" "2000001" "3e+06" "1.6066"
"475" "Scaffold_2321" "3000001" "4e+06" "3.9178"
"476" "Scaffold_2321" "4000001" "5e+06" "7.7836"
"477" "Scaffold_2321" "5000001" "6e+06" "1.2604"
"478" "Scaffold_2321" "6000001" "7e+06" "12.1433"
"479" "Scaffold_2321" "7000001" "8e+06" "14.8761"
"480" "Scaffold_2321" "8000001" "9e+06" "19.357"
"481" "Scaffold_2321" "9000001" "1e+07" "12.1904"
"482" "Scaffold_2321" "10000001" "1.1e+07" "12.6732"
"483" "Scaffold_2321" "11000001" "1.2e+07" "16.1205"
"484" "Scaffold_2321" "12000001" "1.3e+07" "13.6434"
"485" "Scaffold_2321" "13000001" "1.4e+07" "10.4975"
"486" "Scaffold_2321" "14000001" "1.5e+07" "7.7138"
"487" "Scaffold_2321" "15000001" "1.6e+07" "5.5022"
"488" "Scaffold_2321" "16000001" "1.7e+07" "5.9421"
"489" "Scaffold_2321" "17000001" "1.8e+07" "14.6219"
"490" "Scaffold_2321" "18000001" "1.9e+07" "24.8903"
"491" "Scaffold_2321" "19000001" "2e+07" "12.0774"
"492" "Scaffold_2321" "20000001" "2.1e+07" "5.061"
"493" "Scaffold_2321" "21000001" "2.2e+07" "0"
"494" "Scaffold_2320" "1" "1e+06" "1.328"
"495" "Scaffold_2320" "1000001" "2e+06" "2.3889"
"496" "Scaffold_2320" "2000001" "3e+06" "1.6153"
"497" "Scaffold_2320" "3000001" "4e+06" "2.2804"
"498" "Scaffold_2320" "4000001" "5e+06" "4.8575"
"499" "Scaffold_2320" "5000001" "6e+06" "11.9795"
"500" "Scaffold_2320" "6000001" "7e+06" "10.1505"
"501" "Scaffold_2320" "7000001" "8e+06" "12.9541"
"502" "Scaffold_2320" "8000001" "9e+06" "15.0897"
"503" "Scaffold_2320" "9000001" "1e+07" "9.4377"
"504" "Scaffold_2320" "10000001" "1.1e+07" "8.9217"
"505" "Scaffold_2320" "11000001" "1.2e+07" "20.0252"
"506" "Scaffold_2320" "12000001" "1.3e+07" "15.0682"
"507" "Scaffold_2320" "13000001" "1.4e+07" "17.3199"
"508" "Scaffold_2320" "14000001" "1.5e+07" "12.9501"
"509" "Scaffold_2320" "15000001" "1.6e+07" "17.7084"
"510" "Scaffold_2320" "16000001" "1.7e+07" "9.3458"
"511" "Scaffold_2320" "17000001" "1.8e+07" "7.1772"
"512" "Scaffold_2320" "18000001" "1.9e+07" "10.6527"
"513" "Scaffold_2320" "19000001" "2e+07" "3.4496"
"514" "Scaffold_346" "1" "1e+06" "3.4464"
"515" "Scaffold_346" "1000001" "2e+06" "2.8245"
"516" "Scaffold_346" "2000001" "3e+06" "4.1708"
"517" "Scaffold_346" "3000001" "4e+06" "2.6829"
"518" "Scaffold_346" "4000001" "5e+06" "6.7667"
"519" "Scaffold_346" "5000001" "6e+06" "12.2673"
"520" "Scaffold_346" "6000001" "7e+06" "11.6638"
"521" "Scaffold_346" "7000001" "8e+06" "11.4674"
"522" "Scaffold_346" "8000001" "9e+06" "13.2614"
"523" "Scaffold_346" "9000001" "1e+07" "12.8337"
"524" "Scaffold_346" "10000001" "1.1e+07" "15.4665"
"525" "Scaffold_346" "11000001" "1.2e+07" "11.0592"
"526" "Scaffold_346" "12000001" "1.3e+07" "15.5387"
"527" "Scaffold_346" "13000001" "1.4e+07" "15.7342"
"528" "Scaffold_346" "14000001" "1.5e+07" "12.4312"
"529" "Scaffold_346" "15000001" "1.6e+07" "6.6451"
"530" "Scaffold_346" "16000001" "1.7e+07" "4.7494"
"531" "Scaffold_346" "17000001" "1.8e+07" "4.9214"
"532" "Scaffold_346" "18000001" "1.9e+07" "3.6045"
"533" "Scaffold_346" "19000001" "2e+07" "1.3255"
"534" "Scaffold_845" "1" "1e+06" "9.1821"
"535" "Scaffold_845" "1000001" "2e+06" "5.0573"
"536" "Scaffold_845" "2000001" "3e+06" "5.8647"
"537" "Scaffold_845" "3000001" "4e+06" "9.5707"
"538" "Scaffold_845" "4000001" "5e+06" "9.5059"
"539" "Scaffold_845" "5000001" "6e+06" "10.339"
"540" "Scaffold_845" "6000001" "7e+06" "13.759"
"541" "Scaffold_845" "7000001" "8e+06" "16.6242"
"542" "Scaffold_845" "8000001" "9e+06" "13.6982"
"543" "Scaffold_845" "9000001" "1e+07" "10.8701"
"544" "Scaffold_845" "10000001" "1.1e+07" "15.4592"
"545" "Scaffold_845" "11000001" "1.2e+07" "11.4345"
"546" "Scaffold_845" "12000001" "1.3e+07" "17.726"
"547" "Scaffold_845" "13000001" "1.4e+07" "6.536"
"548" "Scaffold_845" "14000001" "1.5e+07" "3.1855"
"549" "Scaffold_845" "15000001" "1.6e+07" "4.9679"
"550" "Scaffold_845" "16000001" "1.7e+07" "3.0803"
"551" "Scaffold_845" "17000001" "1.8e+07" "5.4923"
"552" "Scaffold_845" "18000001" "1.9e+07" "0"
"553" "Scaffold_2316" "1" "1e+06" "5.1304"
"554" "Scaffold_2316" "1000001" "2e+06" "6.29"
"555" "Scaffold_2316" "2000001" "3e+06" "7.38"
"556" "Scaffold_2316" "3000001" "4e+06" "15.2356"
"557" "Scaffold_2316" "4000001" "5e+06" "14.1143"
"558" "Scaffold_2316" "5000001" "6e+06" "8.6444"
"559" "Scaffold_2316" "6000001" "7e+06" "6.1273"
"560" "Scaffold_2316" "7000001" "8e+06" "7.1666"
"561" "Scaffold_2316" "8000001" "9e+06" "11.3233"
"562" "Scaffold_2316" "9000001" "1e+07" "6.9831"
"563" "Scaffold_2316" "10000001" "1.1e+07" "3.7353"
"564" "Scaffold_2316" "11000001" "1.2e+07" "10.0672"
"565" "Scaffold_2316" "12000001" "1.3e+07" "5.4604"
"566" "Scaffold_2316" "13000001" "1.4e+07" "5.0699"
"567" "Scaffold_2316" "14000001" "1.5e+07" "5.3823"
"568" "Scaffold_2316" "15000001" "1.6e+07" "2.3026"
"569" "Scaffold_2316" "16000001" "1.7e+07" "2.4398"
"570" "Scaffold_2316" "17000001" "1.8e+07" "0"
"571" "Scaffold_2312" "1" "1e+06" "1.135"
"572" "Scaffold_2312" "1000001" "2e+06" "5.4234"
"573" "Scaffold_2312" "2000001" "3e+06" "5.0995"
"574" "Scaffold_2312" "3000001" "4e+06" "7.6714"
"575" "Scaffold_2312" "4000001" "5e+06" "10.9235"
"576" "Scaffold_2312" "5000001" "6e+06" "16.3137"
"577" "Scaffold_2312" "6000001" "7e+06" "16.0535"
"578" "Scaffold_2312" "7000001" "8e+06" "15.9729"
"579" "Scaffold_2312" "8000001" "9e+06" "15.6684"
"580" "Scaffold_2312" "9000001" "1e+07" "13.7498"
"581" "Scaffold_2312" "10000001" "1.1e+07" "11.1256"
"582" "Scaffold_2312" "11000001" "1.2e+07" "8.9663"
"583" "Scaffold_2312" "12000001" "1.3e+07" "8.5521"
"584" "Scaffold_2312" "13000001" "1.4e+07" "13.5388"
"585" "Scaffold_2312" "14000001" "1.5e+07" "9.0336"
"586" "Scaffold_2312" "15000001" "1.6e+07" "4.265"
"587" "Scaffold_2312" "16000001" "1.7e+07" "1.417"
"588" "Scaffold_53" "1" "1e+06" "9.6299"
"589" "Scaffold_53" "1000001" "2e+06" "9.2364"
"590" "Scaffold_53" "2000001" "3e+06" "15.8684"
"591" "Scaffold_53" "3000001" "4e+06" "10.0231"
"592" "Scaffold_53" "4000001" "5e+06" "8.9965"
"593" "Scaffold_53" "5000001" "6e+06" "12.7347"
"594" "Scaffold_53" "6000001" "7e+06" "9.4179"
"595" "Scaffold_53" "7000001" "8e+06" "6.2933"
"596" "Scaffold_53" "8000001" "9e+06" "8.3713"
"597" "Scaffold_53" "9000001" "1e+07" "4.886"
"598" "Scaffold_53" "10000001" "1.1e+07" "5.8901"
"599" "Scaffold_53" "11000001" "1.2e+07" "3.52"
"600" "Scaffold_53" "12000001" "1.3e+07" "7.226"
"601" "Scaffold_53" "13000001" "1.4e+07" "3.3295"
"602" "Scaffold_2319" "1" "1e+06" "1.9212"
"603" "Scaffold_2319" "1000001" "2e+06" "2.5414"
"604" "Scaffold_2319" "2000001" "3e+06" "8.717"
"605" "Scaffold_2319" "3000001" "4e+06" "10.7928"
"606" "Scaffold_2319" "4000001" "5e+06" "14.3365"
"607" "Scaffold_2319" "5000001" "6e+06" "15.2257"
"608" "Scaffold_2319" "6000001" "7e+06" "11.8028"
"609" "Scaffold_2319" "7000001" "8e+06" "12.9625"
"610" "Scaffold_2319" "8000001" "9e+06" "15.9595"
"611" "Scaffold_2319" "9000001" "1e+07" "3.3398"
"612" "Scaffold_2319" "10000001" "1.1e+07" "5.5203"
"613" "Scaffold_2319" "11000001" "1.2e+07" "3.7871"
"614" "Scaffold_2319" "12000001" "1.3e+07" "0.108"
