"chrom" "V2" "V3" "percentage_genic"
"440" "Scaffold_15" "14000001" "1.5e+07" "10.7506"
"441" "Scaffold_15" "15000001" "1.6e+07" "4.3521"
"442" "Scaffold_15" "16000001" "1.7e+07" "4.2776"
"443" "Scaffold_15" "17000001" "1.8e+07" "1.5174"
"444" "Scaffold_15" "18000001" "1.9e+07" "12.5506"
"445" "Scaffold_15" "19000001" "2e+07" "13.6388"
"446" "Scaffold_15" "20000001" "2.1e+07" "20.1634"
"447" "Scaffold_15" "21000001" "2.2e+07" "24.8173"
"448" "Scaffold_15" "22000001" "2.3e+07" "32.8142"
"449" "Scaffold_15" "23000001" "2.4e+07" "21.2988"
"450" "Scaffold_2073" "1" "1e+06" "1.4973"
"451" "Scaffold_2073" "1000001" "2e+06" "5.1396"
"452" "Scaffold_2073" "2000001" "3e+06" "2.2313"
"453" "Scaffold_2073" "3000001" "4e+06" "0.722"
"454" "Scaffold_2073" "4000001" "5e+06" "1.2457"
"455" "Scaffold_2073" "5000001" "6e+06" "1.4505"
"456" "Scaffold_2073" "6000001" "7e+06" "1.0935"
"457" "Scaffold_2073" "7000001" "8e+06" "3.4846"
"458" "Scaffold_2073" "8000001" "9e+06" "10.3613"
"459" "Scaffold_2073" "9000001" "1e+07" "14.804"
"460" "Scaffold_2073" "10000001" "1.1e+07" "15.0924"
"461" "Scaffold_2073" "11000001" "1.2e+07" "0.9093"
"462" "Scaffold_2073" "12000001" "1.3e+07" "9.7125"
"463" "Scaffold_2073" "13000001" "1.4e+07" "3.8624"
"464" "Scaffold_2073" "14000001" "1.5e+07" "12.2844"
"465" "Scaffold_2073" "15000001" "1.6e+07" "6.9656"
"466" "Scaffold_2073" "16000001" "1.7e+07" "20.9402"
"467" "Scaffold_2073" "17000001" "1.8e+07" "29.8498"
"468" "Scaffold_2073" "18000001" "1.9e+07" "31.6544"
"469" "Scaffold_2073" "19000001" "2e+07" "39.0386"
"470" "Scaffold_2073" "20000001" "2.1e+07" "29.4271"
"471" "Scaffold_2073" "21000001" "2.2e+07" "20.7334"
"472" "Scaffold_2321" "1" "1e+06" "37.4575"
"473" "Scaffold_2321" "1000001" "2e+06" "35.3509"
"474" "Scaffold_2321" "2000001" "3e+06" "28.6746"
"475" "Scaffold_2321" "3000001" "4e+06" "20.5251"
"476" "Scaffold_2321" "4000001" "5e+06" "16.202"
"477" "Scaffold_2321" "5000001" "6e+06" "11.3678"
"478" "Scaffold_2321" "6000001" "7e+06" "4.0702"
"479" "Scaffold_2321" "7000001" "8e+06" "1.2115"
"480" "Scaffold_2321" "8000001" "9e+06" "3.3296"
"481" "Scaffold_2321" "9000001" "1e+07" "1.6802"
"482" "Scaffold_2321" "10000001" "1.1e+07" "2.8904"
"483" "Scaffold_2321" "11000001" "1.2e+07" "6.0664"
"484" "Scaffold_2321" "12000001" "1.3e+07" "1.9679"
"485" "Scaffold_2321" "13000001" "1.4e+07" "4.2176"
"486" "Scaffold_2321" "14000001" "1.5e+07" "4.339"
"487" "Scaffold_2321" "15000001" "1.6e+07" "6.3043"
"488" "Scaffold_2321" "16000001" "1.7e+07" "15.546"
"489" "Scaffold_2321" "17000001" "1.8e+07" "6.9445"
"490" "Scaffold_2321" "18000001" "1.9e+07" "4.1506"
"491" "Scaffold_2321" "19000001" "2e+07" "8.781"
"492" "Scaffold_2321" "20000001" "2.1e+07" "12.0184"
"493" "Scaffold_2321" "21000001" "2.2e+07" "0.6221"
"494" "Scaffold_2320" "1" "1e+06" "37.7114"
"495" "Scaffold_2320" "1000001" "2e+06" "31.5822"
"496" "Scaffold_2320" "2000001" "3e+06" "32.5423"
"497" "Scaffold_2320" "3000001" "4e+06" "25.4821"
"498" "Scaffold_2320" "4000001" "5e+06" "9.7562"
"499" "Scaffold_2320" "5000001" "6e+06" "7.7617"
"500" "Scaffold_2320" "6000001" "7e+06" "18.6533"
"501" "Scaffold_2320" "7000001" "8e+06" "2.1605"
"502" "Scaffold_2320" "8000001" "9e+06" "3.9277"
"503" "Scaffold_2320" "9000001" "1e+07" "6.2419"
"504" "Scaffold_2320" "10000001" "1.1e+07" "6.551"
"505" "Scaffold_2320" "11000001" "1.2e+07" "4.9975"
"506" "Scaffold_2320" "12000001" "1.3e+07" "0.7063"
"507" "Scaffold_2320" "13000001" "1.4e+07" "0.3777"
"508" "Scaffold_2320" "14000001" "1.5e+07" "2.0584"
"509" "Scaffold_2320" "15000001" "1.6e+07" "6.8674"
"510" "Scaffold_2320" "16000001" "1.7e+07" "5.7773"
"511" "Scaffold_2320" "17000001" "1.8e+07" "3.3863"
"512" "Scaffold_2320" "18000001" "1.9e+07" "5.1969"
"513" "Scaffold_2320" "19000001" "2e+07" "0.4681"
"514" "Scaffold_346" "1" "1e+06" "25.9214"
"515" "Scaffold_346" "1000001" "2e+06" "23.9613"
"516" "Scaffold_346" "2000001" "3e+06" "19.4744"
"517" "Scaffold_346" "3000001" "4e+06" "8.6929"
"518" "Scaffold_346" "4000001" "5e+06" "8.8944"
"519" "Scaffold_346" "5000001" "6e+06" "1.5285"
"520" "Scaffold_346" "6000001" "7e+06" "5.614"
"521" "Scaffold_346" "7000001" "8e+06" "3.5394"
"522" "Scaffold_346" "8000001" "9e+06" "0.4408"
"523" "Scaffold_346" "9000001" "1e+07" "5.0306"
"524" "Scaffold_346" "10000001" "1.1e+07" "0.0287"
"525" "Scaffold_346" "11000001" "1.2e+07" "10.7969"
"526" "Scaffold_346" "12000001" "1.3e+07" "1.0891"
"527" "Scaffold_346" "13000001" "1.4e+07" "2.4798"
"528" "Scaffold_346" "14000001" "1.5e+07" "7.7567"
"529" "Scaffold_346" "15000001" "1.6e+07" "11.4116"
"530" "Scaffold_346" "16000001" "1.7e+07" "14.3686"
"531" "Scaffold_346" "17000001" "1.8e+07" "16.9231"
"532" "Scaffold_346" "18000001" "1.9e+07" "29.2078"
"533" "Scaffold_346" "19000001" "2e+07" "5.0896"
"534" "Scaffold_845" "1" "1e+06" "22.9456"
"535" "Scaffold_845" "1000001" "2e+06" "15.5197"
"536" "Scaffold_845" "2000001" "3e+06" "23.2298"
"537" "Scaffold_845" "3000001" "4e+06" "9.1089"
"538" "Scaffold_845" "4000001" "5e+06" "14.9154"
"539" "Scaffold_845" "5000001" "6e+06" "7.1839"
"540" "Scaffold_845" "6000001" "7e+06" "12.3707"
"541" "Scaffold_845" "7000001" "8e+06" "8.054"
"542" "Scaffold_845" "8000001" "9e+06" "1.003"
"543" "Scaffold_845" "9000001" "1e+07" "2.1791"
"544" "Scaffold_845" "10000001" "1.1e+07" "0"
"545" "Scaffold_845" "11000001" "1.2e+07" "3.2487"
"546" "Scaffold_845" "12000001" "1.3e+07" "11.1567"
"547" "Scaffold_845" "13000001" "1.4e+07" "18.0948"
"548" "Scaffold_845" "14000001" "1.5e+07" "18.9121"
"549" "Scaffold_845" "15000001" "1.6e+07" "34.3039"
"550" "Scaffold_845" "16000001" "1.7e+07" "36.5562"
"551" "Scaffold_845" "17000001" "1.8e+07" "29.8024"
"552" "Scaffold_845" "18000001" "1.9e+07" "0"
"553" "Scaffold_2316" "1" "1e+06" "15.8208"
"554" "Scaffold_2316" "1000001" "2e+06" "23.3095"
"555" "Scaffold_2316" "2000001" "3e+06" "12.3651"
"556" "Scaffold_2316" "3000001" "4e+06" "1.3464"
"557" "Scaffold_2316" "4000001" "5e+06" "7.3774"
"558" "Scaffold_2316" "5000001" "6e+06" "2.3662"
"559" "Scaffold_2316" "6000001" "7e+06" "3.6536"
"560" "Scaffold_2316" "7000001" "8e+06" "5.633"
"561" "Scaffold_2316" "8000001" "9e+06" "3.5197"
"562" "Scaffold_2316" "9000001" "1e+07" "4.722"
"563" "Scaffold_2316" "10000001" "1.1e+07" "14.6456"
"564" "Scaffold_2316" "11000001" "1.2e+07" "7.1748"
"565" "Scaffold_2316" "12000001" "1.3e+07" "23.6328"
"566" "Scaffold_2316" "13000001" "1.4e+07" "19.8993"
"567" "Scaffold_2316" "14000001" "1.5e+07" "28.023"
"568" "Scaffold_2316" "15000001" "1.6e+07" "38.4029"
"569" "Scaffold_2316" "16000001" "1.7e+07" "26.5928"
"570" "Scaffold_2316" "17000001" "1.8e+07" "2.733"
"571" "Scaffold_2312" "1" "1e+06" "26.2345"
"572" "Scaffold_2312" "1000001" "2e+06" "23.2364"
"573" "Scaffold_2312" "2000001" "3e+06" "28.2728"
"574" "Scaffold_2312" "3000001" "4e+06" "23.0893"
"575" "Scaffold_2312" "4000001" "5e+06" "8.2798"
"576" "Scaffold_2312" "5000001" "6e+06" "3.7125"
"577" "Scaffold_2312" "6000001" "7e+06" "6.0357"
"578" "Scaffold_2312" "7000001" "8e+06" "9.1597"
"579" "Scaffold_2312" "8000001" "9e+06" "3.8801"
"580" "Scaffold_2312" "9000001" "1e+07" "2.6443"
"581" "Scaffold_2312" "10000001" "1.1e+07" "2.2724"
"582" "Scaffold_2312" "11000001" "1.2e+07" "3.721"
"583" "Scaffold_2312" "12000001" "1.3e+07" "6.1165"
"584" "Scaffold_2312" "13000001" "1.4e+07" "12.3991"
"585" "Scaffold_2312" "14000001" "1.5e+07" "22.7548"
"586" "Scaffold_2312" "15000001" "1.6e+07" "39.7767"
"587" "Scaffold_2312" "16000001" "1.7e+07" "24.6289"
"588" "Scaffold_53" "1" "1e+06" "0.8063"
"589" "Scaffold_53" "1000001" "2e+06" "7.4625"
"590" "Scaffold_53" "2000001" "3e+06" "3.0824"
"591" "Scaffold_53" "3000001" "4e+06" "2.0467"
"592" "Scaffold_53" "4000001" "5e+06" "2.3317"
"593" "Scaffold_53" "5000001" "6e+06" "13.0309"
"594" "Scaffold_53" "6000001" "7e+06" "16.3447"
"595" "Scaffold_53" "7000001" "8e+06" "17.972"
"596" "Scaffold_53" "8000001" "9e+06" "22.2619"
"597" "Scaffold_53" "9000001" "1e+07" "24.3728"
"598" "Scaffold_53" "10000001" "1.1e+07" "16.1969"
"599" "Scaffold_53" "11000001" "1.2e+07" "31.728"
"600" "Scaffold_53" "12000001" "1.3e+07" "23.8538"
"601" "Scaffold_53" "13000001" "1.4e+07" "12.0292"
"602" "Scaffold_2319" "1" "1e+06" "27.9698"
"603" "Scaffold_2319" "1000001" "2e+06" "27.5984"
"604" "Scaffold_2319" "2000001" "3e+06" "21.8417"
"605" "Scaffold_2319" "3000001" "4e+06" "6.7701"
"606" "Scaffold_2319" "4000001" "5e+06" "3.0874"
"607" "Scaffold_2319" "5000001" "6e+06" "12.263"
"608" "Scaffold_2319" "6000001" "7e+06" "11.6005"
"609" "Scaffold_2319" "7000001" "8e+06" "14.2943"
"610" "Scaffold_2319" "8000001" "9e+06" "3.6036"
"611" "Scaffold_2319" "9000001" "1e+07" "21.8594"
"612" "Scaffold_2319" "10000001" "1.1e+07" "21.4202"
"613" "Scaffold_2319" "11000001" "1.2e+07" "19.8324"
"614" "Scaffold_2319" "12000001" "1.3e+07" "7.5447"
