"chrom" "V2" "V3" "percentage_masked"
"447" "Scaffold_4582" "2000001" "3e+06" 1.9771
"448" "Scaffold_4582" "3000001" "4e+06" 4.0218
"449" "Scaffold_4582" "4000001" "5e+06" 5.52
"450" "Scaffold_4582" "5000001" "6e+06" 4.5168
"451" "Scaffold_4582" "6000001" "7e+06" 9.8713
"452" "Scaffold_4582" "7000001" "8e+06" 16.3629
"453" "Scaffold_4582" "8000001" "9e+06" 11.9772
"454" "Scaffold_4582" "9000001" "1e+07" 12.3282
"455" "Scaffold_4582" "10000001" "1.1e+07" 16.3931
"456" "Scaffold_4582" "11000001" "1.2e+07" 12.2725
"457" "Scaffold_4582" "12000001" "1.3e+07" 5.3069
"458" "Scaffold_4582" "13000001" "1.4e+07" 14.7015
"459" "Scaffold_4582" "14000001" "1.5e+07" 12.9033
"460" "Scaffold_4582" "15000001" "1.6e+07" 13.3912
"461" "Scaffold_4582" "16000001" "1.7e+07" 7.9836
"462" "Scaffold_4582" "17000001" "1.8e+07" 10.0628
"463" "Scaffold_4582" "18000001" "1.9e+07" 9.3927
"464" "Scaffold_4582" "19000001" "2e+07" 17.9419
"465" "Scaffold_4582" "20000001" "2.1e+07" 9.3311
"466" "Scaffold_4582" "21000001" "2.2e+07" 6.3889
"467" "Scaffold_4582" "22000001" "2.3e+07" 16.3933
"468" "Scaffold_4582" "23000001" "2.4e+07" 16.6302
"469" "Scaffold_4582" "24000001" "2.5e+07" 12.3275
"470" "Scaffold_4582" "25000001" "2.6e+07" 6.4078
"471" "Scaffold_4582" "26000001" "2.7e+07" 13.94
"472" "Scaffold_4582" "27000001" "2.8e+07" 10.3441
"473" "Scaffold_4582" "28000001" "2.9e+07" 13.299
"474" "Scaffold_4582" "29000001" "3e+07" 12.1733
"475" "Scaffold_4582" "30000001" "3.1e+07" 6.6314
"476" "Scaffold_4582" "31000001" "3.2e+07" 13.193
"477" "Scaffold_4582" "32000001" "3.3e+07" 13.0665
"478" "Scaffold_4582" "33000001" "3.4e+07" 12.4409
"479" "Scaffold_4582" "34000001" "3.5e+07" 7.5248
"480" "Scaffold_4582" "35000001" "3.6e+07" 17.4089
"481" "Scaffold_4582" "36000001" "3.7e+07" 16.9252
"482" "Scaffold_4582" "37000001" "3.8e+07" 10.8795
"483" "Scaffold_4582" "38000001" "3.9e+07" 10.5636
"484" "Scaffold_4582" "39000001" "4e+07" 18.7592
"485" "Scaffold_4582" "40000001" "4.1e+07" 11.2855
"486" "Scaffold_4582" "41000001" "4.2e+07" 15.1768
"487" "Scaffold_4582" "42000001" "4.3e+07" 15.2646
"488" "Scaffold_4582" "43000001" "4.4e+07" 14.3001
"489" "Scaffold_4582" "44000001" "4.5e+07" 5.3996
"490" "Scaffold_4582" "45000001" "4.6e+07" 7.9451
"491" "Scaffold_4582" "46000001" "4.7e+07" 10.6362
"492" "Scaffold_4582" "47000001" "4.8e+07" 5.1676
"493" "Scaffold_4582" "48000001" "4.9e+07" 4.1579
"494" "Scaffold_4582" "49000001" "5e+07" 1.9272
"495" "Scaffold_4582" "50000001" "5.1e+07" 2.7511
"496" "Scaffold_7805" "1" "1e+06" 0.6173
"497" "Scaffold_7805" "1000001" "2e+06" 1.7526
"498" "Scaffold_7805" "2000001" "3e+06" 4.1046
"499" "Scaffold_7805" "3000001" "4e+06" 3.1489
"500" "Scaffold_7805" "4000001" "5e+06" 9.3059
"501" "Scaffold_7805" "5000001" "6e+06" 5.5133
"502" "Scaffold_7805" "6000001" "7e+06" 10.2278
"503" "Scaffold_7805" "7000001" "8e+06" 6.1707
"504" "Scaffold_7805" "8000001" "9e+06" 11.7458
"505" "Scaffold_7805" "9000001" "1e+07" 4.9316
"506" "Scaffold_7805" "10000001" "1.1e+07" 9.012
"507" "Scaffold_7805" "11000001" "1.2e+07" 10.8728
"508" "Scaffold_7805" "12000001" "1.3e+07" 17.9614
"509" "Scaffold_7805" "13000001" "1.4e+07" 20.0848
"510" "Scaffold_7805" "14000001" "1.5e+07" 6.7883
"511" "Scaffold_7805" "15000001" "1.6e+07" 11.698
"512" "Scaffold_7805" "16000001" "1.7e+07" 13.0485
"513" "Scaffold_7805" "17000001" "1.8e+07" 6.1801
"514" "Scaffold_7805" "18000001" "1.9e+07" 14.8378
"515" "Scaffold_7805" "19000001" "2e+07" 10.9382
"516" "Scaffold_7805" "20000001" "2.1e+07" 9.9375
"517" "Scaffold_7805" "21000001" "2.2e+07" 8.2701
"518" "Scaffold_7805" "22000001" "2.3e+07" 5.7644
"519" "Scaffold_7805" "23000001" "2.4e+07" 13.3841
"520" "Scaffold_7805" "24000001" "2.5e+07" 11.6011
"521" "Scaffold_7805" "25000001" "2.6e+07" 6.7811
"522" "Scaffold_7805" "26000001" "2.7e+07" 9.082
"523" "Scaffold_7805" "27000001" "2.8e+07" 13.0067
"524" "Scaffold_7805" "28000001" "2.9e+07" 13.0121
"525" "Scaffold_7805" "29000001" "3e+07" 11.7069
"526" "Scaffold_7805" "30000001" "3.1e+07" 9.2839
"527" "Scaffold_7805" "31000001" "3.2e+07" 10.6704
"528" "Scaffold_7805" "32000001" "3.3e+07" 8.3961
"529" "Scaffold_7805" "33000001" "3.4e+07" 13.096
"530" "Scaffold_7805" "34000001" "3.5e+07" 11.186
"531" "Scaffold_7805" "35000001" "3.6e+07" 14.7755
"532" "Scaffold_7805" "36000001" "3.7e+07" 7.5177
"533" "Scaffold_7805" "37000001" "3.8e+07" 7.3323
"534" "Scaffold_7805" "38000001" "3.9e+07" 10.5483
"535" "Scaffold_7805" "39000001" "4e+07" 10.0381
"536" "Scaffold_7805" "40000001" "4.1e+07" 7.0011
"537" "Scaffold_7805" "41000001" "4.2e+07" 12.6139
"538" "Scaffold_7805" "42000001" "4.3e+07" 11.0092
"539" "Scaffold_7805" "43000001" "4.4e+07" 7.3831
"540" "Scaffold_7805" "44000001" "4.5e+07" 7.5442
"541" "Scaffold_7805" "45000001" "4.6e+07" 8.3045
"542" "Scaffold_7805" "46000001" "4.7e+07" 3.031
"543" "Scaffold_7805" "47000001" "4.8e+07" 1.5491
"544" "Scaffold_7805" "48000001" "4.9e+07" 0.0662
"545" "Scaffold_269" "1" "1e+06" 1.15
"546" "Scaffold_269" "1000001" "2e+06" 1.8415
"547" "Scaffold_269" "2000001" "3e+06" 2.1015
"548" "Scaffold_269" "3000001" "4e+06" 4.1873
"549" "Scaffold_269" "4000001" "5e+06" 11.0446
"550" "Scaffold_269" "5000001" "6e+06" 15.9325
"551" "Scaffold_269" "6000001" "7e+06" 8.4381
"552" "Scaffold_269" "7000001" "8e+06" 6.6311
"553" "Scaffold_269" "8000001" "9e+06" 9.4409
"554" "Scaffold_269" "9000001" "1e+07" 11.2206
"555" "Scaffold_269" "10000001" "1.1e+07" 6.783
"556" "Scaffold_269" "11000001" "1.2e+07" 8.8407
"557" "Scaffold_269" "12000001" "1.3e+07" 12.1894
"558" "Scaffold_269" "13000001" "1.4e+07" 8.316
"559" "Scaffold_269" "14000001" "1.5e+07" 6.0782
"560" "Scaffold_269" "15000001" "1.6e+07" 14.1403
"561" "Scaffold_269" "16000001" "1.7e+07" 5.4685
"562" "Scaffold_269" "17000001" "1.8e+07" 11.9604
"563" "Scaffold_269" "18000001" "1.9e+07" 12.5889
"564" "Scaffold_269" "19000001" "2e+07" 10.0462
"565" "Scaffold_269" "20000001" "2.1e+07" 6.4243
"566" "Scaffold_269" "21000001" "2.2e+07" 13.0158
"567" "Scaffold_269" "22000001" "2.3e+07" 15.8648
"568" "Scaffold_269" "23000001" "2.4e+07" 12.3678
"569" "Scaffold_269" "24000001" "2.5e+07" 9.1145
"570" "Scaffold_269" "25000001" "2.6e+07" 8.0683
"571" "Scaffold_269" "26000001" "2.7e+07" 7.2823
"572" "Scaffold_269" "27000001" "2.8e+07" 15.12
"573" "Scaffold_269" "28000001" "2.9e+07" 8.4739
"574" "Scaffold_269" "29000001" "3e+07" 10.0138
"575" "Scaffold_269" "30000001" "3.1e+07" 11.658
"576" "Scaffold_269" "31000001" "3.2e+07" 11.7421
"577" "Scaffold_269" "32000001" "3.3e+07" 12.0333
"578" "Scaffold_269" "33000001" "3.4e+07" 9.9298
"579" "Scaffold_269" "34000001" "3.5e+07" 11.9453
"580" "Scaffold_269" "35000001" "3.6e+07" 20.5955
"581" "Scaffold_269" "36000001" "3.7e+07" 16.5371
"582" "Scaffold_269" "37000001" "3.8e+07" 9.983
"583" "Scaffold_269" "38000001" "3.9e+07" 15.4427
"584" "Scaffold_269" "39000001" "4e+07" 9.0749
"585" "Scaffold_269" "40000001" "4.1e+07" 14.225
"586" "Scaffold_269" "41000001" "4.2e+07" 12.9136
"587" "Scaffold_269" "42000001" "4.3e+07" 4.2796
"588" "Scaffold_269" "43000001" "4.4e+07" 6.3329
"589" "Scaffold_269" "44000001" "4.5e+07" 2.0602
"590" "Scaffold_269" "45000001" "4.6e+07" 0.8579
"591" "Scaffold_6112" "1" "1e+06" 4.2497
"592" "Scaffold_6112" "1000001" "2e+06" 1.7091
"593" "Scaffold_6112" "2000001" "3e+06" 1.6261
"594" "Scaffold_6112" "3000001" "4e+06" 2.239
"595" "Scaffold_6112" "4000001" "5e+06" 7.5997
"596" "Scaffold_6112" "5000001" "6e+06" 7.7152
"597" "Scaffold_6112" "6000001" "7e+06" 5.6313
"598" "Scaffold_6112" "7000001" "8e+06" 7.4802
"599" "Scaffold_6112" "8000001" "9e+06" 7.353
"600" "Scaffold_6112" "9000001" "1e+07" 12.0385
"601" "Scaffold_6112" "10000001" "1.1e+07" 9.635
"602" "Scaffold_6112" "11000001" "1.2e+07" 10.9839
"603" "Scaffold_6112" "12000001" "1.3e+07" 7.1149
"604" "Scaffold_6112" "13000001" "1.4e+07" 15.2147
"605" "Scaffold_6112" "14000001" "1.5e+07" 13.2714
"606" "Scaffold_6112" "15000001" "1.6e+07" 8.8725
"607" "Scaffold_6112" "16000001" "1.7e+07" 7.4631
"608" "Scaffold_6112" "17000001" "1.8e+07" 12.3179
"609" "Scaffold_6112" "18000001" "1.9e+07" 10.0378
"610" "Scaffold_6112" "19000001" "2e+07" 8.8795
"611" "Scaffold_6112" "20000001" "2.1e+07" 8.5832
"612" "Scaffold_6112" "21000001" "2.2e+07" 9.8518
"613" "Scaffold_6112" "22000001" "2.3e+07" 14.103
"614" "Scaffold_6112" "23000001" "2.4e+07" 10.8011
"615" "Scaffold_6112" "24000001" "2.5e+07" 6.3967
"616" "Scaffold_6112" "25000001" "2.6e+07" 6.9711
"617" "Scaffold_6112" "26000001" "2.7e+07" 7.7748
"618" "Scaffold_6112" "27000001" "2.8e+07" 10.6087
"619" "Scaffold_6112" "28000001" "2.9e+07" 8.2295
"620" "Scaffold_6112" "29000001" "3e+07" 11.8175
"621" "Scaffold_6112" "30000001" "3.1e+07" 8.3175
"622" "Scaffold_6112" "31000001" "3.2e+07" 12.3551
"623" "Scaffold_6112" "32000001" "3.3e+07" 3.7869
"624" "Scaffold_6112" "33000001" "3.4e+07" 7.614
"625" "Scaffold_6112" "34000001" "3.5e+07" 17.4295
"626" "Scaffold_6112" "35000001" "3.6e+07" 9.4136
"627" "Scaffold_6112" "36000001" "3.7e+07" 10.5461
"628" "Scaffold_6112" "37000001" "3.8e+07" 6.7402
"629" "Scaffold_6112" "38000001" "3.9e+07" 9.563
"630" "Scaffold_6112" "39000001" "4e+07" 5.8534
"631" "Scaffold_6112" "40000001" "4.1e+07" 6.8174
"632" "Scaffold_6112" "41000001" "4.2e+07" 7.9278
"633" "Scaffold_6112" "42000001" "4.3e+07" 2.4322
"634" "Scaffold_6112" "43000001" "4.4e+07" 1.546
"635" "Scaffold_10423" "1" "1e+06" 3.1458
"636" "Scaffold_10423" "1000001" "2e+06" 3.6292
"637" "Scaffold_10423" "2000001" "3e+06" 5.629
"638" "Scaffold_10423" "3000001" "4e+06" 7.66
"639" "Scaffold_10423" "4000001" "5e+06" 10.9298
"640" "Scaffold_10423" "5000001" "6e+06" 6.438
"641" "Scaffold_10423" "6000001" "7e+06" 16.8076
"642" "Scaffold_10423" "7000001" "8e+06" 9.4848
"643" "Scaffold_10423" "8000001" "9e+06" 9.8487
"644" "Scaffold_10423" "9000001" "1e+07" 12.876
"645" "Scaffold_10423" "10000001" "1.1e+07" 14.5418
"646" "Scaffold_10423" "11000001" "1.2e+07" 16.5725
"647" "Scaffold_10423" "12000001" "1.3e+07" 9.8788
"648" "Scaffold_10423" "13000001" "1.4e+07" 15.4822
"649" "Scaffold_10423" "14000001" "1.5e+07" 7.4963
"650" "Scaffold_10423" "15000001" "1.6e+07" 15.0323
"651" "Scaffold_10423" "16000001" "1.7e+07" 12.1704
"652" "Scaffold_10423" "17000001" "1.8e+07" 11.8201
"653" "Scaffold_10423" "18000001" "1.9e+07" 7.6983
"654" "Scaffold_10423" "19000001" "2e+07" 10.5357
"655" "Scaffold_10423" "20000001" "2.1e+07" 7.1153
"656" "Scaffold_10423" "21000001" "2.2e+07" 19.879
"657" "Scaffold_10423" "22000001" "2.3e+07" 12.4425
"658" "Scaffold_10423" "23000001" "2.4e+07" 8.0227
"659" "Scaffold_10423" "24000001" "2.5e+07" 18.3008
"660" "Scaffold_10423" "25000001" "2.6e+07" 8.6873
"661" "Scaffold_10423" "26000001" "2.7e+07" 9.8141
"662" "Scaffold_10423" "27000001" "2.8e+07" 11.0917
"663" "Scaffold_10423" "28000001" "2.9e+07" 11.8747
"664" "Scaffold_10423" "29000001" "3e+07" 16.6905
"665" "Scaffold_10423" "30000001" "3.1e+07" 13.7282
"666" "Scaffold_10423" "31000001" "3.2e+07" 15.6345
"667" "Scaffold_10423" "32000001" "3.3e+07" 7.5173
"668" "Scaffold_10423" "33000001" "3.4e+07" 8.1
"669" "Scaffold_10423" "34000001" "3.5e+07" 2.6201
"670" "Scaffold_10423" "35000001" "3.6e+07" 6.4162
"671" "Scaffold_10423" "36000001" "3.7e+07" 3.7489
"672" "Scaffold_10423" "37000001" "3.8e+07" 2.3778
"673" "Scaffold_10423" "38000001" "3.9e+07" 9.7089
"674" "Scaffold_10423" "39000001" "4e+07" 3.2025
"675" "Scaffold_7317" "1" "1e+06" 0.6829
"676" "Scaffold_7317" "1000001" "2e+06" 4.478
"677" "Scaffold_7317" "2000001" "3e+06" 0.6764
"678" "Scaffold_7317" "3000001" "4e+06" 3.0127
"679" "Scaffold_7317" "4000001" "5e+06" 4.8667
"680" "Scaffold_7317" "5000001" "6e+06" 8.8186
"681" "Scaffold_7317" "6000001" "7e+06" 6.9983
"682" "Scaffold_7317" "7000001" "8e+06" 6.4598
"683" "Scaffold_7317" "8000001" "9e+06" 8.7176
"684" "Scaffold_7317" "9000001" "1e+07" 16.4345
"685" "Scaffold_7317" "10000001" "1.1e+07" 11.0177
"686" "Scaffold_7317" "11000001" "1.2e+07" 11.3552
"687" "Scaffold_7317" "12000001" "1.3e+07" 10.8852
"688" "Scaffold_7317" "13000001" "1.4e+07" 17.5055
"689" "Scaffold_7317" "14000001" "1.5e+07" 11.0323
"690" "Scaffold_7317" "15000001" "1.6e+07" 7.6495
"691" "Scaffold_7317" "16000001" "1.7e+07" 14.1343
"692" "Scaffold_7317" "17000001" "1.8e+07" 12.959
"693" "Scaffold_7317" "18000001" "1.9e+07" 9.0818
"694" "Scaffold_7317" "19000001" "2e+07" 15.366
"695" "Scaffold_7317" "20000001" "2.1e+07" 5.6053
"696" "Scaffold_7317" "21000001" "2.2e+07" 13.3589
"697" "Scaffold_7317" "22000001" "2.3e+07" 13.4966
"698" "Scaffold_7317" "23000001" "2.4e+07" 14.1914
"699" "Scaffold_7317" "24000001" "2.5e+07" 9.8942
"700" "Scaffold_7317" "25000001" "2.6e+07" 8.0882
"701" "Scaffold_7317" "26000001" "2.7e+07" 6.8328
"702" "Scaffold_7317" "27000001" "2.8e+07" 4.4286
"703" "Scaffold_7317" "28000001" "2.9e+07" 6.0786
"704" "Scaffold_7317" "29000001" "3e+07" 3.3909
"705" "Scaffold_7317" "30000001" "3.1e+07" 3.753
"706" "Scaffold_7317" "31000001" "3.2e+07" 7.7766
"707" "Scaffold_7317" "32000001" "3.3e+07" 4.3536
"708" "Scaffold_7317" "33000001" "3.4e+07" 2.9941
"709" "Scaffold_7317" "34000001" "3.5e+07" 2.0558
"710" "Scaffold_7317" "35000001" "3.6e+07" 1.9673
"711" "Scaffold_7317" "36000001" "3.7e+07" 0.3062
"712" "Scaffold_7317" "37000001" "3.8e+07" 2.1609
"713" "Scaffold_7317" "38000001" "3.9e+07" 3.7424
"714" "Scaffold_4198" "1" "1e+06" 4.615
"715" "Scaffold_4198" "1000001" "2e+06" 4.8629
"716" "Scaffold_4198" "2000001" "3e+06" 7.3171
"717" "Scaffold_4198" "3000001" "4e+06" 3.6335
"718" "Scaffold_4198" "4000001" "5e+06" 3.6324
"719" "Scaffold_4198" "5000001" "6e+06" 8.9643
"720" "Scaffold_4198" "6000001" "7e+06" 2.6276
"721" "Scaffold_4198" "7000001" "8e+06" 9.4823
"722" "Scaffold_4198" "8000001" "9e+06" 8.0292
"723" "Scaffold_4198" "9000001" "1e+07" 12.5237
"724" "Scaffold_4198" "10000001" "1.1e+07" 8.1444
"725" "Scaffold_4198" "11000001" "1.2e+07" 5.3296
"726" "Scaffold_4198" "12000001" "1.3e+07" 11.5301
"727" "Scaffold_4198" "13000001" "1.4e+07" 19.4185
"728" "Scaffold_4198" "14000001" "1.5e+07" 12.5223
"729" "Scaffold_4198" "15000001" "1.6e+07" 11.8832
"730" "Scaffold_4198" "16000001" "1.7e+07" 11.8771
"731" "Scaffold_4198" "17000001" "1.8e+07" 12.5148
"732" "Scaffold_4198" "18000001" "1.9e+07" 11.5594
"733" "Scaffold_4198" "19000001" "2e+07" 11.931
"734" "Scaffold_4198" "20000001" "2.1e+07" 5.2216
"735" "Scaffold_4198" "21000001" "2.2e+07" 7.662
"736" "Scaffold_4198" "22000001" "2.3e+07" 13.2048
"737" "Scaffold_4198" "23000001" "2.4e+07" 6.1141
"738" "Scaffold_4198" "24000001" "2.5e+07" 11.029
"739" "Scaffold_4198" "25000001" "2.6e+07" 14.9206
"740" "Scaffold_4198" "26000001" "2.7e+07" 10.62
"741" "Scaffold_4198" "27000001" "2.8e+07" 7.8212
"742" "Scaffold_4198" "28000001" "2.9e+07" 12.2676
"743" "Scaffold_4198" "29000001" "3e+07" 11.8463
"744" "Scaffold_4198" "30000001" "3.1e+07" 18.6393
"745" "Scaffold_4198" "31000001" "3.2e+07" 10.7989
"746" "Scaffold_4198" "32000001" "3.3e+07" 2.8707
"747" "Scaffold_4198" "33000001" "3.4e+07" 4.527
"748" "Scaffold_4198" "34000001" "3.5e+07" 1.0313
"749" "Scaffold_7315" "1" "1e+06" 5.1894
"750" "Scaffold_7315" "1000001" "2e+06" 5.3356
"751" "Scaffold_7315" "2000001" "3e+06" 6.7145
"752" "Scaffold_7315" "3000001" "4e+06" 12.9532
"753" "Scaffold_7315" "4000001" "5e+06" 5.5398
"754" "Scaffold_7315" "5000001" "6e+06" 11.6177
"755" "Scaffold_7315" "6000001" "7e+06" 16.3376
"756" "Scaffold_7315" "7000001" "8e+06" 10.8275
"757" "Scaffold_7315" "8000001" "9e+06" 12.9587
"758" "Scaffold_7315" "9000001" "1e+07" 15.4106
"759" "Scaffold_7315" "10000001" "1.1e+07" 13.0392
"760" "Scaffold_7315" "11000001" "1.2e+07" 13.3287
"761" "Scaffold_7315" "12000001" "1.3e+07" 15.0855
"762" "Scaffold_7315" "13000001" "1.4e+07" 12.4502
"763" "Scaffold_7315" "14000001" "1.5e+07" 14.9069
"764" "Scaffold_7315" "15000001" "1.6e+07" 9.6172
"765" "Scaffold_7315" "16000001" "1.7e+07" 12.0983
"766" "Scaffold_7315" "17000001" "1.8e+07" 9.3471
"767" "Scaffold_7315" "18000001" "1.9e+07" 5.0093
"768" "Scaffold_7315" "19000001" "2e+07" 14.5852
"769" "Scaffold_7315" "20000001" "2.1e+07" 12.7441
"770" "Scaffold_7315" "21000001" "2.2e+07" 15.2558
"771" "Scaffold_7315" "22000001" "2.3e+07" 14.147
"772" "Scaffold_7315" "23000001" "2.4e+07" 14.8284
"773" "Scaffold_7315" "24000001" "2.5e+07" 7.5961
"774" "Scaffold_7315" "25000001" "2.6e+07" 6.6249
"775" "Scaffold_7315" "26000001" "2.7e+07" 5.2874
"776" "Scaffold_7315" "27000001" "2.8e+07" 1.3394
"777" "Scaffold_7315" "28000001" "2.9e+07" 2.7975
"778" "Scaffold_7315" "29000001" "3e+07" 3.1382
"779" "Scaffold_7315" "30000001" "3.1e+07" 1.8596
"780" "Scaffold_10425" "1" "1e+06" 9.2056
"781" "Scaffold_10425" "1000001" "2e+06" 1.3596
"782" "Scaffold_10425" "2000001" "3e+06" 3.0182
"783" "Scaffold_10425" "3000001" "4e+06" 8.8011
"784" "Scaffold_10425" "4000001" "5e+06" 2.2268
"785" "Scaffold_10425" "5000001" "6e+06" 6.2285
"786" "Scaffold_10425" "6000001" "7e+06" 6.1579
"787" "Scaffold_10425" "7000001" "8e+06" 6.8031
"788" "Scaffold_10425" "8000001" "9e+06" 6.7873
"789" "Scaffold_10425" "9000001" "1e+07" 6.1245
"790" "Scaffold_10425" "10000001" "1.1e+07" 11.3577
"791" "Scaffold_10425" "11000001" "1.2e+07" 9.7886
"792" "Scaffold_10425" "12000001" "1.3e+07" 12.8485
"793" "Scaffold_10425" "13000001" "1.4e+07" 19.7368
"794" "Scaffold_10425" "14000001" "1.5e+07" 23.1357
"795" "Scaffold_10425" "15000001" "1.6e+07" 11.1807
"796" "Scaffold_10425" "16000001" "1.7e+07" 12.1538
"797" "Scaffold_10425" "17000001" "1.8e+07" 7.4818
"798" "Scaffold_10425" "18000001" "1.9e+07" 8.207
"799" "Scaffold_10425" "19000001" "2e+07" 10.9554
"800" "Scaffold_10425" "20000001" "2.1e+07" 10.0965
"801" "Scaffold_10425" "21000001" "2.2e+07" 7.0391
"802" "Scaffold_10425" "22000001" "2.3e+07" 8.977
"803" "Scaffold_10425" "23000001" "2.4e+07" 10.7515
"804" "Scaffold_10425" "24000001" "2.5e+07" 8.8141
"805" "Scaffold_10425" "25000001" "2.6e+07" 5.5801
"806" "Scaffold_10425" "26000001" "2.7e+07" 4.9453
"807" "Scaffold_10425" "27000001" "2.8e+07" 4.484
"808" "Scaffold_10425" "28000001" "2.9e+07" 2.5749
"809" "Scaffold_10428" "1" "1e+06" 8.0495
"810" "Scaffold_10428" "1000001" "2e+06" 5.4129
"811" "Scaffold_10428" "2000001" "3e+06" 0.7151
"812" "Scaffold_10428" "3000001" "4e+06" 4.4602
"813" "Scaffold_10428" "4000001" "5e+06" 4.1394
"814" "Scaffold_10428" "5000001" "6e+06" 10.5241
"815" "Scaffold_10428" "6000001" "7e+06" 17.189
"816" "Scaffold_10428" "7000001" "8e+06" 14.6973
"817" "Scaffold_10428" "8000001" "9e+06" 15.3848
"818" "Scaffold_10428" "9000001" "1e+07" 9.7499
"819" "Scaffold_10428" "10000001" "1.1e+07" 5.356
"820" "Scaffold_10428" "11000001" "1.2e+07" 10.035
"821" "Scaffold_10428" "12000001" "1.3e+07" 12.4593
"822" "Scaffold_10428" "13000001" "1.4e+07" 14.6364
"823" "Scaffold_10428" "14000001" "1.5e+07" 19.0452
"824" "Scaffold_10428" "15000001" "1.6e+07" 7.4998
"825" "Scaffold_10428" "16000001" "1.7e+07" 6.2146
"826" "Scaffold_10428" "17000001" "1.8e+07" 4.0651
"827" "Scaffold_10428" "18000001" "1.9e+07" 11.7573
"828" "Scaffold_10428" "19000001" "2e+07" 17.4137
"829" "Scaffold_10428" "20000001" "2.1e+07" 6.9836
"830" "Scaffold_10428" "21000001" "2.2e+07" 9.6149
"831" "Scaffold_10428" "22000001" "2.3e+07" 13.2854
"832" "Scaffold_10428" "23000001" "2.4e+07" 8.7553
"833" "Scaffold_10428" "24000001" "2.5e+07" 9.384
"834" "Scaffold_10428" "25000001" "2.6e+07" 6.5473
"835" "Scaffold_10428" "26000001" "2.7e+07" 0.0348
"836" "Scaffold_10433" "1" "1e+06" 2.3507
"837" "Scaffold_10433" "1000001" "2e+06" 1.2811
"838" "Scaffold_10433" "2000001" "3e+06" 1.9485
"839" "Scaffold_10433" "3000001" "4e+06" 7.1916
"840" "Scaffold_10433" "4000001" "5e+06" 10.3931
"841" "Scaffold_10433" "5000001" "6e+06" 12.8632
"842" "Scaffold_10433" "6000001" "7e+06" 10.0854
"843" "Scaffold_10433" "7000001" "8e+06" 8.1908
"844" "Scaffold_10433" "8000001" "9e+06" 11.5622
"845" "Scaffold_10433" "9000001" "1e+07" 11.745
"846" "Scaffold_10433" "10000001" "1.1e+07" 6.5083
"847" "Scaffold_10433" "11000001" "1.2e+07" 10.5928
"848" "Scaffold_10433" "12000001" "1.3e+07" 6.1267
"849" "Scaffold_10433" "13000001" "1.4e+07" 5.5407
"850" "Scaffold_10433" "14000001" "1.5e+07" 2.5231
"851" "Scaffold_10433" "15000001" "1.6e+07" 4.3713
"852" "Scaffold_10433" "16000001" "1.7e+07" 1.5062
"853" "Scaffold_10433" "17000001" "1.8e+07" 3.7532
"854" "Scaffold_10433" "18000001" "1.9e+07" 2.7222
"855" "Scaffold_10433" "19000001" "2e+07" 3.6344
"856" "Scaffold_10433" "20000001" "2.1e+07" 0.8888
"857" "Scaffold_612" "1" "1e+06" 1.7687
"858" "Scaffold_612" "1000001" "2e+06" 4.6984
"859" "Scaffold_612" "2000001" "3e+06" 2.8904
"860" "Scaffold_612" "3000001" "4e+06" 4.5844
"861" "Scaffold_612" "4000001" "5e+06" 4.2287
"862" "Scaffold_612" "5000001" "6e+06" 12.0669
"863" "Scaffold_612" "6000001" "7e+06" 7.4163
"864" "Scaffold_612" "7000001" "8e+06" 9.8693
"865" "Scaffold_612" "8000001" "9e+06" 7.2142
"866" "Scaffold_612" "9000001" "1e+07" 7.7447
"867" "Scaffold_612" "10000001" "1.1e+07" 9.816
"868" "Scaffold_612" "11000001" "1.2e+07" 5.0047
"869" "Scaffold_612" "12000001" "1.3e+07" 16.653
"870" "Scaffold_612" "13000001" "1.4e+07" 4.6218
"871" "Scaffold_612" "14000001" "1.5e+07" 3.0191
"872" "Scaffold_612" "15000001" "1.6e+07" 3.5779
"873" "Scaffold_612" "16000001" "1.7e+07" 1.5746
"874" "Scaffold_612" "17000001" "1.8e+07" 4.0716
"875" "Scaffold_612" "18000001" "1.9e+07" 0.0536
"876" "Scaffold_10430" "1" "1e+06" 3.5968
"877" "Scaffold_10430" "1000001" "2e+06" 6.1252
"878" "Scaffold_10430" "2000001" "3e+06" 7.0641
"879" "Scaffold_10430" "3000001" "4e+06" 8.3591
"880" "Scaffold_10430" "4000001" "5e+06" 11.2034
"881" "Scaffold_10430" "5000001" "6e+06" 9.5573
"882" "Scaffold_10430" "6000001" "7e+06" 7.7928
"883" "Scaffold_10430" "7000001" "8e+06" 13.162
"884" "Scaffold_10430" "8000001" "9e+06" 2.9434
"885" "Scaffold_10430" "9000001" "1e+07" 3.3277
"886" "Scaffold_10430" "10000001" "1.1e+07" 4.0582
"887" "Scaffold_10430" "11000001" "1.2e+07" 1.3807
"888" "Scaffold_10431" "1" "1e+06" 6.3009
"889" "Scaffold_10431" "1000001" "2e+06" 3.4177
"890" "Scaffold_10431" "2000001" "3e+06" 4.8072
"891" "Scaffold_10431" "3000001" "4e+06" 3.955
"892" "Scaffold_10431" "4000001" "5e+06" 6.1634
"893" "Scaffold_10431" "5000001" "6e+06" 2.4091
"894" "Scaffold_10431" "6000001" "7e+06" 2.5681
"895" "Scaffold_10431" "7000001" "8e+06" 0.5365
"896" "Scaffold_10431" "8000001" "9e+06" 1.5823
"897" "Scaffold_10431" "9000001" "1e+07" 1.605
