"chrom" "start_window" "end_window" "percentage_te"
"434" "Scaffold_9938" "41000001" "4.2e+07" "14.4439"
"435" "Scaffold_9938" "42000001" "4.3e+07" "7.595"
"436" "Scaffold_9938" "43000001" "4.4e+07" "8.8105"
"437" "Scaffold_9938" "44000001" "4.5e+07" "8.8539"
"438" "Scaffold_9938" "45000001" "4.6e+07" "5.5424"
"439" "Scaffold_9938" "46000001" "4.7e+07" "8.2889"
"440" "Scaffold_9938" "47000001" "4.8e+07" "6.4258"
"441" "Scaffold_9938" "48000001" "4.9e+07" "3.0298"
"442" "Scaffold_9938" "49000001" "5e+07" "2.9364"
"443" "Scaffold_9938" "50000001" "5.1e+07" "2.8236"
"444" "Scaffold_9938" "51000001" "5.2e+07" "4.3534"
"445" "Scaffold_4582" "1" "1e+06" "3.5475"
"446" "Scaffold_4582" "1000001" "2e+06" "0.4741"
"447" "Scaffold_4582" "2000001" "3e+06" "1.976"
"448" "Scaffold_4582" "3000001" "4e+06" "4.0201"
"449" "Scaffold_4582" "4000001" "5e+06" "5.5165"
"450" "Scaffold_4582" "5000001" "6e+06" "4.5148"
"451" "Scaffold_4582" "6000001" "7e+06" "9.868"
"452" "Scaffold_4582" "7000001" "8e+06" "16.358"
"453" "Scaffold_4582" "8000001" "9e+06" "11.9739"
"454" "Scaffold_4582" "9000001" "1e+07" "12.3248"
"455" "Scaffold_4582" "10000001" "1.1e+07" "16.3883"
"456" "Scaffold_4582" "11000001" "1.2e+07" "12.9076"
"457" "Scaffold_4582" "12000001" "1.3e+07" "5.3051"
"458" "Scaffold_4582" "13000001" "1.4e+07" "15.7267"
"459" "Scaffold_4582" "14000001" "1.5e+07" "13.8727"
"460" "Scaffold_4582" "15000001" "1.6e+07" "13.3875"
"461" "Scaffold_4582" "16000001" "1.7e+07" "7.9812"
"462" "Scaffold_4582" "17000001" "1.8e+07" "10.0598"
"463" "Scaffold_4582" "18000001" "1.9e+07" "9.8896"
"464" "Scaffold_4582" "19000001" "2e+07" "17.9364"
"465" "Scaffold_4582" "20000001" "2.1e+07" "9.3278"
"466" "Scaffold_4582" "21000001" "2.2e+07" "6.3871"
"467" "Scaffold_4582" "22000001" "2.3e+07" "16.5335"
"468" "Scaffold_4582" "23000001" "2.4e+07" "18.1348"
"469" "Scaffold_4582" "24000001" "2.5e+07" "12.3231"
"470" "Scaffold_4582" "25000001" "2.6e+07" "6.406"
"471" "Scaffold_4582" "26000001" "2.7e+07" "13.9354"
"472" "Scaffold_4582" "27000001" "2.8e+07" "10.3406"
"473" "Scaffold_4582" "28000001" "2.9e+07" "13.2947"
"474" "Scaffold_4582" "29000001" "3e+07" "12.2602"
"475" "Scaffold_4582" "30000001" "3.1e+07" "6.6292"
"476" "Scaffold_4582" "31000001" "3.2e+07" "13.1882"
"477" "Scaffold_4582" "32000001" "3.3e+07" "13.0625"
"478" "Scaffold_4582" "33000001" "3.4e+07" "13.2696"
"479" "Scaffold_4582" "34000001" "3.5e+07" "8.3004"
"480" "Scaffold_4582" "35000001" "3.6e+07" "19.3632"
"481" "Scaffold_4582" "36000001" "3.7e+07" "17.0114"
"482" "Scaffold_4582" "37000001" "3.8e+07" "10.8757"
"483" "Scaffold_4582" "38000001" "3.9e+07" "11.6518"
"484" "Scaffold_4582" "39000001" "4e+07" "18.8429"
"485" "Scaffold_4582" "40000001" "4.1e+07" "11.2813"
"486" "Scaffold_4582" "41000001" "4.2e+07" "15.1716"
"487" "Scaffold_4582" "42000001" "4.3e+07" "15.2597"
"488" "Scaffold_4582" "43000001" "4.4e+07" "14.2958"
"489" "Scaffold_4582" "44000001" "4.5e+07" "5.3978"
"490" "Scaffold_4582" "45000001" "4.6e+07" "7.9424"
"491" "Scaffold_4582" "46000001" "4.7e+07" "10.6778"
"492" "Scaffold_4582" "47000001" "4.8e+07" "5.1646"
"493" "Scaffold_4582" "48000001" "4.9e+07" "4.1546"
"494" "Scaffold_4582" "49000001" "5e+07" "1.9252"
"495" "Scaffold_4582" "50000001" "5.1e+07" "2.7507"
"496" "Scaffold_7805" "1" "1e+06" "0.6167"
"497" "Scaffold_7805" "1000001" "2e+06" "1.7515"
"498" "Scaffold_7805" "2000001" "3e+06" "4.1022"
"499" "Scaffold_7805" "3000001" "4e+06" "3.1473"
"500" "Scaffold_7805" "4000001" "5e+06" "9.3027"
"501" "Scaffold_7805" "5000001" "6e+06" "5.5113"
"502" "Scaffold_7805" "6000001" "7e+06" "10.2245"
"503" "Scaffold_7805" "7000001" "8e+06" "6.1688"
"504" "Scaffold_7805" "8000001" "9e+06" "11.7428"
"505" "Scaffold_7805" "9000001" "1e+07" "4.9297"
"506" "Scaffold_7805" "10000001" "1.1e+07" "9.0089"
"507" "Scaffold_7805" "11000001" "1.2e+07" "10.8694"
"508" "Scaffold_7805" "12000001" "1.3e+07" "17.9562"
"509" "Scaffold_7805" "13000001" "1.4e+07" "22.2425"
"510" "Scaffold_7805" "14000001" "1.5e+07" "6.7859"
"511" "Scaffold_7805" "15000001" "1.6e+07" "11.694"
"512" "Scaffold_7805" "16000001" "1.7e+07" "13.0445"
"513" "Scaffold_7805" "17000001" "1.8e+07" "6.1775"
"514" "Scaffold_7805" "18000001" "1.9e+07" "14.8336"
"515" "Scaffold_7805" "19000001" "2e+07" "12.4555"
"516" "Scaffold_7805" "20000001" "2.1e+07" "9.9345"
"517" "Scaffold_7805" "21000001" "2.2e+07" "8.2676"
"518" "Scaffold_7805" "22000001" "2.3e+07" "5.7626"
"519" "Scaffold_7805" "23000001" "2.4e+07" "13.3802"
"520" "Scaffold_7805" "24000001" "2.5e+07" "11.5974"
"521" "Scaffold_7805" "25000001" "2.6e+07" "6.7789"
"522" "Scaffold_7805" "26000001" "2.7e+07" "10.5559"
"523" "Scaffold_7805" "27000001" "2.8e+07" "13.8421"
"524" "Scaffold_7805" "28000001" "2.9e+07" "13.0622"
"525" "Scaffold_7805" "29000001" "3e+07" "14.7367"
"526" "Scaffold_7805" "30000001" "3.1e+07" "9.2812"
"527" "Scaffold_7805" "31000001" "3.2e+07" "11.8869"
"528" "Scaffold_7805" "32000001" "3.3e+07" "9.8926"
"529" "Scaffold_7805" "33000001" "3.4e+07" "13.1458"
"530" "Scaffold_7805" "34000001" "3.5e+07" "11.1818"
"531" "Scaffold_7805" "35000001" "3.6e+07" "14.8252"
"532" "Scaffold_7805" "36000001" "3.7e+07" "7.5153"
"533" "Scaffold_7805" "37000001" "3.8e+07" "8.363"
"534" "Scaffold_7805" "38000001" "3.9e+07" "10.545"
"535" "Scaffold_7805" "39000001" "4e+07" "10.0347"
"536" "Scaffold_7805" "40000001" "4.1e+07" "6.9984"
"537" "Scaffold_7805" "41000001" "4.2e+07" "12.6649"
"538" "Scaffold_7805" "42000001" "4.3e+07" "11.0046"
"539" "Scaffold_7805" "43000001" "4.4e+07" "7.3797"
"540" "Scaffold_7805" "44000001" "4.5e+07" "8.5886"
"541" "Scaffold_7805" "45000001" "4.6e+07" "8.3014"
"542" "Scaffold_7805" "46000001" "4.7e+07" "3.0287"
"543" "Scaffold_7805" "47000001" "4.8e+07" "2.2185"
"544" "Scaffold_7805" "48000001" "4.9e+07" "0.066"
"545" "Scaffold_269" "1" "1e+06" "1.1481"
"546" "Scaffold_269" "1000001" "2e+06" "1.8386"
"547" "Scaffold_269" "2000001" "3e+06" "2.0998"
"548" "Scaffold_269" "3000001" "4e+06" "4.1852"
"549" "Scaffold_269" "4000001" "5e+06" "11.0413"
"550" "Scaffold_269" "5000001" "6e+06" "15.9274"
"551" "Scaffold_269" "6000001" "7e+06" "8.4357"
"552" "Scaffold_269" "7000001" "8e+06" "6.6285"
"553" "Scaffold_269" "8000001" "9e+06" "9.4382"
"554" "Scaffold_269" "9000001" "1e+07" "11.217"
"555" "Scaffold_269" "10000001" "1.1e+07" "7.3344"
"556" "Scaffold_269" "11000001" "1.2e+07" "8.8919"
"557" "Scaffold_269" "12000001" "1.3e+07" "12.2757"
"558" "Scaffold_269" "13000001" "1.4e+07" "8.313"
"559" "Scaffold_269" "14000001" "1.5e+07" "7.2911"
"560" "Scaffold_269" "15000001" "1.6e+07" "15.3315"
"561" "Scaffold_269" "16000001" "1.7e+07" "6.5135"
"562" "Scaffold_269" "17000001" "1.8e+07" "11.9562"
"563" "Scaffold_269" "18000001" "1.9e+07" "12.5844"
"564" "Scaffold_269" "19000001" "2e+07" "11.024"
"565" "Scaffold_269" "20000001" "2.1e+07" "6.4218"
"566" "Scaffold_269" "21000001" "2.2e+07" "14.4584"
"567" "Scaffold_269" "22000001" "2.3e+07" "16.3643"
"568" "Scaffold_269" "23000001" "2.4e+07" "12.3647"
"569" "Scaffold_269" "24000001" "2.5e+07" "9.2026"
"570" "Scaffold_269" "25000001" "2.6e+07" "8.0658"
"571" "Scaffold_269" "26000001" "2.7e+07" "7.2798"
"572" "Scaffold_269" "27000001" "2.8e+07" "15.616"
"573" "Scaffold_269" "28000001" "2.9e+07" "10.1422"
"574" "Scaffold_269" "29000001" "3e+07" "11.359"
"575" "Scaffold_269" "30000001" "3.1e+07" "11.6541"
"576" "Scaffold_269" "31000001" "3.2e+07" "11.7384"
"577" "Scaffold_269" "32000001" "3.3e+07" "12.0294"
"578" "Scaffold_269" "33000001" "3.4e+07" "10.6961"
"579" "Scaffold_269" "34000001" "3.5e+07" "11.9414"
"580" "Scaffold_269" "35000001" "3.6e+07" "20.5898"
"581" "Scaffold_269" "36000001" "3.7e+07" "16.5319"
"582" "Scaffold_269" "37000001" "3.8e+07" "9.9795"
"583" "Scaffold_269" "38000001" "3.9e+07" "15.4374"
"584" "Scaffold_269" "39000001" "4e+07" "11.0272"
"585" "Scaffold_269" "40000001" "4.1e+07" "14.2658"
"586" "Scaffold_269" "41000001" "4.2e+07" "12.9097"
"587" "Scaffold_269" "42000001" "4.3e+07" "4.278"
"588" "Scaffold_269" "43000001" "4.4e+07" "6.3299"
"589" "Scaffold_269" "44000001" "4.5e+07" "2.0585"
"590" "Scaffold_269" "45000001" "4.6e+07" "0.8567"
"591" "Scaffold_6112" "1" "1e+06" "4.2479"
"592" "Scaffold_6112" "1000001" "2e+06" "1.7079"
"593" "Scaffold_6112" "2000001" "3e+06" "1.6249"
"594" "Scaffold_6112" "3000001" "4e+06" "2.2377"
"595" "Scaffold_6112" "4000001" "5e+06" "7.5966"
"596" "Scaffold_6112" "5000001" "6e+06" "7.7124"
"597" "Scaffold_6112" "6000001" "7e+06" "5.6292"
"598" "Scaffold_6112" "7000001" "8e+06" "7.478"
"599" "Scaffold_6112" "8000001" "9e+06" "7.3506"
"600" "Scaffold_6112" "9000001" "1e+07" "12.0351"
"601" "Scaffold_6112" "10000001" "1.1e+07" "9.6319"
"602" "Scaffold_6112" "11000001" "1.2e+07" "10.9806"
"603" "Scaffold_6112" "12000001" "1.3e+07" "7.1127"
"604" "Scaffold_6112" "13000001" "1.4e+07" "15.9897"
"605" "Scaffold_6112" "14000001" "1.5e+07" "13.3587"
"606" "Scaffold_6112" "15000001" "1.6e+07" "8.8698"
"607" "Scaffold_6112" "16000001" "1.7e+07" "7.4609"
"608" "Scaffold_6112" "17000001" "1.8e+07" "12.3143"
"609" "Scaffold_6112" "18000001" "1.9e+07" "10.0341"
"610" "Scaffold_6112" "19000001" "2e+07" "8.9679"
"611" "Scaffold_6112" "20000001" "2.1e+07" "9.2407"
"612" "Scaffold_6112" "21000001" "2.2e+07" "10.9995"
"613" "Scaffold_6112" "22000001" "2.3e+07" "14.8643"
"614" "Scaffold_6112" "23000001" "2.4e+07" "11.5694"
"615" "Scaffold_6112" "24000001" "2.5e+07" "7.1678"
"616" "Scaffold_6112" "25000001" "2.6e+07" "6.969"
"617" "Scaffold_6112" "26000001" "2.7e+07" "7.7724"
"618" "Scaffold_6112" "27000001" "2.8e+07" "10.6591"
"619" "Scaffold_6112" "28000001" "2.9e+07" "8.2267"
"620" "Scaffold_6112" "29000001" "3e+07" "12.838"
"621" "Scaffold_6112" "30000001" "3.1e+07" "8.3982"
"622" "Scaffold_6112" "31000001" "3.2e+07" "12.352"
"623" "Scaffold_6112" "32000001" "3.3e+07" "4.5901"
"624" "Scaffold_6112" "33000001" "3.4e+07" "7.6112"
"625" "Scaffold_6112" "34000001" "3.5e+07" "17.4241"
"626" "Scaffold_6112" "35000001" "3.6e+07" "10.3226"
"627" "Scaffold_6112" "36000001" "3.7e+07" "10.5426"
"628" "Scaffold_6112" "37000001" "3.8e+07" "6.7377"
"629" "Scaffold_6112" "38000001" "3.9e+07" "9.5601"
"630" "Scaffold_6112" "39000001" "4e+07" "5.8507"
"631" "Scaffold_6112" "40000001" "4.1e+07" "6.8151"
"632" "Scaffold_6112" "41000001" "4.2e+07" "7.9241"
"633" "Scaffold_6112" "42000001" "4.3e+07" "2.4293"
"634" "Scaffold_6112" "43000001" "4.4e+07" "1.6281"
"635" "Scaffold_10423" "1" "1e+06" "3.1444"
"636" "Scaffold_10423" "1000001" "2e+06" "3.6268"
"637" "Scaffold_10423" "2000001" "3e+06" "5.6264"
"638" "Scaffold_10423" "3000001" "4e+06" "7.6569"
"639" "Scaffold_10423" "4000001" "5e+06" "10.9259"
"640" "Scaffold_10423" "5000001" "6e+06" "6.4356"
"641" "Scaffold_10423" "6000001" "7e+06" "17.0371"
"642" "Scaffold_10423" "7000001" "8e+06" "9.4819"
"643" "Scaffold_10423" "8000001" "9e+06" "9.8451"
"644" "Scaffold_10423" "9000001" "1e+07" "13.6366"
"645" "Scaffold_10423" "10000001" "1.1e+07" "15.5964"
"646" "Scaffold_10423" "11000001" "1.2e+07" "17.6526"
"647" "Scaffold_10423" "12000001" "1.3e+07" "10.5322"
"648" "Scaffold_10423" "13000001" "1.4e+07" "15.4777"
"649" "Scaffold_10423" "14000001" "1.5e+07" "7.4938"
"650" "Scaffold_10423" "15000001" "1.6e+07" "15.0277"
"651" "Scaffold_10423" "16000001" "1.7e+07" "12.1671"
"652" "Scaffold_10423" "17000001" "1.8e+07" "11.8169"
"653" "Scaffold_10423" "18000001" "1.9e+07" "7.6956"
"654" "Scaffold_10423" "19000001" "2e+07" "10.5329"
"655" "Scaffold_10423" "20000001" "2.1e+07" "7.1128"
"656" "Scaffold_10423" "21000001" "2.2e+07" "19.8732"
"657" "Scaffold_10423" "22000001" "2.3e+07" "12.5292"
"658" "Scaffold_10423" "23000001" "2.4e+07" "8.0197"
"659" "Scaffold_10423" "24000001" "2.5e+07" "19.5302"
"660" "Scaffold_10423" "25000001" "2.6e+07" "8.6849"
"661" "Scaffold_10423" "26000001" "2.7e+07" "9.8102"
"662" "Scaffold_10423" "27000001" "2.8e+07" "11.0887"
"663" "Scaffold_10423" "28000001" "2.9e+07" "11.8703"
"664" "Scaffold_10423" "29000001" "3e+07" "18.3639"
"665" "Scaffold_10423" "30000001" "3.1e+07" "14.9471"
"666" "Scaffold_10423" "31000001" "3.2e+07" "15.6297"
"667" "Scaffold_10423" "32000001" "3.3e+07" "7.5685"
"668" "Scaffold_10423" "33000001" "3.4e+07" "8.0964"
"669" "Scaffold_10423" "34000001" "3.5e+07" "2.6188"
"670" "Scaffold_10423" "35000001" "3.6e+07" "6.4144"
"671" "Scaffold_10423" "36000001" "3.7e+07" "3.7472"
"672" "Scaffold_10423" "37000001" "3.8e+07" "2.377"
"673" "Scaffold_10423" "38000001" "3.9e+07" "9.7048"
"674" "Scaffold_10423" "39000001" "4e+07" "3.2016"
"675" "Scaffold_7317" "1" "1e+06" "0.6822"
"676" "Scaffold_7317" "1000001" "2e+06" "4.4765"
"677" "Scaffold_7317" "2000001" "3e+06" "0.6754"
"678" "Scaffold_7317" "3000001" "4e+06" "3.0118"
"679" "Scaffold_7317" "4000001" "5e+06" "6.4068"
"680" "Scaffold_7317" "5000001" "6e+06" "8.8144"
"681" "Scaffold_7317" "6000001" "7e+06" "6.996"
"682" "Scaffold_7317" "7000001" "8e+06" "6.4573"
"683" "Scaffold_7317" "8000001" "9e+06" "8.7144"
"684" "Scaffold_7317" "9000001" "1e+07" "16.4291"
"685" "Scaffold_7317" "10000001" "1.1e+07" "11.0144"
"686" "Scaffold_7317" "11000001" "1.2e+07" "11.3522"
"687" "Scaffold_7317" "12000001" "1.3e+07" "11.5846"
"688" "Scaffold_7317" "13000001" "1.4e+07" "17.4999"
"689" "Scaffold_7317" "14000001" "1.5e+07" "11.0284"
"690" "Scaffold_7317" "15000001" "1.6e+07" "8.4652"
"691" "Scaffold_7317" "16000001" "1.7e+07" "14.13"
"692" "Scaffold_7317" "17000001" "1.8e+07" "12.9551"
"693" "Scaffold_7317" "18000001" "1.9e+07" "9.951"
"694" "Scaffold_7317" "19000001" "2e+07" "15.3611"
"695" "Scaffold_7317" "20000001" "2.1e+07" "5.6031"
"696" "Scaffold_7317" "21000001" "2.2e+07" "13.3546"
"697" "Scaffold_7317" "22000001" "2.3e+07" "13.4922"
"698" "Scaffold_7317" "23000001" "2.4e+07" "14.1867"
"699" "Scaffold_7317" "24000001" "2.5e+07" "9.8907"
"700" "Scaffold_7317" "25000001" "2.6e+07" "8.0856"
"701" "Scaffold_7317" "26000001" "2.7e+07" "6.8305"
"702" "Scaffold_7317" "27000001" "2.8e+07" "4.426"
"703" "Scaffold_7317" "28000001" "2.9e+07" "6.0763"
"704" "Scaffold_7317" "29000001" "3e+07" "3.389"
"705" "Scaffold_7317" "30000001" "3.1e+07" "3.7514"
"706" "Scaffold_7317" "31000001" "3.2e+07" "7.7733"
"707" "Scaffold_7317" "32000001" "3.3e+07" "4.3512"
"708" "Scaffold_7317" "33000001" "3.4e+07" "2.9921"
"709" "Scaffold_7317" "34000001" "3.5e+07" "2.0542"
"710" "Scaffold_7317" "35000001" "3.6e+07" "1.9658"
"711" "Scaffold_7317" "36000001" "3.7e+07" "0.3055"
"712" "Scaffold_7317" "37000001" "3.8e+07" "2.159"
"713" "Scaffold_7317" "38000001" "3.9e+07" "5.1937"
"714" "Scaffold_4198" "1" "1e+06" "5.9927"
"715" "Scaffold_4198" "1000001" "2e+06" "5.6937"
"716" "Scaffold_4198" "2000001" "3e+06" "7.3148"
"717" "Scaffold_4198" "3000001" "4e+06" "3.6323"
"718" "Scaffold_4198" "4000001" "5e+06" "3.6304"
"719" "Scaffold_4198" "5000001" "6e+06" "8.9601"
"720" "Scaffold_4198" "6000001" "7e+06" "2.6264"
"721" "Scaffold_4198" "7000001" "8e+06" "9.4784"
"722" "Scaffold_4198" "8000001" "9e+06" "8.0259"
"723" "Scaffold_4198" "9000001" "1e+07" "13.0567"
"724" "Scaffold_4198" "10000001" "1.1e+07" "8.1415"
"725" "Scaffold_4198" "11000001" "1.2e+07" "5.3274"
"726" "Scaffold_4198" "12000001" "1.3e+07" "11.5804"
"727" "Scaffold_4198" "13000001" "1.4e+07" "21.8415"
"728" "Scaffold_4198" "14000001" "1.5e+07" "12.5187"
"729" "Scaffold_4198" "15000001" "1.6e+07" "11.9709"
"730" "Scaffold_4198" "16000001" "1.7e+07" "11.8735"
"731" "Scaffold_4198" "17000001" "1.8e+07" "12.511"
"732" "Scaffold_4198" "18000001" "1.9e+07" "11.5559"
"733" "Scaffold_4198" "19000001" "2e+07" "12.7696"
"734" "Scaffold_4198" "20000001" "2.1e+07" "5.2197"
"735" "Scaffold_4198" "21000001" "2.2e+07" "7.6599"
"736" "Scaffold_4198" "22000001" "2.3e+07" "15.1236"
"737" "Scaffold_4198" "23000001" "2.4e+07" "6.1119"
"738" "Scaffold_4198" "24000001" "2.5e+07" "11.0253"
"739" "Scaffold_4198" "25000001" "2.6e+07" "14.9159"
"740" "Scaffold_4198" "26000001" "2.7e+07" "11.9831"
"741" "Scaffold_4198" "27000001" "2.8e+07" "7.8184"
"742" "Scaffold_4198" "28000001" "2.9e+07" "12.3551"
"743" "Scaffold_4198" "29000001" "3e+07" "11.8423"
"744" "Scaffold_4198" "30000001" "3.1e+07" "20.0475"
"745" "Scaffold_4198" "31000001" "3.2e+07" "10.7949"
"746" "Scaffold_4198" "32000001" "3.3e+07" "2.8691"
"747" "Scaffold_4198" "33000001" "3.4e+07" "4.5244"
"748" "Scaffold_4198" "34000001" "3.5e+07" "1.0301"
"749" "Scaffold_7315" "1" "1e+06" "5.187"
"750" "Scaffold_7315" "1000001" "2e+06" "5.3334"
"751" "Scaffold_7315" "2000001" "3e+06" "6.7114"
"752" "Scaffold_7315" "3000001" "4e+06" "12.9491"
"753" "Scaffold_7315" "4000001" "5e+06" "5.5372"
"754" "Scaffold_7315" "5000001" "6e+06" "11.6146"
"755" "Scaffold_7315" "6000001" "7e+06" "16.3322"
"756" "Scaffold_7315" "7000001" "8e+06" "10.8235"
"757" "Scaffold_7315" "8000001" "9e+06" "12.9543"
"758" "Scaffold_7315" "9000001" "1e+07" "18.0072"
"759" "Scaffold_7315" "10000001" "1.1e+07" "13.9282"
"760" "Scaffold_7315" "11000001" "1.2e+07" "14.2574"
"761" "Scaffold_7315" "12000001" "1.3e+07" "15.0815"
"762" "Scaffold_7315" "13000001" "1.4e+07" "12.4463"
"763" "Scaffold_7315" "14000001" "1.5e+07" "16.3132"
"764" "Scaffold_7315" "15000001" "1.6e+07" "10.658"
"765" "Scaffold_7315" "16000001" "1.7e+07" "12.1857"
"766" "Scaffold_7315" "17000001" "1.8e+07" "9.3438"
"767" "Scaffold_7315" "18000001" "1.9e+07" "5.0073"
"768" "Scaffold_7315" "19000001" "2e+07" "16.0109"
"769" "Scaffold_7315" "20000001" "2.1e+07" "12.7402"
"770" "Scaffold_7315" "21000001" "2.2e+07" "15.2509"
"771" "Scaffold_7315" "22000001" "2.3e+07" "15.3828"
"772" "Scaffold_7315" "23000001" "2.4e+07" "14.8236"
"773" "Scaffold_7315" "24000001" "2.5e+07" "7.5936"
"774" "Scaffold_7315" "25000001" "2.6e+07" "6.8754"
"775" "Scaffold_7315" "26000001" "2.7e+07" "5.285"
"776" "Scaffold_7315" "27000001" "2.8e+07" "1.0881"
"777" "Scaffold_7315" "28000001" "2.9e+07" "2.5425"
"778" "Scaffold_7315" "29000001" "3e+07" "2.8834"
"779" "Scaffold_7315" "30000001" "3.1e+07" "1.6054"
"780" "Scaffold_10425" "1" "1e+06" "9.2026"
"781" "Scaffold_10425" "1000001" "2e+06" "1.3584"
"782" "Scaffold_10425" "2000001" "3e+06" "3.0166"
"783" "Scaffold_10425" "3000001" "4e+06" "8.798"
"784" "Scaffold_10425" "4000001" "5e+06" "2.2252"
"785" "Scaffold_10425" "5000001" "6e+06" "6.2264"
"786" "Scaffold_10425" "6000001" "7e+06" "6.1557"
"787" "Scaffold_10425" "7000001" "8e+06" "6.8"
"788" "Scaffold_10425" "8000001" "9e+06" "6.7847"
"789" "Scaffold_10425" "9000001" "1e+07" "6.1221"
"790" "Scaffold_10425" "10000001" "1.1e+07" "11.3543"
"791" "Scaffold_10425" "11000001" "1.2e+07" "10.6547"
"792" "Scaffold_10425" "12000001" "1.3e+07" "13.617"
"793" "Scaffold_10425" "13000001" "1.4e+07" "19.7309"
"794" "Scaffold_10425" "14000001" "1.5e+07" "23.961"
"795" "Scaffold_10425" "15000001" "1.6e+07" "11.1772"
"796" "Scaffold_10425" "16000001" "1.7e+07" "12.7884"
"797" "Scaffold_10425" "17000001" "1.8e+07" "7.4793"
"798" "Scaffold_10425" "18000001" "1.9e+07" "8.2038"
"799" "Scaffold_10425" "19000001" "2e+07" "10.9517"
"800" "Scaffold_10425" "20000001" "2.1e+07" "10.0931"
"801" "Scaffold_10425" "21000001" "2.2e+07" "7.0368"
"802" "Scaffold_10425" "22000001" "2.3e+07" "8.9731"
"803" "Scaffold_10425" "23000001" "2.4e+07" "10.7464"
"804" "Scaffold_10425" "24000001" "2.5e+07" "8.8108"
"805" "Scaffold_10425" "25000001" "2.6e+07" "5.5776"
"806" "Scaffold_10425" "26000001" "2.7e+07" "4.9433"
"807" "Scaffold_10425" "27000001" "2.8e+07" "4.7371"
"808" "Scaffold_10425" "28000001" "2.9e+07" "2.5733"
"809" "Scaffold_10428" "1" "1e+06" "8.0475"
"810" "Scaffold_10428" "1000001" "2e+06" "5.4105"
"811" "Scaffold_10428" "2000001" "3e+06" "0.7144"
"812" "Scaffold_10428" "3000001" "4e+06" "4.4585"
"813" "Scaffold_10428" "4000001" "5e+06" "4.1372"
"814" "Scaffold_10428" "5000001" "6e+06" "11.0692"
"815" "Scaffold_10428" "6000001" "7e+06" "18.644"
"816" "Scaffold_10428" "7000001" "8e+06" "14.6931"
"817" "Scaffold_10428" "8000001" "9e+06" "15.3798"
"818" "Scaffold_10428" "9000001" "1e+07" "9.7467"
"819" "Scaffold_10428" "10000001" "1.1e+07" "5.3542"
"820" "Scaffold_10428" "11000001" "1.2e+07" "10.0322"
"821" "Scaffold_10428" "12000001" "1.3e+07" "12.4557"
"822" "Scaffold_10428" "13000001" "1.4e+07" "14.6321"
"823" "Scaffold_10428" "14000001" "1.5e+07" "20.0268"
"824" "Scaffold_10428" "15000001" "1.6e+07" "7.4976"
"825" "Scaffold_10428" "16000001" "1.7e+07" "6.3037"
"826" "Scaffold_10428" "17000001" "1.8e+07" "4.8501"
"827" "Scaffold_10428" "18000001" "1.9e+07" "11.7536"
"828" "Scaffold_10428" "19000001" "2e+07" "18.7517"
"829" "Scaffold_10428" "20000001" "2.1e+07" "6.9814"
"830" "Scaffold_10428" "21000001" "2.2e+07" "9.6122"
"831" "Scaffold_10428" "22000001" "2.3e+07" "13.2807"
"832" "Scaffold_10428" "23000001" "2.4e+07" "8.7525"
"833" "Scaffold_10428" "24000001" "2.5e+07" "9.4725"
"834" "Scaffold_10428" "25000001" "2.6e+07" "6.5446"
"835" "Scaffold_10428" "26000001" "2.7e+07" "0.0347"
"836" "Scaffold_10433" "1" "1e+06" "2.3497"
"837" "Scaffold_10433" "1000001" "2e+06" "1.343"
"838" "Scaffold_10433" "2000001" "3e+06" "1.9471"
"839" "Scaffold_10433" "3000001" "4e+06" "7.2972"
"840" "Scaffold_10433" "4000001" "5e+06" "11.1702"
"841" "Scaffold_10433" "5000001" "6e+06" "12.8592"
"842" "Scaffold_10433" "6000001" "7e+06" "11.2774"
"843" "Scaffold_10433" "7000001" "8e+06" "8.3616"
"844" "Scaffold_10433" "8000001" "9e+06" "12.2539"
"845" "Scaffold_10433" "9000001" "1e+07" "11.7411"
"846" "Scaffold_10433" "10000001" "1.1e+07" "6.5058"
"847" "Scaffold_10433" "11000001" "1.2e+07" "10.5894"
"848" "Scaffold_10433" "12000001" "1.3e+07" "6.1785"
"849" "Scaffold_10433" "13000001" "1.4e+07" "5.6055"
"850" "Scaffold_10433" "14000001" "1.5e+07" "2.5219"
"851" "Scaffold_10433" "15000001" "1.6e+07" "4.3694"
"852" "Scaffold_10433" "16000001" "1.7e+07" "1.5052"
"853" "Scaffold_10433" "17000001" "1.8e+07" "4.1422"
"854" "Scaffold_10433" "18000001" "1.9e+07" "2.721"
"855" "Scaffold_10433" "19000001" "2e+07" "3.2426"
"856" "Scaffold_10433" "20000001" "2.1e+07" "0.4978"
"857" "Scaffold_612" "1" "1e+06" "1.7671"
"858" "Scaffold_612" "1000001" "2e+06" "4.6961"
"859" "Scaffold_612" "2000001" "3e+06" "2.8894"
"860" "Scaffold_612" "3000001" "4e+06" "4.5822"
"861" "Scaffold_612" "4000001" "5e+06" "4.2262"
"862" "Scaffold_612" "5000001" "6e+06" "12.1173"
"863" "Scaffold_612" "6000001" "7e+06" "7.4135"
"864" "Scaffold_612" "7000001" "8e+06" "11.0533"
"865" "Scaffold_612" "8000001" "9e+06" "7.212"
"866" "Scaffold_612" "9000001" "1e+07" "7.7416"
"867" "Scaffold_612" "10000001" "1.1e+07" "9.8128"
"868" "Scaffold_612" "11000001" "1.2e+07" "5.0032"
"869" "Scaffold_612" "12000001" "1.3e+07" "16.6482"
