scaffold	length	orthocount_all	orthocount_one	ratio	order
Scaffold_855	88869	7	0	0	691
Scaffold_224	88762	2	0	0	692
Scaffold_2098	88703	1	0	0	693
Scaffold_1405	87961	1	0	0	694
Scaffold_231	87713	1	0	0	695
Scaffold_234	87087	2	0	0	696
Scaffold_235	87042	1	0	0	697
Scaffold_570	86083	1	0	0	698
Scaffold_242	85887	1	0	0	699
Scaffold_245	85531	1	0	0	700
Scaffold_247	85231	2	0	0	701
Scaffold_251	84620	8	0	0	702
Scaffold_590	84513	1	0	0	703
Scaffold_252	84409	1	0	0	704
Scaffold_2185	84092	1	0	0	705
Scaffold_802	83966	1	0	0	706
Scaffold_254	83921	4	1	0.25	707
Scaffold_255	83661	1	0	0	708
Scaffold_257	83602	1	0	0	709
Scaffold_1483	83106	2	0	0	710
Scaffold_260	83009	2	0	0	711
Scaffold_263	82773	2	0	0	712
Scaffold_265	82593	1	0	0	713
Scaffold_271	81700	2	0	0	714
Scaffold_707	81579	2	1	0.5	715
Scaffold_272	81563	5	1	0.2	716
Scaffold_273	81463	2	0	0	717
Scaffold_2281	80751	4	0	0	718
Scaffold_1661	80380	1	0	0	719
Scaffold_280	80185	1	0	0	720
Scaffold_281	80164	1	0	0	721
Scaffold_284	79995	1	0	0	722
Scaffold_2259	79936	1	0	0	723
Scaffold_288	79198	2	0	0	724
Scaffold_289	79116	2	1	0.5	725
Scaffold_293	78586	1	0	0	726
Scaffold_298	77612	8	0	0	727
Scaffold_2146	77598	1	0	0	728
Scaffold_299	77549	1	0	0	729
Scaffold_303	77194	1	0	0	730
Scaffold_304	77157	2	0	0	731
Scaffold_305	77103	3	0	0	732
Scaffold_306	77098	2	0	0	733
Scaffold_308	76881	4	0	0	734
Scaffold_313	76148	2	0	0	735
Scaffold_984	76068	3	0	0	736
Scaffold_2017	75745	3	0	0	737
Scaffold_318	75735	1	0	0	738
Scaffold_319	75414	2	0	0	739
Scaffold_323	75109	1	0	0	740
Scaffold_331	73713	2	0	0	741
Scaffold_335	73647	2	0	0	742
Scaffold_334	73620	2	0	0	743
Scaffold_2311	73260	1	0	0	744
Scaffold_340	72243	1	0	0	745
Scaffold_343	71870	1	0	0	746
Scaffold_348	71133	1	0	0	747
Scaffold_350	71042	1	0	0	748
Scaffold_2144	71021	2	0	0	749
Scaffold_8	70371	1	0	0	750
Scaffold_360	70248	1	0	0	751
Scaffold_361	70244	1	0	0	752
Scaffold_362	69936	2	0	0	753
Scaffold_2092	69630	1	0	0	754
Scaffold_1215	69559	2	0	0	755
Scaffold_370	69458	1	0	0	756
Scaffold_372	69252	1	0	0	757
Scaffold_374	69037	3	0	0	758
Scaffold_380	68716	5	0	0	759
Scaffold_381	68605	1	0	0	760
Scaffold_382	68542	1	0	0	761
Scaffold_386	68378	1	0	0	762
Scaffold_389	68088	2	0	0	763
Scaffold_391	67814	2	0	0	764
Scaffold_400	67299	1	0	0	765
Scaffold_403	67174	1	0	0	766
Scaffold_414	66211	3	0	0	767
Scaffold_415	66128	5	0	0	768
Scaffold_416	65891	1	0	0	769
Scaffold_417	65886	1	0	0	770
Scaffold_1610	65287	1	0	0	771
Scaffold_426	65251	1	0	0	772
Scaffold_428	64960	1	0	0	773
Scaffold_429	64885	3	0	0	774
Scaffold_436	64679	5	0	0	775
Scaffold_442	64588	2	0	0	776
Scaffold_441	64564	1	0	0	777
Scaffold_439	64535	1	0	0	778
Scaffold_445	64458	1	0	0	779
Scaffold_449	64275	1	0	0	780
Scaffold_451	64201	1	0	0	781
Scaffold_450	64190	1	0	0	782
Scaffold_455	64018	1	0	0	783
Scaffold_454	64009	1	0	0	784
Scaffold_457	63737	1	0	0	785
Scaffold_459	63367	1	0	0	786
Scaffold_466	62865	1	0	0	787
Scaffold_469	62726	1	0	0	788
Scaffold_471	62660	2	0	0	789
Scaffold_473	62638	4	0	0	790
Scaffold_474	62577	4	0	0	791
Scaffold_479	62400	1	0	0	792
Scaffold_482	62297	3	0	0	793
Scaffold_485	61733	2	0	0	794
Scaffold_487	61685	2	0	0	795
Scaffold_499	60895	1	0	0	796
Scaffold_502	60808	1	0	0	797
Scaffold_2112	60670	1	0	0	798
Scaffold_506	60429	2	0	0	799
Scaffold_509	60348	1	0	0	800
Scaffold_508	60347	1	0	0	801
Scaffold_789	60277	2	0	0	802
Scaffold_511	60262	1	0	0	803
Scaffold_512	60231	1	0	0	804
Scaffold_2309	60205	1	0	0	805
Scaffold_1379	60027	1	0	0	806
Scaffold_515	59915	4	0	0	807
Scaffold_524	59508	1	0	0	808
Scaffold_525	59406	1	0	0	809
Scaffold_526	59322	1	0	0	810
Scaffold_531	59010	1	0	0	811
Scaffold_533	58942	2	1	0.5	812
Scaffold_535	58840	2	0	0	813
Scaffold_537	58715	1	0	0	814
Scaffold_548	58137	1	0	0	815
Scaffold_554	57978	2	0	0	816
Scaffold_2037	57943	3	0	0	817
Scaffold_558	57688	1	0	0	818
Scaffold_559	57679	4	0	0	819
Scaffold_561	57626	1	0	0	820
Scaffold_562	57325	3	0	0	821
Scaffold_564	57235	1	0	0	822
Scaffold_572	56984	1	0	0	823
Scaffold_1289	56746	1	0	0	824
Scaffold_579	56571	2	0	0	825
Scaffold_582	56407	2	0	0	826
Scaffold_584	56283	5	0	0	827
Scaffold_585	56243	1	0	0	828
Scaffold_2194	56239	1	0	0	829
Scaffold_588	56066	1	0	0	830
Scaffold_591	55820	1	0	0	831
Scaffold_2302	55494	1	0	0	832
Scaffold_595	55445	4	0	0	833
Scaffold_599	55197	4	0	0	834
Scaffold_603	55096	1	0	0	835
Scaffold_605	54959	1	0	0	836
Scaffold_606	54957	1	0	0	837
Scaffold_607	54924	1	0	0	838
Scaffold_608	54914	1	0	0	839
Scaffold_2301	54912	1	0	0	840
Scaffold_609	54908	1	0	0	841
Scaffold_2304	54749	1	0	0	842
Scaffold_623	53990	1	0	0	843
Scaffold_626	53886	1	0	0	844
Scaffold_631	53660	2	0	0	845
Scaffold_635	53573	1	0	0	846
Scaffold_637	53472	1	0	0	847
Scaffold_638	53466	1	0	0	848
Scaffold_640	53429	1	0	0	849
Scaffold_641	53372	3	0	0	850
Scaffold_644	53134	2	0	0	851
Scaffold_645	53030	1	0	0	852
Scaffold_647	52951	4	0	0	853
Scaffold_652	52690	1	0	0	854
Scaffold_656	52681	3	0	0	855
Scaffold_657	52552	2	0	0	856
Scaffold_660	52439	1	0	0	857
Scaffold_666	52206	1	0	0	858
Scaffold_683	51559	1	0	0	859
Scaffold_680	51556	2	0	0	860
Scaffold_681	51518	2	0	0	861
Scaffold_684	51272	1	0	0	862
Scaffold_685	51220	1	0	0	863
Scaffold_2051	51061	2	0	0	864
Scaffold_691	50955	5	0	0	865
Scaffold_701	50530	3	0	0	866
Scaffold_703	50458	1	0	0	867
Scaffold_705	50388	2	0	0	868
Scaffold_708	50308	3	0	0	869
Scaffold_714	50106	3	0	0	870
Scaffold_717	50010	1	0	0	871
Scaffold_720	49934	1	0	0	872
Scaffold_722	49844	1	0	0	873
Scaffold_725	49746	2	0	0	874
Scaffold_726	49714	2	0	0	875
Scaffold_731	49388	1	0	0	876
Scaffold_733	49352	2	0	0	877
Scaffold_734	49317	1	0	0	878
Scaffold_738	49137	1	0	0	879
Scaffold_739	49116	2	0	0	880
Scaffold_743	49072	2	0	0	881
Scaffold_745	48960	1	0	0	882
Scaffold_750	48798	1	0	0	883
Scaffold_752	48692	1	0	0	884
Scaffold_756	48366	2	0	0	885
Scaffold_758	48228	1	0	0	886
Scaffold_759	48181	4	0	0	887
Scaffold_763	48118	1	0	0	888
Scaffold_765	48102	3	0	0	889
Scaffold_766	48087	1	0	0	890
Scaffold_767	47944	1	0	0	891
Scaffold_773	47533	1	0	0	892
Scaffold_776	47511	1	0	0	893
Scaffold_779	47307	1	0	0	894
Scaffold_784	47014	1	0	0	895
Scaffold_790	46591	1	0	0	896
Scaffold_796	46357	2	0	0	897
Scaffold_797	46302	2	0	0	898
Scaffold_798	46280	5	0	0	899
Scaffold_804	46008	2	0	0	900
Scaffold_813	45628	1	0	0	901
Scaffold_822	45324	1	0	0	902
Scaffold_825	45224	3	0	0	903
Scaffold_824	45219	1	0	0	904
Scaffold_828	45049	1	0	0	905
Scaffold_829	45039	1	0	0	906
Scaffold_830	44972	1	0	0	907
Scaffold_835	44751	6	0	0	908
Scaffold_840	44358	1	0	0	909
Scaffold_841	44333	1	0	0	910
Scaffold_844	44217	1	0	0	911
Scaffold_847	44000	1	0	0	912
Scaffold_851	43916	1	0	0	913
Scaffold_852	43723	1	0	0	914
Scaffold_858	43525	1	0	0	915
Scaffold_861	43451	1	0	0	916
Scaffold_863	43408	1	0	0	917
Scaffold_867	43297	1	0	0	918
Scaffold_870	43181	1	0	0	919
Scaffold_876	43073	1	0	0	920
Scaffold_874	43058	1	0	0	921
Scaffold_877	43038	1	0	0	922
Scaffold_879	42943	1	0	0	923
Scaffold_2068	42741	1	0	0	924
Scaffold_890	42620	3	0	0	925
Scaffold_894	42475	1	0	0	926
Scaffold_901	42086	1	0	0	927
Scaffold_905	41964	1	0	0	928
Scaffold_909	41879	1	0	0	929
Scaffold_910	41850	1	0	0	930
Scaffold_913	41823	1	0	0	931
Scaffold_911	41822	1	0	0	932
Scaffold_921	41176	2	0	0	933
Scaffold_923	41116	1	0	0	934
Scaffold_924	41051	2	0	0	935
Scaffold_926	40998	4	0	0	936
Scaffold_927	40929	1	0	0	937
Scaffold_931	40843	1	0	0	938
Scaffold_932	40792	2	0	0	939
Scaffold_936	40648	2	0	0	940
Scaffold_942	40529	1	0	0	941
Scaffold_946	40473	1	0	0	942
Scaffold_947	40421	1	0	0	943
Scaffold_2308	40398	1	0	0	944
Scaffold_950	40397	2	0	0	945
Scaffold_953	40307	1	0	0	946
Scaffold_955	40130	2	0	0	947
Scaffold_957	40019	2	0	0	948
Scaffold_958	40007	2	0	0	949
Scaffold_960	39788	2	0	0	950
Scaffold_963	39721	2	0	0	951
Scaffold_962	39713	1	0	0	952
Scaffold_2269	39560	2	0	0	953
Scaffold_976	39202	1	0	0	954
Scaffold_977	39093	1	0	0	955
Scaffold_982	38989	9	0	0	956
Scaffold_987	38817	2	0	0	957
Scaffold_988	38800	2	0	0	958
Scaffold_989	38778	1	0	0	959
Scaffold_996	38652	1	0	0	960
Scaffold_1000	38539	1	0	0	961
Scaffold_1003	38481	1	0	0	962
Scaffold_1009	38197	1	0	0	963
Scaffold_1014	38032	1	0	0	964
Scaffold_1016	37986	1	0	0	965
Scaffold_1017	37984	1	0	0	966
Scaffold_1020	37941	2	0	0	967
Scaffold_1019	37936	3	0	0	968
Scaffold_1021	37935	3	0	0	969
Scaffold_1027	37722	1	0	0	970
Scaffold_1030	37641	2	0	0	971
Scaffold_1031	37604	2	0	0	972
Scaffold_1033	37504	1	1	1	973
Scaffold_1037	37405	2	0	0	974
Scaffold_1049	37235	2	0	0	975
Scaffold_1052	37117	1	0	0	976
Scaffold_1057	36860	1	0	0	977
Scaffold_1059	36807	1	0	0	978
Scaffold_1060	36764	1	0	0	979
Scaffold_1061	36714	1	0	0	980
Scaffold_1063	36668	1	0	0	981
Scaffold_1072	36329	4	0	0	982
Scaffold_1071	36322	1	0	0	983
Scaffold_1076	36102	1	0	0	984
Scaffold_1087	35890	1	0	0	985
Scaffold_1089	35839	1	0	0	986
Scaffold_1105	35629	2	0	0	987
Scaffold_1106	35601	1	0	0	988
Scaffold_1112	35484	1	0	0	989
Scaffold_1117	35376	1	0	0	990
Scaffold_1118	35341	3	0	0	991
Scaffold_1119	35326	1	0	0	992
Scaffold_1121	35222	1	0	0	993
Scaffold_1125	35208	1	0	0	994
Scaffold_1134	34892	1	0	0	995
Scaffold_1135	34877	1	0	0	996
Scaffold_1145	34733	1	0	0	997
Scaffold_1148	34684	1	0	0	998
Scaffold_1150	34665	1	0	0	999
Scaffold_1159	34461	1	0	0	1000
Scaffold_1163	34293	1	0	0	1001
Scaffold_1165	34268	1	0	0	1002
Scaffold_1167	34189	1	0	0	1003
Scaffold_1171	33981	1	0	0	1004
Scaffold_1184	33664	1	0	0	1005
Scaffold_1186	33596	1	0	0	1006
Scaffold_1193	33233	1	0	0	1007
Scaffold_1197	33125	1	0	0	1008
Scaffold_1200	32975	1	0	0	1009
Scaffold_1204	32939	1	0	0	1010
Scaffold_1201	32930	2	0	0	1011
Scaffold_1206	32884	1	0	0	1012
Scaffold_1214	32781	2	0	0	1013
Scaffold_1213	32770	1	0	0	1014
Scaffold_1218	32702	1	0	0	1015
Scaffold_1221	32614	2	0	0	1016
Scaffold_1227	32448	1	0	0	1017
Scaffold_1228	32438	1	0	0	1018
Scaffold_1232	32215	1	0	0	1019
Scaffold_1235	32115	1	0	0	1020
Scaffold_1242	31869	1	0	0	1021
Scaffold_1248	31665	1	0	0	1022
Scaffold_1254	31538	2	0	0	1023
Scaffold_1259	31335	2	0	0	1024
Scaffold_1263	31235	1	0	0	1025
Scaffold_1277	30922	1	0	0	1026
Scaffold_1276	30920	1	0	0	1027
Scaffold_1282	30824	1	0	0	1028
Scaffold_1283	30793	1	0	0	1029
Scaffold_1286	30734	1	0	0	1030
Scaffold_1290	30597	1	0	0	1031
Scaffold_1306	30232	1	0	0	1032
Scaffold_1308	30229	1	0	0	1033
Scaffold_1307	30213	1	0	0	1034
Scaffold_1314	29949	1	0	0	1035
Scaffold_1322	29687	2	0	0	1036
Scaffold_1326	29455	1	0	0	1037
Scaffold_1327	29441	1	0	0	1038
Scaffold_1343	29100	2	0	0	1039
Scaffold_1365	28515	1	0	0	1040
Scaffold_1368	28472	1	0	0	1041
Scaffold_1374	28335	2	0	0	1042
Scaffold_1377	28310	1	0	0	1043
Scaffold_1385	28083	1	0	0	1044
Scaffold_1387	28017	1	0	0	1045
Scaffold_1390	28002	1	0	0	1046
Scaffold_1389	27982	1	0	0	1047
Scaffold_1398	27731	2	1	0.5	1048
Scaffold_1399	27713	1	0	0	1049
Scaffold_1400	27691	1	0	0	1050
Scaffold_1402	27674	1	0	0	1051
Scaffold_1415	27310	1	0	0	1052
Scaffold_1416	27300	2	0	0	1053
Scaffold_1417	27285	3	0	0	1054
Scaffold_2081	27273	1	0	0	1055
Scaffold_1421	27244	1	0	0	1056
Scaffold_1422	27225	1	0	0	1057
Scaffold_1425	27139	1	0	0	1058
Scaffold_1432	26929	1	0	0	1059
Scaffold_1434	26879	1	0	0	1060
Scaffold_1445	26612	1	0	0	1061
Scaffold_1452	26404	1	0	0	1062
Scaffold_1455	26301	2	0	0	1063
Scaffold_1456	26287	1	0	0	1064
Scaffold_1458	26287	2	0	0	1065
Scaffold_1464	26141	1	1	1	1066
Scaffold_1465	26136	2	0	0	1067
Scaffold_1468	26007	2	0	0	1068
Scaffold_1473	25852	1	0	0	1069
Scaffold_1479	25679	1	0	0	1070
Scaffold_1488	25472	1	0	0	1071
Scaffold_1493	25323	1	0	0	1072
Scaffold_1495	25219	1	0	0	1073
Scaffold_1496	25193	1	0	0	1074
Scaffold_1501	25002	1	0	0	1075
Scaffold_1503	24979	1	0	0	1076
Scaffold_1506	24966	2	0	0	1077
Scaffold_1509	24898	1	0	0	1078
Scaffold_1512	24832	1	0	0	1079
Scaffold_1516	24630	1	0	0	1080
Scaffold_1523	24459	1	0	0	1081
Scaffold_1531	24266	1	0	0	1082
Scaffold_1533	24204	2	0	0	1083
Scaffold_1549	23717	2	0	0	1084
Scaffold_1551	23638	1	0	0	1085
Scaffold_1556	23535	1	0	0	1086
Scaffold_1558	23463	1	0	0	1087
Scaffold_1566	23213	1	0	0	1088
Scaffold_1568	23169	1	0	0	1089
Scaffold_1578	22854	1	0	0	1090
Scaffold_1579	22835	1	0	0	1091
Scaffold_1580	22820	1	0	0	1092
Scaffold_1582	22786	1	0	0	1093
Scaffold_1587	22586	1	0	0	1094
Scaffold_1597	22312	1	0	0	1095
Scaffold_1600	22241	1	0	0	1096
Scaffold_1601	22158	1	0	0	1097
Scaffold_1609	21977	2	1	0.5	1098
Scaffold_1612	21916	1	0	0	1099
Scaffold_1615	21829	1	0	0	1100
Scaffold_1617	21650	2	1	0.5	1101
Scaffold_1627	21316	2	0	0	1102
Scaffold_1636	21050	1	0	0	1103
Scaffold_1643	20848	1	0	0	1104
Scaffold_1644	20846	1	0	0	1105
Scaffold_1651	20677	1	0	0	1106
Scaffold_1654	20615	1	0	0	1107
Scaffold_1657	20486	1	0	0	1108
Scaffold_1660	20435	1	0	0	1109
Scaffold_1677	20068	3	0	0	1110
Scaffold_1678	20058	1	0	0	1111
Scaffold_1683	19709	1	0	0	1112
Scaffold_1688	19451	1	0	0	1113
Scaffold_1693	19244	1	0	0	1114
Scaffold_1695	19243	1	0	0	1115
Scaffold_1699	18998	1	0	0	1116
Scaffold_1701	18965	1	0	0	1117
Scaffold_1704	18874	3	0	0	1118
Scaffold_1710	18655	1	0	0	1119
Scaffold_1714	18486	1	0	0	1120
Scaffold_1721	18057	1	0	0	1121
Scaffold_1722	18030	1	0	0	1122
Scaffold_1727	17489	2	0	0	1123
Scaffold_1735	17189	1	0	0	1124
Scaffold_1736	17188	1	0	0	1125
Scaffold_1737	17164	1	0	0	1126
Scaffold_1740	17147	1	0	0	1127
Scaffold_1742	17118	1	0	0	1128
Scaffold_1747	16951	1	0	0	1129
Scaffold_1756	16260	1	0	0	1130
Scaffold_1760	16153	1	0	0	1131
Scaffold_1762	16104	1	0	0	1132
Scaffold_1766	15885	1	0	0	1133
Scaffold_1773	15525	1	0	0	1134
Scaffold_2303	15359	1	1	1	1135
Scaffold_1781	14945	1	0	0	1136
Scaffold_1784	14769	1	0	0	1137
Scaffold_1788	14646	1	0	0	1138
Scaffold_1794	14415	1	0	0	1139
Scaffold_1798	14151	1	0	0	1140
Scaffold_1804	14071	1	0	0	1141
Scaffold_1814	13003	1	0	0	1142
Scaffold_1827	11827	1	0	0	1143
Scaffold_1864	8136	2	0	0	1144
Scaffold_1873	7011	1	0	0	1145
Scaffold_1886	5911	1	0	0	1146
Scaffold_1896	5471	1	0	0	1147
Scaffold_1902	5090	2	0	0	1148
Scaffold_1903	4760	1	0	0	1149
Scaffold_1909	4413	2	0	0	1150
Scaffold_1913	4073	1	0	0	1151
Scaffold_1955	2623	1	0	0	1152
Scaffold_1963	2443	1	0	0	1153
Scaffold_1969	2293	1	0	0	1154
Scaffold_1989	1579	1	0	0	1155
