scaffold	length	orthocount_all	orthocount_one	ratio	order
Scaffold_7158	52011	1	0	0	692
Scaffold_7050	51968	1	0	0	693
Scaffold_4731	51918	1	0	0	694
Scaffold_5469	51852	3	0	0	695
Scaffold_4328	51821	1	0	0	696
Scaffold_4211	51806	1	0	0	697
Scaffold_8420	51681	1	0	0	698
Scaffold_4893	51449	1	0	0	699
Scaffold_6565	51445	2	0	0	700
Scaffold_5136	51440	1	0	0	701
Scaffold_5107	51337	1	0	0	702
Scaffold_7821	51337	2	0	0	703
Scaffold_3699	51194	1	0	0	704
Scaffold_6972	51120	1	0	0	705
Scaffold_3553	51068	1	0	0	706
Scaffold_5243	51024	1	0	0	707
Scaffold_866	50997	4	1	0.25	708
Scaffold_5279	50933	3	0	0	709
Scaffold_5815	50910	1	0	0	710
Scaffold_936	50836	5	0	0	711
Scaffold_7558	50799	1	0	0	712
Scaffold_4968	50748	3	0	0	713
Scaffold_4478	50639	1	0	0	714
Scaffold_8753	50590	2	0	0	715
Scaffold_8913	50510	1	0	0	716
Scaffold_7391	50503	1	0	0	717
Scaffold_905	50349	3	1	0.333333333333333	718
Scaffold_5732	50321	1	0	0	719
Scaffold_5864	50290	1	0	0	720
Scaffold_972	50280	3	0	0	721
Scaffold_3919	50276	1	0	0	722
Scaffold_5486	50269	1	0	0	723
Scaffold_9252	50182	1	0	0	724
Scaffold_8763	50160	2	0	0	725
Scaffold_3674	50157	2	0	0	726
Scaffold_7899	50103	1	0	0	727
Scaffold_9466	50080	2	0	0	728
Scaffold_10379	49877	1	0	0	729
Scaffold_4066	49820	3	0	0	730
Scaffold_5046	49783	1	0	0	731
Scaffold_10255	49630	3	1	0.333333333333333	732
Scaffold_10278	49626	2	0	0	733
Scaffold_8339	49556	1	0	0	734
Scaffold_10381	49547	1	1	1	735
Scaffold_8428	49494	2	0	0	736
Scaffold_5310	49320	2	0	0	737
Scaffold_6328	49280	1	0	0	738
Scaffold_3635	49115	1	0	0	739
Scaffold_10315	49064	1	0	0	740
Scaffold_7166	49060	2	0	0	741
Scaffold_4356	49056	1	0	0	742
Scaffold_10339	49051	2	0	0	743
Scaffold_5298	49043	1	0	0	744
Scaffold_8863	49001	1	0	0	745
Scaffold_4036	48980	1	0	0	746
Scaffold_6240	48943	1	0	0	747
Scaffold_3532	48932	1	0	0	748
Scaffold_8848	48925	1	0	0	749
Scaffold_963	48919	2	0	0	750
Scaffold_1074	48913	1	0	0	751
Scaffold_10291	48896	1	0	0	752
Scaffold_5696	48879	16	1	0.0625	753
Scaffold_5813	48838	2	0	0	754
Scaffold_8328	48799	1	0	0	755
Scaffold_4493	48792	1	0	0	756
Scaffold_5452	48752	1	0	0	757
Scaffold_3876	48742	2	0	0	758
Scaffold_7534	48715	1	0	0	759
Scaffold_4915	48697	1	0	0	760
Scaffold_849	48567	8	0	0	761
Scaffold_10351	48538	2	0	0	762
Scaffold_7019	48486	1	0	0	763
Scaffold_8712	48459	2	0	0	764
Scaffold_6905	48445	1	0	0	765
Scaffold_6386	48334	1	0	0	766
Scaffold_5562	48295	1	0	0	767
Scaffold_4574	48132	1	0	0	768
Scaffold_9344	48129	1	0	0	769
Scaffold_6317	47954	1	0	0	770
Scaffold_5249	47952	2	0	0	771
Scaffold_5695	47881	7	1	0.142857142857143	772
Scaffold_7519	47824	1	0	0	773
Scaffold_554	47819	5	0	0	774
Scaffold_9309	47815	1	0	0	775
Scaffold_7069	47790	1	0	0	776
Scaffold_3891	47710	1	0	0	777
Scaffold_4545	47660	2	0	0	778
Scaffold_4999	47645	1	0	0	779
Scaffold_8517	47545	1	0	0	780
Scaffold_7229	47465	2	0	0	781
Scaffold_8015	47395	1	0	0	782
Scaffold_8458	47330	1	0	0	783
Scaffold_4114	47319	1	0	0	784
Scaffold_5719	47287	1	0	0	785
Scaffold_6764	47219	1	0	0	786
Scaffold_4352	47213	1	0	0	787
Scaffold_3529	47117	1	0	0	788
Scaffold_7347	47108	1	0	0	789
Scaffold_106	47064	1	0	0	790
Scaffold_405	47063	4	0	0	791
Scaffold_9176	46895	1	0	0	792
Scaffold_4333	46892	2	0	0	793
Scaffold_4713	46891	1	0	0	794
Scaffold_5643	46772	1	0	0	795
Scaffold_3725	46676	1	0	0	796
Scaffold_5588	46619	1	0	0	797
Scaffold_400	46574	1	0	0	798
Scaffold_5456	46501	1	0	0	799
Scaffold_723	46467	1	0	0	800
Scaffold_239	46417	1	0	0	801
Scaffold_637	46417	1	0	0	802
Scaffold_9912	46371	2	0	0	803
Scaffold_5353	46364	3	1	0.333333333333333	804
Scaffold_155	46328	2	0	0	805
Scaffold_4764	46321	1	0	0	806
Scaffold_1018	46318	2	0	0	807
Scaffold_6171	46316	1	0	0	808
Scaffold_7734	46295	2	0	0	809
Scaffold_6458	46274	2	0	0	810
Scaffold_4799	46201	2	0	0	811
Scaffold_71	46190	1	0	0	812
Scaffold_441	46178	1	0	0	813
Scaffold_7372	46174	1	0	0	814
Scaffold_7255	46139	2	0	0	815
Scaffold_4369	46138	2	0	0	816
Scaffold_4384	46127	1	0	0	817
Scaffold_7992	46060	1	0	0	818
Scaffold_3650	46035	1	0	0	819
Scaffold_3761	46018	1	0	0	820
Scaffold_8267	45906	1	0	0	821
Scaffold_1083	45808	1	0	0	822
Scaffold_3728	45766	3	0	0	823
Scaffold_7115	45739	3	0	0	824
Scaffold_5887	45733	1	0	0	825
Scaffold_8639	45714	22	0	0	826
Scaffold_8352	45671	1	0	0	827
Scaffold_4756	45662	1	0	0	828
Scaffold_7357	45628	1	0	0	829
Scaffold_9285	45505	1	0	0	830
Scaffold_6536	45487	1	0	0	831
Scaffold_5523	45423	3	0	0	832
Scaffold_1026	45422	2	0	0	833
Scaffold_5720	45399	1	0	0	834
Scaffold_6634	45397	2	0	0	835
Scaffold_5669	45387	1	0	0	836
Scaffold_7940	45337	1	0	0	837
Scaffold_6213	45169	2	0	0	838
Scaffold_5475	45099	2	0	0	839
Scaffold_4723	45064	1	0	0	840
Scaffold_7208	45011	1	0	0	841
Scaffold_714	44982	1	0	0	842
Scaffold_9602	44971	1	0	0	843
Scaffold_7730	44906	1	0	0	844
Scaffold_313	44851	1	0	0	845
Scaffold_8821	44832	1	0	0	846
Scaffold_6801	44750	1	0	0	847
Scaffold_9311	44731	1	0	0	848
Scaffold_1023	44633	3	0	0	849
Scaffold_6974	44631	2	0	0	850
Scaffold_5618	44617	1	0	0	851
Scaffold_7137	44560	2	0	0	852
Scaffold_7434	44496	2	0	0	853
Scaffold_562	44483	5	0	0	854
Scaffold_6424	44436	1	0	0	855
Scaffold_9362	44411	1	0	0	856
Scaffold_4433	44371	1	0	0	857
Scaffold_4550	44289	2	0	0	858
Scaffold_8160	44283	1	0	0	859
Scaffold_332	44271	1	0	0	860
Scaffold_7068	44270	1	0	0	861
Scaffold_9129	44188	1	0	0	862
Scaffold_7385	44181	2	0	0	863
Scaffold_8330	44105	1	0	0	864
Scaffold_3685	44090	1	0	0	865
Scaffold_6642	43977	2	0	0	866
Scaffold_8820	43952	1	0	0	867
Scaffold_5594	43938	1	0	0	868
Scaffold_5381	43769	1	0	0	869
Scaffold_5546	43754	1	0	0	870
Scaffold_8146	43742	1	0	0	871
Scaffold_10306	43714	1	0	0	872
Scaffold_6209	43610	2	0	0	873
Scaffold_7210	43565	2	0	0	874
Scaffold_4806	43521	1	0	0	875
Scaffold_9099	43471	2	0	0	876
Scaffold_7698	43448	2	0	0	877
Scaffold_6539	43430	1	0	0	878
Scaffold_5677	43349	1	0	0	879
Scaffold_563	43317	4	0	0	880
Scaffold_855	43306	6	0	0	881
Scaffold_9217	43222	2	0	0	882
Scaffold_3782	43199	1	0	0	883
Scaffold_7294	43139	2	0	0	884
Scaffold_5040	43088	4	0	0	885
Scaffold_6069	43051	1	0	0	886
Scaffold_4974	43035	2	0	0	887
Scaffold_6381	43030	2	0	0	888
Scaffold_5095	43016	1	0	0	889
Scaffold_3513	43006	1	0	0	890
Scaffold_523	43003	1	0	0	891
Scaffold_6723	42989	6	0	0	892
Scaffold_175	42953	1	0	0	893
Scaffold_5807	42950	1	0	0	894
Scaffold_8506	42859	1	0	0	895
Scaffold_6234	42816	2	0	0	896
Scaffold_1091	42807	1	0	0	897
Scaffold_721	42762	1	0	0	898
Scaffold_5048	42660	1	0	0	899
Scaffold_4116	42598	1	0	0	900
Scaffold_6252	42509	1	0	0	901
Scaffold_6300	42409	1	0	0	902
Scaffold_850	42388	5	0	0	903
Scaffold_501	42367	1	0	0	904
Scaffold_557	42364	1	0	0	905
Scaffold_4386	42352	1	0	0	906
Scaffold_6958	42318	1	0	0	907
Scaffold_3774	42300	1	0	0	908
Scaffold_6312	42274	1	0	0	909
Scaffold_3484	42174	4	0	0	910
Scaffold_5591	42170	1	0	0	911
Scaffold_6774	42099	1	0	0	912
Scaffold_8927	42041	1	0	0	913
Scaffold_4614	41937	2	0	0	914
Scaffold_8312	41902	4	0	0	915
Scaffold_6184	41901	1	0	0	916
Scaffold_3850	41900	2	0	0	917
Scaffold_7151	41885	1	0	0	918
Scaffold_7183	41884	1	0	0	919
Scaffold_8341	41851	2	0	0	920
Scaffold_1011	41791	1	0	0	921
Scaffold_6061	41780	1	0	0	922
Scaffold_4533	41719	1	0	0	923
Scaffold_384	41699	2	0	0	924
Scaffold_532	41656	1	0	0	925
Scaffold_4941	41595	1	0	0	926
Scaffold_3722	41591	1	0	0	927
Scaffold_5824	41557	3	0	0	928
Scaffold_227	41553	1	0	0	929
Scaffold_8326	41518	4	0	0	930
Scaffold_3639	41482	1	0	0	931
Scaffold_5848	41460	1	0	0	932
Scaffold_4994	41404	1	0	0	933
Scaffold_184	41395	2	0	0	934
Scaffold_9165	41362	1	0	0	935
Scaffold_4841	41262	1	0	0	936
Scaffold_3559	41242	1	0	0	937
Scaffold_696	41186	2	0	0	938
Scaffold_29	41179	1	0	0	939
Scaffold_7331	41160	4	0	0	940
Scaffold_7638	41157	3	0	0	941
Scaffold_9299	41133	6	0	0	942
Scaffold_6394	41096	2	0	0	943
Scaffold_7874	41063	1	0	0	944
Scaffold_7941	40971	1	0	0	945
Scaffold_8357	40880	1	0	0	946
Scaffold_10268	40865	1	0	0	947
Scaffold_645	40830	4	0	0	948
Scaffold_7180	40789	1	0	0	949
Scaffold_7492	40697	1	0	0	950
Scaffold_8817	40641	1	0	0	951
Scaffold_6960	40500	1	0	0	952
Scaffold_8130	40470	1	0	0	953
Scaffold_505	40441	1	0	0	954
Scaffold_5832	40384	1	0	0	955
Scaffold_7719	40378	1	0	0	956
Scaffold_5172	40261	3	0	0	957
Scaffold_10125	40254	6	0	0	958
Scaffold_6951	40253	1	0	0	959
Scaffold_8113	40061	1	0	0	960
Scaffold_6618	40033	1	0	0	961
Scaffold_6916	40023	1	0	0	962
Scaffold_3991	39967	1	0	0	963
Scaffold_9141	39967	1	0	0	964
Scaffold_1746	39909	1	1	1	965
Scaffold_6591	39863	1	0	0	966
Scaffold_6089	39706	1	0	0	967
Scaffold_4164	39693	1	0	0	968
Scaffold_7376	39671	1	0	0	969
Scaffold_8161	39650	1	0	0	970
Scaffold_5274	39626	1	0	0	971
Scaffold_4355	39578	1	0	0	972
Scaffold_8353	39572	1	0	0	973
Scaffold_4683	39538	2	0	0	974
Scaffold_4591	39475	1	0	0	975
Scaffold_3558	39463	1	0	0	976
Scaffold_8557	39440	1	0	0	977
Scaffold_6204	39420	1	0	0	978
Scaffold_9075	39416	1	0	0	979
Scaffold_5885	39378	2	0	0	980
Scaffold_1028	39345	7	0	0	981
Scaffold_3528	39156	1	0	0	982
Scaffold_4426	39125	1	0	0	983
Scaffold_3759	39085	1	0	0	984
Scaffold_9642	39041	1	0	0	985
Scaffold_415	38973	1	0	0	986
Scaffold_7156	38912	1	0	0	987
Scaffold_3763	38883	1	0	0	988
Scaffold_3860	38804	1	0	0	989
Scaffold_86	38798	3	0	0	990
Scaffold_6482	38738	1	0	0	991
Scaffold_3897	38704	2	0	0	992
Scaffold_4586	38676	3	0	0	993
Scaffold_6216	38565	1	0	0	994
Scaffold_5505	38533	1	0	0	995
Scaffold_6594	38493	3	0	0	996
Scaffold_6032	38480	1	0	0	997
Scaffold_7473	38480	1	0	0	998
Scaffold_8013	38452	1	0	0	999
Scaffold_6811	38431	1	0	0	1000
Scaffold_652	38376	1	0	0	1001
Scaffold_8397	38327	8	0	0	1002
Scaffold_508	38314	1	0	0	1003
Scaffold_5478	38290	1	0	0	1004
Scaffold_5552	38265	2	0	0	1005
Scaffold_6886	38245	2	0	0	1006
Scaffold_852	38220	2	0	0	1007
Scaffold_9469	38217	1	0	0	1008
Scaffold_921	38216	1	0	0	1009
Scaffold_8828	38210	1	0	0	1010
Scaffold_8827	38188	1	0	0	1011
Scaffold_479	38124	1	0	0	1012
Scaffold_5163	38111	1	0	0	1013
Scaffold_7697	38030	1	0	0	1014
Scaffold_8567	38003	1	0	0	1015
Scaffold_302	37963	1	0	0	1016
Scaffold_7575	37953	1	0	0	1017
Scaffold_3667	37951	1	0	0	1018
Scaffold_9600	37905	1	0	0	1019
Scaffold_6501	37901	1	0	0	1020
Scaffold_891	37869	1	0	0	1021
Scaffold_1077	37859	1	0	0	1022
Scaffold_7360	37858	2	0	0	1023
Scaffold_413	37813	1	0	0	1024
Scaffold_6291	37736	1	0	0	1025
Scaffold_3966	37716	1	0	0	1026
Scaffold_4337	37707	1	0	0	1027
Scaffold_8887	37694	3	0	0	1028
Scaffold_6253	37687	1	0	0	1029
Scaffold_3954	37679	1	0	0	1030
Scaffold_6851	37626	2	0	0	1031
Scaffold_4183	37608	1	0	0	1032
Scaffold_9397	37592	1	0	0	1033
Scaffold_9135	37590	2	0	0	1034
Scaffold_5881	37559	1	0	0	1035
Scaffold_5258	37512	1	0	0	1036
Scaffold_8957	37460	1	0	0	1037
Scaffold_5925	37424	1	0	0	1038
Scaffold_3457	37381	2	0	0	1039
Scaffold_5717	37374	1	0	0	1040
Scaffold_6547	37340	2	0	0	1041
Scaffold_9425	37330	2	0	0	1042
Scaffold_9065	37291	1	0	0	1043
Scaffold_6085	37288	1	0	0	1044
Scaffold_397	37271	1	0	0	1045
Scaffold_6727	37217	4	0	0	1046
Scaffold_7530	37211	3	0	0	1047
Scaffold_6467	37170	1	0	0	1048
Scaffold_3726	37149	1	0	0	1049
Scaffold_5272	37137	2	0	0	1050
Scaffold_5928	37106	1	0	0	1051
Scaffold_8995	37078	3	0	0	1052
Scaffold_82	37064	1	0	0	1053
Scaffold_5335	36976	1	0	0	1054
Scaffold_6967	36913	1	0	0	1055
Scaffold_9943	36805	1	0	0	1056
Scaffold_5997	36753	1	0	0	1057
Scaffold_6237	36741	1	0	0	1058
Scaffold_3712	36725	1	0	0	1059
Scaffold_7170	36632	1	0	0	1060
Scaffold_6954	36625	2	0	0	1061
Scaffold_7116	36594	1	0	0	1062
Scaffold_6052	36548	3	0	0	1063
Scaffold_5901	36546	2	0	0	1064
Scaffold_8986	36495	1	0	0	1065
Scaffold_5495	36484	1	0	0	1066
Scaffold_8881	36450	1	0	0	1067
Scaffold_5007	36395	1	0	0	1068
Scaffold_8014	36384	1	0	0	1069
Scaffold_1062	36370	2	0	0	1070
Scaffold_7555	36356	1	0	0	1071
Scaffold_5174	36332	2	0	0	1072
Scaffold_6159	36321	1	0	0	1073
Scaffold_5208	36313	1	0	0	1074
Scaffold_3742	36308	1	0	0	1075
Scaffold_4078	36305	2	0	0	1076
Scaffold_3913	36270	1	0	0	1077
Scaffold_8008	36235	1	0	0	1078
Scaffold_6114	36169	1	0	0	1079
Scaffold_5502	36051	1	0	0	1080
Scaffold_745	36033	2	0	0	1081
Scaffold_8368	35996	1	0	0	1082
Scaffold_4320	35984	1	0	0	1083
Scaffold_1052	35944	8	0	0	1084
Scaffold_3493	35800	1	0	0	1085
Scaffold_8351	35758	2	0	0	1086
Scaffold_419	35742	1	0	0	1087
Scaffold_356	35667	1	0	0	1088
Scaffold_5716	35663	1	0	0	1089
Scaffold_4559	35599	1	0	0	1090
Scaffold_6326	35591	1	0	0	1091
Scaffold_5694	35575	1	0	0	1092
Scaffold_3515	35541	1	0	0	1093
Scaffold_863	35535	3	0	0	1094
Scaffold_4205	35499	1	0	0	1095
Scaffold_3613	35491	2	0	0	1096
Scaffold_960	35481	2	0	0	1097
Scaffold_3754	35429	1	0	0	1098
Scaffold_639	35425	3	0	0	1099
Scaffold_8122	35400	1	0	0	1100
Scaffold_8967	35390	2	0	0	1101
Scaffold_9300	35390	6	0	0	1102
Scaffold_9354	35343	2	0	0	1103
Scaffold_6084	35342	1	0	0	1104
Scaffold_7219	35339	1	0	0	1105
Scaffold_4851	35336	1	0	0	1106
Scaffold_4150	35317	3	0	0	1107
Scaffold_6534	35276	1	0	0	1108
Scaffold_8327	35190	4	0	0	1109
Scaffold_3721	35179	1	0	0	1110
Scaffold_6689	35146	3	0	0	1111
Scaffold_9610	35100	1	0	0	1112
Scaffold_6595	35056	2	0	0	1113
Scaffold_6081	35014	1	0	0	1114
Scaffold_8652	35013	1	0	0	1115
Scaffold_4098	35005	1	0	0	1116
Scaffold_7204	35004	2	0	0	1117
Scaffold_590	34986	4	0	0	1118
Scaffold_477	34929	3	0	0	1119
Scaffold_159	34927	2	0	0	1120
Scaffold_38	34922	1	0	0	1121
Scaffold_8378	34874	2	0	0	1122
Scaffold_8387	34874	1	0	0	1123
Scaffold_8849	34826	2	0	0	1124
Scaffold_3929	34795	1	0	0	1125
Scaffold_5489	34787	3	0	0	1126
Scaffold_9293	34784	1	0	0	1127
Scaffold_111	34762	1	0	0	1128
Scaffold_8478	34747	3	0	0	1129
Scaffold_685	34709	2	0	0	1130
Scaffold_948	34697	3	0	0	1131
Scaffold_6046	34692	1	0	0	1132
Scaffold_635	34687	1	0	0	1133
Scaffold_5773	34627	1	0	0	1134
Scaffold_5962	34627	1	0	0	1135
Scaffold_6018	34584	1	0	0	1136
Scaffold_7607	34576	1	0	0	1137
Scaffold_144	34561	2	0	0	1138
Scaffold_598	34489	2	0	0	1139
Scaffold_1033	34407	4	0	0	1140
Scaffold_5826	34349	1	0	0	1141
Scaffold_193	34274	1	0	0	1142
Scaffold_7459	34273	1	0	0	1143
Scaffold_309	34244	1	0	0	1144
Scaffold_744	34205	1	0	0	1145
Scaffold_1003	34197	1	0	0	1146
Scaffold_6471	34187	1	0	0	1147
Scaffold_5865	34168	1	0	0	1148
Scaffold_6956	34152	1	0	0	1149
Scaffold_7108	34128	2	0	0	1150
Scaffold_762	34103	1	0	0	1151
Scaffold_7728	34100	1	0	0	1152
Scaffold_5722	34095	1	0	0	1153
Scaffold_8874	34080	1	0	0	1154
Scaffold_8518	34009	1	0	0	1155
Scaffold_3866	33972	1	0	0	1156
Scaffold_1031	33932	1	0	0	1157
Scaffold_9402	33892	1	0	0	1158
Scaffold_4284	33867	1	0	0	1159
Scaffold_4566	33847	1	0	0	1160
Scaffold_9049	33838	1	0	0	1161
Scaffold_4342	33831	1	0	0	1162
Scaffold_4765	33820	1	0	0	1163
Scaffold_3912	33805	2	0	0	1164
Scaffold_4901	33794	1	0	0	1165
Scaffold_4563	33744	1	0	0	1166
Scaffold_4143	33605	1	0	0	1167
Scaffold_9027	33605	2	0	0	1168
Scaffold_6331	33595	1	0	0	1169
Scaffold_7968	33441	3	0	0	1170
Scaffold_468	33433	2	0	0	1171
Scaffold_8873	33383	1	0	0	1172
Scaffold_7214	33361	1	0	0	1173
Scaffold_8448	33359	1	0	0	1174
Scaffold_5431	33347	1	0	0	1175
Scaffold_220	33346	1	0	0	1176
Scaffold_4950	33344	2	0	0	1177
Scaffold_9181	33320	1	0	0	1178
Scaffold_5823	33285	3	0	0	1179
Scaffold_4886	33196	1	0	0	1180
Scaffold_90	33113	1	0	0	1181
Scaffold_8050	33088	1	0	0	1182
Scaffold_799	33046	1	0	0	1183
Scaffold_217	32998	1	0	0	1184
Scaffold_4306	32984	1	0	0	1185
Scaffold_6858	32983	1	0	0	1186
Scaffold_8433	32954	1	0	0	1187
Scaffold_6874	32953	1	0	0	1188
Scaffold_877	32876	1	0	0	1189
Scaffold_4177	32852	1	0	0	1190
Scaffold_8858	32820	1	0	0	1191
Scaffold_3629	32816	1	0	0	1192
Scaffold_8016	32742	1	0	0	1193
Scaffold_5564	32714	1	0	0	1194
Scaffold_410	32700	1	0	0	1195
Scaffold_756	32694	4	0	0	1196
Scaffold_8857	32679	1	0	0	1197
Scaffold_6014	32669	1	0	0	1198
Scaffold_4404	32660	1	0	0	1199
Scaffold_132	32614	1	0	0	1200
Scaffold_9453	32613	2	0	0	1201
Scaffold_5288	32603	1	0	0	1202
Scaffold_4189	32601	1	0	0	1203
Scaffold_5313	32553	1	0	0	1204
Scaffold_7639	32474	1	0	0	1205
Scaffold_5837	32455	1	0	0	1206
Scaffold_8289	32435	2	0	0	1207
Scaffold_627	32419	1	0	0	1208
Scaffold_8010	32393	1	0	0	1209
Scaffold_8156	32349	1	0	0	1210
Scaffold_5348	32329	1	0	0	1211
Scaffold_8469	32307	2	0	0	1212
Scaffold_9171	32296	1	0	0	1213
Scaffold_9100	32250	1	1	1	1214
Scaffold_9361	32212	1	0	0	1215
Scaffold_8631	32195	3	0	0	1216
Scaffold_9253	32155	7	0	0	1217
Scaffold_976	32155	1	1	1	1218
Scaffold_8746	32138	1	0	0	1219
Scaffold_6950	32123	1	0	0	1220
Scaffold_3677	32117	1	0	0	1221
Scaffold_8716	32042	1	0	0	1222
Scaffold_4737	31944	1	0	0	1223
Scaffold_9474	31901	3	0	0	1224
Scaffold_7344	31893	1	0	0	1225
Scaffold_8869	31864	3	0	0	1226
Scaffold_4058	31802	1	0	0	1227
Scaffold_221	31800	1	0	0	1228
Scaffold_6131	31782	2	0	0	1229
Scaffold_9272	31763	3	0	0	1230
Scaffold_7346	31753	4	0	0	1231
Scaffold_4690	31707	1	0	0	1232
Scaffold_8996	31700	1	0	0	1233
Scaffold_9731	31636	1	0	0	1234
Scaffold_3656	31563	1	0	0	1235
Scaffold_4708	31551	1	0	0	1236
Scaffold_134	31536	1	0	0	1237
Scaffold_4526	31510	1	0	0	1238
Scaffold_5968	31491	1	0	0	1239
Scaffold_7938	31476	1	0	0	1240
Scaffold_3711	31419	2	0	0	1241
Scaffold_4456	31378	2	0	0	1242
Scaffold_7410	31332	1	0	0	1243
Scaffold_8234	31306	1	0	0	1244
Scaffold_392	31264	1	0	0	1245
Scaffold_5906	31233	1	0	0	1246
Scaffold_4196	31232	1	0	0	1247
Scaffold_9403	31207	1	0	0	1248
Scaffold_3527	31193	1	0	0	1249
Scaffold_5602	31164	1	0	0	1250
Scaffold_9001	31088	2	0	0	1251
Scaffold_8532	31069	1	0	0	1252
Scaffold_9186	31060	1	0	0	1253
Scaffold_8603	31051	1	0	0	1254
Scaffold_655	31046	1	0	0	1255
Scaffold_9197	31031	1	0	0	1256
Scaffold_7177	31023	1	0	0	1257
Scaffold_932	31019	3	0	0	1258
Scaffold_8044	31014	2	0	0	1259
Scaffold_1058	31007	2	0	0	1260
Scaffold_4469	30999	1	0	0	1261
Scaffold_5922	30975	1	0	0	1262
Scaffold_3701	30954	1	0	0	1263
Scaffold_9417	30952	1	0	0	1264
Scaffold_5892	30949	2	0	0	1265
Scaffold_602	30949	1	0	0	1266
Scaffold_7023	30908	1	0	0	1267
Scaffold_8978	30894	1	0	0	1268
Scaffold_9114	30875	1	0	0	1269
Scaffold_827	30866	1	0	0	1270
Scaffold_8642	30860	16	1	0.0625	1271
Scaffold_8833	30843	1	0	0	1272
Scaffold_7706	30826	1	0	0	1273
Scaffold_546	30823	1	0	0	1274
Scaffold_6327	30798	1	0	0	1275
Scaffold_453	30767	2	0	0	1276
Scaffold_3637	30749	1	0	0	1277
Scaffold_5753	30748	1	0	0	1278
Scaffold_81	30695	1	0	0	1279
Scaffold_4315	30694	1	0	0	1280
Scaffold_5905	30666	3	0	0	1281
Scaffold_5951	30643	1	0	0	1282
Scaffold_8242	30607	2	0	0	1283
Scaffold_3812	30572	1	0	0	1284
Scaffold_4793	30563	1	0	0	1285
Scaffold_3776	30534	1	0	0	1286
Scaffold_4677	30505	1	0	0	1287
Scaffold_3634	30498	1	0	0	1288
Scaffold_4017	30470	1	0	0	1289
Scaffold_6743	30469	1	1	1	1290
Scaffold_6647	30418	1	0	0	1291
Scaffold_8662	30406	1	0	0	1292
Scaffold_10375	30362	1	0	0	1293
Scaffold_876	30347	1	0	0	1294
Scaffold_5816	30338	2	0	0	1295
Scaffold_9458	30306	2	0	0	1296
Scaffold_3841	30285	1	0	0	1297
Scaffold_9475	30272	1	0	0	1298
Scaffold_4329	30250	1	0	0	1299
Scaffold_800	30230	3	0	0	1300
Scaffold_6135	30194	1	0	0	1301
Scaffold_273	30156	1	0	0	1302
Scaffold_349	30151	1	1	1	1303
Scaffold_262	30131	1	0	0	1304
Scaffold_9481	30127	4	0	0	1305
Scaffold_1007	30102	2	0	0	1306
Scaffold_3598	30076	1	0	0	1307
Scaffold_3550	30071	2	0	0	1308
Scaffold_8808	30014	1	0	0	1309
Scaffold_3867	30009	1	0	0	1310
Scaffold_7625	30007	2	1	0.5	1311
Scaffold_8785	29938	1	0	0	1312
Scaffold_5763	29932	1	0	0	1313
Scaffold_935	29911	3	0	0	1314
Scaffold_8119	29852	1	0	0	1315
Scaffold_9238	29820	4	0	0	1316
Scaffold_3837	29813	3	0	0	1317
Scaffold_7112	29792	1	0	0	1318
Scaffold_8870	29772	2	0	0	1319
Scaffold_9360	29766	2	0	0	1320
Scaffold_4003	29743	1	0	0	1321
Scaffold_766	29742	1	0	0	1322
Scaffold_6017	29740	2	0	0	1323
Scaffold_6472	29733	2	0	0	1324
Scaffold_6053	29724	2	0	0	1325
Scaffold_4442	29700	1	0	0	1326
Scaffold_6744	29688	2	0	0	1327
Scaffold_9143	29627	7	0	0	1328
Scaffold_3603	29597	1	0	0	1329
Scaffold_4256	29589	1	0	0	1330
Scaffold_8534	29563	3	0	0	1331
Scaffold_5978	29561	1	0	0	1332
Scaffold_5309	29541	3	1	0.333333333333333	1333
Scaffold_946	29428	3	0	0	1334
Scaffold_6111	29425	1	0	0	1335
Scaffold_5418	29421	1	0	0	1336
Scaffold_5697	29379	7	0	0	1337
Scaffold_6146	29377	2	0	0	1338
Scaffold_8062	29356	1	0	0	1339
Scaffold_8011	29321	2	0	0	1340
Scaffold_5271	29309	2	0	0	1341
Scaffold_9364	29306	1	0	0	1342
Scaffold_3657	29301	1	0	0	1343
Scaffold_443	29282	1	0	0	1344
Scaffold_8336	29238	1	0	0	1345
Scaffold_767	29212	2	0	0	1346
Scaffold_6484	29197	1	0	0	1347
Scaffold_5287	29186	1	0	0	1348
Scaffold_8301	29163	3	0	0	1349
Scaffold_6728	29158	1	0	0	1350
Scaffold_7467	29155	1	0	0	1351
Scaffold_4741	29060	2	0	0	1352
Scaffold_1082	28973	1	0	0	1353
Scaffold_3612	28972	1	0	0	1354
Scaffold_9150	28957	1	0	0	1355
Scaffold_6794	28953	2	0	0	1356
Scaffold_6614	28936	1	0	0	1357
Scaffold_9052	28912	1	0	0	1358
Scaffold_5162	28906	1	0	0	1359
Scaffold_5193	28900	1	0	0	1360
Scaffold_1078	28838	1	0	0	1361
Scaffold_8114	28774	1	0	0	1362
Scaffold_9035	28765	2	0	0	1363
Scaffold_4768	28734	1	0	0	1364
Scaffold_4623	28673	1	0	0	1365
Scaffold_250	28653	2	0	0	1366
Scaffold_9465	28624	1	0	0	1367
Scaffold_4548	28596	1	0	0	1368
Scaffold_5228	28568	1	0	0	1369
Scaffold_623	28553	1	0	0	1370
Scaffold_422	28517	2	0	0	1371
Scaffold_7107	28510	1	0	0	1372
Scaffold_796	28505	1	0	0	1373
Scaffold_7533	28493	1	0	0	1374
